"","iso_o","pageRank_unique.name","pageRank_unique.wpr","close_unique.name","close_unique.closeness","outdegree_unique.name","outdegree_unique.degree","indegree_unique.name","indegree_unique.degree","local_clust_tt_unique","local_clust_out_unique"
"1","ABW",1,0.00220782716529586,1,8.88361147762766,1,1.74299123551991,1,5.426026645905,0.90585458512378,0.76032315978456
"2","AFG",2,0.0137518901600562,2,222.543920244103,2,17.3345421064868,2,62.4945511903154,0.514675810348487,0.496327606987256
"3","AGO",3,0.0021386834724756,3,39.6806266401628,3,2.14993338114426,3,2.95537496863098,0.820822754566371,0.915567961765069
"4","ALB",4,0.00154806032321216,4,34.6225982503452,4,2.13585322793126,4,1.98097195843566,0.964172806198333,0.993107489080644
"5","AND",5,0.00206720412401965,5,37.2099865094764,5,2.15519352240591,5,5.05313716171215,0.952728684995349,0.973911091154019
"6","ARE",6,0.00854486899933947,6,331.20154645254,6,18.1587533992956,6,64.8885964416709,0.787798089325389,0.726172736353268
"7","ARG",7,0.00235773831056566,7,326.060356758603,7,13.1011380763554,7,11.2034801909484,0.94659105596706,0.93865927221379
"8","ARM",8,0.00216495730471781,8,70.8969855729382,8,2.84901994672292,8,10.2020158496009,0.947232757193335,0.973706636848705
"9","ATG",9,0.00114050364244094,9,3.13385891814359,9,1.58584583755754,9,1.45312199395941,0.958861738323538,0.861301369863014
"10","AUS",10,0.00939001489503809,10,558.41843605223,10,41.8603479627007,10,55.8132410921059,0.82986446735799,0.837322863574512
"11","AUT",11,0.00873520870082708,11,686.139941569259,11,54.5021410495007,11,58.6803611160694,0.867391938604308,0.916922030965896
"12","AZE",12,0.00161625102668568,12,72.981264150947,12,3.40009600967019,12,2.64926215318874,0.924745432370588,0.910487281120813
"13","BDI",13,0.000882295824444873,13,0.545673117622957,13,1.25094171590774,13,1.38693700852725,0.789795918367347,1
"14","BEL",14,0.00942269498243259,14,800.710428198804,14,73.9363925694507,14,79.8598543090567,0.850341176874688,0.8667108170494
"15","BEN",15,0.00107200771591283,15,6.44498240187908,15,1.88284579509754,15,1.87997160996278,0.801633250546884,0.780413732394366
"16","BFA",16,0.00113759175487064,16,44.1880261435978,16,2.64763569288914,16,1.72232507000118,0.869563104720366,0.885551613427112
"17","BGD",17,0.00190217289299294,17,41.82104321807,17,2.5447690735398,17,4.64356251354719,0.884371203005578,0.912647042656113
"18","BGR",18,0.00233139994340741,18,71.3850764903948,18,3.64261441608506,18,3.1308571111562,0.877977965095911,0.90043991423754
"19","BHR",19,0.00233113521495231,19,77.0037532685358,19,2.83339835260566,19,3.65106247798969,0.913805733425808,0.907108066341033
"20","BHS",20,0.00353832079155135,20,652.307919478641,20,32.1608154209877,20,37.4088094841622,0.956022356181075,0.955558586155731
"21","BIH",21,0.00220096207768408,21,22.5720053432642,21,2.12731313630513,21,2.51248826297271,0.817580859280715,0.867091755980645
"22","BLR",22,0.00186208171836286,22,114.409181521665,22,3.49156925158319,22,2.97452240846321,0.91457605494667,0.881379619191748
"23","BLZ",23,0.00170167124476317,23,43.6042431436068,23,1.79284589636343,23,2.36182143109734,0.905140097411481,0.98924365942029
"24","BMU",24,0.00235270166008491,24,87.1623964955972,24,2.74736254518655,24,13.177227741157,0.972748428473934,0.995491329479768
"25","BOL",25,0.00150886834617099,25,90.6970281414201,25,3.03348864825999,25,2.02032485418306,0.924520555873055,0.95074721274705
"26","BRA",26,0.00368389108247607,26,396.439277392191,26,17.9325585328346,26,26.8969593000839,0.919135564384159,0.953025574204931
"27","BRB",27,0.00311643027060709,27,36.8632311617005,27,2.32967850751746,27,2.88406651570094,0.897283585399822,0.902950553228731
"28","BRN",28,0.00190588935568769,28,85.6656906555959,28,2.54099717725102,28,2.6685699284079,0.860486219372297,0.927892936761794
"29","BTN",29,0.00104925622403546,29,6.59857112860179,29,1.50064880503207,29,1.59343358287773,0.854251794588625,0.987709497206704
"30","BWA",30,0.00143861151703138,30,9.84345290160057,30,2.15438374712359,30,1.74837001245069,0.860418095395748,0.865384615384615
"31","CAF",31,0.000831416894600971,31,13.9638949666456,31,1.54728405811844,31,1.06417442969356,0.975412186379928,1
"32","CAN",32,0.0135441881944842,32,1003.25896214091,32,96.9266707844079,32,92.6942056604309,0.872753532838429,0.926073675596388
"33","CHE",33,0.0691631703267935,33,1459.6321847877,33,460.455946842336,33,609.222362119253,0.816116345935832,0.81414905636078
"34","CHL",34,0.00248706252050243,34,367.79856518499,34,11.3568516995522,34,7.33785307793176,0.969289789218377,0.983090606712591
"35","CHN",35,0.0116029818398696,35,1121.06340737921,35,154.040165626293,35,77.5742002633347,0.743485147625738,0.719108277536484
"36","CIV",36,0.00168542701026711,36,171.699077875876,36,4.88087882533278,36,2.90959463457158,0.909119673360719,0.938118436115674
"37","CMR",37,0.00181467357587278,37,45.8505808118452,37,2.75440992055275,37,2.19510065865012,0.876593136254967,0.860009348290598
"38","COG",38,0.00127446569182366,38,217.958148991679,38,5.38021701779379,38,2.07648891663851,0.961933068813716,0.998431401841235
"39","COL",39,0.00221859242498793,39,348.451398623615,39,12.9704666677876,39,4.16494718753681,0.951523587082144,0.950604134678906
"40","COM",40,0.000923959188841625,40,1.59257797905455,40,1.16449447489805,40,1.39369311968088,0.859190556492411,1
"41","CPV",41,0.00134135885400683,41,0.117537792361922,41,1.00063095734448,41,3.40487043767675,0.994609413098203,0
"42","CRI",42,0.00245064040443057,42,80.4677682083347,42,3.07985213132775,42,5.63044082664495,0.892421913002724,0.941578564236536
"43","CUB",43,0.00223831692397956,43,51.9981117009054,43,3.84331419286905,43,2.75031726583086,0.801230509295646,0.860756110886762
"44","CYP",44,0.00352770631624825,44,56.3144165546167,44,3.15874630970241,44,10.0205479817541,0.894366846692725,0.968659655352956
"45","CZE",45,0.00322392883285616,45,192.103582867147,45,7.30786995572686,45,8.31707422230445,0.903325063489629,0.913487160396326
"46","DEU",46,0.0341208297213437,46,1321.57333395196,46,283.563567345534,46,221.673510315393,0.794008665882453,0.802416163187418
"47","DJI",47,0.00096458737294303,47,1.54591043469616,47,1.00881233526125,47,1.61602000360892,0.853333333333333,0
"48","DMA",48,0.00149692834938693,48,2.85807209046548,48,1.34341365578715,48,1.65843002038721,0.968145687507415,1
"49","DNK",49,0.00781645612663003,49,315.175161002829,49,23.3428102605561,49,32.2615223475026,0.824710345017224,0.822066747325783
"50","DOM",50,0.00284891932746618,50,87.8785543606784,50,3.2420741378102,50,5.37947105512247,0.911991885145798,0.909833810257539
"51","DZA",51,0.00132666153357317,51,7.8663198625306,51,1.83091878673619,51,3.45509797264872,0.960119343703133,0.677564732874467
"52","ECU",52,0.00224550102543874,52,85.9191798185282,52,3.37169134144097,52,4.49600277389787,0.879061690565385,0.951123524184334
"53","EGY",53,0.00288533569466725,53,360.032460436656,53,13.5833206965395,53,13.1199709511,0.948310082505693,0.946393734135767
"54","ERI",54,0.00120760611668442,54,1.84163132490127,54,1.01059700486298,54,1.58084291343567,0.821453168044077,0
"55","ESP",55,0.0118820128727043,55,973.127223239063,55,87.3617659357793,55,71.5860949408584,0.88295595754387,0.906359290606622
"56","EST",56,0.002230594251461,56,49.3477651971294,56,3.05806981137264,56,2.92879109436011,0.879881532074483,0.858807322729693
"57","ETH",57,0.00180041544975627,57,41.5935600676707,57,2.73142811041291,57,3.22561436373952,0.905958712823743,0.830908496556418
"58","FIN",58,0.00317029936767645,58,115.412483954957,58,6.65792261796061,58,11.7500510965825,0.907110619874562,0.907306513108761
"59","FJI",59,0.00148689242124059,59,7.15177806435727,59,1.81991478994947,59,2.17204951191593,0.789400327403015,0.537008200975812
"60","FRA",60,0.039101122124845,60,1753.37923190359,60,526.297524700866,60,299.242418109126,0.806102469924377,0.792760973291128
"61","FSM",61,0.00118553024155425,61,25.4859931159448,61,1.2025702039671,61,1.33507796594904,1,0
"62","GAB",62,0.00128585242957172,62,86.2446445200106,62,2.85170922856904,62,1.81327333627708,0.917704023241483,0.982367919748058
"63","GBR",63,0.116592258029088,63,1969.71773672333,63,795.255194679466,63,822.799302132598,0.811912174699539,0.791675238743763
"64","GEO",64,0.00265425642869191,64,30.6934856312696,64,2.56303790466254,64,18.0445445091098,0.963774766188366,0.892247649578406
"65","GHA",65,0.00206596896547256,65,54.3835249736768,65,2.8417403231586,65,3.28646023852359,0.89801953905822,0.893005764371447
"66","GIN",66,0.00129244887121117,66,13.323366427171,66,1.75989234655154,66,1.9929927468759,0.8258019493891,0.956221507106463
"67","GMB",67,0.0014255899119991,67,4.0417975281983,67,1.34818305466321,67,1.6160689515316,0.86279296875,1
"68","GNB",68,0.000833689008622951,68,3.38157124273877,68,1.16950019123277,68,1.15098488025667,0.970238095238095,1
"69","GRC",69,0.0034286636357207,69,414.245515759303,69,17.3444004332773,69,21.1479587568166,0.940678590886395,0.956666928997071
"70","GRD",70,0.00156279298140056,70,0.351543302177963,70,1.15202856782664,70,1.57431621185058,0.822105263157895,0.5
"71","GRL",71,0.00128092920200507,71,99.5425367649398,71,3.01476020498942,71,1.9712000383829,0.999641348363339,0.999259316676571
"72","GTM",72,0.00263558670553675,72,61.3104480490493,72,2.88405729802097,72,3.88052239789845,0.901709066071216,0.906019503163706
"73","GUY",73,0.00155252679361748,73,4.09413080388693,73,1.56916641748379,73,1.73956721757582,0.669330818109611,0.811839911061701
"74","HKG",74,0.0164277950890711,74,754.555054152328,74,100.408574825083,74,168.83527695886,0.895834033929267,0.872032832570525
"75","HND",75,0.00122571359107563,75,9.31853234278608,75,1.745203014975,75,1.65937413223256,0.912988775481354,0.892006802721088
"76","HRV",76,0.00280376967951739,76,38.9456211498597,76,3.31585762104103,76,3.88713759455656,0.845924092230049,0.847998996811293
"77","HTI",77,0.000944548696136833,77,23.0395762576108,77,2.09371227610252,77,1.47148537196503,0.892451569806279,0.879832607794362
"78","HUN",78,0.00261148116141255,78,206.236616232634,78,7.45358115126046,78,5.87732239365592,0.924361506126405,0.956594145055965
"79","IDN",79,0.00298469999507906,79,308.380111336262,79,18.8337920699905,79,17.8767626945115,0.624466921380981,0.590032245706143
"80","IND",80,0.00360761816467439,80,712.215530328821,80,75.5013793353617,80,19.381742714765,0.738731145060708,0.688172719876706
"81","IRL",81,0.0043319791638762,81,260.428665977942,81,10.6582976678149,81,15.5339763844311,0.940843548969024,0.97375340578673
"82","IRN",82,0.00265113299243361,82,417.489854671088,82,32.7789301049552,82,6.99837519920052,0.683325202076063,0.647324048377512
"83","IRQ",83,0.00174653699630322,83,163.068814937043,83,4.07984040124266,83,2.40679044909728,0.960178306092125,0.999659952069435
"84","ISL",84,0.00261540934839542,84,78.8206736494239,84,4.34329377060304,84,5.14370391758902,0.916157727148652,0.911014080988197
"85","ISR",85,0.00366956213351034,85,526.934395151407,85,30.5698729380658,85,17.446909243264,0.935062805531335,0.933854468042
"86","ITA",86,0.0126311665081121,86,1262.81812885734,86,183.205993921706,86,77.4581289075778,0.862872695530807,0.879365633867754
"87","JAM",87,0.00185063629790174,87,26.0749561451122,87,2.22584063450411,87,2.30408640310403,0.824717647733299,0.851001655349481
"88","JOR",88,0.00233396919908077,88,92.4871681678917,88,3.89183010184491,88,3.64076537138902,0.888008742475931,0.877797330422594
"89","JPN",89,0.0110595931252333,89,798.557837937027,89,95.0313627503036,89,116.45229771393,0.869893086463461,0.871893518012092
"90","KAZ",90,0.00283680375056597,90,147.378985204057,90,6.60529683414982,90,4.25439026140642,0.600848426620373,0.544633584523721
"91","KEN",91,0.00195809191211491,91,60.9344798206852,91,3.57473706510601,91,4.1846945243213,0.878854425084476,0.835016424020016
"92","KGZ",92,0.00120570438329738,92,40.4038305239389,92,2.10537088588669,92,1.71033489316147,0.938167994812909,0.932791781149205
"93","KHM",93,0.00145781395553855,93,114.086409758068,93,3.76573550115909,93,1.96563127952123,0.923687607413773,0.940871719093546
"94","KIR",94,0.000901087775939956,94,3.26684533693662,94,1.1705469456942,94,1.01488684528574,0.770220588235294,1
"95","KNA",95,0.00141698649001362,95,10.9771721191473,95,1.2240820943511,95,1.61950554147323,0.989225941422594,1
"96","KOR",96,0.0145898135069997,96,1009.36383908365,96,133.915656325222,96,155.779234955815,0.907500465340959,0.88968286996477
"97","KWT",97,0.00331122534686387,97,46.0341753071123,97,2.223113404787,97,9.47456465719356,0.915604491075625,0.910443325641563
"98","LAO",98,0.000874790144457397,98,22.4213293603742,98,1.84996797273354,98,1.41627965137827,0.915874019368373,0.998627176071971
"99","LBN",99,0.0026392909505519,99,176.47239961463,99,6.5618103366262,99,8.32901417242559,0.888742236460443,0.851736317422592
"100","LBR",100,0.000895858244870023,100,16.6503157553564,100,1.58129043511545,100,1.47506129359729,0.887757629805787,0.915277777777778
"101","LBY",101,0.00119605110638913,101,2.13866086474735,101,1.33924964840284,101,1.91038636724649,0.797453936348409,0.398648648648649
"102","LCA",102,0.00172915989706796,102,15.7448878889188,102,1.63312032701566,102,1.9659795142639,0.868319445265252,0.900353178607467
"103","LKA",103,0.00162163078658698,103,51.4847039284824,103,2.71860494034663,103,2.16062097273068,0.860213058081136,0.826962089844156
"104","LSO",104,0.00082450353036787,104,0.203963136790892,104,1.00109856054331,104,1.00151948705234,0,0
"105","LTU",105,0.00223006685594696,105,60.9458136617152,105,3.75583391251784,105,3.40544389927063,0.910700375758713,0.910677499718596
"106","LUX",106,0.00337431422838224,106,180.874336423138,106,7.22721458404972,106,25.9589262372056,0.935139309010264,0.911002866751883
"107","LVA",107,0.00220630465511479,107,12.755691218763,107,2.07093064652844,107,3.31777998381274,0.938737382468777,0.941834239130435
"108","MAC",108,0.00258540186657962,108,49.7828897568968,108,3.07733008546879,108,14.7929890769924,0.971670175474196,0.997966829812178
"109","MAR",109,0.00221769775761558,109,92.0844222760882,109,4.17708954944612,109,10.7782267838852,0.942497932358998,0.905652308037467
"110","MDA",110,0.000991197454353478,110,14.7682662612881,110,1.65768172852507,110,1.62222760685328,0.992598294647087,1
