"","country","alpha","out_deg","in_deg","clustering","year","n_nodes","n_edges","density","reciprocity","transitivity","avg_path_length"
"41","CUB",0.5,7.08862338013248,9.86239022422195,0.860486528372223,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"42","CYP",0.5,10.0304169261167,13.4531641429214,0.877875600384447,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"43","CZE",0.5,19.3284026145985,21.2584156893612,0.812484861138239,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"44","DEU",0.5,78.6466022386015,71.5570815028227,0.740896313782141,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"45","DJI",0.5,2.46212106860894,5.49288552725136,0.936330601373562,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"46","DMA",0.5,4.14902682104426,5.78966249485667,0.858839560827839,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"47","DNK",0.5,31.6174709650436,29.301266202269,0.811110248540754,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"48","DOM",0.5,5.80115412207185,8.67090673248409,0.906855172782875,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"49","DZA",0.5,5.42277443182096,11.578578517136,0.963116336477097,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"50","ECU",0.5,8.58129622680976,14.0407378184009,0.875350431189368,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"51","EGY",0.5,11.8942275199571,14.2700252138027,0.809638796766154,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"52","ERI",0.5,2.16552945357247,4.42062719464466,0.955652919909308,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"53","ESP",0.5,39.6524835297824,36.8439746440714,0.746987509018881,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"54","EST",0.5,6.63816971037802,9.95214027850663,0.895398864836218,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"55","ETH",0.5,3.33862958105386,8.73363920198467,0.887842261462962,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"56","FIN",0.5,25.2705629106987,25.1902372202536,0.829342180326513,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"57","FJI",0.5,4.09687601532552,8.30566603697592,0.836701763282001,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"58","FRA",0.5,57.7045641183679,62.7061690864064,0.751993600777865,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"59","GAB",0.5,4.39451953862363,9.13092710760883,0.94995823943773,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"60","GBR",0.5,75.9300970472756,68.9546131966865,0.69850819867473,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"61","GEO",0.5,3.76823974165267,6.24376309069857,0.926901518514769,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"62","GHA",0.5,4.33990045950445,9.04338088238728,0.958388782438337,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"63","GIN",0.5,3.33403330054156,7.35561579223384,0.805723064005191,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"64","GMB",0.5,2.40189921701756,5.85448982041366,0.931415636900599,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"65","GNB",0.5,1.48904671010857,3.44799553569204,1,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"66","GNQ",0.5,2.01329802977738,4.40579878931057,0.912701579486928,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"67","GRC",0.5,15.2281392120279,21.1796326085629,0.910702685384909,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"68","GRD",0.5,3.01308897787238,5.53569907713885,0.930649066891663,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"69","GRL",0.5,3.02811239695069,6.30161428981893,0.977993660782454,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"70","GTM",0.5,6.70683918398893,11.1679327330599,0.865007962608031,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"71","GUY",0.5,2.56823316365356,7.59161405902279,0.885889374886095,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"72","HKG",0.5,46.5247524235637,38.3778916319089,0.76965157655222,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"73","HND",0.5,4.46619494420597,8.32344383171159,0.848439498933902,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"74","HRV",0.5,11.3451177623173,12.2571359157589,0.862535458223101,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"75","HTI",0.5,2.08717797887081,5.45279735767054,0.963669604066486,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"76","HUN",0.5,14.2732560788335,17.9891807358108,0.890475883801378,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"77","IDN",0.5,15.5132577046119,15.1698353501896,0.872217007727293,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"78","IND",0.5,22.3573223216112,22.6685337791434,0.821057744480793,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"79","IRL",0.5,63.8112667744928,33.1125687149087,0.874717622497691,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"80","IRN",0.5,9.25350066963405,14.0895812343998,0.800042321846233,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"81","IRQ",0.5,2.24,2.77228999061456,0.91636747624076,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"82","ISL",0.5,7.90102236061434,10.8433162124398,0.961651511600643,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"83","ISR",0.5,16.8537493865507,19.7573224517965,0.937640672222663,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"84","ITA",0.5,45.2754704566571,43.5603649882193,0.821946849211086,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"85","JAM",0.5,6.94034690801666,10.6014687894131,0.887321313323791,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"86","JOR",0.5,10.9802308112058,10.212200443973,0.827910043380938,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"87","JPN",0.5,69.3592081507589,52.9864369816103,0.795623158662613,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"88","KAZ",0.5,4.37977963211569,9.99598555935806,0.86752362114294,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"89","KEN",0.5,8.67627807846609,12.8048529327919,0.786342250887623,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"90","KGZ",0.5,3.47031904065219,5.7814084606075,0.819981205712786,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"91","KHM",0.5,5.24374348981824,5.38589444736307,0.961896518725158,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"92","KIR",0.5,1.76946738143662,4.02712914554812,0.872932452411754,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"93","KNA",0.5,3.18867962264113,4.77337215111339,0.90341115213077,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"94","KOR",0.5,45.7262431207077,33.5872567258239,0.801790273158748,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"95","KWT",0.5,9.79192907654438,14.0850353659605,0.833309471957793,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"96","LAO",0.5,1.82370232146799,4.64957847882157,1,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"97","LBN",0.5,15.0966954517239,15.4459318528859,0.697504916887245,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"98","LBR",0.5,1.50640900694602,4.62828019270666,0.982309757529994,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"99","LBY",0.5,3.60250487422948,10.4430138710093,0.972507017899636,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"100","LCA",0.5,3.64876346826395,6.77842417001124,0.914368215556725,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"101","LKA",0.5,8.34166535179767,10.3768232915126,0.862713878519978,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"102","LTU",0.5,7.8266238225116,13.1747869358638,0.893528653088778,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"103","LVA",0.5,5.85973941406267,9.24532478264994,0.924118483842809,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"104","MAC",0.5,10.0145588041223,8.89380113365029,0.984486148291249,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"105","MAR",0.5,9.38728842603429,13.5369225161851,0.921773183966008,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"106","MDA",0.5,3.27809366786453,5.93942235923263,0.935807744324731,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"107","MDG",0.5,3.49800836182757,7.19770958123021,0.97596819539961,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"108","MDV",0.5,1.84205080756888,6.17878415816292,0.983853999001591,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"109","MEX",0.5,33.5477586109894,32.4864166427021,0.884912551161029,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"110","MHL",0.5,1.45294339583517,2.74229374239583,1,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"111","MKD",0.5,4.45887422985559,7.94329462124579,0.950300110570676,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"112","MLI",0.5,4.39534794801542,7.40038514970608,0.937318568661965,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"113","MLT",0.5,9.75111372412974,12.5093790365582,0.957634998809783,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"114","MMR",0.5,2.37208268258714,7.30889247064914,0.95904033053195,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"115","MNG",0.5,2.46101241508383,6.0608216418512,0.993004607306426,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"116","MOZ",0.5,3.92098748137574,6.66240789218531,0.881961149981787,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"117","MRT",0.5,3.19601502701674,5.2580540528928,0.932456070785231,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"118","MUS",0.5,6.48995996388149,9.86845233970363,0.939693165383315,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"119","MWI",0.5,2.84774140983183,6.9576131959152,0.95031014038713,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"120","MYS",0.5,30.6399610466718,29.0468470479009,0.878757758375194,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"121","NCL",0.5,3.1781412937471,10.6058376466484,0.925169261797738,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"122","NER",0.5,3.47057283353881,6.59939454440958,0.920631597756282,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"123","NGA",0.5,6.60700105013564,10.6441001795258,0.907744012603355,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"124","NIC",0.5,4.98560200242164,8.11350755936315,0.922626875627389,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"125","NLD",0.5,53.982046683863,49.9216570805306,0.820172569305638,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"126","NOR",0.5,18.7554994915636,28.5419992456694,0.855392672057365,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"127","NPL",0.5,2.94884307053411,7.86509977273206,0.974658650334326,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"128","NZL",0.5,13.9018317936516,23.7709934567464,0.885173289168924,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"129","OMN",0.5,7.26202763789697,10.6962903139548,0.904155977958316,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"130","PAK",0.5,8.3588098818404,11.653120590135,0.900828055778885,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"131","PAN",0.5,9.65044951031279,16.3275451866692,0.838675094622375,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"132","PER",0.5,6.73583970286593,13.5618453004147,0.92094538839624,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"133","PHL",0.5,13.0958740103937,17.5928187512109,0.883498555504371,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"134","PLW",0.5,1.10440306508911,2.66150892522344,1,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"135","PNG",0.5,3.9860772272728,9.70107959465738,0.82132181398489,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"136","POL",0.5,15.7674199546416,23.2911279705894,0.880098634319691,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"137","PRK",0.5,11.4228364210047,6.45908519575878,0.748220956367752,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"138","PRT",0.5,16.7106591940994,24.8680543412204,0.859965611263523,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"139","PRY",0.5,4.84478490961051,12.0942030725944,0.923037369895302,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"140","PYF",0.5,4.59140040457638,10.3911479295223,0.916492191783784,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"141","QAT",0.5,4.52306787322488,9.76001339366334,0.938531483990374,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"142","RUS",0.5,22.0213482724364,25.786551494466,0.797599572694541,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"143","RWA",0.5,2.05656854249492,4.01109338838485,0.929559454711233,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"144","SAU",0.5,12.5436329644087,17.2251638870259,0.855168081273452,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"145","SEN",0.5,4.51662365412358,8.57039307802451,0.968942510125522,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"146","SGP",0.5,46.1842912090252,51.198357499015,0.798199124166522,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"147","SLB",0.5,2.51352098515751,5.89944110807652,0.912693712755089,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"148","SLE",0.5,4.14366029545903,6.94426675145347,0.797844521786933,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"149","SLV",0.5,4.70695946501044,9.87073032319192,0.908589796319808,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"150","STP",0.5,1.49295364111321,3.0603088649462,0.951395427667508,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"151","SUR",0.5,2.93888073491806,5.13128245809789,0.938641246911766,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"152","SVK",0.5,15.4241272640674,15.1412908571103,0.880108570241989,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"153","SVN",0.5,14.0924178321805,14.698597210567,0.893066530932484,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"154","SWE",0.5,28.9621273726478,35.3000494396376,0.792174986028354,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"155","SYC",0.5,3.99644768117783,5.72903690575107,0.979269848521145,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"156","SYR",0.5,6.35397851471713,9.15017029764701,0.917717048942214,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"157","TGO",0.5,4.27313000567495,7.28352012467528,0.895103674679939,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"158","THA",0.5,26.9520906547267,33.7625028833162,0.837133652044616,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"159","TJK",0.5,1.89606300223744,5.27906197257412,0.853444422640851,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"160","TKM",0.5,1.19442222095224,7.07975801674738,0.844752718547028,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"161","TON",0.5,2.13076696830622,4.48828814872402,0.906882326452943,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"162","TTO",0.5,6.81920172983236,9.95886469577772,0.856924393964133,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"163","TUN",0.5,8.07316024111638,12.3603889264153,0.893842496843746,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"164","TUR",0.5,16.6175904279086,18.7360884511363,0.896206381058476,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"165","TUV",0.5,1.02828427124746,1.53337731525122,1,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"166","TZA",0.5,2.86980487608867,9.10380848956628,0.893355539028402,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"167","UGA",0.5,3.37251562058467,9.86202152612109,0.862874024665892,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"168","UKR",0.5,12.5220192265935,14.140839638768,0.770649852588067,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"169","URY",0.5,7.06563589579849,12.6339914226512,0.889876406417825,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"170","USA",0.5,112.221248874595,81.8259243716,0.689532437607809,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"171","UZB",0.5,3.3102059746798,7.5898315992046,0.871824143064172,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"172","VCT",0.5,2.72190904212323,5.22095556485549,0.952212090509963,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"173","VEN",0.5,9.19228961765232,16.8898511302683,0.907201781213506,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"174","VNM",0.5,5.55045435778092,10.7535122042778,0.971559100496017,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"175","VUT",0.5,2.09899494936612,6.32287478361977,0.780878101854979,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"176","WSM",0.5,2.32880416245475,3.51604263389763,0.956299804327482,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"177","YEM",0.5,4.04015361790593,7.44972287122473,0.934978795712022,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"178","ZMB",0.5,3.98145019804824,8.4407944757197,0.892764746675824,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"179","ZWE",0.5,5.87974586913514,10.0749793583151,0.912508615435086,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
"180","NRU",0.5,0,2.5400416605712,1,"1995",182,7406,0.224819379515512,0.618687550634621,0.542139077419932,0.00156785085959422
