"","country","alpha","out_deg","in_deg","clustering","year","n_nodes","n_edges","density","reciprocity","transitivity","avg_path_length"
"37","CRI",0.5,4.951879615803,5.64408831658925,0.812426539520619,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"38","CUB",0.5,5.61431157627668,4.31547628400417,0.683187140006776,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"39","CYP",0.5,4.85696958925559,6.95196042274614,0.854524846617083,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"40","CZE",0.5,10.3739009464843,9.79784446923451,0.762210420614429,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"41","DEU",0.5,29.5625457107953,26.3545625701687,0.703681154994362,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"42","DJI",0.5,1.88261509951831,1.12409673645991,1,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"43","DMA",0.5,1.97121602243091,2.06403124237433,0.978624236579878,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"44","DNK",0.5,12.7095934453156,10.2534551004351,0.82595286301918,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"45","DOM",0.5,5.29474281953615,4.13491095549191,0.81990890885569,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"46","DZA",0.5,1.05477225575052,2.80866587341182,1,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"47","ECU",0.5,4.61781874364574,5.10484715891128,0.865263897261751,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"48","EGY",0.5,8.79041834298934,5.0615118481795,0.88707965912457,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"49","ESP",0.5,16.6289369930966,16.9868811493287,0.829581770454788,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"50","EST",0.5,3.91554374874958,3.35791060336347,0.780301723461979,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"51","ETH",0.5,1.97433163636059,1.89173800179559,0.749569213095922,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"52","FIN",0.5,6.84583152331272,8.05829889915459,0.817610877785138,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"53","FJI",0.5,1.83403119784073,3.34476053607733,0.799859691320906,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"54","FRA",0.5,35.5152174259424,24.2508896694204,0.705883470317092,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"55","FSM",0.5,1.02449489742783,1.08944271909999,1,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"56","GAB",0.5,2.27928480087538,3.42817237617455,0.907649453610456,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"57","GBR",0.5,51.3125536188401,42.5371877806466,0.74167170046951,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"58","GEO",0.5,3.23215970950992,2.15157434683694,0.990602669103012,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"59","GHA",0.5,3.1492074233931,2.91201176214464,0.895820861714693,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"60","GIN",0.5,2.54276353331407,1.75850832067952,0.830578512396694,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"61","GRC",0.5,9.06425436842545,8.36077462909575,0.937210406812255,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"62","GRD",0.5,1.45663996924429,2.03464101615138,0.766666666666667,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"63","GRL",0.5,1.86319957805492,2.69032163435902,0.948096230346657,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"64","GTM",0.5,4.03833297563164,4.2879734321969,0.779692186717229,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"65","GUY",0.5,1.57483734641519,3.8230369071733,0.61546729450302,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"66","HKG",0.5,17.7137169314489,15.7976782964129,0.866004622415717,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"67","HND",0.5,1.9755667208066,3.57523908073079,0.814813918012543,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"68","HRV",0.5,4.23711379083286,3.85791953446437,0.993043075214371,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"69","HTI",0.5,4.91345497973354,2.63079315151641,0.733773999819961,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"70","HUN",0.5,7.03958644106527,6.79188730159967,0.940225298420797,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"71","IDN",0.5,8.12358374018351,7.60116138349765,0.787442372380343,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"72","IND",0.5,10.606729537128,4.90374638806861,0.815189115206038,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"73","IRL",0.5,10.5512154475458,7.97857942085052,0.906413011072647,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"74","IRN",0.5,12.9583931808255,2.07497937155852,0.569812172341046,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"75","IRQ",0.5,1.02828427124746,0,0,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"76","ISL",0.5,4.64246369033584,4.82681771338025,0.951767752286828,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"77","ISR",0.5,10.0846866763125,10.9270723616716,0.941555152964617,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"78","ITA",0.5,20.9399157113108,16.1737552190515,0.792683909574828,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"79","JAM",0.5,3.88609823135155,3.7466247903554,0.810630871958313,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"80","JOR",0.5,5.3266547086469,4.57991378669592,0.640337488654676,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"81","JPN",0.5,17.6707022453457,29.9565291744893,0.767727133656978,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"82","KAZ",0.5,1.82796743803513,2.76699486759441,0.754515209125475,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"83","KEN",0.5,6.79363266737221,5.78598302687164,0.820767188037684,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"84","KHM",0.5,4.19442222095224,3.19611872320435,0.877106412562153,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"85","KNA",0.5,1.93989690447714,2.08888194417316,0.987528779739064,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"86","KOR",0.5,11.9448885607722,15.2427136882124,0.923187429001788,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"87","KWT",0.5,3.28910191532326,6.30069212344813,0.901266886178465,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"88","LAO",0.5,1.022360679775,1.68587511651722,1,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"89","LBN",0.5,7.61059575515986,9.27855928818958,0.756359720206728,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"90","LBR",0.5,1.08124038404636,1.04242640687119,1,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"91","LBY",0.5,1.49295364111321,1.51813661082723,0.192156862745098,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"92","LCA",0.5,3.08416136179708,2.41855085340874,0.772666068222621,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"93","LKA",0.5,3.93691210597961,4.3563051851512,0.749732579462103,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"94","LTU",0.5,5.21156832865524,3.51537085949892,0.868917858838587,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"95","LVA",0.5,3.53241277063481,4.55884769508652,0.890016201802451,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"96","MAC",0.5,5.45304605880631,4.09544511501033,0.77411698496397,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"97","MAR",0.5,4.56857939035106,3.93629316388907,0.925283635630366,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"98","MDA",0.5,1.63669951698597,0,1,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"99","MDG",0.5,3.35227766016838,2.09273618495496,0.532866761162296,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"100","MEX",0.5,12.1279179470946,10.5564860290192,0.915355331851696,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"101","MHL",0.5,1.05385164807135,0,0,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"102","MKD",0.5,2.17748239349299,2.83158920627403,0.991741029048794,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"103","MLI",0.5,5.34023503093172,1.50748735290398,0.124282641192985,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"104","MLT",0.5,4.83496047691272,5.88687627381027,0.921571772163782,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"105","MMR",0.5,2.90517374648605,1.96356754562468,0.94245335303898,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"106","MNG",0.5,1.91779256377894,1.06164414002969,0.761966927763272,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"107","MOZ",0.5,2.059160797831,1.47165918883848,0.747058823529412,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"108","MRT",0.5,1.02449489742783,4.02911415018701,0.33254375825106,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"109","MUS",0.5,2.82435702205951,3.06360295938011,0.851974742599742,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"110","MWI",0.5,1.46806521044444,1.8198004514428,0.734669811320755,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"111","MYS",0.5,7.34888576490829,7.2699609152511,0.761337649557925,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"112","NCL",0.5,2.91295909538234,4.39304053055339,0.854807590933052,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"113","NER",0.5,2.36962433274068,1.51765436670098,1,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"114","NGA",0.5,3.51029403288692,2.57577373252905,0.907737898517197,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"115","NIC",0.5,3.90630674419714,3.43701189443346,0.903390574189599,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"116","NLD",0.5,20.2973615056239,15.9335367377318,0.859213822373098,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"117","NOR",0.5,9.22810638878781,10.9300637122647,0.873550203702643,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"118","NPL",0.5,5.03276328362312,2.17832554500127,0.941868377563916,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"119","NZL",0.5,6.88929246129156,9.17467374837484,0.879143609864172,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"120","OMN",0.5,1.95920714140089,3.49917297825555,0.978986430108471,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"121","PAK",0.5,5.65341648611015,3.03344179560944,0.821912345388457,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"122","PAN",0.5,5.46768206029525,5.77114626501047,0.729525174479048,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"123","PER",0.5,6.05109466747767,4.67385908168766,0.814688620426695,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"124","PHL",0.5,7.42068750541345,7.51602178913991,0.905213352872041,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"125","PNG",0.5,3.10477200776573,3.47786994532137,0.974965796674384,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"126","POL",0.5,7.92353211757862,7.05889234014009,0.940602517510125,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"127","PRK",0.5,2.17291616465791,1.96666265505042,0.995434198746643,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"128","PRT",0.5,7.33730319892058,8.54997423808448,0.612979097220943,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"129","PRY",0.5,1.86769740723138,4.55385949391011,0.798195133595922,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"130","PYF",0.5,3.65500327666917,6.78669968005062,0.829277965117014,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"131","QAT",0.5,2.78102496759067,7.74013605967822,0.906423576159152,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"132","RUS",0.5,9.0904610603486,8.69605547216295,0.88048903390712,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"133","RWA",0.5,1.03464101615138,0,0,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"134","SAU",0.5,4.9284601781766,8.65948572615189,0.807627581194921,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"135","SEN",0.5,2.55994335295505,3.21702534414211,0.721577583014443,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"136","SGP",0.5,11.3571851720903,12.7348447879013,0.821453104717581,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"137","SLB",0.5,2.78424678044642,1.48129560169809,0.909867952440962,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"138","SLE",0.5,1.5142135623731,0,1,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"139","SLV",0.5,1.67574749898554,3.55073615215948,0.847209633562087,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"140","STP",0.5,1.04242640687119,0,0,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"141","SUR",0.5,2.10487784521502,1.48349559467585,0.600307624697869,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"142","SVK",0.5,7.42541323909947,4.98661035875365,0.88710429174305,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"143","SVN",0.5,4.58223706512039,6.58894989950856,0.941310730315299,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"144","SWE",0.5,12.5485057132385,10.1685990869295,0.765557800413937,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"145","SYC",0.5,3.11661903789691,2.7370669794948,0.8300764123763,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"146","SYR",0.5,5.26147173290714,3.07470352285514,0.778969490296487,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"147","TCD",0.5,1.05744562646538,1.47745911557646,0.592465753424657,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"148","TGO",0.5,2.91649103847821,1.78205080756888,0.908622518563419,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"149","THA",0.5,10.5851037907104,6.73136372654169,0.74780512506106,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"150","TJK",0.5,4.77745946371367,0,0,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"151","TKM",0.5,2.0591593522448,1.80485190646168,0.845592163846839,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"152","TON",0.5,1.04,1.03162277660168,1,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"153","TTO",0.5,4.00094423639654,3.62935470577764,0.711172916820157,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"154","TUN",0.5,2.62593975129215,2.72769829764805,0.934308285526192,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"155","TUR",0.5,8.20407479328583,6.55326304288235,0.878882096506002,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"156","TZA",0.5,2.63710637317612,3.53411042206472,0.866730621642364,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"157","UGA",0.5,2.15556349186104,2.82713488253676,0.936084142394822,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"158","UKR",0.5,4.63232070787662,6.14103678792177,0.922682663023884,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"159","URY",0.5,4.93233184231604,4.73769955455601,0.915807739341522,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"160","USA",0.5,48.9507170970211,60.400109744424,0.624667403608114,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"161","UZB",0.5,4.0667714127467,1.04795831523313,0.833355615824389,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"162","VCT",0.5,1.04582575694956,2.02449489742783,0.986111111111111,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"163","VEN",0.5,6.58642070403411,6.77701036923148,0.936617499573821,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"164","VNM",0.5,7.48140448941629,3.07398770790236,0.695796190829139,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"165","VUT",0.5,2.49336158410516,2.60728708116377,0.90961914624324,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"166","WSM",0.5,1.04795831523313,1.55528092216975,1,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"167","YEM",0.5,1.97296216416105,1.81015330432794,0.991749688667497,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"168","ZMB",0.5,1.57327329957896,2.53315574543659,0.930912758446798,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"169","ZWE",0.5,8.24317461555924,4.34171200705435,0.72759800101847,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"170","NRU",0.5,0,1.03,0,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"171","CPV",0.5,0,2.57833073005043,0.640361445783132,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"172","BLZ",0.5,0,1.552054049894,1,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"173","GMB",0.5,0,2.07141428428543,0.758169934640523,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"174","KIR",0.5,0,1.01,0,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"175","MDV",0.5,0,2.32438558616307,0.83974358974359,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"176","COM",0.5,0,1.10677078252031,0,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"177","GNB",0.5,0,1.07141428428543,0,"1995",177,3191,0.102433230611197,0.57286117204638,0.444809659021568,0.0883797819270239
"178","ABW",0.5,2.20371548787463,2.51341990611974,0.89501177916624,"1996",177,3301,0.105964304057524,0.560436231445017,0.433637146873441,0.00271736556143751
"179","AFG",0.5,3.0295759432741,1.90496697222678,0.994722557297949,"1996",177,3301,0.105964304057524,0.560436231445017,0.433637146873441,0.00271736556143751
"180","AGO",0.5,1.09848857801796,1.57700176833409,1,"1996",177,3301,0.105964304057524,0.560436231445017,0.433637146873441,0.00271736556143751
"181","ALB",0.5,2.163095064303,2.0300440960839,0.979535036018337,"1996",177,3301,0.105964304057524,0.560436231445017,0.433637146873441,0.00271736556143751
"182","AND",0.5,2.13094224186067,3.17357537307838,1,"1996",177,3301,0.105964304057524,0.560436231445017,0.433637146873441,0.00271736556143751
"183","ARE",0.5,6.9994499243542,8.02285147809561,0.89358622046236,"1996",177,3301,0.105964304057524,0.560436231445017,0.433637146873441,0.00271736556143751
"184","ARG",0.5,6.94859718636107,7.53116107926547,0.943599500569983,"1996",177,3301,0.105964304057524,0.560436231445017,0.433637146873441,0.00271736556143751
