iso_o,iso_d,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
CAF,TUN,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAF,TUR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005
CAF,UGA,0.0,0.0,0.0,0.0,0.0,0.0023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.0
CAF,UKR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0096,0.0,0.0006,0.0
CAF,USA,0.0027,0.0017,0.0,0.0008,0.0,0.0,0.0344,0.0278,0.0,0.0029,0.0063,0.0,0.0,0.0267,0.0045,0.0045,0.0,0.0,0.0,0.0,0.0,0.0147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAF,VCT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.0,0.0,0.0,0.0,0.0
CAF,VEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAF,VNM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAF,ZAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.001,0.0,0.0,0.0003,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0
CAF,ZMB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007
CAF,ZWE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAN,ABW,0.0,0.0,0.0,0.0,0.0,0.0059,0.0698,0.1182,0.1213,0.0477,0.0998,0.1142,0.0239,0.1557,0.1596,0.186,0.1123,0.224,0.1151,0.1248,0.1813,0.089,0.2273,0.0341,0.0119,0.0026,0.0045,0.0058,0.0155,0.0215
CAN,AFG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034,0.1371,0.0013,0.001,0.0644,0.0737,0.0365,0.0102,0.0077,0.0035,0.0031,0.0257,0.0009,0.0,0.0,0.0,0.0078,0.0006,0.0137,0.0024,0.0,0.0
CAN,AGO,0.0,0.0044,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0297,0.0247,0.096,0.0678,0.0805,0.164,0.0986,0.0543,0.0575,0.0161,0.2733,0.0106,0.2389,0.3519,0.1569,0.0174,0.0402,0.0601,0.2209,0.0075,0.0098
CAN,ALB,0.1476,0.0016,0.0005,0.0,0.0084,0.0337,0.0,0.0019,0.0004,0.0182,0.0056,0.006,0.0191,0.0061,0.008,0.0251,0.004,0.0032,0.0043,0.008,0.0033,0.0162,0.0085,0.0012,0.0227,0.0,0.0084,0.0024,0.0074,0.0033
CAN,AND,0.0543,0.1044,0.023,0.0152,0.0426,0.0001,0.0,0.0001,0.0,0.0019,0.0001,0.0002,0.0018,0.0004,0.0001,0.0,0.0002,0.0024,0.001,0.0,0.0004,0.0002,0.0,0.0253,0.0002,0.0003,0.0002,0.0,0.0019,0.0012
CAN,ARE,0.4359,0.5764,0.4441,0.5525,1.0087,1.1718,0.9371,1.0814,1.0008,1.4562,2.1361,2.0666,1.6899,3.1895,1.362,1.6502,2.6812,2.6061,1.637,1.4798,2.5443,1.2754,0.87,1.0711,1.6416,1.7855,7.569,3.4065,4.3191,3.3104
CAN,ARG,2.3781,1.739,3.0233,0.7956,1.0452,4.555,0.8957,0.285,0.2641,0.4104,0.845,1.1275,2.3999,1.8283,1.5843,1.1748,1.0749,7.9782,1.2506,1.6424,2.6411,1.1952,1.55,0.56,0.3882,0.2761,0.474,0.5794,0.4838,0.9161
CAN,ARM,0.0,0.0,0.0582,0.0,0.0005,0.0009,0.0016,0.0011,0.0003,0.001,0.0,0.0106,0.0014,0.0018,0.0358,0.0133,0.0041,0.0085,0.0021,0.0143,0.0041,0.0032,0.0018,0.0043,0.0062,0.0041,0.0042,0.0062,0.0037,0.0061
CAN,ATG,0.0058,0.0061,0.0016,0.0056,0.0325,0.0362,0.0047,0.0192,0.0299,0.032,0.0678,0.0154,0.0596,0.0098,0.0272,0.03,0.0808,0.0175,0.0672,0.0051,0.0019,0.0026,0.0161,0.02,0.0161,0.0055,0.0043,0.0055,0.0074,0.0075
CAN,AUS,10.6469,35.3395,10.5888,6.7737,6.1614,6.9976,3.9467,3.6177,5.6511,7.3812,6.7383,6.8394,8.762,6.0711,6.2749,6.5454,7.63,9.5668,4.9352,4.7042,4.3489,3.8941,6.4709,6.1677,5.6056,4.5605,5.5854,5.8869,4.8237,4.0844
CAN,AUT,1.4673,1.0079,0.9152,0.71,0.7699,1.0669,0.763,1.2143,0.9903,0.9948,2.1331,1.4313,0.9475,0.8177,1.1525,0.6134,0.4747,0.5366,0.3512,0.554,0.3188,0.4479,0.3118,0.5792,1.8007,0.4192,0.6396,0.9984,0.5186,0.927
CAN,AZE,0.0185,0.0,0.0,0.0033,0.0,0.0019,0.0028,0.0014,0.0009,0.0111,0.0168,0.0373,0.0533,0.0106,0.0169,0.0012,0.021,0.0156,0.0665,0.0484,0.0094,0.0071,0.0057,0.0132,0.3308,0.2732,0.0164,0.0061,0.0058,0.0252
CAN,BDI,0.0002,0.0004,0.0,0.0,0.0,0.0551,0.0005,0.0014,0.0,0.012,0.0017,0.0002,0.0,0.0068,0.0044,0.0167,0.0018,0.0025,0.0004,0.0,0.0001,0.0007,0.0003,0.0014,0.0005,0.0019,0.0,0.0043,0.0011,0.0024
CAN,BEL,0.0,0.0,0.0,0.0,3.5679,5.0446,4.1125,3.9912,3.9084,3.8581,6.4829,9.2247,14.7838,13.7007,9.5802,4.9244,3.1809,3.1129,2.6828,2.7922,1.4727,1.393,1.0862,1.3358,1.4004,1.2709,2.1457,1.5201,1.5645,1.2882
CAN,BEN,0.0153,0.2232,0.0128,0.0236,0.0,0.0252,0.0286,0.001,0.1393,0.1136,0.0028,0.003,0.0214,0.0228,0.0026,0.0047,0.0016,0.0003,0.0061,0.0281,0.0015,0.0004,0.0003,0.0004,0.0023,0.0164,0.2781,0.0027,0.1098,0.009
CAN,BFA,0.0422,0.5139,0.0082,0.008,0.8965,0.143,0.031,0.0496,0.1071,0.2158,0.0506,0.0282,0.0656,0.0099,0.0294,0.0247,0.015,0.022,0.0744,0.8116,0.1658,0.0822,0.1596,0.0431,0.0639,0.0797,0.2147,0.2312,0.0525,0.0228
CAN,BGD,0.0588,0.0588,0.0018,0.0055,0.0133,0.0042,0.0401,0.0055,0.0049,0.0595,0.0169,0.5566,0.0206,0.0607,0.0546,0.0611,0.0372,0.0565,0.2779,0.0779,0.0429,0.0288,0.0382,0.1322,0.0716,0.0286,0.0504,0.1531,0.0843,1.2279
CAN,BGR,0.0863,0.0145,0.0087,0.0252,0.0847,0.0343,0.183,0.1728,0.0755,0.2266,0.1032,0.1678,0.1088,0.0902,0.1042,0.0984,0.0408,0.0456,0.0807,0.0644,0.042,0.0423,0.0645,0.1105,0.312,0.0481,0.1142,0.047,0.035,0.0506
CAN,BHR,0.0632,0.0517,0.0293,0.017,0.026,0.0446,0.0016,0.0367,0.0526,0.0353,0.1789,0.0778,0.0212,0.0385,0.0587,0.0588,0.0246,0.0419,0.0307,0.2726,0.0516,0.3746,0.0326,0.0573,0.0579,0.0458,0.0944,0.2242,0.0721,0.0866
CAN,BHS,0.1239,0.3883,0.1829,0.1907,0.0591,0.3788,0.9889,0.6759,0.8632,0.9666,0.7402,2.3816,1.1886,0.8473,0.0955,0.0572,0.1815,0.0795,0.082,0.0433,0.0459,0.0474,0.2324,0.0997,0.0456,0.4163,0.0795,0.5138,0.2196,0.1727
CAN,BIH,0.0,0.0,0.0,0.0233,0.0183,0.0314,0.0182,0.0191,0.0457,0.0146,0.0325,0.0375,0.0425,0.0273,0.0693,0.0502,0.1191,0.0164,0.0402,0.0744,0.0175,0.0142,0.0101,0.0168,0.0157,0.0087,0.0131,0.0144,0.0125,0.0183
CAN,BLR,0.0203,0.0657,0.0128,0.0019,0.0457,0.0025,0.009,0.0087,0.027,0.0014,0.0088,0.0086,0.0078,0.0314,0.0203,0.0131,0.0235,0.0575,0.0472,0.0046,0.2462,0.0413,0.1192,0.2215,0.3013,0.234,0.0751,0.1424,0.1417,0.1215
CAN,BLZ,0.0057,0.0049,0.0049,0.0065,0.0054,0.0076,0.0059,0.0151,0.0271,0.0263,0.0222,0.1531,0.0112,0.0047,0.0051,0.0131,0.0046,0.0081,0.0276,0.0061,0.0047,0.0031,0.0055,0.0018,0.0015,0.009,0.0331,3.141,0.0038,0.0033
CAN,BMU,0.6754,0.5242,0.413,0.5416,0.566,0.5065,0.571,3.6202,4.9734,5.3381,0.6342,0.9312,0.4633,0.5779,0.3962,0.2167,0.2725,0.2723,0.1846,0.1642,0.0876,0.1344,0.123,0.0658,0.123,0.0709,0.0813,0.05,0.0371,0.0959
CAN,BOL,0.0378,0.1252,0.1061,0.0333,0.0507,0.074,0.0918,0.0854,0.0944,0.057,0.0207,0.5377,0.0227,0.0267,0.0236,0.0423,0.0337,0.0473,0.0796,0.0193,0.0647,0.0365,0.0755,0.0611,0.0229,0.0234,0.0228,0.0499,0.0247,0.0245
CAN,BRA,1.9475,1.3349,2.1593,1.1482,0.2779,0.3834,0.4838,0.5642,1.0777,0.9084,1.0282,1.451,1.5618,3.1464,2.0073,2.0621,1.98,1.3289,2.1946,1.1764,1.3238,0.8498,0.6372,1.0965,0.923,0.5873,0.6442,0.9704,1.0791,2.9401
CAN,BRB,1.6107,0.217,0.1807,0.277,0.399,0.5789,0.3773,0.4686,0.4536,0.3497,0.5377,0.6412,0.5358,0.3785,0.3301,0.2845,0.5643,0.3153,0.2943,0.3341,0.2663,0.1097,0.1016,0.0805,0.0634,0.1053,0.0411,0.1258,0.1571,0.1281
CAN,BRN,0.0028,0.0039,0.002,0.0038,0.0049,0.0018,0.0101,0.0024,0.0084,0.0154,0.0098,0.0312,0.0138,0.0272,0.0011,0.0134,0.0299,0.1261,0.0615,0.0457,0.0332,0.0053,0.0013,0.0081,0.0425,0.0165,0.0057,0.0114,0.0214,0.0074
CAN,BTN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0343,0.0398,0.0007,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0,0.0011,0.0,0.0003,0.0,0.0013,0.0012
CAN,BWA,0.0,0.0,0.0,0.0,0.0,0.0583,0.0037,0.0273,0.0121,0.0055,0.1326,0.0373,0.0345,0.0015,0.0044,0.0114,0.0051,0.011,0.026,0.0083,0.0037,0.0122,0.0195,0.015,0.0428,0.0124,0.0129,0.0462,0.0116,0.0123
CAN,CAF,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0263,0.0255,0.0,0.0,0.0,0.0,0.0013,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.0304,0.0,0.0002,0.0,0.0242,0.0001,0.0,0.0
CAN,CHE,7.9173,8.4023,5.815,4.9497,11.4204,7.0518,5.0126,3.8374,7.0685,8.3084,6.5535,5.5482,3.9847,3.0913,2.5453,3.2511,2.6323,2.7443,2.9081,5.0607,8.3819,3.7428,3.8312,2.7564,3.2189,3.2739,3.7892,2.2456,1.4688,1.8287
CAN,CHL,2.1854,1.1614,0.8628,2.1399,0.7842,1.2064,1.6989,1.1149,0.6253,0.9842,1.0693,0.9622,2.039,1.2602,0.7946,0.6969,0.9069,0.9696,0.6042,0.7493,0.9269,0.7353,0.5548,0.6719,0.8624,0.5241,0.3227,0.5665,0.4451,0.3732
CAN,CHN,1.4363,0.8468,1.5643,2.1443,3.5125,2.7122,3.0627,2.3131,4.9863,5.658,6.3767,9.7948,13.1957,13.2537,17.2381,15.7724,17.51,21.2435,19.7656,29.0149,24.3139,21.8632,25.7984,38.7502,45.8177,29.0941,38.37,40.1958,41.3929,35.2551
CAN,CIV,0.0171,0.1209,0.2962,0.0208,0.3267,0.0944,0.0923,0.1195,0.2062,0.3042,0.0887,0.0662,0.1342,0.0348,0.3308,0.0462,0.0393,0.0546,0.1,0.1819,0.0686,0.0851,0.054,0.1519,0.1315,0.1136,0.1232,0.1421,0.0558,0.1568
CAN,CMR,0.0529,0.0182,0.0168,0.0128,0.079,0.0351,0.0051,0.0319,0.0287,0.0135,0.0387,0.0111,0.0365,0.0578,0.0202,0.0269,0.0182,0.0164,0.0322,0.0157,0.1096,0.0158,0.029,0.0886,0.007,0.1602,0.0667,0.0304,0.0225,0.1857
CAN,COG,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0059,0.3858,0.3606,0.1048,0.0441,0.0108,0.0432,0.0112,0.1358,0.0196,0.0126,0.0034,0.0107,0.0068,0.0262,0.0046,0.0229,0.0003,0.0183,0.0518,0.0015,0.0171,0.0069
CAN,COL,0.7181,1.1114,1.8512,2.4854,1.129,1.0152,2.3376,0.5573,0.4728,0.7017,1.003,1.0904,1.4441,1.1256,0.9323,1.0551,0.9151,1.3632,0.9979,0.926,0.8896,0.6411,0.6473,0.9538,1.1578,0.8881,1.0221,0.9292,1.4512,0.8559
CAN,COM,0.0,0.0,0.0,0.0074,0.0,0.0,0.0,0.0,0.0,0.0089,0.0001,0.0,0.0231,0.0,0.0,0.0,0.0021,0.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.0
CAN,CPV,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0108,0.0,0.0,0.0,0.0013,0.0,0.0001,0.0,0.0082,0.0076,0.0113,0.0069,0.0136,0.0096
CAN,CRI,0.1242,0.142,0.1575,0.0844,0.2714,0.168,0.1332,0.2153,0.1601,0.1356,0.244,0.2569,0.3594,0.2901,0.1135,0.1542,0.2681,0.1272,0.114,0.2424,0.3383,0.1002,0.2252,0.391,0.1472,0.1099,0.1034,0.0628,0.0938,0.0991
CAN,CUB,0.5796,0.7391,0.5657,1.0486,1.324,0.8372,3.1538,1.2476,1.1718,0.6634,1.1572,1.0249,1.3414,1.3368,0.5264,0.7912,0.8682,0.5389,0.9897,0.4487,0.3878,0.4215,0.2479,0.359,4.1038,3.967,2.2972,0.4566,0.4471,0.3286
CAN,CYP,0.0149,0.0273,0.0303,0.139,0.1918,0.2079,0.2015,0.1385,0.3145,0.2329,0.0543,0.0506,0.0355,0.068,0.0567,0.0202,0.0475,0.0104,0.0033,0.0175,0.0124,0.0179,0.0612,0.2609,0.1772,0.019,0.0375,0.0644,0.0207,0.0249
CAN,CZE,0.7135,1.2079,0.5694,0.2851,1.8328,0.1482,0.5843,0.3066,0.6507,0.4396,0.404,0.4704,0.8916,1.8388,0.5431,0.4488,1.1376,0.2955,0.2949,0.3774,0.403,3.0641,0.4496,0.6051,0.8625,0.3333,0.3644,0.5567,0.3947,0.5019
CAN,DEU,17.9231,17.0319,10.3247,10.1258,8.8594,9.2713,6.2581,5.5441,7.1202,9.9955,16.6535,15.6792,18.0743,17.9411,8.8139,12.0492,10.8761,11.9376,10.3764,15.4364,15.4076,6.3681,6.3603,9.5167,7.3206,6.679,13.2623,14.8916,9.4744,9.1294
CAN,DJI,0.0,0.002,0.0,0.0,0.0026,0.0,0.0,0.0,0.0001,0.0003,0.0,0.0,0.0,0.0,0.0031,0.0,0.0,0.0013,0.0117,0.0004,0.0004,0.0,0.0,0.0,0.0049,0.0085,0.0001,0.0003,0.0,0.0032
CAN,DMA,0.0034,0.0515,0.008,0.0248,0.0079,0.0127,0.0028,0.0143,0.0038,0.0253,0.0188,0.0092,0.0311,0.0102,0.0025,0.0045,0.0049,0.031,0.001,0.0101,0.0068,0.0061,0.0227,0.0033,0.0212,0.0011,0.0013,0.0076,0.0004,0.0022
CAN,DNK,1.2998,1.5036,0.66,1.5023,0.7696,1.9372,2.1153,2.0968,0.9638,2.5361,2.7359,3.9366,0.596,0.4717,0.6386,0.51,0.861,0.4232,0.3043,1.6633,1.2819,0.4642,0.2376,0.602,0.719,0.5287,0.8652,1.1588,2.1053,2.6348
CAN,DOM,0.0826,0.0269,0.0723,0.1676,0.1046,0.0387,0.0465,0.0635,0.1077,0.1188,0.1019,0.1421,0.0777,0.4459,0.3072,0.6395,2.0181,1.5835,0.8274,0.6123,0.554,0.3173,0.4168,0.2975,0.2804,0.1668,0.3755,0.1933,0.3911,0.4118
CAN,DZA,0.0935,0.1576,0.1996,0.1425,0.0911,0.1076,0.1289,0.1513,0.1176,0.0874,0.7236,0.1557,0.6278,0.2306,0.1054,0.0591,0.3293,0.2166,0.3346,0.5447,0.8768,0.1552,0.451,0.6793,0.5774,0.3028,0.2451,0.2011,0.0183,0.0228
CAN,ECU,0.0241,0.113,0.2079,0.1137,0.0699,0.147,0.2817,0.1387,0.6597,0.3881,0.2208,0.2474,0.4726,0.3257,0.2312,0.0715,0.1464,0.1248,0.142,0.1897,0.146,0.0617,0.0952,0.3962,0.0903,0.0778,0.039,0.1583,0.1604,0.1598
CAN,EGY,0.1067,0.0869,0.0491,0.0647,0.1241,0.0456,0.0492,0.0643,0.0977,0.089,0.4558,0.4154,0.2698,0.3839,0.2101,0.2751,0.1117,0.1332,0.0881,0.4019,0.2467,0.1313,0.2267,0.2408,0.2093,0.27,0.4056,0.2925,0.6016,0.3863
CAN,ERI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0012,0.0,0.0026,0.0,0.0106,0.0104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAN,ESP,2.0182,1.7763,1.4609,1.7157,1.9598,3.2898,1.2738,1.5931,1.4956,1.8275,9.5115,3.2427,5.2938,2.2785,1.2203,1.3932,2.0196,1.3762,1.1838,2.637,4.4385,2.3504,1.8761,6.2562,2.1767,1.421,1.3275,1.6832,1.586,1.8677
CAN,EST,0.0637,0.126,0.0626,0.0437,0.0212,0.0228,0.0084,0.0118,0.0156,0.0399,0.0537,0.0701,0.0653,0.032,0.0144,0.0161,0.0153,0.0165,0.0291,0.1565,0.0191,0.0587,0.1242,0.0189,0.0733,0.0154,0.0364,0.0438,0.0528,0.1424
CAN,ETH,0.0068,0.0134,0.0222,0.0246,0.0014,0.0037,0.0151,0.0159,0.0382,0.0228,1.5561,0.0032,0.135,0.0461,0.0124,0.0334,0.9013,0.3815,0.1002,0.0249,0.1443,0.1879,0.34,0.0781,0.074,0.0276,0.0453,0.1306,0.0127,0.1182
CAN,FIN,1.445,1.124,1.0022,0.6155,0.8604,0.5018,0.6714,0.5846,0.6434,0.4136,1.1744,1.7895,0.8689,1.0366,0.5098,0.4557,0.5535,0.4733,0.3275,0.924,0.3792,0.9899,0.4264,0.2097,0.3204,0.236,0.3564,0.6619,0.3565,0.4215
CAN,FJI,0.0192,0.0225,0.0129,0.0087,0.0091,0.0031,0.001,0.0189,0.0277,0.0481,0.0655,0.0682,0.0077,0.0189,0.0026,0.0074,0.0015,0.004,0.0119,0.0114,0.0598,0.0012,0.0469,0.0078,0.0549,0.0441,0.0789,0.1065,0.1076,0.068
CAN,FRA,30.2779,23.4847,20.5166,21.8706,26.3172,16.6094,15.1607,19.724,25.814,28.5473,29.3543,30.0497,27.9392,30.8737,25.7511,25.8379,26.3921,24.3932,22.6488,23.77,23.049,17.1331,20.8184,17.6964,18.2269,14.7617,17.9863,15.6857,15.7584,12.5208
CAN,GAB,0.0168,0.0245,0.0226,0.0561,0.1487,0.0215,0.0239,0.0055,0.105,0.0431,0.0953,0.0296,0.0156,0.0243,0.0028,0.0072,0.0193,0.0042,0.0208,0.0113,0.0716,0.0796,0.0163,0.0172,0.0202,0.0219,0.0194,0.0422,0.0651,0.0806
CAN,GBR,26.9063,25.8036,29.9804,26.1361,26.0682,41.0538,25.2875,16.6552,26.1184,45.3727,60.386,42.7548,46.4549,37.5452,26.8484,27.3993,30.5706,27.6562,22.7107,22.5181,27.9589,16.9871,17.3691,20.1766,17.9912,22.6694,12.4113,13.8674,16.2102,14.0364
CAN,GEO,0.0,0.0,0.0,0.0,0.0013,0.0003,0.0005,0.0025,0.0024,0.0051,0.093,0.004,0.013,0.0065,0.0004,0.001,0.0009,0.006,0.0253,0.0001,0.0083,0.0036,0.0044,0.0665,0.0046,0.0516,0.0964,0.0424,0.0571,0.0366
CAN,GHA,0.0427,0.0753,0.0295,0.0374,0.0292,0.0207,0.1018,0.0308,0.1065,0.0394,0.0683,0.0499,0.0894,0.1039,0.0374,0.1175,0.0779,0.0514,0.0688,0.1344,0.1499,0.037,0.0719,0.1005,0.0959,0.0346,0.0538,0.0832,0.0924,0.0127
CAN,GIN,0.0042,0.0058,0.0097,0.0043,0.0572,0.0164,0.0025,0.0049,0.0091,0.0491,0.0131,0.0487,0.1038,0.1456,0.0009,0.0398,0.0214,0.0148,1.7552,0.0102,0.0027,0.0091,0.0028,0.0139,0.0129,0.0044,0.0002,0.0651,0.003,0.0079
CAN,GMB,0.0021,0.0087,0.008,0.0623,0.0013,0.0026,0.0019,0.0032,0.0033,0.0005,0.0028,0.0084,0.022,0.0091,0.0038,0.0004,0.001,0.0001,0.0148,0.0,0.0003,0.0,0.0005,0.001,0.0038,0.0057,0.0102,0.0067,0.0252,0.0178
CAN,GNB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1245,0.0,0.0,0.0,0.0
CAN,GNQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032,0.0,0.0,0.001,0.783,0.0002,0.0,0.0001,0.0029,0.0003,0.0572,0.0002,0.0,0.0101,0.0,0.0,0.1299,0.0,0.0,0.0,0.0
CAN,GRC,0.8767,0.3048,1.3716,0.7254,0.3447,0.2621,1.0866,0.3144,0.5524,0.9567,0.8014,0.605,0.6188,0.562,0.1708,0.0897,0.2549,0.1056,0.0855,0.6893,0.2169,0.2294,0.0934,0.5058,0.0915,0.0443,0.1147,0.1407,0.7668,0.0602
CAN,GRD,0.0226,0.0268,0.0111,0.0208,0.0316,0.1195,0.0807,0.0987,0.092,0.1562,0.0396,0.0709,0.1402,0.0353,0.0309,0.038,0.023,0.0157,0.0025,0.0678,0.0151,0.1041,0.0192,0.0128,0.0109,0.0067,0.0085,0.0054,0.0142,0.0026
CAN,GRL,0.0058,0.0394,0.0101,0.0142,0.031,0.0084,0.0027,0.0,0.0266,0.0219,0.0641,0.2294,0.139,0.1012,0.0759,0.0308,0.0064,0.0,0.001,0.0,0.0011,0.0003,0.0003,0.0,0.0,0.0011,0.0,0.0011,0.0003,0.017
CAN,GTM,0.0066,0.0175,0.0522,0.0436,0.0826,0.0105,0.0896,0.0759,0.1137,0.1173,0.2621,0.2446,0.1706,0.2451,0.0878,0.0841,0.0895,0.1176,0.1142,0.07,0.0754,0.234,0.0873,0.1136,0.1882,0.0693,0.0628,0.1092,0.1499,0.1743
CAN,GUY,0.0293,0.0311,0.0314,0.0513,0.0595,0.0387,0.0486,0.0624,0.0158,0.5925,0.0136,0.0417,0.0356,0.1089,0.0831,0.1529,0.2611,0.2157,0.2797,0.2273,0.1869,0.2338,0.0957,0.1839,0.184,0.2952,0.2346,0.027,0.1297,0.1427
CAN,HKG,4.0035,3.3235,3.5107,2.8302,5.1238,7.3246,10.9035,6.1322,8.2968,8.5712,5.0848,4.9065,5.1738,3.681,9.6521,4.2862,3.1719,2.3822,3.4682,7.4529,4.8345,2.4323,2.1903,1.6129,6.1867,1.8614,2.3325,2.109,0.9785,1.6584
CAN,HND,0.0503,0.0085,0.0016,0.0106,0.0255,0.0616,0.0141,0.0074,0.0122,0.0132,0.0246,0.0307,0.0187,0.0133,0.06,0.0771,0.0193,0.1068,0.054,0.068,0.1374,0.0901,0.1159,0.1063,0.0902,0.0336,0.0161,0.0274,0.0234,0.0456
CAN,HRV,0.0731,0.0809,0.1906,0.1586,0.1096,0.0889,0.1073,0.2945,0.2236,0.251,0.2846,0.237,0.2471,0.2873,0.2379,0.1916,0.1186,0.1644,0.1776,0.1426,0.1052,0.0153,0.0341,0.0639,0.0449,0.1184,0.1044,0.1804,0.0535,0.0191
CAN,HTI,0.2452,0.0213,0.0748,0.0249,0.03,0.0888,0.0319,0.1304,0.4015,0.5105,0.6515,0.4515,0.6739,0.513,0.4596,0.1564,0.1915,0.1548,0.1752,0.7902,0.6527,0.6612,0.5818,0.6661,0.5508,0.2788,0.1871,0.241,0.2862,0.4373
CAN,HUN,0.8825,0.2813,0.5121,3.1089,0.8267,0.8204,1.0292,0.5758,0.2679,0.5558,1.0638,0.4868,0.3803,2.3138,3.5292,6.6381,12.205,2.9961,3.098,0.2828,0.1639,1.3108,0.1319,1.172,0.2783,0.3062,0.2729,0.3365,0.2713,0.1397
CAN,IDN,2.0955,0.1806,0.4658,0.0808,0.0598,0.0284,0.0446,0.0561,0.3282,0.2097,0.2835,0.1918,0.2373,0.6444,0.2313,0.9315,0.2331,0.2873,0.5615,0.3205,0.2626,0.284,1.2717,0.3242,0.4578,0.2667,0.3626,0.4179,0.3879,0.326
CAN,IND,3.2539,2.0612,1.7941,1.5538,1.7945,2.4937,1.5572,4.9887,7.0875,5.9167,6.5497,8.3687,9.8732,7.7334,5.249,6.0317,5.0671,3.9611,2.8101,3.3954,3.369,2.5123,3.3148,4.3123,6.3452,2.6072,2.9239,6.8521,44.7433,34.4212
CAN,IRL,6.6783,4.9622,6.9092,7.8374,2.3073,1.1316,1.676,2.8173,1.0996,1.7261,2.5391,2.1277,2.3875,1.4582,0.9319,0.94,2.3494,1.4128,0.6829,0.8204,0.7818,0.4643,0.7705,0.7236,0.7864,0.3391,0.9121,1.3807,1.1386,1.2537
CAN,IRN,0.0608,0.0859,0.0323,0.1791,0.0418,0.0476,0.3413,0.3733,0.1399,0.2037,0.7426,0.0828,0.4555,0.2124,0.0999,0.016,0.0499,0.0153,0.0,0.0,0.0013,0.0003,0.0313,0.0067,0.0378,0.0,0.0402,0.0811,0.0962,0.1017
