iso_o,iso_d,contig,comlang_off,colony,comcol,dist,country,landlocked,continent,lat,lon,langoff_1,colonizer1
AFG,COM,0,0,0,0,5824.4111,Afghanistan,1,Asia,34.516666,69.199997,Persian,
AFG,CPV,0,0,0,0,9324.5801,Afghanistan,1,Asia,34.516666,69.199997,Persian,
AFG,CRI,0,0,0,0,14334.572,Afghanistan,1,Asia,34.516666,69.199997,Persian,
AFG,CUB,0,0,0,0,12952.396,Afghanistan,1,Asia,34.516666,69.199997,Persian,
AFG,CXR,0,0,0,0,6312.0742,Afghanistan,1,Asia,34.516666,69.199997,Persian,
AFG,CYM,0,0,0,0,13283.304,Afghanistan,1,Asia,34.516666,69.199997,Persian,
AFG,CYP,0,0,0,0,3257.9724,Afghanistan,1,Asia,34.516666,69.199997,Persian,
AFG,CZE,0,0,0,0,4708.0239,Afghanistan,1,Asia,34.516666,69.199997,Persian,
AFG,DEU,0,0,0,0,5226.5142,Afghanistan,1,Asia,34.516666,69.199997,Persian,
AFG,DJI,0,0,0,0,3668.1165,Afghanistan,1,Asia,34.516666,69.199997,Persian,
