TIME_PERIOD,iso_o,pageRank_repro.wpr,close_repro.closeness,outdegree_repro.degree,indegree_repro.degree,local_clust_tt_repro,local_clust_out_repro
2002,ABW,0.0018176620555397,322.837131967423,4.59796237556248,23.6981753373066,0.987983674834443,0.951449381645346
2002,AFG,0.0020423222087355,45.2475941129342,2.96811546601685,45.8339297005487,0.982813503835426,0.832151362639168
2002,AGO,0.0043929122748088,167.046205711004,5.10234112608979,75.6533926209731,0.915629478521023,0.879749772776629
2002,ALB,0.0021082053375669,710.990382674833,9.23362733843225,52.2771299320956,0.964611331087635,0.960662255377374
2002,AND,0.0017725282000444,474.888250746017,9.30815325908125,62.4555258229839,0.9842253628113,0.964052790431303
2002,ARE,0.0131658503201201,5003.05003154498,437.723034332427,973.856519437911,0.843447662093922,0.634133945657182
2002,ARG,0.0029086802285721,3563.67252527872,109.839688307686,174.770386902291,0.922945442994078,0.832838789701207
2002,ARM,0.0018338000178169,333.336015768679,10.9802450309644,23.6380670492606,0.912429975392229,0.725988645112884
2002,ATG,0.0015569168654221,20.0825054017037,2.59835600818271,12.9553877139177,0.962552101033585,0.758971962056795
2002,AUS,0.0096345208940556,5703.84648095962,426.716606091852,1309.95431218117,0.889162210424524,0.816748077627348
2002,AUT,0.0095257225995213,14005.7941598222,1618.79448931565,1469.2706684018,0.906872449367124,0.895384741711883
2002,AZE,0.0025026763437928,182.677037865761,5.61854694094622,60.1983642215538,0.951002903740815,0.912101069541686
2002,BDI,0.0021031640140566,20.3939053814991,1.97049602325613,7.16946790862769,0.96776936258037,0.98301920341394
2002,BEL,0.0122811204137686,11718.1248368634,1794.00170581372,1995.94123084675,0.923687296862759,0.896686612458223
2002,BEN,0.0023342099819103,38.7461612858308,2.54841482833798,49.1733755764273,0.938893247896007,0.834176515453674
2002,BFA,0.0021973505762171,155.145331814406,7.4906110396867,24.9800712686494,0.934833668560491,0.81133902795903
2002,BGD,0.0036077084956948,543.696909425593,10.3729414859879,120.676066110997,0.938931082589558,0.930372154400904
2002,BGR,0.0030726624856994,1930.62892384821,88.9833834841212,175.719349174452,0.919396168780391,0.869286296281379
2002,BHR,0.0026407545694329,676.222903167824,17.8633166703476,98.9912772456695,0.973879816934602,0.890523551671728
2002,BHS,0.0017852441628824,448.726443364114,7.22329952076077,44.8564812758066,0.993886910839993,0.958846418810989
2002,BIH,0.0026700468747919,465.523814901248,10.7527943572322,78.821136803399,0.89799244420066,0.891026904344947
2002,BLR,0.0037045074629213,3313.11901684765,101.043847018881,149.578905050918,0.934028304621643,0.891552831183437
2002,BLZ,0.0017900882707288,115.249378612965,3.0319902657934,18.6804738791268,0.974874435470127,0.687643147672865
2002,BMU,0.0017748155726413,205.601486504702,3.81125847779628,35.3517947300158,0.990487978350686,0.948722517394564
2002,BOL,0.0023488627280063,125.492815775072,4.13440679656864,43.7157768254013,0.933133581871618,0.930035363269564
2002,BRA,0.008949756148198,11803.5244957865,641.29287200088,1135.96821141987,0.922210371810899,0.876733748474819
2002,BRB,0.0022910253220908,1707.55652549672,25.5556840932993,38.5704421740633,0.958519432300328,0.928083905463608
2002,BRN,0.0017968368686276,187.638206674075,4.71786928980207,53.0977582735474,0.986579059134158,0.971996372989823
2002,BTN,0.0013764210669941,12.0349096257314,1.86059055015861,6.15340485061538,0.975467897903619,0.906225139220366
2002,BWA,0.0036419288588328,1341.74748296546,15.8762081046319,56.2451772658294,0.925380734579443,0.863549859409053
2002,CAF,0.0017367219693487,164.217362143998,3.44262783115683,6.03210697672964,0.953847217152841,0.952322496701195
2002,CAN,0.015137124932398,20260.7799472403,2103.24297430057,3299.31198049665,0.935159776602758,0.944639560337018
2002,CHE,0.0081716146804291,12300.9017400513,1296.84210002964,1330.29115517274,0.912809465369685,0.873105155554232
2002,CHL,0.0033780951779451,1241.18400843442,41.8685715935291,344.836202144519,0.96438430009045,0.871449090438329
2002,CHN,0.0224937100056706,26348.8210381477,8157.65217502657,5974.41981010211,0.899447269911494,0.873687510898204
2002,CIV,0.0028242696015973,197.515540944357,7.660217184814,53.7544181573192,0.955181532174245,0.727681204833781
2002,CMR,0.0024251802568304,242.74514780604,7.01100113618213,55.0382314864445,0.96196096988811,0.804915775546611
2002,COG,0.0028593103986144,70.1502152402537,3.49987347620459,31.5483219821292,0.956000716634778,0.801454863797978
2002,COL,0.0044795887119574,2477.09110418518,103.663265625259,287.704248410258,0.908253680687215,0.797040852218302
2002,COM,0.001457182756089,10.6150735026864,1.59368481404201,6.13626694175645,0.982190764697076,0.97624826629681
2002,CPV,0.0015377157474807,71.174229687952,2.42386420710315,16.7151537257206,0.970692131398375,0.976436059115251
2002,CRI,0.0034019950531159,7501.74524778221,382.702406303553,387.294549943462,0.959319426470364,0.950045934792234
2002,CUB,0.0024249260087926,204.088161979659,6.22062909419946,91.7724545728071,0.943348036660643,0.913855473945185
2002,CYP,0.0029792212622763,712.48987305323,19.1262800574585,118.573107613816,0.933732340544896,0.800822910671764
2002,CZE,0.0070222026686397,13725.0031025421,1045.95836805207,1035.90826372603,0.943392936044447,0.939092332589909
2002,DEU,0.0511682959131736,22713.4503208381,7637.51163140005,6675.6760557772,0.858838473874028,0.840332148789922
2002,DJI,0.0015018116989135,48.3442479489661,2.4817264849517,18.3998092640574,0.973871816308028,0.827444046855484
2002,DMA,0.0017190495330616,650.702792050662,7.42074565572467,12.3705047895856,0.970563698339243,0.984888675113603
2002,DNK,0.0075231163142848,11851.2149947628,1065.6979011835,1177.08997760137,0.92507079750424,0.893945747046301
