iso_o,Country,Time,gdp,gdp_pct,population,trade_gdp_ratio,log_gdp,log_trade_gdp_ratio,country,landlocked,continent,lat,lon,langoff_1,colonizer1,category,development,TIME_PERIOD,log_gdp_pct,log_population,D_log_gdp_pct,D_log_gdp,pageRank_unique.wpr,close_unique.closeness,outdegree_unique.degree,indegree_unique.degree,local_clust_tt_unique,local_clust_out_unique,pageRank_repro.wpr,close_repro.closeness,outdegree_repro.degree,indegree_repro.degree,local_clust_tt_repro,local_clust_out_repro,Unnamed: 0,pageRank_total.name,pageRank_total.wpr,close_total.name,close_total.closeness,outdegree_total.name,outdegree_total.degree,indegree_total.name,indegree_total.degree,local_clust_tt_total,local_clust_out_total
QAT,Qatar,2020,144411363351.65,51683.51,2794148.0,90.02,25.695931753879943,4.500031867864786,Qatar,0,Asia,25.25,51.533333,Arabic,GBR,Emerging and Developing Economies,0.0,2020,10.852894,14.843038,-0.25718212,-0.19992447,0.003889655024719,286.238613101525,26.1540412236714,23.0914608039053,0.8351696601886,0.742112034337063,0.0046455809036439,2505.41455056724,54.3229446020085,509.126843827104,0.963289951152117,0.805697313312892,148,148,0.0030658147125779,148,85205.768213558,148,6456.93659087964,148,3231.08451196855,0.991118411732449,0.989938774886246
RUS,Russian Federation,2020,1493075894362.14,10108.33,145245148.0,45.97,28.031859466657885,3.8279890098181366,Russia,0,Asia,55.75,37.700001,Russian,,Emerging and Developing Economies,0.0,2020,9.2211151,18.793934,-0.12442875,-0.12573051,0.0068154765597149,366.43565381477,20.839383665393,31.9701280532028,0.911537477786874,0.898050006400953,0.0139246163349264,8852.16767888108,852.718565880919,3622.76190099898,0.919238296859504,0.703604545323217,149,149,0.0108905163331678,149,160462.255613995,149,25770.3769883327,149,16619.8706178054,0.955536265027224,0.950500814554948
RWA,Rwanda,2020,10174386854.81,778.7,13065837.0,55.19,23.04313930648983,4.01078177745141,Rwanda,1,Africa,-1.9333333,30.066668,French,BEL,Emerging and Developing Economies,0.0,2020,6.6576257,16.385511,-0.039470196,-0.017045975,0.0019370462447543,33.010341096282,2.29673585674002,2.05137363834805,0.936560907536772,0.950972778549824,0.0025695835596201,206.202010747471,5.45550500332741,88.2730592105421,0.970231832099038,0.936532910824888,150,150,0.0022492495925453,150,21085.5723397645,150,248.399464484367,150,517.774309905582,0.983199495431745,0.994665024495379
WSM,Samoa,2020,868898358.27,4099.66,211944.0,77.48,20.58273671237273,4.350019838538795,Samoa,0,Pacific,-13.8,171.75,Samoan,DEU,Emerging and Developing Economies,0.0,2020,8.3186598,12.264077,-0.059717178,-0.049455643,0.001182858994332,2.70687899534565,1.0169146831936,1.38338892768962,1.0,0.0,0.0019540000198474,368.157798582434,7.61609150186105,13.7599821139924,0.939831720432471,0.936061785242061,186,186,0.0017455630323885,186,1624.08934398714,186,20.4916495524034,186,111.172580636896,0.978496457885651,0.94066607627186
STP,Sao Tome and Principe,2020,471229484.61,2167.22,217435.0,,19.970855761794777,,São Tomé and Príncipe,0,Africa,0.2,6.7166667,Portuguese,PRT,Emerging and Developing Economies,0.0,2020,7.6812005,12.289656,0.11318779,0.1319561,0.0008664729091869,16.1041657744915,1.34142986225103,1.25123740618929,0.504643962848297,0.0,0.0014649735960465,36.171191229933,2.58647099602065,9.07648155908103,0.943203672311651,0.979701092328984,158,158,0.0016350143312697,158,832.224240754571,158,15.0830505373188,158,48.1513197500864,0.974663099845959,0.992788255329133
SAU,Saudi Arabia,2020,767951200000.0,24338.83,31552510.0,47.53,27.36699202640856,3.861361090625918,Saudi Arabia,0,Asia,24.65,46.766666,Arabic,,Emerging and Developing Economies,0.0,2020,10.099829,17.267164,-0.19457817,-0.14624596,0.0038447813757751,228.159616901495,7.84968951287905,17.2468386479842,0.841605853056107,0.933420125758984,0.0080088975188509,8086.5348813159,220.736953812782,1990.9865535799,0.958924500378889,0.804018747159708,151,151,0.0085820364529766,151,143043.999107784,151,15288.3397654137,151,11314.7733077022,0.974716577012133,0.974754488158118
SEN,Senegal,2020,24530513037.75,1461.09,16789219.0,60.05,23.92318360970458,4.095177548525992,Senegal,0,Africa,14.633333,-17.450001,French,FRA,Emerging and Developing Economies,0.0,2020,7.2869382,16.636248,0.020683765,0.047010422,0.0020431706669406,24.1466801453667,2.64766142463884,3.04312904706448,0.929210929026699,0.879917247002821,0.0031640550589531,443.770094248818,16.0500199154685,219.073250999024,0.960635502490871,0.706920551998336,153,153,0.0031643571926911,153,19676.1484923603,153,745.974957328453,153,1480.97008638888,0.960541953175609,0.919280070851809
SYC,Seychelles,2020,1382551751.57,14041.48,98462.0,153.48,21.047196723983845,5.033570265378752,Seychelles,0,Africa,-4.6333332,55.466667,English,GBR,Emerging and Developing Economies,0.0,2020,9.5497713,11.497426,-0.30984306,-0.30130577,0.0015907825618963,17.4115397568681,1.94739181676633,2.04367815732299,0.978261243961457,0.987150789892815,0.0019960761254065,142.305372922109,4.89592525433461,30.15885465319,0.975763197076361,0.955353613904648,164,164,0.0020165478033828,164,21493.5756991855,164,310.877539304241,164,353.123116059769,0.985161659862746,0.978060484790974
SLE,Sierra Leone,2020,6693888876.29,845.98,7912558.0,30.59,22.62446083910328,3.420673158162812,Sierra Leone,0,Africa,8.5,-13.283334,English,GBR,Emerging and Developing Economies,0.0,2020,6.7404957,15.883962,0.00228405,0.025371552,0.0009234503762719,9.2795242688155,1.53290752194957,1.38523612803499,0.895879260641004,0.893923611111111,0.0018712543375285,634.441738751829,9.95336061340957,42.4748060599894,0.977170549865629,0.969331675224647,156,156,0.0018148889314028,156,8304.13828470441,156,142.955241588264,156,279.606394200856,0.99028066723634,0.991925386395932
SGP,Singapore,2020,349165858544.57,61410.08,5685807.0,332.04,26.57881288564109,5.805255443586835,Singapore,0,Asia,1.2833333,103.85,English,GBR,Advanced Economies,1.0,2020,11.02533,15.553484,-0.071353912,-0.074472427,0.0162950181313214,601.210096075359,76.5845050332905,90.113097181249,0.787838958754948,0.785171423299711,0.0129803684330788,52715.2521585065,9601.97520017017,7254.28323008826,0.915746134317852,0.907872791528945,154,154,0.0116179546681939,154,128853.451067431,154,16983.4245913238,154,18642.8656419908,0.956533230918369,0.943574430006025
SVK,Slovak Republic,2020,107732602896.44,19735.49,5458827.0,167.53,25.40291809485684,5.121162439705441,Slovak Republic,1,Europe,48.166668,17.166666,Slovak,HUN,Advanced Economies,1.0,2020,9.8901739,15.512745,0.016833305,0.017690659,0.0024720297766483,69.1159216655706,3.69024124068391,3.41338688826746,0.937770054538268,0.976624856491715,0.0060582772763475,24874.6255629374,1897.52683743849,2127.38960879052,0.939477896145691,0.952559136764472,160,160,0.0042515015351357,160,102508.721991356,160,7380.54725640567,160,6753.35495948335,0.980548541306651,0.983158084581738
SVN,Slovenia,2020,53384760135.16,25392.07,2102419.0,147.55,24.700791151453537,4.994167101388949,Slovenia,0,Europe,46.066666,14.5,Slovenian,AUT,Advanced Economies,1.0,2020,10.142192,14.558599,-0.016487122,-0.0097904205,0.0039078027501972,38.7690961985572,2.98872475063226,3.35358492490126,0.764415423691087,0.913638981098841,0.0036501339167283,16917.0427678021,767.420148246358,779.808010816113,0.935173680613055,0.931011826703971,161,161,0.0036523978898234,161,68450.249637642,161,3757.57648270418,161,4115.46052783957,0.972206297869994,0.971776754202605
SLB,Solomon Islands,2020,1536145814.17,2063.33,744498.0,60.22,21.15254239826648,4.098004523053588,Solomon Islands,0,Pacific,-9.4666662,159.95,English,GBR,Emerging and Developing Economies,0.0,2020,7.6320763,13.520466,-0.074838161,-0.052627563,0.0011071451301795,14.4162271347635,1.72735589676393,1.49422361869999,1.0,1.0,0.0023572313981718,14.3226877248562,2.14572965062789,18.2459693851657,0.932092165347515,0.789857850654713,155,155,0.0018073680987048,155,14691.2238306662,155,147.291160881683,155,117.340000896342,0.984467163680695,0.988859973231271
ZAF,South Africa,2020,337974655408.06,5580.6,60562381.0,50.76,26.546236745618167,3.927108642846187,South Africa,0,Africa,-25.73,28.219999,English,GBR,Emerging and Developing Economies,0.0,2020,8.6270514,17.919184,-0.1576786,-0.1414566,0.0048536045069529,416.866472409631,31.3309370881497,14.1343397614144,0.860289796879631,0.871893120394756,0.0194448298745405,3671.91026167607,366.736364748249,1353.43971424542,0.883689251310196,0.611083185232072,188,188,0.0080582829244827,188,109930.679879684,188,9934.64412403621,188,7282.42610471158,0.942959792231722,0.942535097765651
ESP,Spain,2020,1289783836971.21,27233.94,47359424.0,59.45,27.88549575202163,4.085135623136791,Spain,0,Europe,40.416668,-3.7166667,Spanish,,Advanced Economies,1.0,2020,10.212219,17.673277,-0.08959198,-0.08449173,0.0116933160659033,847.308378030525,173.069335026774,51.6390942722732,0.560121044304014,0.535575271609445,0.0125150115047357,22638.6404930883,2546.12266631957,3884.74401973411,0.909443071239073,0.873304946154534,55,55,0.016874103368324,55,137534.825545144,55,22557.3125572008,55,22650.4671200768,0.961307624606361,0.962688701619715
LKA,Sri Lanka,2020,84335574581.51,3847.6,21919000.0,37.09,25.15806961271802,3.6133473915014993,Sri Lanka,0,Asia,6.9166665,79.866669,Sinhala,GBR,Emerging and Developing Economies,0.0,2020,8.2552052,16.902864,-0.059124947,-0.053817749,0.0020443031005897,21.7742485203149,2.37835410722248,2.22888067169132,0.904560283195669,0.890178956446744,0.0025678945903216,2463.3877531002,106.101425241838,295.247630340053,0.951637697290045,0.872348533341651,104,104,0.0026859802246777,104,46801.6467310523,104,1626.0676204194,104,2153.53851451232,0.976442597593424,0.959718356870466
KNA,St. Kitts and Nevis,2020,883922222.22,18859.02,46870.0,,20.59987963281708,,St. Kitts and Nevis,0,America,17.283333,-62.716667,English,GBR,Emerging and Developing Economies,0.0,2020,9.8447466,10.755133,-0.22406387,-0.225811,0.0016268531820196,5.44571498559509,1.20545070052241,1.83104513902333,0.947057473901571,1.0,0.0023902690330994,2309.13968625399,19.7262973557094,19.1295229599902,0.980617078492617,0.987189327477533,96,96,0.00210112968466,96,1720.23639108177,96,18.1387631771506,96,93.0741893311531,0.967095825017864,0.964881972506424
LCA,St. Lucia,2020,1499274074.07,8411.07,178250.0,,21.12824687729268,,St. Lucia,0,America,14.016666,-60.983334,English,GBR,Emerging and Developing Economies,0.0,2020,9.0373039,12.090942,-0.33804703,-0.33473778,0.0018454791718351,18.6674804287937,1.40561343740421,4.29388857813091,0.922945674453122,1.0,0.0018653618501759,471.461200879462,5.44619114369464,18.0892332058392,0.966214596731071,0.965214474404104,103,103,0.0021251488311284,103,1824.47035854089,103,33.7601202823696,103,292.695319825052,0.976501260548608,0.919443850506108
VCT,St. Vincent and the Grenadines,2020,864566666.67,8351.2,103526.0,,20.57773897598479,,St. Vincent and the Grenadines,0,America,13.2,-61.233334,English,GBR,Emerging and Developing Economies,0.0,2020,9.0301609,11.547578,-0.045572281,-0.051744461,0.0014772247277739,177.667241895369,4.92589600163271,1.89568896973174,0.812026088300016,0.75028769290837,0.0019245640198616,57.5631498381899,2.68930575231793,12.3116497540989,0.953255822724655,0.817144877653156,182,182,0.0021085754219249,182,6942.69225065935,182,78.7640858589671,182,97.1678594747055,0.936972192713574,0.909107932373452
SUR,Suriname,2020,2911807496.2,4755.39,612317.0,,21.792039858021507,,Suriname,0,America,5.8666668,-55.233334,Dutch,NLD,Emerging and Developing Economies,0.0,2020,8.4670343,13.325006,-0.33227634,-0.32152176,0.001155843251058,13.6946124833921,1.61323443614323,1.47063144667146,0.992835028748341,1.0,0.0017270883433372,536.382728737671,6.67634252778758,38.8402865625161,0.972474986671978,0.951824675110461,159,159,0.0027097852794209,159,28402.4583288233,159,483.90968642938,159,318.976459919054,0.975696214060958,0.984219015144062
SWE,Sweden,2020,545147614972.14,52653.76,10353442.0,84.33,27.02432244809545,4.43473767358655,Sweden,0,Europe,59.333332,18.083334,Swedish,,Advanced Economies,1.0,2020,10.871493,16.15283,0.016868591,0.024095535,0.0051670888461395,344.707015476664,21.4356026637437,24.0968537944401,0.832438389684708,0.88107341537365,0.0092016877308216,16237.2817685934,1908.53787537072,2482.62035289495,0.924293750355145,0.888426495942466,162,162,0.0066854063472447,162,104932.768723062,162,12481.8324251837,162,11371.1371634614,0.973449135778165,0.974465506940907
CHE,Switzerland,2020,741999406005.63,85897.78,8638167.0,121.79,27.33261427958197,4.802298250099019,Switzerland,1,Europe,46.950001,7.4333334,German,,Advanced Economies,1.0,2020,11.360913,15.971701,0.020890236,0.028198242,0.0585771495303232,957.344187821564,295.069973206122,485.972753739112,0.84791220652955,0.837306587760105,0.006621408476282,26889.1959387525,1893.79450994723,2130.56854687904,0.944636055945813,0.923402583870314,33,33,0.0180902039986712,33,169350.511017731,33,24503.361366688,33,22305.8659215488,0.976593397035869,0.978912728256779
SYR,Syrian Arab Republic,2020,12047752036.09,572.36,21049429.0,44.82,23.21214392645832,3.802654468372781,Syria,0,Asia,33.5,36.316666,Arabic,FRA,Emerging and Developing Economies,0.0,2020,6.3497682,16.862385,-0.66193247,-0.62832069,0.0008286186728309,170.111571597591,5.18903399930364,1.26737119959269,0.946744775194704,0.938891049742858,0.0020111148118638,177.758839095088,4.33682786645983,81.8950245193527,0.989269826545523,0.917146901778071,165,165,0.0020146140015929,165,10980.2612526791,165,226.52412334065,165,862.675541758413,0.991906481553222,0.978948867779681
TJK,Tajikistan,2020,8133963550.66,834.31,9749310.0,55.75,22.81931416331248,4.020877410340228,Tajikistan,1,Asia,38.633335,68.849998,Tajik,RUS,Emerging and Developing Economies,0.0,2020,6.7266049,16.092707,-0.043059826,-0.020303726,0.0008344844991442,24.5680300608511,1.64324238639008,1.26264562280911,0.999890053507293,1.0,0.0018897099854233,123.37420343796,3.97195233545782,64.5782574133393,0.988608303621094,0.858874191071132,169,169,0.0019140721303425,169,23342.4494911594,169,337.686690272612,169,679.829577160397,0.977274708024267,0.980323688679894
TZA,Tanzania,2020,66068737786.06,1117.42,60972798.0,27.96,24.9139615186141,3.3307749173656096,Tanzania,0,Africa,-6.1700001,35.740002,English,GBR,Emerging and Developing Economies,0.0,2020,7.0187778,17.925938,0.04962635,0.07938385,0.002191984725125,60.4239004098478,3.58149205391064,2.35852582473738,0.877589011751471,0.87725253700453,0.0046048488149393,826.973378975716,12.3539078723269,224.42707015386,0.976052777662114,0.906330695465972,176,176,0.0026314988207071,176,29105.3542202571,176,1218.21606373176,176,1609.07792336912,0.979094478827364,0.965189282021749
THA,Thailand,2020,500461898480.25,6985.64,71641484.0,97.8,26.9387973058913,4.582924577040772,Thailand,0,Asia,13.733334,100.5,Thai,,Emerging and Developing Economies,0.0,2020,8.8516121,18.087185,-0.085041046,-0.083375931,0.0036078821034563,194.135807802309,11.141900795719,13.0984075242231,0.81326803402484,0.726037642375054,0.0085223038964407,40546.6804171397,4712.09498123405,4419.64786284747,0.922997812335114,0.919664172596304,168,168,0.0119996847166893,168,136718.681496192,168,17060.6471233609,168,14150.4052478979,0.957974859091463,0.954365981441852
TGO,Togo,2020,7400284167.78,853.58,8669720.0,55.55,22.724784237470583,4.017283516085639,Togo,0,Africa,6.1666665,1.35,French,FRA,Emerging and Developing Economies,0.0,2020,6.7494392,15.975348,0.032529831,0.056652069,0.0009554709987811,18.8363152332791,1.76631160478355,1.59801250633933,0.903149920255183,0.974943693693694,0.0030987261667414,1472.88878217697,16.5610547997176,241.206272784461,0.965650510611469,0.92938916318587,167,167,0.0023128417809857,167,10746.7159899943,167,409.353930067321,167,1391.62358382808,0.977000710043695,0.932962075501661
TON,Tonga,2020,496856303.95,4700.45,105704.0,83.46,20.02381141539451,4.424367475163407,Tonga,0,Pacific,-21.15,-175.23334,Tongan,GBR,Emerging and Developing Economies,0.0,2020,8.4554138,11.568398,0.005033493,0.0053653717,0.0010869687399545,23.754039643349,1.46178488303788,1.18746183486438,1.0,1.0,0.0014855580332668,41.3530392330205,2.15051781669924,11.227290098066,0.989446024576313,0.943624023035788,171,171,0.0014982584793789,171,436.186285757158,171,7.68972242283878,171,47.108052500122,0.991977118551253,0.995326856029532
TTO,Trinidad and Tobago,2020,20991339706.56,15358.86,1366725.0,,23.767375794685947,,Trinidad and Tobago,0,America,10.633333,-61.516666,English,GBR,Emerging and Developing Economies,0.0,2020,9.6394482,14.127928,-0.11863613,-0.11663055,0.001813535241974,169.878667434529,4.94544410800587,2.00978341134212,0.995267026081649,0.997925608011445,0.0022739503864148,376.164422622587,16.4553363449644,92.2552209799492,0.954881811619982,0.778476726386854,172,172,0.0028326228953005,172,45034.3646488445,172,1141.99075653439,172,868.774342897076,0.948114719337153,0.932931726110847
TUN,Tunisia,2020,42491780918.36,3548.65,11974057.0,84.34,24.47257650401826,4.434856248318414,Tunisia,0,Africa,36.833332,10.216666,Arabic,FRA,Emerging and Developing Economies,0.0,2020,8.1743221,16.298252,0.0055894852,0.013889313,0.0010766379540539,41.2741033568905,2.83233974853871,1.80073995745658,0.957207239595167,0.960317386165626,0.0033365150960089,15768.846759866,693.949269486426,549.212199857576,0.97154696545661,0.96211661404966,173,173,0.0027258620812852,173,45815.9944068597,173,1618.23963529029,173,2178.13544664077,0.975937711845576,0.972072105126289
TUR,Turkiye,2020,720338490327.25,8638.74,83384680.0,61.34,27.30298706393668,4.116432158686106,Türkiye,0,Europe,39.93,32.849998,Turkish,,Emerging and Developing Economies,0.0,2020,9.0640116,18.238976,-0.064623833,-0.054920197,0.0030604309876329,270.446602526056,14.9786661254472,9.26766956636664,0.857787017620005,0.812605226669566,0.0070630106408973,15764.3952219193,1434.56230193616,2277.90206178136,0.900904028730549,0.804519487546637,174,174,0.0124250738613459,174,105143.873661422,174,14201.9816257212,174,16578.6475066064,0.924821049128377,0.906047282837024
TKM,Turkmenistan,2020,45818000000.0,6592.6,6949912.0,35.94,24.54794286395757,3.581850881355413,Turkmenistan,1,Asia,37.950001,58.383335,Turkmen,RUS,Emerging and Developing Economies,0.0,2020,8.7937031,15.754239,-0.0083723068,0.012853622,0.0008321436447284,18.1299472681921,1.63079193922581,1.26757953031268,1.0,1.0,0.001872438704969,109.300669717561,2.80820471606827,98.2725372035526,0.99460412639781,0.990868614473859,170,170,0.0017309594314942,170,81516.2181148936,170,1486.89127774803,170,615.859039184039,0.9961455288247,0.994636602335181
TUV,Tuvalu,2020,51746594.31,4976.11,10399.0,,17.761869177509368,,Tuvalu,0,Pacific,-8.5,179.2,Tuvaluan,GBR,Emerging and Developing Economies,0.0,2020,8.5124035,9.249465,-0.027554512,-0.044904709,0.0007894736842105,1.35598546285825,1.15751069025828,0.0,1.0,1.0,0.00115532789013,8.70201279238719,1.9813316897146,3.29920582679333,0.953207473877662,0.972753593216834,175,175,0.0014026465713782,175,909.613350170218,175,10.6079311303985,175,44.148587812544,0.990478250661432,0.981333941001549
UGA,Uganda,2020,37600368239.88,845.77,44457152.0,37.0,24.35027968090813,3.610917912644224,Uganda,1,Africa,0.33333334,32.583332,English,GBR,Emerging and Developing Economies,0.0,2020,6.7402472,17.610037,0.028300285,0.061628342,0.0019484219198825,31.9945051815632,2.57308112403142,2.12093423642462,0.894657301591871,0.925929836686633,0.0034095685353615,205.157691864237,6.26249812620408,124.859051048016,0.972636875167553,0.845404907615707,177,177,0.0037298064118697,177,37518.2106952765,177,661.30953008495,177,1166.68376364888,0.96430802538315,0.975076476191276
UKR,Ukraine,2020,156617722013.34,3709.77,44680014.0,79.16,25.77707378149059,4.371471120734365,Ukraine,0,Europe,50.416668,30.5,Ukrainian,RUS,Emerging and Developing Economies,0.0,2020,8.2187252,17.615036,0.024534225,0.017614365,0.0023730827042455,98.7810861799908,4.66031587526117,5.28788705679318,0.945581087492621,0.924450145706677,0.0041537559257224,12541.878110073,518.659415525617,926.856792957349,0.939366600358007,0.905152481981315,178,178,0.004226144342684,178,78398.4854810579,178,5461.58159174675,178,5394.20790595546,0.955058310506226,0.94097770571931
ARE,United Arab Emirates,2020,349473015330.16,37173.88,9401038.0,185.28,26.579692186283715,5.221868194384631,United Arab Emirates,0,Asia,24.466667,54.416668,Arabic,GBR,Emerging and Developing Economies,0.0,2020,10.523361,16.05633,-0.17428207,-0.17902946,0.0092012890970179,468.980210225634,35.7202576106353,67.5860424526303,0.811867714721062,0.818529059985979,0.0145317305580978,20846.2181136242,2515.02485061633,3285.66635058934,0.791891316966528,0.594415817491339,6,6,0.020446119537915,6,128273.739855628,6,19735.2898975812,6,15684.6297777168,0.92577706467837,0.92472588060542
GBR,United Kingdom,2020,2696778386607.65,40404.81,66744000.0,58.78,28.6230789863754,4.073801660990771,United Kingdom,0,Europe,51.5,-0.16666667,English,,Advanced Economies,1.0,2020,10.606704,18.016375,-0.057449341,-0.055753708,0.0812438145213498,1743.80269155717,582.112452981689,532.316577576774,0.815234384964252,0.806060730223855,0.0187581347383668,28160.6900849646,3610.15203673059,6252.6807546151,0.930641555183505,0.90642929272384,63,63,0.0251038362208108,63,152950.477512886,63,26479.1269209951,63,39419.4709675464,0.971005180207341,0.971911909535601
USA,United States,2020,21354105000000.0,64401.51,331577720.0,23.08,30.69226510878412,3.138966441639899,United States,0,America,38.867001,-77.0,English,GBR,Advanced Economies,1.0,2020,11.072892,19.619373,-0.012751579,-0.0086669922,0.201948421273387,2164.08050370528,1162.3747015884,931.071413776377,0.659316026982005,0.681188661115476,0.0789468852635745,56986.8157447645,12707.9734839835,24868.5510468768,0.907314604733347,0.889607804605915,180,180,0.0784185578208099,180,220793.876474734,180,71424.0671281855,180,105568.088283699,0.959384657889213,0.955431274288579
URY,Uruguay,2020,53559359261.83,15757.54,3398968.0,47.73,24.70405639469988,3.865560131017805,Uruguay,0,America,-34.916668,-56.166668,Spanish,ESP,Emerging and Developing Economies,0.0,2020,9.6650743,15.038982,-0.15044117,-0.14992332,0.0019711791211179,140.724640553384,4.89903347299778,4.14733084479934,0.975673878939521,0.976148693092726,0.0024892811246022,1247.09157017511,24.7305885401793,191.307550338044,0.973544521993002,0.900446573074782,179,179,0.0022374012994914,179,43851.6581573046,179,1383.01667172404,179,1301.09823049737,0.97374337464009,0.969140640944712
UZB,Uzbekistan,2020,66443265418.31,1978.28,33586372.0,56.05,24.9196142688629,4.026244149518169,Uzbekistan,1,Asia,41.266666,69.216667,Uzbek,RUS,Emerging and Developing Economies,0.0,2020,7.589983,17.329632,-0.031398296,-0.012716293,0.0010882968625937,29.9183627182598,1.91828253847934,2.7804103247866,0.929519116305413,0.999799732977303,0.0023873861058841,1993.09771235908,42.662352126921,305.228516959509,0.982566204977789,0.907520251888206,181,181,0.0027157829084866,181,76888.104480406,181,2252.65214537921,181,2588.67236374542,0.974745265444818,0.976008971144816
VUT,Vanuatu,2020,909421043.51,3042.99,298858.0,69.91,20.62831873908086,4.247208700523894,Vanuatu,0,Pacific,-17.75,168.3,English,GBR,Emerging and Developing Economies,0.0,2020,8.0205956,12.607724,-0.052636147,-0.029369354,0.0009663550621997,12.2219681868805,1.61361226168832,1.34280132307116,0.609917043740573,0.679731993299832,0.0022455156464181,107.156855190155,3.92245839690697,11.7312668382506,0.957990832554523,0.814594241744237,185,185,0.0016339425983706,185,5327.91223761626,185,73.9027282194383,185,95.0473637295031,0.968645581909194,0.96292536476301
VEN,"Venezuela, RB",2020,2424262795989.2773,,28444077.0,,28.51654859244622,,Venezuela,0,America,10.583333,-66.933334,Spanish,ESP,Emerging and Developing Economies,0.0,2020,11.353098,17.16345,-0.0083112717,-0.025529861,0.0015340672097482,154.270186193484,4.86829550782081,3.62100705980582,0.981535574619997,0.983133819798696,0.002792429914425,1436.26174565011,15.2761993115711,162.102391693045,0.971307037557547,0.941936666623078,183,183,0.0023104028003918,183,41443.1740115685,183,960.094463249262,183,1080.09750418954,0.981806234608874,0.969919658155348
VNM,Viet Nam,2020,346615738537.8,3534.04,98079191.0,163.25,26.571482621557635,5.09528276815654,Vietnam,0,Asia,21.016666,105.86667,Vietnamese,FRA,Emerging and Developing Economies,0.0,2020,8.1701965,18.401285,0.026708603,0.035982132,0.0027514940076623,87.7797242292612,5.48253622753267,9.61107644381339,0.888351056764165,0.852765739316836,0.0099338664470866,66557.2193186978,12184.1797634479,9308.90752074075,0.977289763247383,0.963916281321639,184,184,0.0079729691219022,184,144298.384804214,184,15539.6284809527,184,15192.2483444706,0.989886144997854,0.987827204340418
YEM,"Yemen, Rep.",2020,2424262795989.2773,559.56,36134863.0,,28.51654859244622,,Yemen,0,Asia,15.4,44.233334,Arabic,GBR,Emerging and Developing Economies,0.0,2020,6.3271508,17.402769,-0.10800552,-0.025529861,0.0008543905122624,28.9964539953919,1.62200485163784,1.3444256224143,0.68168636463121,1.0,0.0026922749277715,2939.84383025179,58.7176837245248,145.355246503532,0.963889715212965,0.90107623561212,187,187,0.0024780221855582,187,22002.4668313406,187,322.588461995262,187,1752.77664583923,0.989703461761995,0.991830809039707
ZMB,Zambia,2020,18137764930.65,951.64,19059395.0,79.21,23.62126206183984,4.372102553476188,Zambia,1,Africa,-15.466666,28.266666,English,GBR,Emerging and Developing Economies,0.0,2020,6.8581867,16.763071,-0.27987814,-0.2508297,0.0015212003604194,31.4206722759981,2.42240127088041,1.87454326118808,0.953738659268328,0.959707822808671,0.0040629761681799,442.211327112117,12.0895115476901,107.244986929556,0.969710123444778,0.868305777318072,189,189,0.0023638969977205,189,53078.2694958251,189,1461.70075182528,189,829.091080147271,0.986184574518961,0.989686608547641
ZWE,Zimbabwe,2020,26868564055.12,1730.45,15526888.0,47.31,24.014222817696247,3.8567216896430567,Zimbabwe,1,Africa,-17.833334,31.049999,English,GBR,Emerging and Developing Economies,0.0,2020,7.4561367,16.558084,0.027263165,0.043857574,0.0014698251034146,113.112956075969,5.12404599543732,1.85476832303799,0.917019823213698,0.903156789406852,0.003981891395144,1776.85438253926,26.3110762687118,97.522851922497,0.979655809580529,0.960948957820095,190,190,0.0023580052707847,190,38093.3106919148,190,836.098937658311,190,780.584646794924,0.985931380929986,0.985635136144794
