iso_o,Country,Time,gdp,gdp_pct,population,trade_gdp_ratio,log_gdp,log_trade_gdp_ratio,country,landlocked,continent,lat,lon,langoff_1,colonizer1,category,development,TIME_PERIOD,log_gdp_pct,log_population,D_log_gdp_pct,D_log_gdp,pageRank_unique.wpr,close_unique.closeness,outdegree_unique.degree,indegree_unique.degree,local_clust_tt_unique,local_clust_out_unique,pageRank_repro.wpr,close_repro.closeness,outdegree_repro.degree,indegree_repro.degree,local_clust_tt_repro,local_clust_out_repro,Unnamed: 0,pageRank_total.name,pageRank_total.wpr,close_total.name,close_total.closeness,outdegree_total.name,outdegree_total.degree,indegree_total.name,indegree_total.degree,local_clust_tt_total,local_clust_out_total
HRV,Croatia,2020,57963370885.08,14808.46,3914206.0,89.53,24.78307711152554,4.494573764646065,Croatia,0,Europe,45.799999,15.966666,Serbo-Croatian,AUT,Advanced Economies,1.0,2020,9.6029539,15.180123,-0.049750328,-0.058698654,0.0026125272062268,173.441533459145,6.42282876655134,3.81500476116272,0.964030787176134,0.962825273035157,0.0027310219913155,7867.69209031813,321.3550136719,478.974136478131,0.95050547443259,0.928629366825776,77,77,0.0031272732601206,77,39620.8667093079,77,1938.01004356213,77,3042.92430213219,0.981380347021104,0.975795329002975
CUB,Cuba,2020,107351800000.0,9605.26,11176354.0,15.68,25.3993771287133,2.7523860149222616,Cuba,0,America,23.116667,-82.416664,Spanish,ESP,,0.0,2020,9.1700659,16.229311,0.039607048,0.037240982,0.0009930513160457,170.752795423562,5.613460985995,1.64148899718451,0.984867942438076,0.986022494788227,0.0020337494932613,274.789922538587,6.16245177238181,122.126545189941,0.987878011090018,0.884796547030589,43,43,0.0023350461105268,43,17662.5660230447,43,388.773519554401,43,1014.53334963014,0.951535927912965,0.971636618243688
CYP,Cyprus,2020,25555093854.3,28649.02,1302247.0,160.67,23.96410250179932,5.079352572055243,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR,Advanced Economies,1.0,2020,10.262875,14.079602,-0.036130905,-0.024795532,0.0027916108021952,97.5895323613234,4.18939416648258,10.7305853082758,0.958476977119462,0.968770384866275,0.0023423411960978,2378.38981293546,63.178040956189,181.394083546739,0.950469414205162,0.921374525133501,44,44,0.002720421069888,44,12290.6317552868,44,651.199528256273,44,1448.89451721481,0.952722379209097,0.882777419402462
CZE,Czechia,2020,251109660602.54,23472.89,10697858.0,128.78,26.249155575498275,4.858105522110037,Czech Republic,1,Europe,50.099998,14.433333,Czech,AUT,Advanced Economies,1.0,2020,10.063601,16.185555,-0.024817467,-0.022386551,0.0037962160242112,261.825667416543,13.7227890430106,13.7036269417124,0.938732035360019,0.947548592582058,0.0099675560598484,37602.2109886968,3893.89339418531,4024.64683614227,0.943434285015847,0.936265149145625,45,45,0.0064591387442151,45,145625.612987525,45,13066.4973272303,45,11558.4655105717,0.980774090787132,0.983987354189774
DNK,Denmark,2020,355631021931.62,60985.49,5831404.0,104.43,26.59715957505902,4.648516990491458,Denmark,0,Europe,55.666668,12.583333,Danish,,Advanced Economies,1.0,2020,11.018392,15.578769,0.026269913,0.029186249,0.0061291785073895,377.581717402975,31.3822546292192,40.6227397916866,0.872314869025341,0.833075393995579,0.0059756862958104,16253.4088145891,1367.2256491905,1600.92765712562,0.946309713984833,0.923746607282306,49,49,0.0061035815224219,49,96616.6788569467,49,9325.87863026982,49,8548.72603778581,0.972137428841406,0.969673893158635
DJI,Djibouti,2020,3144136196.62,2844.89,1105188.0,225.74,21.86880503011073,5.41938389452748,Djibouti,0,Africa,11.6,43.150002,French,FRA,Emerging and Developing Economies,0.0,2020,7.9532795,13.915526,0.0027170181,0.01774025,0.0008497875049537,8.59906652629427,1.46175945456924,1.33181703303432,0.841069100391134,0.878986332574032,0.0017024755675749,564.111296795916,13.6378036548352,91.3455676748207,0.987374296878366,0.910138267224846,47,47,0.0019502265184434,47,9377.10576124311,47,180.311052566633,47,849.837122067535,0.987902176069835,0.920724711052093
DMA,Dominica,2020,528944444.44,7827.75,67573.0,,20.0863939643454,,Dominica,0,America,15.3,-61.383335,English,GBR,Emerging and Developing Economies,0.0,2020,8.9654303,11.120964,-0.19268513,-0.19721794,0.0011087316457109,3.20340977069,1.4172258526876,1.25682376050284,0.899846508058327,0.912121212121212,0.0018464417938021,247.24448472798,5.17798304348514,11.8686764512017,0.95929142937446,0.867750846584217,48,48,0.0020228910757156,48,738.967794085819,48,21.0451774621345,48,84.5851554746863,0.959742355965012,0.911099364161205
DOM,Dominican Republic,2020,78546672406.83,7135.22,11008300.0,44.73,25.08695883801144,3.8006444174447567,Dominican Republic,0,America,18.5,-69.783333,Spanish,FRA,Emerging and Developing Economies,0.0,2020,8.872798,16.214161,-0.1370182,-0.12658501,0.0022712030483816,19.1125239681183,2.32468798495781,3.30370329337685,0.902032757494851,0.816053265524625,0.0031995492686605,15951.9119603266,273.540792186769,352.001495177892,0.983083722423693,0.990501338126147,50,50,0.0030868333335616,50,60117.1222039963,50,1458.98518302794,50,2281.62202922651,0.973023563992265,0.960604086400561
ECU,Ecuador,2020,95865473000.0,5463.65,17546065.0,43.99,25.2862117227264,3.783962335360629,Ecuador,0,America,-0.23333333,-78.5,Spanish,ESP,Emerging and Developing Economies,0.0,2020,8.6058722,16.68034,-0.12724781,-0.11543655,0.0016975812616629,40.4798530047901,2.44130516285285,2.51202547214588,0.966456490588641,0.967020702070207,0.0030659994465019,2818.21156038162,34.7698864594129,329.146150173899,0.968517737153327,0.933555353793015,52,52,0.0028685141635058,52,67642.9713109971,52,2947.75007314632,52,2222.84963504647,0.968312984562768,0.964986134910667
EGY,"Egypt, Arab Rep.",2020,383817841547.1,3511.11,109315124.0,32.13,26.67343390601354,3.4697901731277674,Egypt,0,Africa,30.049999,31.25,Arabic,GBR,Emerging and Developing Economies,0.0,2020,8.1636877,18.509745,0.16973352,0.18598366,0.0021345740072564,256.318548332384,19.0778571429992,4.76505528124433,0.838434347912497,0.844048183054963,0.0041927657603649,7026.74771799655,408.260483705399,1155.20453986001,0.949944945289226,0.857433524258179,53,53,0.0051897416840768,53,46556.8045869585,53,3636.34775162485,53,7201.6181431051,0.970034861336338,0.941673161022328
SLV,El Salvador,2020,24921190000.0,3997.19,6234673.0,66.46,23.938984282534523,4.196600262926448,El Salvador,0,America,13.666667,-89.166664,Spanish,ESP,Emerging and Developing Economies,0.0,2020,8.2933464,15.645637,-0.077692032,-0.075706482,0.0016858726160707,5.48767941759324,1.91765977607152,2.07201412576745,0.91491089714918,0.827296562439309,0.0027826138369774,4987.28069593302,107.994756601985,219.961416089319,0.965415864810341,0.962135999234593,157,157,0.0027503979368533,157,39433.8242073298,157,857.035871954606,157,1350.98217335587,0.944902614517742,0.942141420385044
GNQ,Equatorial Guinea,2020,9893816007.74,5764.06,1716468.0,77.93,23.01517575323173,4.355810987855469,Equatorial Guinea,0,Africa,3.75,8.8000002,Spanish,ESP,Emerging and Developing Economies,0.0,2020,8.6593971,14.35578,-0.16589069,-0.13855362,0.0009237268183799,2.42788452800623,1.26963668462978,1.75528839367683,0.860662721893491,1.0,0.0016860828900474,93.8182058044565,3.21439751592882,26.082494759867,0.990685992784921,0.937508112165144,69,69,0.0017621444914525,69,30382.223278938,69,583.74747787134,69,299.857919793153,0.995885113434474,0.997116990935213
EST,Estonia,2020,31820771493.9,23933.99,1329522.0,137.39,24.18338510512781,4.9228235969358565,Estonia,0,Europe,59.416668,24.75,Estonian,RUS,Advanced Economies,1.0,2020,10.083055,14.10033,-0.0036392212,-0.001663208,0.0023572738413839,93.8597566413778,5.53111669434528,5.0994716571077,0.918670639868336,0.886118766539152,0.0029488719543776,13786.6207661846,565.313719014821,488.465535243863,0.952818819028724,0.944555916443224,56,56,0.0027759643439358,56,35210.2424950621,56,1902.44881917684,56,2337.12779085672,0.97123163691416,0.963909940495038
SWZ,Eswatini,2020,4120621324.89,3454.78,1192729.0,84.3,22.139269795949748,4.4343818650078095,Eswatini,1,Africa,-26.333334,31.133333,Swati,GBR,Emerging and Developing Economies,0.0,2020,8.1475143,13.991755,-0.12457848,-0.11374092,0.0011678253767371,10.9145298946275,1.76288235794364,2.38728792007386,0.95291395618245,0.722647702407002,0.0022516096861246,613.151902199236,12.9060638494746,33.8503600543685,0.978756390478037,0.930931976114492,163,163,0.0019986229858146,163,28737.6547759913,163,413.198271676857,163,339.592280886383,0.974247500702213,0.967715179506356
ETH,Ethiopia,2020,107657732424.16,905.31,118917671.0,24.01,25.40222288747732,3.178470410233162,Ethiopia,1,Africa,9.0500002,38.833332,Amharic,,Emerging and Developing Economies,0.0,2020,6.8082776,18.593943,0.088407516,0.11552048,0.0022570891572669,65.7096051812413,3.09235869480816,2.15414448689911,0.89279024457272,0.935383858754214,0.0028714462677933,1617.73681420093,17.8971353304726,250.111200310276,0.972728633162199,0.92448349397362,57,57,0.0031784626849109,57,17385.8074887883,57,597.234523635125,57,1631.9524756124,0.975304787125407,0.96624622288636
FJI,Fiji,2020,4432466219.88,4844.42,914963.0,72.34,22.21222197487514,4.281377226523952,Fiji,0,Pacific,-18.133333,178.41667,English,GBR,Emerging and Developing Economies,0.0,2020,8.4855824,13.726639,-0.20570374,-0.20563316,0.00145526039371,35.113680921681,2.01172352621241,1.78780775787195,0.957458219438774,0.918260869565217,0.0028646065371364,415.140502605678,12.1927139197411,45.8731393602009,0.903186311075444,0.642078889018604,59,59,0.0019655195029229,59,10851.1756232957,59,184.860764405418,59,344.143161547813,0.957824033635776,0.893406453166094
FIN,Finland,2020,270000311606.23,48828.68,5529543.0,72.18,26.321688950041267,4.279162999214643,Finland,0,Europe,60.133335,25.0,Swedish,RUS,Advanced Economies,1.0,2020,10.796073,15.525616,0.0096826553,0.011119843,0.0031058017448262,204.848910665932,9.32341192504717,9.79516253688056,0.932094181661406,0.931367018758616,0.0045542735752541,12148.3131915373,1016.32689243133,1207.46391098498,0.933782633865432,0.895893736552424,58,58,0.0043111938601481,58,80962.4832224231,58,6626.57201696698,58,6503.03468751995,0.978188983963588,0.976769447376513
FRA,France,2020,2647926055110.05,39169.86,67601110.0,58.84,28.60479782880602,4.074821895733237,France,0,Europe,48.866665,2.3333333,French,,Advanced Economies,1.0,2020,10.575663,18.029135,-0.031126976,-0.027881622,0.0351158000687148,1692.58487141887,485.173408815556,251.019850727515,0.849956024438606,0.845183404604864,0.0224746867343694,32281.5857971875,4585.43151586367,6000.94267291544,0.915587248500167,0.900790149048214,60,60,0.0236960195864561,60,162119.720487682,60,32621.1186802958,60,36608.0438424564,0.972910418632214,0.969510572105226
PYF,French Polynesia,2020,5574821989.38,19966.48,279209.0,45.83,22.441526223626763,3.8249388985210326,French Polynesia,0,Pacific,-17.533333,-149.56667,French,FRA,,1.0,2020,9.9018106,12.539716,-0.077831268,-0.077205658,0.0015391676492222,28.5206299886977,1.77249894961028,2.1990692388234,0.971726263268601,0.982039573820396,0.0018086003463521,184.144385732179,4.39422073996325,46.2998783943632,0.984488971364517,0.97874470408108,147,147,0.0020042588057068,147,2054.39785115391,147,36.9259120469368,147,330.4320120418,0.989381116165993,0.984037997906693
GAB,Gabon,2020,15342236163.99,6605.8,2322539.0,70.11,23.45387539566383,4.250065437218876,Gabon,0,Africa,0.38333333,9.416667,French,FRA,Emerging and Developing Economies,0.0,2020,8.7957029,14.658172,-0.1190815,-0.095190048,0.0019231975001335,81.9275488880574,4.46851833130285,2.11351712541491,0.811346452340597,0.811394871489767,0.0024056288662728,179.643632674308,5.78238583371549,64.2268367018637,0.974288754967451,0.924296574407595,62,62,0.0029808361982286,62,50984.9616181691,62,1112.43593562837,62,534.880363708829,0.956658566056629,0.96592771925007
GMB,"Gambia, The",2020,1812170891.19,720.34,2515733.0,47.4,21.317791350931472,3.858622228701031,The Gambia,0,Africa,13.466666,-16.65,English,GBR,Emerging and Developing Economies,0.0,2020,6.5797234,14.738074,-0.024477959,-0.00079345703,0.0012387652317396,4.59837215427689,1.59998107313237,1.4827046100261,0.902640012208149,0.983952171176841,0.0018394301067793,253.969577223348,3.73272884695504,26.4529490245572,0.986568150507354,0.994378315398334,67,67,0.0019535820460568,67,9002.19372312177,67,102.852730690728,67,325.887981070805,0.981732287895943,0.961105135728889
GEO,Georgia,2020,16010869215.68,4300.86,3722716.0,92.89,23.496533654528744,4.53141599739943,Georgia,0,Asia,41.716667,44.816666,Georgian,RUS,Emerging and Developing Economies,0.0,2020,8.3665705,15.129964,-0.097492218,-0.096805573,0.0019148336203411,41.1502992880076,2.7846600947128,2.42519252949316,0.895232643258155,0.92654874359971,0.0022697597777086,766.698573095748,18.0082812752994,143.240474619636,0.969194460783864,0.862437450106866,64,64,0.0023630150999239,64,16527.9419934057,64,593.025987160951,64,1215.27634644185,0.964791482816545,0.94809762224746
DEU,Germany,2020,3940142541354.1,47379.77,83160871.0,72.99,29.00223801659264,4.2903224454635405,Germany,0,Europe,52.533001,13.417,German,,Advanced Economies,1.0,2020,10.76595,18.236288,-0.0051393509,-0.004322052,0.0407373190461889,1182.99439046375,255.397430435674,306.010293849324,0.847210826015141,0.835403113385352,0.0393960526447983,55577.4134572585,13125.5562880007,12813.6358460527,0.925346703835827,0.91152230480524,46,46,0.0412528856265229,46,232700.96260414,46,70777.8248195848,46,60269.1184173442,0.975749905086236,0.975600427580896
GHA,Ghana,2020,70008243859.87,2195.45,31887809.0,66.58,24.97187884148821,4.198404232146879,Ghana,0,Africa,5.5500002,-0.25,English,GBR,Emerging and Developing Economies,0.0,2020,7.6941423,17.277735,0.004011631,0.023931503,0.0016568471300413,90.6450560636248,4.27783179572949,2.66250876723957,0.88218761136474,0.878438349218017,0.0023900723902749,1403.43236863341,30.4743620258978,243.732751850231,0.977327159937364,0.882875683022108,65,65,0.002579341817115,65,47191.7579655021,65,1952.85798797356,65,1909.180151674,0.968039708033146,0.973708132697222
GRC,Greece,2020,191362985554.86,17886.73,10698599.0,70.29,25.97743790935777,4.252629541187814,Greece,0,Europe,38.0,23.733334,Greek,TUR,Advanced Economies,1.0,2020,9.7918148,16.185623,-0.077876091,-0.080022812,0.00326864882813,254.784401125841,12.3324308613219,15.8355120576386,0.953997888702847,0.946839629697342,0.0034947706528008,7276.75290094496,311.402111989209,749.796667904304,0.940680792797072,0.86631607870105,70,70,0.0048228452229021,70,50786.6971613132,70,3795.16807069186,70,5816.99713567175,0.950865075394265,0.939886809247644
GRL,Greenland,2020,3089625554.4,54812.67,56367.0,82.66,21.85131574070737,4.414735809083586,Greenland,0,America,64.183334,-51.733334,Greenlandic,DNK,,1.0,2020,10.911676,10.939639,0.027812004,0.030334473,0.0008511024752674,65.4683671740941,2.38962469620181,1.51492300043901,1.0,1.0,0.0015174867262417,394.16488879948,4.348294986961,23.5951327560544,0.987451727795873,0.992290097784126,72,72,0.0018869305009031,72,18873.6127139921,72,244.718638440958,72,235.54435115777,0.993870359317208,0.994052051937818
GRD,Grenada,2020,1043411111.11,8968.56,116341.0,,20.765761097441622,,Grenada,0,America,12.066667,-61.733334,English,GBR,Emerging and Developing Economies,0.0,2020,9.1014805,11.664281,-0.15410042,-0.15100288,0.0010945453441177,1.71310592844931,1.25682376050284,1.1885398844409,0.893107476635514,0.722222222222222,0.0019508191153114,35.439118105016,2.52985112692563,14.9060425565871,0.971209447515318,0.927668349569793,71,71,0.0019416127774582,71,1315.2475792157,71,19.0125800879591,71,103.830203543477,0.954904109168341,0.919793000059833
GTM,Guatemala,2020,77719464220.73,4477.62,17357325.0,41.14,25.07637156772023,3.716980884224811,Guatemala,0,America,14.633333,-90.51667,Spanish,ESP,Emerging and Developing Economies,0.0,2020,8.406847,16.669525,-0.007648468,0.0070648193,0.0025193174781666,62.6960738525902,3.39478994844605,2.51441852027485,0.90211999735854,0.888645757795504,0.0029433110331904,866.457197397244,27.555897792571,346.987603600391,0.969370070231051,0.855534720733786,73,73,0.0031800949791271,73,55074.6315157166,73,1700.49948737641,73,2245.6204691879,0.960192365055599,0.936537753045476
GIN,Guinea,2020,14088693742.95,1053.66,13371183.0,115.77,23.368638450464942,4.751605464217637,Guinea,0,Africa,9.5166664,-15.716666,French,FRA,Emerging and Developing Economies,0.0,2020,6.9600253,16.408613,0.021410942,0.046924591,0.0009252809350572,7.21731776693039,1.88716748442195,1.45198130354049,0.876198821868458,0.875747508305648,0.0021268298410488,4155.43534918556,41.2770553376245,125.963923996771,0.985987313785054,0.991891658682385,66,66,0.0020241175087094,66,55151.6227862178,66,1683.66239803231,66,830.134339337761,0.991954047049955,0.987479136747183
GNB,Guinea-Bissau,2020,1683619351.72,836.27,2013255.0,43.43,21.24421168904505,3.77115044654673,Guinea-Bissau,0,Africa,11.866667,-15.65,Portuguese,PRT,Emerging and Developing Economies,0.0,2020,6.7289515,14.515264,0.035095215,0.057987213,0.0008121059571018,1.35204577150332,1.15929535986001,1.15671825574053,0.704022988505747,1.0,0.0015092365754057,42.1048497010111,2.26921112829979,13.0276167579732,0.989215099343989,0.940278394787502,68,68,0.001659877820446,68,7167.55410050072,68,60.2862446018597,68,100.807168817601,0.990404531323498,0.981521109293388
GUY,Guyana,2020,5471256594.72,6775.71,807481.0,,22.422774151809296,,Guyana,0,America,6.7666669,-58.166668,English,GBR,Emerging and Developing Economies,0.0,2020,8.8210993,13.601675,0.056137085,0.055908203,0.0013568863154996,8.77090667669449,1.54200570334375,1.62996517939173,0.877169319305818,0.916170634920635,0.002300751955245,145.645146866447,3.70100715513211,53.108771063772,0.965573551829008,0.957624800107894,74,74,0.0024796953632012,74,27614.4737856567,74,725.608630941142,74,476.507753113373,0.969713988038676,0.976313846127126
HTI,Haiti,2020,14508222518.3,1290.33,11243848.0,37.41,23.39798139587696,3.621938048360055,Haiti,0,America,18.549999,-72.333336,French,,Emerging and Developing Economies,0.0,2020,7.1626534,16.235332,-0.046812534,-0.034406662,0.0013796317144149,59.5439389788529,2.62029268629153,1.78655410904514,0.907059889280322,0.950294088255029,0.0017466558398906,995.808312854439,10.7258320449661,86.1335693911133,0.987227182289759,0.974301777099698,78,78,0.0020574224134699,78,25419.2138502432,78,246.431937406764,78,706.961869110626,0.98851014479665,0.998284072403724
HND,Honduras,2020,23352232483.76,2307.61,10119640.0,88.0,23.87395842607388,4.477336814478207,Honduras,0,America,14.083333,-87.23333,Spanish,ESP,Emerging and Developing Economies,0.0,2020,7.7439675,16.129988,-0.081009865,-0.063461304,0.0017470393178338,2.18723097362752,1.82616191534752,2.16547839341031,0.904836112409745,0.870529116169081,0.0024711441907264,10922.9126980697,165.554211901006,209.238138042194,0.983384457558885,0.989172962344187,76,76,0.002704546277173,76,52671.3795606307,76,1169.66962448571,76,1469.53457394845,0.970808157123989,0.970432576681797
HKG,"Hong Kong SAR, China",2020,344943149590.06,46109.23,7481000.0,350.68,26.5666454566025,5.859874126720385,Hong Kong SAR,0,Asia,22.266666,114.15,English,GBR,Advanced Economies,1.0,2020,10.738769,15.827877,-0.047638893,-0.051229477,0.0596077523810927,842.623223554469,142.753674494146,455.114955201676,0.925061986507661,0.864784775024975,0.0199716662551013,54201.5953593488,6246.67963443039,12350.4599286184,0.943563640350772,0.903431808941354,75,75,0.0095794786753912,75,112671.896131076,75,9871.63783887667,75,15846.7605888222,0.983380038515856,0.973328617864265
HUN,Hungary,2020,158468487754.2,16386.93,9670419.0,154.3,25.788821595066423,5.038898759369115,Hungary,1,Europe,47.5,19.049999,Hungarian,,Emerging and Developing Economies,0.0,2020,9.7042389,16.084581,-0.037486076,-0.04000473,0.0026100350666196,213.841002827369,8.27536817359345,5.7565221964976,0.946258139396561,0.96762032505945,0.011536240194465,36440.6375917221,3435.69412960375,3038.23936046532,0.952446629312058,0.94897760775209,79,79,0.0049300851647218,79,118868.406693759,79,8385.57249846575,79,8425.30114393695,0.984699002892513,0.979039175406975
ISL,Iceland,2020,21629953194.07,59023.57,366463.0,67.98,23.7973449129733,4.21921354426797,Iceland,0,Europe,64.150002,-21.966667,Icelandic,DNK,Advanced Economies,1.0,2020,10.985692,12.811653,-0.14820004,-0.13196945,0.0023174440199071,49.7914892054379,4.15203028265252,4.4400045394786,0.964640692867111,0.958582803588265,0.0021417695827594,1291.15497315391,26.1447038606325,173.207475644614,0.98030611259413,0.946575279461696,85,85,0.0023098338116715,85,28004.5553686497,85,852.854522446141,85,866.417436036149,0.988734996267791,0.991375301470379
IND,India,2020,2674851578587.27,1907.04,1402617695.0,37.76,28.614915010096915,3.6312503412773,India,0,Asia,28.616667,77.216667,English,GBR,Emerging and Developing Economies,0.0,2020,7.5533075,21.061605,-0.068098545,-0.058361053,0.0054058527109824,583.022378758352,42.2455524136318,26.4873101067232,0.857342326404475,0.812985420275944,0.0186976020033968,24675.7035867395,2108.53230800497,4986.39854290219,0.921135436186604,0.859515766679025,81,81,0.0220330002908571,81,143974.588789377,81,21718.2864769318,81,25392.5791558098,0.939265868141147,0.937744373545247
IDN,Indonesia,2020,1059054842698.48,3853.7,274814866.0,32.97,27.6883979684576,3.49559805708364,Indonesia,0,Asia,-6.1333332,106.75,Indonesian,NLD,Emerging and Developing Economies,0.0,2020,8.2567892,19.431608,-0.063646317,-0.055147171,0.0030205793725497,237.070310589352,13.0305736683808,7.71151745323743,0.763300637667006,0.7122046270717,0.0051981596231812,21687.6938961568,1703.16671794129,2585.54464641342,0.947938979782752,0.927319696908397,80,80,0.0068914276215038,80,137261.088290956,80,14308.4130921798,80,11501.7188781073,0.973665024455835,0.968436790517413
IRN,"Iran, Islamic Rep.",2020,262186179355.94,2988.78,87723443.0,43.81,26.292320696573807,3.779862101825807,Iran,0,Asia,35.666668,51.433334,Persian,,Emerging and Developing Economies,0.0,2020,8.0026207,18.2897,-0.24833393,-0.24064636,0.0011976834568465,160.041004222038,8.00502971229456,2.09256085800211,0.906322413899928,0.899565307164825,0.0080368419807527,403.617122660919,59.3858281478132,860.384234353764,0.979813262338602,0.554652039807837,83,83,0.0031560002727919,83,81514.5832146144,83,3476.14487869336,83,3734.52201167115,0.947634879126087,0.879521077108692
IRQ,Iraq,2020,180898797516.87,4295.19,42116605.0,57.74,25.921203582099864,4.055950174234789,Iraq,0,Asia,33.333332,44.433334,Arabic,TUR,Emerging and Developing Economies,0.0,2020,8.3652506,17.555952,-0.27802181,-0.25582695,0.0016666364818676,184.965917231245,6.29778799881286,2.26150175878508,0.962941098634537,0.955072244895955,0.0101293994837867,259.433453317574,9.37461978790207,1266.51263111069,0.995495870787662,0.895528643728812,84,84,0.0041841399450938,84,113136.002825225,84,6510.33582493003,84,5234.9695370809,0.995183549467883,0.99888638899233
IRL,Ireland,2020,436555518400.45,86622.51,5039747.0,250.11,26.80218139405896,5.521900821090632,Ireland,0,Europe,53.333332,-6.25,English,GBR,Advanced Economies,1.0,2020,11.369315,15.432866,0.05715847,0.069795609,0.0032309337317512,185.523268597957,10.4712874580151,9.87133469724222,0.936873573765151,0.952805201470853,0.0052106974909429,40360.2952888941,2555.86747273998,1248.96429829853,0.959109832476014,0.952868865420412,82,82,0.0055394923660334,82,151884.772241471,82,15745.1961855733,82,8411.07611402391,0.987921843508447,0.988259735418717
ISR,Israel,2020,410768352657.61,44575.57,9215100.0,51.24,26.74129527371191,3.936520477028533,Israel,0,Asia,32.083332,34.766666,Hebrew,GBR,Advanced Economies,1.0,2020,10.704941,16.036354,0.0073156357,0.024951935,0.0044951491578222,363.805185553808,25.8940227472383,29.5461666550328,0.930506679714706,0.920432810723759,0.0057080080535847,26595.8472211249,1411.27205717201,1350.9090600331,0.95853001660091,0.949682415785528,86,86,0.0047806912414503,86,95897.147215624,86,4764.94908820453,86,6586.32373955722,0.985056945211684,0.984190754449291
ITA,Italy,2020,1907481094079.23,32091.49,59438851.0,53.94,28.276804688695083,3.987872317711584,Italy,0,Europe,41.883335,12.5,Italian,,Advanced Economies,1.0,2020,10.376347,17.900459,-0.052248001,-0.05711937,0.0130359695983279,1227.52041897716,188.149514527647,81.8372265034936,0.895999929135186,0.895068777796567,0.0132980628551507,28829.3068202153,3897.43873619509,4309.12915640197,0.934800719888428,0.901773731621996,87,87,0.0197959983991503,87,161822.730438323,87,32899.5370023089,87,28505.904323541,0.96637334210403,0.967770603090055
JAM,Jamaica,2020,13812421835.74,4879.44,2830739.0,,23.34883415725742,,Jamaica,0,America,17.966667,-76.800003,English,GBR,Emerging and Developing Economies,0.0,2020,8.4927855,14.856049,-0.13902855,-0.13638687,0.0018104164812059,142.312016392914,4.13927509344424,2.22813625096865,0.982463514598663,0.998271943050895,0.0027147643783323,235.506022270488,7.68602917110002,94.7354453501665,0.963667865886456,0.820416661401003,88,88,0.0024160538953879,88,17248.3944792821,88,263.604832734243,88,784.71934888386,0.975544019384815,0.958875902230306
JPN,Japan,2020,5054068005376.28,40028.73,126261000.0,31.34,29.251214580557143,3.444895236927875,Japan,0,Asia,35.666668,139.75,Japanese,,Advanced Economies,1.0,2020,10.597353,18.653862,-0.0096273422,-0.012569427,0.021443824660524,835.412687204987,121.716641164562,157.957411923241,0.829935984103635,0.864495340773391,0.0119868835607131,67695.5172517484,11460.9028409188,8297.60957714205,0.95132568603399,0.937307622435362,90,90,0.0220198444018161,90,194500.479336293,90,36126.8154479031,90,35860.2116029304,0.972782088165342,0.973224196518966
JOR,Jordan,2020,43700383098.59,4022.04,10865228.0,66.06,24.50062270556765,4.190563419962643,Jordan,0,Asia,31.950001,35.933334,Arabic,GBR,Emerging and Developing Economies,0.0,2020,8.2995443,16.201078,-0.036153793,-0.018199921,0.0019520213123456,37.8927668918105,2.58893568894067,2.77696261770736,0.929290219716439,0.960261293771719,0.0027423221681015,2182.87517198267,54.000343085754,272.965785595788,0.955201614847513,0.704062260835343,89,89,0.0033375689994686,89,42680.29281199,89,1385.39152027779,89,2376.47081818818,0.970951638066231,0.947204113097112
KAZ,Kazakhstan,2020,171082365861.42,8781.51,19482117.0,57.03,25.865410949186703,4.043577445168448,Kazakhstan,1,Asia,51.169998,71.470001,Kazakh,RUS,Emerging and Developing Economies,0.0,2020,9.0804033,16.785007,-0.074120522,-0.060029984,0.001809651705174,9.48624145474657,1.95588445435727,4.79486095611439,0.978178157741383,0.818846679995791,0.0048555253578464,3492.76057494575,53.5879272460308,564.543557671395,0.984660127602119,0.928115003357309,91,91,0.0031724728541436,91,86116.1541264537,91,4986.69121675491,91,3962.35686999378,0.982335040858188,0.978952776017823
KEN,Kenya,2020,100657505750.54,1927.66,52217334.0,27.24,25.33498955903412,3.3046864812813115,Kenya,0,Africa,-1.2833333,36.833332,English,GBR,Emerging and Developing Economies,0.0,2020,7.5640621,17.770926,-0.016846657,0.0027770996,0.00235944950797,100.254115875141,3.98028906318235,3.1320403854613,0.926614514215745,0.933172935423254,0.003896065173805,669.894034449347,32.9091340529254,343.308848480538,0.96312255861538,0.755494580768823,92,92,0.0032394789142914,92,26040.9244412678,92,1114.23622510705,92,2326.267300477,0.965717016374072,0.932642939355308
KIR,Kiribati,2020,220897998.73,1751.78,126099.0,76.71,19.21321160872957,4.3400320779712045,Kiribati,0,Pacific,1.3833333,173.14999,English,GBR,Emerging and Developing Economies,0.0,2020,7.4683876,11.744823,0.00044536591,0.017869949,0.0008440813621945,0.695218469794932,1.15420482157081,1.1553511306881,1.0,1.0,0.0015855700156477,15.4297099789601,2.01918961877664,6.75777955693949,0.923770558893624,0.917480352464872,95,95,0.0015984152367656,95,4834.47738053024,95,40.8037383368501,95,54.4035764649217,0.979161040492678,0.988684136355055
