country,iso_o,year,gdp_pc,trade_ratio,log_gdp_pc,D_log_gdp_pc,landlocked,continent,lat,lon,langoff_1,colonizer1,category,development
Aruba,ABW,2003,38086.012,132.78999,10.547603,-0.00033760071,0,America,12.55,-70.099998,Dutch,NLD,Emerging and Developing Economies,0.0
Afghanistan,AFG,2003,1815.9301,79.285339,7.504353,0.023186207,1,Asia,34.516666,69.199997,Persian,,Emerging and Developing Economies,0.0
Angola,AGO,2003,7518.8901,90.68,8.9251738,-0.00065422058,0,Africa,-8.833333,13.25,Portuguese,PRT,Emerging and Developing Economies,0.0
Albania,ALB,2003,8025.2798,64.82,8.9903517,0.055700302,0,Europe,41.333332,19.816668,Albanian,TUR,Emerging and Developing Economies,0.0
Andorra,AND,2003,63656.199,79.285339,11.061252,0.039534569,0,Europe,42.5,1.5,Catalan,,Advanced Economies,1.0
United Arab Emirates,ARE,2003,89828.563,102.3,11.405659,0.026501656,0,Asia,24.466667,54.416668,Arabic,GBR,Emerging and Developing Economies,0.0
Argentina,ARG,2003,20005.141,40.639999,9.9037447,0.074350357,0,America,-34.666668,-58.5,Spanish,ESP,Emerging and Developing Economies,0.0
Armenia,ARM,2003,6569.2598,80.050003,8.7901564,0.13644981,1,Asia,40.183334,44.5,Armenian,TUR,Emerging and Developing Economies,0.0
Antigua and Barbuda,ATG,2003,25136.0,79.285339,10.132056,0.047991753,0,America,17.133333,-61.833332,English,GBR,Emerging and Developing Economies,0.0
Australia,AUS,2003,47581.23,40.130001,10.770194,0.018942833,0,Pacific,-35.299999,149.133,English,GBR,Advanced Economies,1.0
Austria,AUT,2003,54919.789,86.879997,10.913629,0.0064792633,1,Europe,48.216667,16.366667,German,,Advanced Economies,1.0
Azerbaijan,AZE,2003,7329.4102,107.55,8.8996506,0.089626312,1,Asia,40.366665,49.883335,Azeri,RUS,Emerging and Developing Economies,0.0
Burundi,BDI,2003,999.62,79.285339,6.9073753,-0.043899059,1,Africa,-3.3666666,29.316668,French,BEL,Emerging and Developing Economies,0.0
Belgium,BEL,2003,51788.84,132.72,10.85493,0.0061397552,0,Europe,50.833332,4.3499999,Dutch,,Advanced Economies,1.0
Benin,BEN,2003,2639.04,41.619999,7.8781705,0.0033631325,0,Africa,6.5,2.7833333,French,FRA,Emerging and Developing Economies,0.0
Burkina Faso,BFA,2003,1561.83,30.370001,7.3536134,0.043945789,1,Africa,12.333333,-1.6666666,French,FRA,Emerging and Developing Economies,0.0
Bangladesh,BGD,2003,2958.9199,27.66,7.9925795,0.031756878,0,Asia,23.700001,90.366669,Bengali,GBR,Emerging and Developing Economies,0.0
Bulgaria,BGR,2003,15271.55,79.010002,9.6337471,0.05896759,0,Europe,42.666668,23.299999,Bulgarian,TUR,Emerging and Developing Economies,0.0
Bahrain,BHR,2003,54431.879,128.09,10.904705,-0.01213932,0,Asia,26.200001,50.633335,Arabic,GBR,Emerging and Developing Economies,0.0
"Bahamas, The",BHS,2003,34740.762,71.059998,10.455669,-0.024731636,0,America,25.083334,-77.333336,English,GBR,Emerging and Developing Economies,0.0
Bosnia and Herzegovina,BIH,2003,8709.9902,80.57,9.0722256,0.040206909,0,Europe,43.866665,18.433332,Serbo-Croatian,TUR,Emerging and Developing Economies,0.0
Belarus,BLR,2003,13413.93,134.14,9.5040493,0.075060844,0,Europe,53.849998,27.5,Belarussian,RUS,Emerging and Developing Economies,0.0
Belize,BLZ,2003,12589.27,94.360001,9.4406004,0.06235981,0,America,17.216667,-88.800003,English,GBR,Emerging and Developing Economies,0.0
Bermuda,BMU,2003,105642.98,79.285339,11.567821,0.029619217,0,America,32.299999,-64.800003,English,GBR,,1.0
Bolivia,BOL,2003,7625.9102,51.970001,8.9393072,0.010002136,1,America,-16.5,-68.166664,Spanish,ESP,Emerging and Developing Economies,0.0
Brazil,BRA,2003,14259.37,28.139999,9.5651693,-0.00045776367,0,America,-15.78,-47.91,Portuguese,PRT,Emerging and Developing Economies,0.0
Barbados,BRB,2003,21591.789,79.285339,9.9800682,0.015377045,0,America,13.1,-59.616665,English,GBR,Emerging and Developing Economies,0.0
Brunei Darussalam,BRN,2003,103226.91,89.089996,11.544684,0.016165733,0,Asia,4.9333334,114.96667,Malay,GBR,Emerging and Developing Economies,0.0
Bhutan,BTN,2003,6323.54,72.849998,8.7520342,0.05397892,1,Asia,27.533333,89.75,Burmese,,Emerging and Developing Economies,0.0
Botswana,BWA,2003,13857.26,85.830002,9.5365648,0.027625084,1,Africa,-24.75,25.916666,English,GBR,Emerging and Developing Economies,0.0
Central African Republic,CAF,2003,1191.87,36.23,7.0832787,-0.079413414,1,Africa,4.3833332,18.616667,French,FRA,Emerging and Developing Economies,0.0
Canada,CAN,2003,50139.789,69.839996,10.82257,0.0089101791,0,America,45.419998,-75.709999,English,GBR,Advanced Economies,1.0
Switzerland,CHE,2003,66926.172,90.339996,11.111345,-0.0077428818,1,Europe,46.950001,7.4333334,German,,Advanced Economies,1.0
Chile,CHL,2003,18902.869,65.690002,9.8470688,0.035685539,0,America,-33.5,-70.666664,Spanish,ESP,Emerging and Developing Economies,0.0
China,CHN,2003,5192.0098,51.080002,8.5548763,0.090156555,0,Asia,39.916668,116.43333,Chinese,,Emerging and Developing Economies,0.0
Cote d'Ivoire,CIV,2003,4060.0,53.259998,8.308938,-0.073335648,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
Cameroon,CMR,2003,4054.78,40.240002,8.3076515,0.025821686,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
"Congo, Rep.",COG,2003,7577.46,156.86,8.9329329,-0.019852638,0,Africa,-4.2333331,15.233334,French,FRA,Emerging and Developing Economies,0.0
Colombia,COL,2003,11183.29,36.52,9.322176,0.023353577,0,America,4.6333332,-75.066666,Spanish,ESP,Emerging and Developing Economies,0.0
Comoros,COM,2003,3023.1899,35.759998,8.0140676,-0.00010967255,0,Africa,-11.666667,43.266666,Arabic,FRA,Emerging and Developing Economies,0.0
Cabo Verde,CPV,2003,4841.27,98.769997,8.4849319,0.027438164,0,Africa,14.916667,-23.5,Portuguese,PRT,Emerging and Developing Economies,0.0
Costa Rica,CRI,2003,14891.34,83.330002,9.6085348,0.026907921,0,America,9.9833336,-84.066666,Spanish,ESP,Emerging and Developing Economies,0.0
Cuba,CUB,2003,18890.178,26.59,9.8463974,0.023496628,0,America,23.116667,-82.416664,Spanish,ESP,,0.0
Cyprus,CYP,2003,38617.969,114.0,10.561473,0.013741493,0,Europe,35.150002,33.349998,Greek,GBR,Advanced Economies,1.0
Czechia,CZE,2003,31949.301,94.650002,10.371905,0.032761574,1,Europe,50.099998,14.433333,Czech,AUT,Advanced Economies,1.0
Germany,DEU,2003,50111.578,58.91,10.822007,-0.0058660507,0,Europe,52.533001,13.417,German,,Advanced Economies,1.0
Djibouti,DJI,2003,18890.178,79.285339,9.8463974,0.023496628,0,Africa,11.6,43.150002,French,FRA,Emerging and Developing Economies,0.0
Dominica,DMA,2003,14398.0,79.285339,9.5748444,0.054031372,0,America,15.3,-61.383335,English,GBR,Emerging and Developing Economies,0.0
Denmark,DNK,2003,58425.969,80.760002,10.975515,0.0016803741,0,Europe,55.666668,12.583333,Danish,,Advanced Economies,1.0
Dominican Republic,DOM,2003,11000.87,84.449997,9.3057299,-0.027983665,0,America,18.5,-69.783333,Spanish,FRA,Emerging and Developing Economies,0.0
Algeria,DZA,2003,12835.18,57.77,9.4599447,0.049677849,0,Africa,36.833332,3.0,Arabic,FRA,Emerging and Developing Economies,0.0
Ecuador,ECU,2003,9802.8096,52.360001,9.190424,0.01079464,0,America,-0.23333333,-78.5,Spanish,ESP,Emerging and Developing Economies,0.0
"Egypt, Arab Rep.",EGY,2003,10250.38,46.18,9.2350702,0.010480881,0,Africa,30.049999,31.25,Arabic,GBR,Emerging and Developing Economies,0.0
Eritrea,ERI,2003,18890.178,74.010002,9.8463974,0.023496628,0,Africa,15.333333,38.883335,English,GBR,Emerging and Developing Economies,0.0
Spain,ESP,2003,42223.129,53.439999,10.650723,0.010884285,0,Europe,40.416668,-3.7166667,Spanish,,Advanced Economies,1.0
Estonia,EST,2003,25487.529,122.74,10.145945,0.079491615,0,Europe,59.416668,24.75,Estonian,RUS,Advanced Economies,1.0
