"","iso_o","pageRank_repro.name","pageRank_repro.wpr","close_repro.name","close_repro.closeness","outdegree_repro.name","outdegree_repro.degree","indegree_repro.name","indegree_repro.degree","local_clust_tt_repro","local_clust_out_repro"
"1","ABW",1,0.00178739717560251,1,330.972317641192,1,7.32411246726946,1,31.0364683821077,0.975346543093314,0.839547532356975
"2","AFG",2,0.00307277901878709,2,117.156395498409,2,4.79779017605505,2,108.210589969495,0.972017510540608,0.943166963755199
"3","AGO",3,0.00756470020463343,3,437.970176337228,3,8.37152130040065,3,250.863407095319,0.92507438128665,0.885785538272928
"4","ALB",4,0.00206509413101458,4,1665.63818073873,4,16.9544510233007,4,82.0869595743924,0.964703628351963,0.97835726731928
"5","AND",5,0.00179718767036274,5,1541.7086922737,5,22.7517666231773,5,82.3216222266975,0.983200695129969,0.971627326503288
"6","ARE",6,0.019161153197016,6,6921.22375790079,6,837.650856236,6,2167.26237302386,0.853916480199163,0.622291574363583
"7","ARG",7,0.00531218584946047,7,5328.78598641307,7,184.297959264965,7,971.313678147365,0.952322762998116,0.816051335618797
"8","ARM",8,0.00212099617934499,8,750.137286208904,8,26.220503693913,8,60.4271663784832,0.921223990753869,0.762848241056265
"9","ATG",9,0.00199041129078088,9,337.5865256324,9,6.70971616043844,9,31.4651070332854,0.959503627014781,0.94639162431444
"10","AUS",10,0.0103300157781904,10,8150.06490519837,10,584.24094144677,10,2449.24722654223,0.917901731813441,0.839886917880309
"11","AUT",11,0.00812853106917139,11,24074.0593860307,11,2344.65355108924,11,2317.94689300339,0.927925281520197,0.911055043614937
"12","AZE",12,0.00309403479305732,12,280.894961646298,12,9.96106514978528,12,189.94162523382,0.952416518560757,0.86274494304753
"13","BDI",13,0.00178691790941563,13,14.518495968581,13,2.29867526331662,13,14.6602217675127,0.95839562057014,0.878754675081814
"14","BEL",14,0.0111838359292855,14,19340.9248554797,14,2566.30454117702,14,2962.45412947776,0.926681174330233,0.898458396176476
"15","BEN",15,0.00284756605874297,15,98.1569712660035,15,4.54360258803202,15,118.164102525335,0.962484863529021,0.656810410187377
"16","BFA",16,0.00358125213075264,16,135.806400397997,16,3.5278875732824,16,52.2751397691124,0.96323102050992,0.847393128040234
"17","BGD",17,0.00284057938572054,17,1067.49182501257,17,26.3278624031395,17,347.612612812688,0.958336960211928,0.943336111796915
"18","BGR",18,0.00325281240152489,18,6339.05176375292,18,243.035863749279,18,481.954557839353,0.935088854047688,0.90371220159269
"19","BHR",19,0.00272787183565676,19,1455.02451823395,19,30.516905862503,19,169.783273354491,0.965924802365927,0.871872686059173
"20","BHS",20,0.00196532909335474,20,1486.05774480753,20,14.6946851802051,20,67.662892010186,0.994028379170217,0.970052029568591
"21","BIH",21,0.00251708529609491,21,2212.63161571441,21,37.5024174521153,21,137.198658366184,0.921287115670067,0.91454962790943
"22","BLR",22,0.00421352456680585,22,5530.09671769665,22,199.107613652192,22,306.933000620401,0.945049857417641,0.907907721873888
"23","BLZ",23,0.0017308295783657,23,190.848270334975,23,5.43489030365451,23,22.1611722586876,0.954529982273395,0.837858700969716
"24","BMU",24,0.00165418690207552,24,84.5449411705423,24,3.41817279863258,24,48.4959578811836,0.988802273647532,0.873727939050854
"25","BOL",25,0.00311283868526498,25,179.536271326038,25,5.73455011583792,25,93.6626109827793,0.937194900541043,0.903123366713357
"26","BRA",26,0.00733354483829141,26,14723.6905016342,26,1115.06857807578,26,2063.72792522397,0.898066276587665,0.780016239445312
"27","BRB",27,0.00300250864192716,27,821.216076241864,27,12.457357271638,27,56.5279926619891,0.950856291847543,0.887682163273802
"28","BRN",28,0.00173817650726,28,366.073228767482,28,6.64428209322775,28,63.8089914064381,0.98477766099436,0.978220241231221
"29","BTN",29,0.00144849569088096,29,3261.13236578855,29,39.9229725231661,29,17.2746854800576,0.999633522078795,0.99980678534359
"30","BWA",30,0.00197007978306459,30,649.041057305111,30,11.2894668067373,30,54.5013053790105,0.97406325487106,0.894597942812458
"31","CAF",31,0.00173207418016907,31,117.221484542408,31,3.13101483290173,31,13.8233140183422,0.972582620380656,0.968338387792506
"32","CAN",32,0.0134202855303835,32,29990.0533066997,32,2803.58260825939,32,4640.48531275853,0.943086609171093,0.937813708577748
"33","CHE",33,0.00856415458655078,33,21599.0408186241,33,1948.91403981189,33,2106.43959427093,0.92053532600212,0.890175982814973
"34","CHL",34,0.00518188987077382,34,1630.00363392262,34,95.3529736692075,34,709.4767791332,0.955753286916307,0.78413648374897
"35","CHN",35,0.0333152782118988,35,56970.1060331048,35,24072.3057832645,35,14513.073306314,0.892715111271283,0.884319309764427
"36","CIV",36,0.00253707491247716,36,823.383404453147,36,12.3817465404697,36,114.236422140347,0.970422172954363,0.84808901423327
"37","CMR",37,0.00234455224145894,37,377.054809783638,37,9.7562693051209,37,86.6688802158176,0.96124358516884,0.80381820503093
"38","COG",38,0.00396535476104417,38,199.336212911403,38,5.81975764550069,38,94.5125578936946,0.959110637867876,0.768966946430422
"39","COL",39,0.00622533073136967,39,4947.78887741968,39,221.20894845757,39,709.898866741346,0.924221657356897,0.790354792089071
"40","COM",40,0.00146556817769157,40,18.7636428481089,40,1.73317636057979,40,7.86747437999465,0.978494713331772,0.984565217391304
"41","CPV",41,0.0016379508693255,41,154.154237875301,41,4.12670461036863,41,26.0918958692377,0.977042955899857,0.975217452847269
