"","iso_o","pageRank_total.name","pageRank_total.wpr","close_total.name","close_total.closeness","outdegree_total.name","outdegree_total.degree","indegree_total.name","indegree_total.degree","local_clust_tt_total","local_clust_out_total"
"1","ABW",1,0.0023813945554889,1,52559.6350534528,1,782.633276127246,1,616.121480805423,0.984308185037961,0.984124628163441
"2","AFG",2,0.00283849405904573,2,9465.00220990189,2,145.427472847998,2,1737.56861163023,0.947594477631418,0.971387706784567
"3","AGO",3,0.00314532352677554,3,124040.409855684,3,6629.24595291541,3,2409.77922527664,0.986945482715556,0.995837868869958
"4","ALB",4,0.00219363315518946,4,26717.2091383901,4,401.512517937436,4,802.19827093019,0.981683646423304,0.98684858267331
"5","AND",5,0.00193723346228722,5,13839.0375247104,5,122.088963761346,5,346.190472679559,0.982840896681454,0.943854501122762
"6","ARE",6,0.0134124150729904,6,145432.646218829,6,19770.1726289312,6,16092.7514455839,0.953321532687466,0.944193997064002
"7","ARG",7,0.00431502810972219,7,94057.8723335943,7,8384.25370465959,7,6812.50261965202,0.969335930807781,0.953417647196267
"8","ARM",8,0.00209944778784846,8,33638.6230827512,8,531.620247414616,8,621.909889614032,0.958332010938581,0.946202206851604
"9","ATG",9,0.00221878328670543,9,49481.6396383218,9,676.993127343551,9,643.628184513221,0.946100159945614,0.929760797717108
"10","AUS",10,0.0109600138933286,10,169305.196214574,10,20964.1368453954,10,17261.9494920326,0.971581423370507,0.975741386019187
"11","AUT",11,0.00753568905349174,11,148242.161632353,11,13424.5679578178,11,14289.4575400004,0.973553369072502,0.973631402527849
"12","AZE",12,0.00240081742479611,12,82610.2419815355,12,3764.20831887338,12,1669.24719975317,0.981739827126369,0.982492284468499
"13","BDI",13,0.00194840263196768,13,4073.69284801919,13,68.9646041851489,13,214.760211478489,0.974518469607444,0.987585920552975
"14","BEL",14,0.0163772556545388,14,158344.949880973,14,26025.8757424465,14,27713.2603188767,0.97989621169405,0.979147308986702
"15","BEN",15,0.00240196342047672,15,10776.1755794357,15,340.636881209971,15,1358.34124340811,0.981766063613162,0.954828219582303
"16","BFA",16,0.00229941986146794,16,9239.37202465725,16,261.207405457212,16,483.966233313294,0.967624616453805,0.983362485324795
"17","BGD",17,0.00367257101590499,17,65768.8569794172,17,3230.0218767881,17,4333.82925386576,0.979754666875606,0.988217529874058
"18","BGR",18,0.00344049009422929,18,50311.0156040151,18,2913.42011140225,18,3425.51520926054,0.971450437280288,0.962919357580505
"19","BHR",19,0.00251281120281269,19,34102.6981673267,19,2129.08967919595,19,2466.979259168,0.968692363597858,0.968150263950672
"20","BHS",20,0.00219908796967158,20,23560.2537291236,20,502.937231673979,20,1628.50211197991,0.988269186936177,0.975560400595531
"21","BIH",21,0.00259556195707712,21,23956.2181771652,21,836.155973457601,21,1300.88407139464,0.969573939753411,0.97015448096273
"22","BLR",22,0.00337245386356571,22,91157.7459176182,22,4176.48053281468,22,5564.15330387937,0.976127228104152,0.975712878039024
"23","BLZ",23,0.00201255246443043,23,13003.6395352164,23,197.487617461658,23,672.691180795309,0.932690231985658,0.947854943734212
"24","BMU",24,0.00200887570091328,24,14339.4746876266,24,168.6295301349,24,747.161555118367,0.985896746259961,0.995300149051755
"25","BOL",25,0.00222179147231309,25,49680.8653638906,25,1397.64576498935,25,1152.34201924135,0.973866690361667,0.981595926938674
"26","BRA",26,0.0106833444271479,26,150302.260586355,26,20778.7861705223,26,17846.2071697561,0.947943533386432,0.942497386257423
"27","BRB",27,0.00247014707219921,27,23358.4694833392,27,272.767794965096,27,988.978678001529,0.910200015650299,0.895908615721815
"28","BRN",28,0.00197887884358051,28,67693.6903575188,28,1835.81408792102,28,837.365540421277,0.994563357257542,0.996657622994378
"29","BTN",29,0.00155575088854091,29,11837.9033339128,29,91.9421206120318,29,188.581439235477,0.998589768608989,0.996825365185629
"30","BWA",30,0.00226602200941007,30,55715.3201203676,30,1002.46327725804,30,1105.72449084521,0.990896960014817,0.992290742177911
"31","CAF",31,0.0018085134499671,31,2005.37288418875,31,48.3266757461665,31,183.379790959597,0.986989445755746,0.984386610738805
"32","CAN",32,0.0192670332047043,32,200352.011491485,32,31636.5309682061,32,29035.7416676204,0.981156873908168,0.988478062479348
"33","CHE",33,0.0128345750818737,33,148672.136342642,33,22155.222389183,33,20837.2488598541,0.974126938369954,0.97557254118304
"34","CHL",34,0.00482471420505093,34,113508.344077937,34,8168.90683654523,34,6940.37069395032,0.976664676586934,0.979868263042631
"35","CHN",35,0.0510834951728137,35,241594.482471326,35,84628.5189306177,35,73390.7855836264,0.94950981429187,0.953176936636874
"36","CIV",36,0.00250001002708813,36,33889.1746568212,36,1657.47598025004,36,1111.39148708388,0.950545812423531,0.9500499741273
"37","CMR",37,0.00261304759414878,37,18651.6342747012,37,766.168215160347,37,867.584888496166,0.967814519270855,0.962243433164058
"38","COG",38,0.00266333339858146,38,62656.8726396194,38,1881.74224884748,38,1154.87188793235,0.958284332658018,0.976752609035528
"39","COL",39,0.00413429955432328,39,115962.883977733,39,6491.68306715572,39,5434.08822094878,0.957314616170849,0.945442126647682
"40","COM",40,0.00169641377527578,40,1598.50971414526,40,25.7168645780247,40,80.5224164831369,0.992078721786263,0.993305674945485
"41","CPV",41,0.00182663797264568,41,4081.77719518089,41,43.8645788149798,41,228.387582161969,0.992608262112305,0.988844360264871
"42","CRI",42,0.00282765123277379,42,55513.3260076477,42,1816.75590322341,42,1886.99409161755,0.96642206849855,0.967046446134969
"43","CUB",43,0.00248409561066417,43,36392.3794212354,43,931.616828107727,43,1540.61094748493,0.958250103457795,0.965531032351434
