country,iso_o,year,gdp_pc,trade_ratio,log_gdp_pc,D_log_gdp_pc,landlocked,continent,lat,lon,langoff_1,colonizer1,category,development
Aruba,ABW,2001,38729.461,140.39,10.564356,0.031619072,0,America,12.55,-70.099998,Dutch,NLD,Emerging and Developing Economies,0.0
Afghanistan,AFG,2001,1454.11,75.541595,7.2821493,-0.10669184,1,Asia,34.516666,69.199997,Persian,,Emerging and Developing Economies,0.0
Angola,AGO,2001,6848.6802,75.541595,8.831811,0.0076608658,0,Africa,-8.833333,13.25,Portuguese,PRT,Emerging and Developing Economies,0.0
Albania,ALB,2001,7232.9902,64.25,8.8864079,0.09431076,0,Europe,41.333332,19.816668,Albanian,TUR,Emerging and Developing Economies,0.0
Andorra,AND,2001,59109.012,75.541595,10.987139,0.075526237,0,Europe,42.5,1.5,Catalan,,Advanced Economies,1.0
United Arab Emirates,ARE,2001,90750.352,89.860001,11.415868,-0.049868584,0,Asia,24.466667,54.416668,Arabic,GBR,Emerging and Developing Economies,0.0
Argentina,ARG,2001,21066.461,21.85,9.9554377,-0.056069374,0,America,-34.666668,-58.5,Spanish,ESP,Emerging and Developing Economies,0.0
Armenia,ARM,2001,5044.1201,69.860001,8.5259781,0.094558716,1,Asia,40.183334,44.5,Armenian,TUR,Emerging and Developing Economies,0.0
Antigua and Barbuda,ATG,2001,24014.779,75.541595,10.086425,-0.06187439,0,America,17.133333,-61.833332,English,GBR,Emerging and Developing Economies,0.0
Australia,AUS,2001,45428.199,44.130001,10.723888,0.0072717667,0,Pacific,-35.299999,149.133,English,GBR,Advanced Economies,1.0
Austria,AUT,2001,54032.148,88.0,10.897334,0.0092554092,1,Europe,48.216667,16.366667,German,,Advanced Economies,1.0
Azerbaijan,AZE,2001,6168.9902,78.82,8.7272902,0.086653709,1,Asia,40.366665,49.883335,Azeri,RUS,Emerging and Developing Economies,0.0
Burundi,BDI,2001,1028.62,75.541595,6.9359732,-0.0047039986,1,Africa,-3.3666666,29.316668,French,BEL,Emerging and Developing Economies,0.0
Belgium,BEL,2001,50835.398,139.58,10.836349,0.0074968338,0,Europe,50.833332,4.3499999,Dutch,,Advanced Economies,1.0
Benin,BEN,2001,2591.0601,48.259998,7.8598223,0.021411896,0,Africa,6.5,2.7833333,French,FRA,Emerging and Developing Economies,0.0
Burkina Faso,BFA,2001,1477.28,31.66,7.2979579,0.033528805,1,Africa,12.333333,-1.6666666,French,FRA,Emerging and Developing Economies,0.0
Bangladesh,BGD,2001,2803.55,32.099998,7.9386415,0.032853603,0,Asia,23.700001,90.366669,Bengali,GBR,Emerging and Developing Economies,0.0
Bulgaria,BGR,2001,13306.56,79.080002,9.4960127,0.057430267,0,Europe,42.666668,23.299999,Bulgarian,TUR,Emerging and Developing Economies,0.0
Bahrain,BHR,2001,57280.699,127.03,10.955719,-0.011944771,0,Asia,26.200001,50.633335,Arabic,GBR,Emerging and Developing Economies,0.0
"Bahamas, The",BHS,2001,35072.371,72.5,10.465169,0.013642311,0,America,25.083334,-77.333336,English,GBR,Emerging and Developing Economies,0.0
Bosnia and Herzegovina,BIH,2001,7982.5498,86.040001,8.985013,0.019227982,0,Europe,43.866665,18.433332,Serbo-Croatian,TUR,Emerging and Developing Economies,0.0
Belarus,BLR,2001,11771.09,137.03999,9.3734016,0.051301003,0,Europe,53.849998,27.5,Belarussian,RUS,Emerging and Developing Economies,0.0
Belize,BLZ,2001,11567.03,93.160004,9.3559141,0.017735481,0,America,17.216667,-88.800003,English,GBR,Emerging and Developing Economies,0.0
Bermuda,BMU,2001,104560.84,75.541595,11.557525,0.064599037,0,America,32.299999,-64.800003,English,GBR,,1.0
Bolivia,BOL,2001,7491.1499,45.23,8.9214773,-0.0001707077,1,America,-16.5,-68.166664,Spanish,ESP,Emerging and Developing Economies,0.0
Brazil,BRA,2001,14016.13,26.940001,9.5479641,0.00076961517,0,America,-15.78,-47.91,Portuguese,PRT,Emerging and Developing Economies,0.0
Barbados,BRB,2001,21234.711,75.541595,9.9633923,-0.025319099,0,America,13.1,-59.616665,English,GBR,Emerging and Developing Economies,0.0
Brunei Darussalam,BRN,2001,99680.758,91.099998,11.509727,-0.0064268112,0,Asia,4.9333334,114.96667,Malay,GBR,Emerging and Developing Economies,0.0
Bhutan,BTN,2001,5545.6299,71.089996,8.6207657,0.047651291,1,Asia,27.533333,89.75,Burmese,,Emerging and Developing Economies,0.0
Botswana,BWA,2001,12949.64,87.529999,9.4688234,-0.018074036,1,Africa,-24.75,25.916666,English,GBR,Emerging and Developing Economies,0.0
Central African Republic,CAF,2001,1272.86,39.73,7.1490216,0.02148056,1,Africa,4.3833332,18.616667,French,FRA,Emerging and Developing Economies,0.0
Canada,CAN,2001,48774.172,78.339996,10.794956,0.0077152252,0,America,45.419998,-75.709999,English,GBR,Advanced Economies,1.0
Switzerland,CHE,2001,68008.344,96.040001,11.127386,0.0093069077,1,Europe,46.950001,7.4333334,German,,Advanced Economies,1.0
Chile,CHL,2001,17870.301,62.139999,9.7908955,0.019495964,0,America,-33.5,-70.666664,Spanish,ESP,Emerging and Developing Economies,0.0
China,CHN,2001,4372.1602,38.080002,8.3830128,0.072587967,0,Asia,39.916668,116.43333,Chinese,,Emerging and Developing Economies,0.0
Cote d'Ivoire,CIV,2001,4609.1401,53.110001,8.4357967,-0.048530579,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
Cameroon,CMR,2001,3884.8701,51.57,8.2648449,0.016069412,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
"Congo, Rep.",COG,2001,7567.4399,130.73,8.9316101,-0.00041484833,0,Africa,-4.2333331,15.233334,French,FRA,Emerging and Developing Economies,0.0
Colombia,COL,2001,10823.45,33.900002,9.2894707,0.00092124939,0,America,4.6333332,-75.066666,Spanish,ESP,Emerging and Developing Economies,0.0
Comoros,COM,2001,2952.4399,35.759998,7.9903874,0.032209396,0,Africa,-11.666667,43.266666,Arabic,FRA,Emerging and Developing Economies,0.0
Cabo Verde,CPV,2001,4540.9102,92.160004,8.4208832,0.0067996979,0,Africa,14.916667,-23.5,Portuguese,PRT,Emerging and Developing Economies,0.0
Costa Rica,CRI,2001,14250.46,80.849998,9.5645447,0.016394615,0,America,9.9833336,-84.066666,Spanish,ESP,Emerging and Developing Economies,0.0
Cuba,CUB,2001,18062.795,29.360001,9.80161,0.013834,0,America,23.116667,-82.416664,Spanish,ESP,,0.0
Cyprus,CYP,2001,37147.0,131.85001,10.522638,0.027985573,0,Europe,35.150002,33.349998,Greek,GBR,Advanced Economies,1.0
Czechia,CZE,2001,30399.869,98.540001,10.322193,0.032511711,1,Europe,50.099998,14.433333,Czech,AUT,Advanced Economies,1.0
Germany,DEU,2001,50606.711,59.560001,10.83184,0.014546394,0,Europe,52.533001,13.417,German,,Advanced Economies,1.0
Djibouti,DJI,2001,18062.795,75.541595,9.80161,0.013834,0,Africa,11.6,43.150002,French,FRA,Emerging and Developing Economies,0.0
Dominica,DMA,2001,14091.55,75.541595,9.5533304,0.0026216507,0,America,15.3,-61.383335,English,GBR,Emerging and Developing Economies,0.0
Denmark,DNK,2001,58248.551,83.919998,10.972474,0.0058717728,0,Europe,55.666668,12.583333,Danish,,Advanced Economies,1.0
Dominican Republic,DOM,2001,10991.14,70.510002,9.3048449,0.0086641312,0,America,18.5,-69.783333,Spanish,FRA,Emerging and Developing Economies,0.0
Algeria,DZA,2001,11742.59,54.529999,9.3709774,0.015825272,0,Africa,36.833332,3.0,Arabic,FRA,Emerging and Developing Economies,0.0
Ecuador,ECU,2001,9405.1201,56.130001,9.1490097,0.023895264,0,America,-0.23333333,-78.5,Spanish,ESP,Emerging and Developing Economies,0.0
