"","iso_o","pageRank_total.name","pageRank_total.wpr","close_total.name","close_total.closeness","outdegree_total.name","outdegree_total.degree","indegree_total.name","indegree_total.degree","local_clust_tt_total","local_clust_out_total"
"1","ABW",1,0.00197190163035374,1,39834.661152308,1,743.252751048306,1,637.335104505599,0.989868103115932,0.987752354130438
"2","AFG",2,0.00230633738471918,2,7680.69716376864,2,121.986025056857,2,699.574207958075,0.919121483250669,0.956977841785184
"3","AGO",3,0.0030543403611265,3,72095.1935425699,3,3856.12309701449,3,1505.5513984143,0.978557463198411,0.986982436707593
"4","ALB",4,0.00222607408262122,4,16647.8683288659,4,195.490162868856,4,524.581023560819,0.981255360635811,0.992327354786251
"5","AND",5,0.00197710435988582,5,5858.5573254766,5,57.1103832607845,5,354.674475702977,0.995512595783581,0.985977548711276
"6","ARE",6,0.00893899618856843,6,96373.5934352842,6,11562.7569852401,6,8923.48938899729,0.956894393179222,0.944434369723281
"7","ARG",7,0.00374774404625463,7,54557.2816778055,7,5335.61622578943,7,3584.48035469017,0.955851782413323,0.938049757432286
"8","ARM",8,0.00208446546068504,8,7828.87276175612,8,243.332321754899,8,393.356913938168,0.957538928262466,0.977642779169934
"9","ATG",9,0.00219768989188503,9,8727.4239489121,9,105.491751280161,9,285.255028066674,0.978593457413708,0.986628442593411
"10","AUS",10,0.0101230154158165,10,88243.0934698681,10,11346.7620850765,10,11120.4677715775,0.964482321008827,0.965913930103788
"11","AUT",11,0.00823546151861063,11,109181.923081724,11,11230.7374112019,11,11167.3372837776,0.977241585358197,0.972473403846606
"12","AZE",12,0.00233590524337665,12,39675.3228624235,12,1381.6131587127,12,1127.37033063509,0.973189589869604,0.979330203841673
"13","BDI",13,0.0019620175117602,13,4152.85336697561,13,56.1016841148986,13,97.7090138980605,0.967803110807524,0.970927440997942
"14","BEL",14,0.021042947073776,14,120310.11594701,14,23718.9750053678,14,24520.6852026939,0.978432787437399,0.976000418410725
