country,iso_o,year,gdp_pc,trade_ratio,log_gdp_pc,D_log_gdp_pc,landlocked,continent,lat,lon,langoff_1,colonizer1,category,development
Aruba,ABW,1995,35386.859,171.36,10.474096,,0,America,12.55,-70.099998,Dutch,NLD,Emerging and Developing Economies,0.0
Afghanistan,AFG,1995,15537.512,69.623146,9.6510124,,1,Asia,34.516666,69.199997,Persian,,Emerging and Developing Economies,0.0
Angola,AGO,1995,5983.1802,69.623146,8.6967077,,0,Africa,-8.833333,13.25,Portuguese,PRT,Emerging and Developing Economies,0.0
Albania,ALB,1995,5151.3999,40.139999,8.5470238,,0,Europe,41.333332,19.816668,Albanian,TUR,Emerging and Developing Economies,0.0
Andorra,AND,1995,44375.02,69.623146,10.700432,,0,Europe,42.5,1.5,Catalan,,Advanced Economies,1.0
United Arab Emirates,ARE,1995,104527.92,69.623146,11.55721,,0,Asia,24.466667,54.416668,Arabic,GBR,Emerging and Developing Economies,0.0
Argentina,ARG,1995,20819.5,19.77,9.9436455,,0,America,-34.666668,-58.5,Spanish,ESP,Emerging and Developing Economies,0.0
Armenia,ARM,1995,3480.76,86.110001,8.1550064,,1,Asia,40.183334,44.5,Armenian,TUR,Emerging and Developing Economies,0.0
Antigua and Barbuda,ATG,1995,21639.6,69.623146,9.9822798,,0,America,17.133333,-61.833332,English,GBR,Emerging and Developing Economies,0.0
Australia,AUS,1995,38653.34,37.650002,10.562388,,0,Pacific,-35.299999,149.133,English,GBR,Advanced Economies,1.0
Austria,AUT,1995,46639.531,68.529999,10.750204,,1,Europe,48.216667,16.366667,German,,Advanced Economies,1.0
Azerbaijan,AZE,1995,4211.7202,85.889999,8.3456268,,1,Asia,40.366665,49.883335,Azeri,RUS,Emerging and Developing Economies,0.0
Burundi,BDI,1995,1184.28,69.623146,7.0768905,,1,Africa,-3.3666666,29.316668,French,BEL,Emerging and Developing Economies,0.0
Belgium,BEL,1995,44310.629,116.38,10.69898,,0,Europe,50.833332,4.3499999,Dutch,,Advanced Economies,1.0
Benin,BEN,1995,2300.1399,63.799999,7.740725,,0,Africa,6.5,2.7833333,French,FRA,Emerging and Developing Economies,0.0
Burkina Faso,BFA,1995,1183.53,40.75,7.0762568,,1,Africa,12.333333,-1.6666666,French,FRA,Emerging and Developing Economies,0.0
Bangladesh,BGD,1995,2351.7,28.209999,7.7628937,,0,Asia,23.700001,90.366669,Bengali,GBR,Emerging and Developing Economies,0.0
Bulgaria,BGR,1995,13591.41,55.259998,9.5171928,,0,Europe,42.666668,23.299999,Bulgarian,TUR,Emerging and Developing Economies,0.0
Bahrain,BHR,1995,53537.68,134.09,10.888141,,0,Asia,26.200001,50.633335,Arabic,GBR,Emerging and Developing Economies,0.0
"Bahamas, The",BHS,1995,30128.189,104.47,10.313216,,0,America,25.083334,-77.333336,English,GBR,Emerging and Developing Economies,0.0
Bosnia and Herzegovina,BIH,1995,3090.3899,91.879997,8.0360527,,0,Europe,43.866665,18.433332,Serbo-Croatian,TUR,Emerging and Developing Economies,0.0
Belarus,BLR,1995,8061.2002,103.72,8.9948177,,0,Europe,53.849998,27.5,Belarussian,RUS,Emerging and Developing Economies,0.0
Belize,BLZ,1995,9967.8496,77.339996,9.2071199,,0,America,17.216667,-88.800003,English,GBR,Emerging and Developing Economies,0.0
Bermuda,BMU,1995,80427.242,69.623146,11.295108,,0,America,32.299999,-64.800003,English,GBR,,1.0
Bolivia,BOL,1995,6914.3398,49.740002,8.8413525,,1,America,-16.5,-68.166664,Spanish,ESP,Emerging and Developing Economies,0.0
Brazil,BRA,1995,13550.44,16.98,9.5141745,,0,America,-15.78,-47.91,Portuguese,PRT,Emerging and Developing Economies,0.0
Barbados,BRB,1995,18398.75,69.623146,9.8200378,,0,America,13.1,-59.616665,English,GBR,Emerging and Developing Economies,0.0
Brunei Darussalam,BRN,1995,105043.85,71.040001,11.562133,,0,Asia,4.9333334,114.96667,Malay,GBR,Emerging and Developing Economies,0.0
Bhutan,BTN,1995,4379.8701,83.879997,8.3847742,,1,Asia,27.533333,89.75,Burmese,,Emerging and Developing Economies,0.0
Botswana,BWA,1995,11457.7,94.599998,9.3464174,,1,Africa,-24.75,25.916666,English,GBR,Emerging and Developing Economies,0.0
Central African Republic,CAF,1995,1334.1,50.48,7.196012,,1,Africa,4.3833332,18.616667,French,FRA,Emerging and Developing Economies,0.0
Canada,CAN,1995,41617.719,69.059998,10.636281,,0,America,45.419998,-75.709999,English,GBR,Advanced Economies,1.0
Switzerland,CHE,1995,61453.629,76.25,11.026038,,1,Europe,46.950001,7.4333334,German,,Advanced Economies,1.0
Chile,CHL,1995,14908.03,54.689999,9.6096554,,0,America,-33.5,-70.666664,Spanish,ESP,Emerging and Developing Economies,0.0
China,CHN,1995,2808.03,34.099998,7.9402385,,0,Asia,39.916668,116.43333,Chinese,,Emerging and Developing Economies,0.0
Cote d'Ivoire,CIV,1995,4638.7598,76.199997,8.4422026,,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
Cameroon,CMR,1995,3526.54,36.68,8.1680727,,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
"Congo, Rep.",COG,1995,7701.3198,128.31,8.9491472,,0,Africa,-4.2333331,15.233334,French,FRA,Emerging and Developing Economies,0.0
Colombia,COL,1995,11279.0,35.5,9.330698,,0,America,4.6333332,-75.066666,Spanish,ESP,Emerging and Developing Economies,0.0
Comoros,COM,1995,2957.4099,35.759998,7.9920692,,0,Africa,-11.666667,43.266666,Arabic,FRA,Emerging and Developing Economies,0.0
Cabo Verde,CPV,1995,2763.3999,77.519997,7.9242172,,0,Africa,14.916667,-23.5,Portuguese,PRT,Emerging and Developing Economies,0.0
Costa Rica,CRI,1995,12593.23,79.769997,9.4409151,,0,America,9.9833336,-84.066666,Spanish,ESP,Emerging and Developing Economies,0.0
Cuba,CUB,1995,15537.512,29.309999,9.6510124,,0,America,23.116667,-82.416664,Spanish,ESP,,0.0
Cyprus,CYP,1995,31393.381,134.39,10.354352,,0,Europe,35.150002,33.349998,Greek,GBR,Advanced Economies,1.0
Czechia,CZE,1995,26869.02,82.900002,10.19873,,1,Europe,50.099998,14.433333,Czech,AUT,Advanced Economies,1.0
Germany,DEU,1995,45475.691,42.610001,10.724934,,0,Europe,52.533001,13.417,German,,Advanced Economies,1.0
Djibouti,DJI,1995,15537.512,69.623146,9.6510124,,0,Africa,11.6,43.150002,French,FRA,Emerging and Developing Economies,0.0
Dominica,DMA,1995,12343.9,69.623146,9.4209175,,0,America,15.3,-61.383335,English,GBR,Emerging and Developing Economies,0.0
Denmark,DNK,1995,50927.551,68.57,10.83816,,0,Europe,55.666668,12.583333,Danish,,Advanced Economies,1.0
Dominican Republic,DOM,1995,8685.0195,73.900002,9.069355,,0,America,18.5,-69.783333,Spanish,FRA,Emerging and Developing Economies,0.0
Algeria,DZA,1995,10588.44,55.189999,9.267518,,0,Africa,36.833332,3.0,Arabic,FRA,Emerging and Developing Economies,0.0
Ecuador,ECU,1995,9525.1797,45.91,9.1616945,,0,America,-0.23333333,-78.5,Spanish,ESP,Emerging and Developing Economies,0.0
"Egypt, Arab Rep.",EGY,1995,8423.5801,50.25,9.0387897,,0,Africa,30.049999,31.25,Arabic,GBR,Emerging and Developing Economies,0.0
Eritrea,ERI,1995,15537.512,105.32,9.6510124,,0,Africa,15.333333,38.883335,English,GBR,Emerging and Developing Economies,0.0
Spain,ESP,1995,33501.73,44.830002,10.419353,,0,Europe,40.416668,-3.7166667,Spanish,,Advanced Economies,1.0
Estonia,EST,1995,14710.97,139.09,9.5963488,,0,Europe,59.416668,24.75,Estonian,RUS,Advanced Economies,1.0
Ethiopia,ETH,1995,760.26001,69.623146,6.6336603,,1,Africa,9.0500002,38.833332,Amharic,,Emerging and Developing Economies,0.0
Finland,FIN,1995,37069.629,64.139999,10.520554,,0,Europe,60.133335,25.0,Swedish,RUS,Advanced Economies,1.0
Fiji,FJI,1995,8600.0898,69.623146,9.0595284,,0,Pacific,-18.133333,178.41667,English,GBR,Emerging and Developing Economies,0.0
France,FRA,1995,40570.719,45.43,10.610802,,0,Europe,48.866665,2.3333333,French,,Advanced Economies,1.0
"Micronesia, Fed. Sts.",FSM,1995,3663.78,90.940002,8.2062511,,0,Pacific,6.9166665,158.25,English,ESP,Emerging and Developing Economies,0.0
Gabon,GAB,1995,24344.189,95.129997,10.100048,,0,Africa,0.38333333,9.416667,French,FRA,Emerging and Developing Economies,0.0
United Kingdom,GBR,1995,36603.738,50.830002,10.507906,,0,Europe,51.5,-0.16666667,English,,Advanced Economies,1.0
Georgia,GEO,1995,3762.8101,67.830002,8.2329216,,0,Asia,41.716667,44.816666,Georgian,RUS,Emerging and Developing Economies,0.0
Ghana,GHA,1995,3039.6899,57.419998,8.0195112,,0,Africa,5.5500002,-0.25,English,GBR,Emerging and Developing Economies,0.0
Guinea,GIN,1995,2171.73,31.299999,7.6832795,,0,Africa,9.5166664,-15.716666,French,FRA,Emerging and Developing Economies,0.0
"Gambia, The",GMB,1995,2456.0,59.279999,7.8062892,,0,Africa,13.466666,-16.65,English,GBR,Emerging and Developing Economies,0.0
