country,iso_o,year,gdp_pc,trade_ratio,log_gdp_pc,D_log_gdp_pc,landlocked,continent,lat,lon,langoff_1,colonizer1,category,development
Aruba,ABW,2023,41964.77,159.02,10.644586,0.073785782,0,America,12.55,-70.099998,Dutch,NLD,Emerging and Developing Economies,0.0
Afghanistan,AFG,2023,1983.8101,67.580002,7.5927744,0.0010590553,1,Asia,34.516666,69.199997,Persian,,Emerging and Developing Economies,0.0
Angola,AGO,2023,8788.2598,53.029999,9.081172,-0.018252373,0,Africa,-8.833333,13.25,Portuguese,PRT,Emerging and Developing Economies,0.0
Albania,ALB,2023,20481.039,82.349998,9.9272547,0.054800034,0,Europe,41.333332,19.816668,Albanian,TUR,Emerging and Developing Economies,0.0
Andorra,AND,2023,64631.301,89.32238,11.076454,0.011170387,0,Europe,42.5,1.5,Catalan,,Advanced Economies,1.0
United Arab Emirates,ARE,2023,70239.859,199.03999,11.159671,0.0023403168,0,Asia,24.466667,54.416668,Arabic,GBR,Emerging and Developing Economies,0.0
Argentina,ARG,2023,27230.4,26.68,10.21209,-0.021601677,0,America,-34.666668,-58.5,Spanish,ESP,Emerging and Developing Economies,0.0
Armenia,ARM,2023,19402.75,123.42,9.8731699,0.081386566,1,Asia,40.183334,44.5,Armenian,TUR,Emerging and Developing Economies,0.0
Antigua and Barbuda,ATG,2023,28474.039,89.32238,10.256748,0.0188694,0,America,17.133333,-61.833332,English,GBR,Emerging and Developing Economies,0.0
Australia,AUS,2023,60684.961,49.040001,11.013452,0.010866165,0,Pacific,-35.299999,149.133,English,GBR,Advanced Economies,1.0
Austria,AUT,2023,64536.301,115.15,11.074984,-0.017787933,1,Europe,48.216667,16.366667,German,,Advanced Economies,1.0
Azerbaijan,AZE,2023,21310.74,83.540001,9.9669666,0.012251854,1,Asia,40.366665,49.883335,Azeri,RUS,Emerging and Developing Economies,0.0
Burundi,BDI,2023,1036.17,89.32238,6.9432864,0.0047593117,1,Africa,-3.3666666,29.316668,French,BEL,Emerging and Developing Economies,0.0
Belgium,BEL,2023,63095.398,165.85001,11.052403,0.0084934235,0,Europe,50.833332,4.3499999,Dutch,,Advanced Economies,1.0
Benin,BEN,2023,3721.21,44.66,8.2218046,0.036362648,0,Africa,6.5,2.7833333,French,FRA,Emerging and Developing Economies,0.0
Burkina Faso,BFA,2023,2486.21,63.130001,7.8185148,0.0068655014,1,Africa,12.333333,-1.6666666,French,FRA,Emerging and Developing Economies,0.0
Bangladesh,BGD,2023,8242.4004,30.98,9.0170469,0.0439291,0,Asia,23.700001,90.366669,Bengali,GBR,Emerging and Developing Economies,0.0
Bulgaria,BGR,2023,33073.82,119.9,10.406497,0.019540787,0,Europe,42.666668,23.299999,Bulgarian,TUR,Emerging and Developing Economies,0.0
Bahrain,BHR,2023,57819.91,157.45,10.965089,0.0042800903,0,Asia,26.200001,50.633335,Arabic,GBR,Emerging and Developing Economies,0.0
"Bahamas, The",BHS,2023,35221.27,76.550003,10.469405,0.025253296,0,America,25.083334,-77.333336,English,GBR,Emerging and Developing Economies,0.0
Bosnia and Herzegovina,BIH,2023,19805.0,99.629997,9.8936901,0.025922775,0,Europe,43.866665,18.433332,Serbo-Croatian,TUR,Emerging and Developing Economies,0.0
Belarus,BLR,2023,27782.439,131.58,10.23216,0.045845032,0,Europe,53.849998,27.5,Belarussian,RUS,Emerging and Developing Economies,0.0
Belize,BLZ,2023,12371.01,106.4,9.423111,-0.015587807,0,America,17.216667,-88.800003,English,GBR,Emerging and Developing Economies,0.0
Bermuda,BMU,2023,103052.35,73.589996,11.542993,0.048789978,0,America,32.299999,-64.800003,English,GBR,,1.0
Bolivia,BOL,2023,11616.16,49.610001,9.3601522,0.011118889,1,America,-16.5,-68.166664,Spanish,ESP,Emerging and Developing Economies,0.0
Brazil,BRA,2023,19079.811,33.669998,9.8563862,0.027942657,0,America,-15.78,-47.91,Portuguese,PRT,Emerging and Developing Economies,0.0
Barbados,BRB,2023,21318.67,89.32238,9.9673386,0.028662682,0,America,13.1,-59.616665,English,GBR,Emerging and Developing Economies,0.0
Brunei Darussalam,BRN,2023,76616.703,136.86,11.246571,0.0033845901,0,Asia,4.9333334,114.96667,Malay,GBR,Emerging and Developing Economies,0.0
Bhutan,BTN,2023,14610.3,81.739998,9.5894823,0.038299561,1,Asia,27.533333,89.75,Burmese,,Emerging and Developing Economies,0.0
Botswana,BWA,2023,18932.48,68.800003,9.8486347,0.015173912,1,Africa,-24.75,25.916666,English,GBR,Emerging and Developing Economies,0.0
Central African Republic,CAF,2023,1132.6801,43.48,7.032342,-0.0036306381,1,Africa,4.3833332,18.616667,French,FRA,Emerging and Developing Economies,0.0
Canada,CAN,2023,57517.441,66.629997,10.959844,-0.013875008,0,America,45.419998,-75.709999,English,GBR,Advanced Economies,1.0
Switzerland,CHE,2023,82295.297,135.32001,11.318069,-0.0058393478,1,Europe,46.950001,7.4333334,German,,Advanced Economies,1.0
Chile,CHL,2023,29563.68,60.720001,10.294302,-0.00019645691,0,America,-33.5,-70.666664,Spanish,ESP,Emerging and Developing Economies,0.0
China,CHN,2023,22687.08,36.110001,10.029551,0.053771019,0,Asia,39.916668,116.43333,Chinese,,Emerging and Developing Economies,0.0
Cote d'Ivoire,CIV,2023,6520.8999,48.82,8.7827673,0.03887558,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
Cameroon,CMR,2023,4875.25,37.889999,8.4919262,0.0065021515,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
"Congo, Rep.",COG,2023,6172.29,96.209999,8.7278252,-0.0053033829,0,Africa,-4.2333331,15.233334,French,FRA,Emerging and Developing Economies,0.0
Colombia,COL,2023,18383.0,40.389999,9.8191814,-0.0041103363,0,America,4.6333332,-75.066666,Spanish,ESP,Emerging and Developing Economies,0.0
Comoros,COM,2023,3434.3999,45.68,8.1415977,0.010278702,0,Africa,-11.666667,43.266666,Arabic,FRA,Emerging and Developing Economies,0.0
Cabo Verde,CPV,2023,9228.46,95.029999,9.1300478,0.041862488,0,Africa,14.916667,-23.5,Portuguese,PRT,Emerging and Developing Economies,0.0
Costa Rica,CRI,2023,25979.631,72.470001,10.165068,0.045190811,0,America,9.9833336,-84.066666,Spanish,ESP,Emerging and Developing Economies,0.0
Cuba,CUB,2023,25976.213,120.53,10.164936,0.02167511,0,America,23.116667,-82.416664,Spanish,ESP,,0.0
Cyprus,CYP,2023,51453.73,190.74001,10.848438,0.016261101,0,Europe,35.150002,33.349998,Greek,GBR,Advanced Economies,1.0
Czechia,CZE,2023,47558.41,131.89,10.769714,-0.017347336,1,Europe,50.099998,14.433333,Czech,AUT,Advanced Economies,1.0
Germany,DEU,2023,63039.371,81.959999,11.051515,-0.01004982,0,Europe,52.533001,13.417,German,,Advanced Economies,1.0
Djibouti,DJI,2023,6510.6802,285.89999,8.7811995,0.052016258,0,Africa,11.6,43.150002,French,FRA,Emerging and Developing Economies,0.0
