country,iso_o,year,gdp_pc,trade_ratio,log_gdp_pc,D_log_gdp_pc,landlocked,continent,lat,lon,langoff_1,colonizer1,category,development
New Zealand,NZL,1996,33231.449,55.119999,10.411252,0.019655228,0,Pacific,-44.283333,174.78334,English,GBR,Advanced Economies,1.0
Oman,OMN,1996,39455.828,69.389999,10.582937,0.012986183,0,Asia,23.616667,58.633335,Arabic,,Emerging and Developing Economies,0.0
Pakistan,PAK,1996,3526.1399,38.330002,8.1679592,0.018221855,0,Asia,33.666668,73.133331,Urdu,GBR,Emerging and Developing Economies,0.0
Panama,PAN,1996,12327.85,165.61,9.4196157,0.019760132,0,America,8.9499998,-79.5,Spanish,ESP,Emerging and Developing Economies,0.0
Peru,PER,1996,7437.1899,31.65,8.9142485,0.0087985992,0,America,-12.1,-77.050003,Spanish,ESP,Emerging and Developing Economies,0.0
Philippines,PHL,1996,4631.77,63.860001,8.4406948,0.033914566,0,Asia,14.616667,120.96667,English,ESP,Emerging and Developing Economies,0.0
Palau,PLW,1996,17455.119,69.986649,9.7673883,0.07259655,0,Pacific,7.3333335,134.48334,English,GBR,Emerging and Developing Economies,0.0
Papua New Guinea,PNG,1996,4167.04,107.8,8.3349609,0.038733482,0,Pacific,-9.5,147.11667,English,GBR,Emerging and Developing Economies,0.0
Poland,POL,1996,15083.1,45.380001,9.6213303,0.058393478,0,Europe,52.25,21.0,Polish,DEU,Emerging and Developing Economies,0.0
"Korea, Dem. People's Rep.",PRK,1996,15850.788,69.986649,9.6709747,0.019962311,0,Asia,39.0,125.78333,Korean,JPN,Advanced Economies,1.0
Portugal,PRT,1996,30378.76,60.209999,10.321499,0.030682564,0,Europe,38.733334,-9.1333332,Portuguese,,Advanced Economies,1.0
Paraguay,PRY,1996,10825.29,103.04,9.2896404,-0.0076360703,1,America,-25.25,-57.666668,Spanish,ESP,Emerging and Developing Economies,0.0
French Polynesia,PYF,1996,15850.788,28.370001,9.6709747,0.019962311,0,Pacific,-17.533333,-149.56667,French,FRA,,1.0
Qatar,QAT,1996,69746.148,83.510002,11.152617,0.014640808,0,Asia,25.25,51.533333,Arabic,GBR,Emerging and Developing Economies,0.0
Russian Federation,RUS,1996,17699.869,47.919998,9.7813129,-0.036818504,0,Asia,55.75,37.700001,Russian,,Emerging and Developing Economies,0.0
Rwanda,RWA,1996,888.13,32.23,6.7891183,-0.04753828,1,Africa,-1.9333333,30.066668,French,BEL,Emerging and Developing Economies,0.0
Saudi Arabia,SAU,1996,59612.809,66.650002,10.995625,-0.0074462891,0,Asia,24.65,46.766666,Arabic,,Emerging and Developing Economies,0.0
Sudan,SDN,1996,2924.29,20.030001,7.9808068,0.034674168,0,Africa,15.55,32.533333,Arabic,GBR,Emerging and Developing Economies,0.0
Senegal,SEN,1996,2822.47,46.27,7.9453678,-0.0044398308,0,Africa,14.633333,-17.450001,French,FRA,Emerging and Developing Economies,0.0
Singapore,SGP,1996,61381.75,334.91,11.024868,0.031411171,0,Asia,1.2833333,103.85,English,GBR,Advanced Economies,1.0
Solomon Islands,SLB,1996,2957.8201,98.800003,7.992208,-0.012915134,0,Pacific,-9.4666662,159.95,English,GBR,Emerging and Developing Economies,0.0
Sierra Leone,SLE,1996,2084.1799,49.599998,7.6421309,0.012601852,0,Africa,8.5,-13.283334,English,GBR,Emerging and Developing Economies,0.0
El Salvador,SLV,1996,7062.2998,55.279999,8.8625259,0.00061988831,0,America,13.666667,-89.166664,Spanish,ESP,Emerging and Developing Economies,0.0
Sao Tome and Principe,STP,1996,3801.0801,69.986649,8.2430401,-0.00031852722,0,Africa,0.2,6.7166667,Portuguese,PRT,Emerging and Developing Economies,0.0
Suriname,SUR,1996,16184.5,69.986649,9.6918097,-0.011292458,0,America,5.8666668,-55.233334,Dutch,NLD,Emerging and Developing Economies,0.0
Slovak Republic,SVK,1996,16744.07,110.82,9.7257996,0.05728054,1,Europe,48.166668,17.166666,Slovak,HUN,Advanced Economies,1.0
Slovenia,SVN,1996,25454.131,93.669998,10.144633,0.029345512,0,Europe,46.066666,14.5,Slovenian,AUT,Advanced Economies,1.0
Sweden,SWE,1996,41364.988,66.510002,10.63019,0.015312195,0,Europe,59.333332,18.083334,Swedish,,Advanced Economies,1.0
Eswatini,SWZ,1996,5796.6499,69.986649,8.6650352,0.01789856,1,Africa,-26.333334,31.133333,Swati,GBR,Emerging and Developing Economies,0.0
Seychelles,SYC,1996,17942.17,98.059998,9.7949095,0.080619812,0,Africa,-4.6333332,55.466667,English,GBR,Emerging and Developing Economies,0.0
Syrian Arab Republic,SYR,1996,7943.4399,69.910004,8.9801016,0.066638947,0,Asia,33.5,36.316666,Arabic,FRA,Emerging and Developing Economies,0.0
Chad,TCD,1996,1555.91,46.610001,7.3498158,-0.022390366,1,Africa,12.166667,14.983334,French,FRA,Emerging and Developing Economies,0.0
Togo,TGO,1996,2135.46,59.41,7.6664371,0.04750824,0,Africa,6.1666665,1.35,French,FRA,Emerging and Developing Economies,0.0
Thailand,THA,1996,12456.33,84.269997,9.4299841,0.041169167,0,Asia,13.733334,100.5,Thai,,Emerging and Developing Economies,0.0
Tajikistan,TJK,1996,1175.79,156.67,7.0696955,-0.20235586,1,Asia,38.633335,68.849998,Tajik,RUS,Emerging and Developing Economies,0.0
Turkmenistan,TKM,1996,4712.8301,152.52,8.4580441,0.047672272,1,Asia,37.950001,58.383335,Turkmen,RUS,Emerging and Developing Economies,0.0
Tonga,TON,1996,5510.71,77.830002,8.6144485,0.00043010712,0,Pacific,-21.15,-175.23334,Tongan,GBR,Emerging and Developing Economies,0.0
Trinidad and Tobago,TTO,1996,14838.9,69.986649,9.6050072,0.064477921,0,America,10.633333,-61.516666,English,GBR,Emerging and Developing Economies,0.0
Tunisia,TUN,1996,7821.79,85.720001,8.9646683,0.054590225,0,Africa,36.833332,10.216666,Arabic,FRA,Emerging and Developing Economies,0.0
Turkiye,TUR,1996,13826.92,39.650002,9.5343723,0.054060936,0,Europe,39.93,32.849998,Turkish,,Emerging and Developing Economies,0.0
Tuvalu,TUV,1996,3070.04,69.986649,8.0294456,-0.068123817,0,Pacific,-8.5,179.2,Tuvaluan,GBR,Emerging and Developing Economies,0.0
Tanzania,TZA,1996,1730.55,35.73,7.4561944,0.0261693,0,Africa,-6.1700001,35.740002,English,GBR,Emerging and Developing Economies,0.0
Uganda,UGA,1996,1367.95,35.389999,7.2210684,0.059826374,1,Africa,0.33333334,32.583332,English,GBR,Emerging and Developing Economies,0.0
Ukraine,UKR,1996,9969.5,93.860001,9.2072859,-0.096818924,0,Europe,50.416668,30.5,Ukrainian,RUS,Emerging and Developing Economies,0.0
Uruguay,URY,1996,17433.689,39.529999,9.76616,0.048999786,0,America,-34.916668,-56.166668,Spanish,ESP,Emerging and Developing Economies,0.0
United States,USA,1996,48435.699,22.690001,10.787992,0.025399208,0,America,38.867001,-77.0,English,GBR,Advanced Economies,1.0
Uzbekistan,UZB,1996,3046.5601,69.986649,8.0217686,-0.0019216537,1,Asia,41.266666,69.216667,Uzbek,RUS,Emerging and Developing Economies,0.0
St. Vincent and the Grenadines,VCT,1996,8923.71,69.986649,9.096467,0.012160301,0,America,13.2,-61.233334,English,GBR,Emerging and Developing Economies,0.0
"Venezuela, RB",VEN,1996,15850.788,55.970001,9.6709747,0.019962311,0,America,10.583333,-66.933334,Spanish,ESP,Emerging and Developing Economies,0.0
Viet Nam,VNM,1996,3584.03,92.709999,8.1842432,0.074053764,0,Asia,21.016666,105.86667,Vietnamese,FRA,Emerging and Developing Economies,0.0
Vanuatu,VUT,1996,3229.1001,92.940002,8.0799589,0.00067520142,0,Pacific,-17.75,168.3,English,GBR,Emerging and Developing Economies,0.0
Samoa,WSM,1996,4333.5098,69.986649,8.3741331,0.060773849,0,Pacific,-13.8,171.75,Samoan,DEU,Emerging and Developing Economies,0.0
"Yemen, Rep.",YEM,1996,15850.788,85.940002,9.6709747,0.019962311,0,Asia,15.4,44.233334,Arabic,GBR,Emerging and Developing Economies,0.0
