"","iso_o","pageRank_total.name","pageRank_total.wpr","close_total.name","close_total.closeness","outdegree_total.name","outdegree_total.degree","indegree_total.name","indegree_total.degree","local_clust_tt_total","local_clust_out_total"
"1","ABW",1,0.0019077552511807,1,17497.2787780426,1,253.419492603702,1,252.062823865086,0.990680945343484,0.988002561510517
"2","AFG",2,0.00197653174913487,2,1965.81234409498,2,36.2276809391667,2,303.204601645563,0.975071973143016,0.972226412414909
"3","AGO",3,0.00245244566678372,3,32936.2208397866,3,1366.01820013367,3,586.395163452897,0.983824656364193,0.985911976664575
"4","ALB",4,0.00213713330523659,4,9546.0961340801,4,107.620771474972,4,303.197727045791,0.992120886873377,0.996135733600965
"5","AND",5,0.00199729480636064,5,2250.14615635256,5,27.5496517849277,5,254.334692202015,0.998724201360715,0.992526207382302
"6","ARE",6,0.00683498375248362,6,52571.2372709258,6,5134.91340740087,6,4476.15923792027,0.947070949191701,0.936097611157785
"7","ARG",7,0.00292542574583028,7,34461.2309392142,7,3347.44205981474,7,1269.25334943376,0.94820288031021,0.927910022821804
"8","ARM",8,0.0019297219006159,8,5018.80320073016,8,135.868824781121,8,223.3051171543,0.976917514635349,0.972730303322409
"9","ATG",9,0.00193740509238239,9,8141.72914178618,9,81.1088992849055,9,120.163773640837,0.98157576182587,0.986756222288514
"10","AUS",10,0.00973569571264891,10,53321.8361914917,10,6686.51077482666,10,6635.91573211984,0.960600504252997,0.952524382036519
"11","AUT",11,0.0080513268567924,11,63910.3273363785,11,6466.80958343289,11,6722.67194712847,0.972875000239394,0.970357312360748
"12","AZE",12,0.00207028256291661,12,17856.9064415055,12,483.271831529441,12,404.414171849853,0.960370180667873,0.956751354534901
"13","BDI",13,0.00176322268060926,13,1252.26411872886,13,21.0128096283457,13,47.1121366017624,0.972188763434038,0.972673659089676
"14","BEL",14,0.0226192639131065,14,75463.605366933,14,15294.5699403117,14,16041.6418016432,0.974475406773344,0.969701834327219
"15","BEN",15,0.00228342165782392,15,4852.57854484005,15,109.185876613502,15,298.449675863271,0.967871958593913,0.958232991241864
"16","BFA",16,0.00207986588009375,16,3798.15285658907,16,84.5821645416232,16,168.324988983971,0.950785732345285,0.951044162198392
"17","BGD",17,0.00449559672663485,17,27995.3444679453,17,1011.6469921594,17,1335.40413283644,0.938160682558093,0.984206400414789
"18","BGR",18,0.00305827523764074,18,18549.3775610837,18,942.478705035566,18,1102.2208955375,0.956238783860438,0.948465079358825
"19","BHR",19,0.00240266928560695,19,13717.7653131825,19,793.779426976593,19,683.464670804685,0.947564912947772,0.934694632665631
"20","BHS",20,0.00236833267570326,20,12903.1939659535,20,262.899065859505,20,888.72765250087,0.985368896258725,0.977696469494455
"21","BIH",21,0.00290257212687487,21,8904.94984102392,21,221.155264916314,21,595.374860172352,0.94574135879628,0.964099179468136
"22","BLR",22,0.00277920561376355,22,29890.9358442119,22,1153.20560883698,22,1440.23413076476,0.975038971820354,0.967329534552614
"23","BLZ",23,0.00195164503583228,23,4443.88662575218,23,63.5117779173963,23,124.548334364169,0.97276762517204,0.986000498582668
"24","BMU",24,0.00250804239921314,24,2697.02073590905,24,52.2732805862518,24,761.956812398002,0.897136625439267,0.982998993034124
"25","BOL",25,0.00206309271426145,25,11668.5427084445,25,328.913399846859,25,336.671038927922,0.966826556893514,0.978730846225328
"26","BRA",26,0.00802814807246707,26,56483.694114427,26,6448.23887130952,26,5194.21360291336,0.934727680147788,0.935187577486735
"27","BRB",27,0.00244156821013285,27,4515.33519647063,27,92.8575940658273,27,212.849995812983,0.920032802547586,0.860537783134815
"28","BRN",28,0.00186562549352806,28,23929.7136076279,28,699.18644055329,28,322.003631524844,0.997147343375616,0.995470078854653
"29","BTN",29,0.00152667299164822,29,8119.9136594551,29,71.2538463327168,29,34.3420936535485,0.999046525956012,0.999313141478562
"30","BWA",30,0.00206771291707679,30,26724.7780624979,30,475.064811624202,30,188.446856569144,0.985655670089335,0.991589387254408
"31","CAF",31,0.00170644210343984,31,5249.82057002307,31,53.166238226634,31,35.2035672344638,0.992107314110107,0.99813434080461
"32","CAN",32,0.0249655048783606,32,97677.1717913598,32,19941.8303598622,32,16655.6516172436,0.98710649016218,0.990622789932036
"33","CHE",33,0.0140652703437863,33,61140.1564783016,33,9127.45949193085,33,9111.37112498507,0.965675607380062,0.962648829232193
"34","CHL",34,0.00335530537330102,34,36385.3249693711,34,2436.30426325099,34,1993.2948258947,0.965067983775621,0.968336020169279
"35","CHN",35,0.0224614045988336,35,90802.1218052678,35,24352.7570528684,35,16361.714547924,0.960588715046912,0.961467636235954
"36","CIV",36,0.0025134107731908,36,18041.0922296586,36,837.362900356022,36,514.471695804678,0.937488463827344,0.928302086483513
"37","CMR",37,0.00225029028028915,37,11852.2151879484,37,423.115149042212,37,375.364098788033,0.971368277911046,0.975229428905124
"38","COG",38,0.00217425342234442,38,13587.1108076478,38,452.910545487587,38,254.157719424483,0.947902455062431,0.952978174264832
"39","COL",39,0.00355941790100736,39,41580.4318678983,39,1839.95414451518,39,1621.36329332123,0.943100356704912,0.938327755002824
"40","COM",40,0.00164685065586998,40,960.152852691573,40,15.4860216898223,40,33.8576514428085,0.994032263777009,0.995886042024014
"41","CPV",41,0.00180127610913199,41,919.338889385918,41,13.4133991782248,41,90.5197673250324,0.979793005892242,0.983379791885416
"42","CRI",42,0.00297189029488886,42,30576.3853160163,42,913.60800433663,42,908.723283303829,0.965120675823092,0.961334901781707
"43","CUB",43,0.00231566003618367,43,11750.1578082715,43,357.609797736319,43,598.938364340327,0.95695051710799,0.965032043306607
"44","CYP",44,0.00290347477885047,44,9432.4567355415,44,253.510896989012,44,1154.18849417911,0.957463002303092,0.930932831588708
"45","CZE",45,0.00580938525085655,45,56911.8276982758,45,4248.22483397474,45,4514.35450146148,0.973529009566128,0.975101601310723
"46","DEU",46,0.0504316054897641,46,106587.303942461,46,37239.5004168173,46,30283.2595194587,0.957887192887507,0.958393292015129
"47","DJI",47,0.00194791682003788,47,1082.10291235992,47,23.6483370283937,47,151.350627269996,0.974996144585519,0.901857572804578
"48","DMA",48,0.00196719037844855,48,1524.91055248865,48,26.4285831093656,48,61.0026101325358,0.946252685141438,0.895569385259259
"49","DNK",49,0.00694181445306537,49,48998.1111554337,49,5278.00935909812,49,4754.7526032245,0.959630492846021,0.956232364648607
"50","DOM",50,0.00334686218217654,50,37407.8253641499,50,893.145653904992,50,1417.00015972619,0.967351354065592,0.980766012595125
"51","DZA",51,0.00348708797184973,51,34589.7519381714,51,2686.46163532291,51,1759.49137119543,0.987373249409712,0.990960525013183
"52","ECU",52,0.00269381339781586,52,28877.6355550544,52,959.465069116333,52,977.113732727608,0.953615128477632,0.949507961533129
"53","EGY",53,0.00415647670070535,53,21456.6241109978,53,1151.59080074119,53,2053.11460913271,0.955223710832127,0.939950386961977
"54","ERI",54,0.0021575501028507,54,550.637222068405,54,13.1490679577126,54,113.383048562309,0.978600283961642,0.988083700569778
"55","ESP",55,0.0206076261718628,55,60757.9920243215,55,10828.5118621762,55,13468.1599944299,0.957279931392136,0.962412632666741
"56","EST",56,0.00265850041757919,56,13133.9916230097,56,680.185621993835,56,947.142784284938,0.964819962425191,0.964162589698683
"57","ETH",57,0.00255703693756635,57,3866.4261662915,57,146.186827112203,57,297.47481326159,0.944444275314658,0.92146060081315
"58","FIN",58,0.00500448778908653,58,38878.8002667999,58,4014.76362208078,58,3527.65893919389,0.967976824316963,0.960948149805942
"59","FJI",59,0.00204818678054174,59,7750.38271159153,59,153.863189444129,59,204.674194536459,0.962805424361993,0.9415096638638
"60","FRA",60,0.0363917727490245,60,83265.2762944756,60,21992.1259994017,60,22362.5217860703,0.957464528195317,0.95373868641717
"61","FSM",61,0.0013792448446477,61,2798.50246682705,61,31.5795965869014,61,36.3870776153325,0.993207109895189,0.990215127440041
"62","GAB",62,0.0018950964575622,62,24776.6794607789,62,557.283546637426,62,201.136819093005,0.985208645865324,0.979976839606054
"63","GBR",63,0.0405376139637134,63,80727.6561422344,63,19053.7543118197,63,24151.1305409201,0.963817048146719,0.963967649617933
"64","GEO",64,0.00203408776146034,64,5568.58569213064,64,159.886929195586,64,225.137747787657,0.939473242938914,0.926202016773108
"65","GHA",65,0.00341194231186344,65,12449.0578834001,65,382.069504402746,65,545.971721421333,0.960909443486768,0.986524358227534
"66","GIN",66,0.00203349206261906,66,7072.33013266804,66,221.622368244299,66,204.349821643098,0.980532214256288,0.987361002213042
"67","GMB",67,0.00181358961123669,67,818.301763550189,67,19.4108717695931,67,105.596887314457,0.976823107211089,0.954022979085662
"68","GNB",68,0.00165436503891168,68,2935.07565534335,68,39.2924382979328,68,35.9145341973682,0.977830505937253,0.981271267564355
"69","GNQ",69,0.00165778372155695,69,14314.4357028566,69,395.817072235124,69,124.632646003667,0.99698236721067,0.997990496918365
"70","GRC",70,0.00671693918149411,70,22854.7169191194,70,1561.96504778499,70,3738.39338688051,0.950004919737986,0.921698670445532
"71","GRD",71,0.00196563588049744,71,865.682891947072,71,22.8926151040757,71,59.5037444404656,0.947254290537071,0.918338053667706
"72","GRL",72,0.00149060683051602,72,9518.16442394767,72,112.757324951078,72,112.71014504063,0.998436113145634,0.998322239530998
"73","GTM",73,0.00355372404297984,73,31146.2865182798,73,822.376259081967,73,1027.6432603695,0.948767117264357,0.94466492599692
"74","GUY",74,0.00208798649900603,74,6283.10945860455,74,149.648292315761,74,131.323098235288,0.95954977700749,0.959409578317075
"75","HKG",75,0.00994842005262307,75,54304.7293320104,75,6426.7582138149,75,8873.23666884923,0.969871652340889,0.954843035310454
"76","HND",76,0.0029692466342214,76,33338.4993567018,76,737.196774924038,76,818.991022423249,0.960146703531534,0.977521947581883
"77","HRV",77,0.00362897767150189,77,18396.207858589,77,753.047741086436,77,1483.32361689534,0.953036433314129,0.938947662684057
"78","HTI",78,0.00194891859492359,78,9792.90956848442,78,93.3462915706395,78,279.029219667393,0.987302089071935,0.997825674183884
"79","HUN",79,0.00487419930742521,79,51672.6543947592,79,3273.5713037644,79,3570.61706430605,0.98161009250582,0.981659710790788
"80","IDN",80,0.00609175297693877,80,52170.6494571385,80,5908.29167949277,80,3700.66167418799,0.961035023393696,0.965755155099383
"81","IND",81,0.0113892020497416,81,53054.2011666086,81,5823.90311371645,81,5458.98739398258,0.928832109116119,0.931937563330598
"82","IRL",82,0.0067497544313454,82,61801.8447550802,82,8388.85706478887,82,4751.55368526438,0.987593548648705,0.986667492292426
"83","IRN",83,0.00415244006120462,83,38831.6111886337,83,3111.81361507062,83,2672.10179541026,0.968175145183101,0.962145437171319
"84","IRQ",84,0.00265579293820844,84,35386.7411783362,84,1372.33697862779,84,982.308853449819,0.990247133344662,0.988999507883807
"85","ISL",85,0.00226887401732844,85,13744.8814122595,85,504.762601539138,85,431.754593244071,0.983048890893328,0.990895117635388
"86","ISR",86,0.00547556242265373,86,52512.911268261,86,3277.60830821017,86,3535.61144753395,0.981216534149151,0.980985522079264
"87","ITA",87,0.029800087360913,87,76887.4816304058,87,18652.9117188434,87,18345.7109139579,0.945934347373169,0.949427285340525
"88","JAM",88,0.0028697352668031,88,12459.7800850117,88,319.124686556844,88,602.974030988336,0.967846410905602,0.974625271053337
"89","JOR",89,0.00268362695546279,89,13477.5637554262,89,583.058278308107,89,933.104750554344,0.888855892561336,0.85288393229038
"90","JPN",90,0.0323260308745032,90,91902.0890548466,90,24562.9897254488,90,21542.9514119238,0.949034494985519,0.957012525313104
"91","KAZ",91,0.00262892265935933,91,22885.4674699497,91,1662.2197155295,91,1042.32265511006,0.937755292620823,0.918244706710158
"92","KEN",92,0.0026611213608238,92,9532.88084037862,92,403.761143191533,92,645.796273959462,0.943101932661195,0.901034819746703
"93","KGZ",93,0.00184935791447402,93,4771.11062025897,93,122.146305071981,93,184.929678097174,0.966316575922017,0.970746509108039
"94","KHM",94,0.00202619492187848,94,20621.3760819688,94,401.56910823544,94,443.027423452049,0.995218832303843,0.996414887745005
"95","KIR",95,0.00148167392310108,95,1776.09081607893,95,17.1845160072068,95,22.193675703857,0.980195701883863,0.981953799601097
"96","KNA",96,0.00189806762550405,96,883.899679942733,96,13.4058891513115,96,51.764258166517,0.975029615554249,0.98440302883376
"97","KOR",97,0.0146488936540351,97,65860.7613338612,97,11075.0639230167,97,11316.0909734656,0.936548739813776,0.933485133051374
"98","KWT",98,0.00285928659490367,98,36299.7061612643,98,2299.14569149613,98,1258.7265955914,0.985237238501364,0.990617310609232
"99","LAO",99,0.00165551836459244,99,5017.44563024213,99,101.975215841912,99,163.195335350063,0.992943590320276,0.987770417404626
"100","LBN",100,0.00294467674966174,100,8166.57007384192,100,300.035069119115,100,1014.01676215445,0.934081947262477,0.88187838611673
"101","LBR",101,0.00215763384619708,101,15134.8913912405,101,375.001301794886,101,780.729042235678,0.988180479240059,0.975025183500428
"102","LBY",102,0.00251322745469765,102,37041.6221449086,102,1537.21500850329,102,908.859460589011,0.995424538678913,0.997607384624519
"103","LCA",103,0.0020614476899544,103,2318.37634433397,103,26.5696172758693,103,142.185006443424,0.966038238130008,0.957267095294857
"104","LKA",104,0.00281239305285871,104,26652.3519714523,104,865.14135371467,104,1002.30096558451,0.960717164820616,0.956956238887494
"105","LSO",105,0.00163713501810264,105,10837.8626647857,105,106.05204679423,105,59.7976547604558,0.992988694075181,0.996044888602587
"106","LTU",106,0.00303470757213401,106,15235.3407230436,106,849.002854750751,106,1223.60285101983,0.967212583380961,0.961433901846872
"107","LUX",107,0.00285462542437053,107,26956.9606390169,107,1284.95028566735,107,1629.76456159896,0.992022710778181,0.985390248402901
"108","LVA",108,0.00261118287360519,108,13614.4718194102,108,553.522867792176,108,792.418695995123,0.970495351721395,0.971751069011477
"109","MAC",109,0.00199653682666351,109,22516.7175752062,109,502.110271492764,109,472.656425576492,0.996668533797085,0.997578567087236
"110","MAR",110,0.00331018812582627,110,27117.9048008753,110,1224.81684440112,110,1672.35346468307,0.96779135600625,0.977877859132719
"111","MDA",111,0.00201002989681217,111,9412.85283593053,111,194.460958936592,111,257.08052616447,0.972233100713588,0.972616362048716
"112","MDG",112,0.00213070359873285,112,10476.9886117211,112,201.588263088044,112,216.783052723861,0.955409480243808,0.988756691494855
"113","MDV",113,0.0016996008971705,113,5318.79055950884,113,69.780061942616,113,113.373941679144,0.99114566321215,0.987347060658623
"114","MEX",114,0.014879188344027,114,86036.6458454832,114,11359.9385706677,114,10878.5636321453,0.98707089993404,0.986375613401329
"115","MHL",115,0.00171353948709086,115,4396.35338632977,115,70.1491100372063,115,347.236901119407,0.994587592482871,0.999590316321647
"116","MKD",116,0.00230414668726467,116,8975.78019729216,116,218.159414955054,116,371.919399159236,0.978767324287129,0.984210355711709
"117","MLI",117,0.0023552307292358,117,13007.5155920311,117,196.34965072375,117,217.922990383029,0.960852923344969,0.977053848463827
"118","MLT",118,0.00236149282705841,118,8116.32676322199,118,256.480610594116,118,662.222469646447,0.982244279695921,0.971612883956
"119","MMR",119,0.00189372199209224,119,17625.2406191216,119,551.659466203832,119,510.762139357887,0.997679848019573,0.996583526676522
