"","iso_o","pageRank_total.name","pageRank_total.wpr","close_total.name","close_total.closeness","outdegree_total.name","outdegree_total.degree","indegree_total.name","indegree_total.degree","local_clust_tt_total","local_clust_out_total"
"1","ABW",1,0.00196448015062083,1,29271.3292495897,1,490.390343455209,1,521.335933550929,0.990554383796485,0.99147252469206
"2","AFG",2,0.00221302911710028,2,6219.08269051936,2,99.3947285030512,2,515.778776107256,0.907740094062732,0.959183653075741
"3","AGO",3,0.0028162778057063,3,45195.912176865,3,1973.35673857973,3,1109.13008246243,0.97717558348216,0.983953579252388
"4","ALB",4,0.00222151597453292,4,13867.6963432002,4,157.973023390335,4,424.149630861066,0.979837138124862,0.987237323929055
"5","AND",5,0.00200421088088664,5,3678.48423570947,5,43.250109961312,5,339.902529272256,0.99340311699815,0.992911393607169
"6","ARE",6,0.00771968354212439,6,70375.260392869,6,7970.233440534,6,6325.69219060964,0.949416925707947,0.933820641228751
"7","ARG",7,0.00360329357152007,7,42426.7034914623,7,4299.96122196947,7,2618.44989730274,0.944847316279854,0.924986873411927
"8","ARM",8,0.00200398795834807,8,6053.34966222172,8,177.637508680373,8,303.416219924477,0.974862681849268,0.970008331033989
"9","ATG",9,0.00226781087562619,9,5861.39992125181,9,61.5636809535736,9,172.49397106544,0.962428860857657,0.981359872400481
"10","AUS",10,0.00979913706255169,10,68986.3516317442,10,8522.58673315974,10,9062.06712206803,0.957520723165868,0.954392776273315
"11","AUT",11,0.00841369064974366,11,87516.623068005,11,9214.6428680452,11,9508.05501031756,0.975530742138155,0.972286019950789
"12","AZE",12,0.0021640582327823,12,23731.6637643068,12,665.420374153507,12,734.744694593747,0.96309293645818,0.957045286043826
"13","BDI",13,0.00183244507615477,13,3046.52719675212,13,34.9795598730298,13,68.4517592953353,0.981571546210813,0.99344556609116
"14","BEL",14,0.0221348578045948,14,100597.001745011,14,20417.6514256747,14,20324.6231686647,0.976330756612,0.973646546003168
"15","BEN",15,0.00224508865210932,15,5735.45641147913,15,146.874443625479,15,352.758183246436,0.955386972625656,0.920774926934146
"16","BFA",16,0.00252399029766678,16,6237.78418717281,16,167.970429066544,16,231.059656836244,0.934772519160596,0.934449337899216
"17","BGD",17,0.00347810163665949,17,32542.0337254795,17,1417.29116678852,17,1613.10713410269,0.961085175638959,0.986768124278557
"18","BGR",18,0.00334586215079167,18,24771.5395241289,18,1413.59755673118,18,1961.51278070472,0.966519989715302,0.964188378503414
"19","BHR",19,0.00224883084148037,19,15878.9347181762,19,995.380258751782,19,805.25086331462,0.959529739786535,0.934163087033603
"20","BHS",20,0.00218745317106874,20,17011.4724638753,20,348.770989377828,20,852.527078977747,0.987677834352527,0.983056500176917
"21","BIH",21,0.00277228365214772,21,12245.1097252339,21,376.141601143529,21,808.687440563477,0.966448470707936,0.97682746812711
"22","BLR",22,0.00285824719922777,22,42806.0606121447,22,1844.19267657842,22,2321.6963110511,0.976386741526946,0.967123487874555
"23","BLZ",23,0.0019421013555914,23,6410.02934038304,23,92.4050758037998,23,135.856933823543,0.964958376659208,0.976175210878765
