"","iso_o","pageRank_repro.name","pageRank_repro.wpr","close_repro.name","close_repro.closeness","outdegree_repro.name","outdegree_repro.degree","indegree_repro.name","indegree_repro.degree","local_clust_tt_repro","local_clust_out_repro"
"1","ABW",1,0.00177925736382505,1,165.915823103607,1,4.42291944821859,1,25.3000995221312,0.977188893470458,0.879487708249888
"2","AFG",2,0.00334361504805436,2,62.2205511036018,2,3.63213509333339,2,51.4514713859194,0.954180508061886,0.867967454857699
"3","AGO",3,0.00309008129037151,3,213.069066223697,3,5.41954741599794,3,94.4225410671933,0.9455861400601,0.909072304760043
"4","ALB",4,0.00253532752017655,4,858.152661058408,4,10.7524268030932,4,57.6127739253633,0.967887049173892,0.96474025122959
"5","AND",5,0.00177527393508333,5,680.673774859561,5,13.3015787042963,5,71.5762762483149,0.994307434383904,0.97306342982355
"6","ARE",6,0.0109464980784396,6,7318.15254124216,6,562.747524824601,6,1275.35071792108,0.860619693422659,0.692780808368377
"7","ARG",7,0.00333632281202712,7,3465.48085833583,7,103.242842659831,7,280.636366490599,0.927124015546285,0.797843720833228
"8","ARM",8,0.00206043278839999,8,373.987025206841,8,9.804765772995,8,26.4682578817567,0.922715331997712,0.785811566727079
"9","ATG",9,0.00214150395602959,9,52.181353925795,9,2.89456801424659,9,20.8981291125488,0.926029658175282,0.762515936542986
"10","AUS",10,0.0092168194876163,10,6142.30525741934,10,465.287690395771,10,1534.73174430073,0.900531594866818,0.827291515820127
"11","AUT",11,0.0100789103570189,11,15669.8280654488,11,1816.12298567818,11,1720.63176844435,0.913927926727124,0.902102651187185
"12","AZE",12,0.00320371151531481,12,230.661530169953,12,5.89572379088322,12,83.3052135410578,0.955778567694807,0.913791969330105
"13","BDI",13,0.00191507495170067,13,11.7445328744852,13,2.08372271354944,13,9.0945298158147,0.968846163323045,0.927696078431372
"14","BEL",14,0.0120435207178568,14,13521.7209252958,14,2008.24690277515,14,2194.27345030737,0.926721520345169,0.905593316834501
"15","BEN",15,0.00262069737599318,15,56.6944466297036,15,2.71780486258448,15,48.4146345256747,0.959674910183324,0.814489147697194
"16","BFA",16,0.00273585392516394,16,76.2542870243728,16,4.09722421404137,16,29.0185813909133,0.960448274810293,0.828387344824975
"17","BGD",17,0.00319697345595146,17,750.496680690361,17,12.440304640234,17,133.618453268358,0.950115039185665,0.937292467813487
"18","BGR",18,0.00302074550284677,18,3202.90379587357,18,121.676922554118,18,233.55535690362,0.919910667976321,0.890149908290028
"19","BHR",19,0.00257566345904931,19,979.590268101726,19,19.9962826060093,19,108.568602658668,0.966788777106483,0.929930748714896
"20","BHS",20,0.0017500805280656,20,525.309103521933,20,7.0725294297238,20,45.1286516857449,0.992812655057945,0.975279894644718
"21","BIH",21,0.00240324206350837,21,757.250220014119,21,15.7731043200713,21,91.0313642644041,0.927755522348973,0.895864943263635
"22","BLR",22,0.00413452010851473,22,3586.19695390562,22,116.423208119363,22,191.497091023801,0.915051706967094,0.851102481131509
"23","BLZ",23,0.00171608419108414,23,187.157111070625,23,4.98306413903726,23,25.5135465818198,0.979933298746342,0.87772095548575
"24","BMU",24,0.00182775858699145,24,248.688639096242,24,4.11565727572527,24,38.153951348006,0.992370619386457,0.941958489109584
"25","BOL",25,0.00293184207351859,25,242.469352145935,25,6.09299737820093,25,51.8162958360818,0.939507764359587,0.902796336813458
"26","BRA",26,0.00709612348915496,26,12185.4550361141,26,670.456121823303,26,1100.5473142843,0.906394535253222,0.848674996794641
"27","BRB",27,0.0033948812577912,27,1017.02994379496,27,16.8521386230073,27,49.4853139099056,0.955574413096545,0.925564419685433
"28","BRN",28,0.00167071261501735,28,381.638666461823,28,6.1114491110339,28,48.5527198985395,0.980952477192397,0.967494859833526
"29","BTN",29,0.00157616627050677,29,131.746795085198,29,3.18308360515073,29,14.6155370314357,0.979960781222051,0.972971339779006
