"","iso_o","pageRank_repro.name","pageRank_repro.wpr","close_repro.name","close_repro.closeness","outdegree_repro.name","outdegree_repro.degree","indegree_repro.name","indegree_repro.degree","local_clust_tt_repro","local_clust_out_repro"
"1","ABW",1,0.00168726095767065,1,1386.94993924862,1,17.6718853106676,1,53.5449542104385,0.960407637746652,0.808650371015867
"2","AFG",2,0.00355361612852254,2,714.129391813712,2,36.6610694333856,2,167.780935609745,0.965129261254474,0.833338087229369
"3","AGO",3,0.00829347489423215,3,664.62433068585,3,24.9453708138875,3,395.306314653385,0.930205262447685,0.878791408364796
"4","ALB",4,0.00218696952134787,4,3090.64127806441,4,103.261181450693,4,123.880220640446,0.922846576387092,0.86155247642483
"5","AND",5,0.00165679171708586,5,972.927890240701,5,14.0151725584978,5,61.6938025937026,0.980642674782698,0.926405736460446
"6","ARE",6,0.0189184214813705,6,8874.56192031947,6,808.496089582381,6,2415.38268367145,0.875931639562215,0.625795764802991
"7","ARG",7,0.00517536211300522,7,4877.45550555286,7,169.07115387972,7,860.139198127737,0.943463264989392,0.787893065554359
"8","ARM",8,0.00212744391148895,8,512.245863014675,8,8.867256980787,8,86.8576620120611,0.977056198428754,0.945502380044247
"9","ATG",9,0.00210752017750105,9,749.101249112392,9,46.4911972580912,9,18.9011712951818,0.82103456431752,0.770768869967753
"10","AUS",10,0.0104780075610969,10,7763.59290761311,10,512.587415868155,10,2452.74818251816,0.930704593847947,0.8381056609197
"11","AUT",11,0.00807066113365135,11,21791.0105107488,11,2074.39348748076,11,2030.63882080206,0.939087383431676,0.915550565928904
"12","AZE",12,0.00264883017131799,12,282.421113037534,12,8.04509506169783,12,242.124621908394,0.959682587727074,0.907863081340317
"13","BDI",13,0.00189730205385114,13,73.2436496050943,13,3.00869612454245,13,25.0045733666756,0.976208474193849,0.826063842082149
"14","BEL",14,0.0107326871743997,14,17582.4767144036,14,2196.65874405044,14,2706.36028934151,0.931126013305986,0.903516135514661
"15","BEN",15,0.00253489732452459,15,61.3448091315327,15,3.21894515258292,15,107.357478009674,0.97664190154667,0.830038462325334
"16","BFA",16,0.00290835350791406,16,65.6413933467507,16,3.30193540544255,16,58.6487103831116,0.970876446674542,0.898453695513972
"17","BGD",17,0.0025308547931627,17,739.658827812082,17,17.3567990691191,17,325.254158137708,0.963594074360018,0.905899325457169
"18","BGR",18,0.00381019309365623,18,6629.15592472569,18,291.951487959239,18,442.490348710495,0.933166935766275,0.924488553027819
"19","BHR",19,0.00302448223407209,19,1084.68116508314,19,27.4168902110903,19,218.701597270849,0.973232693859992,0.886946844111847
"20","BHS",20,0.00179742937897987,20,1001.54609978206,20,11.1272586253316,20,63.5836229996656,0.990084991786078,0.939162864208348
"21","BIH",21,0.00224832363137845,21,2412.84571850222,21,44.6327891439289,21,127.209110359602,0.933717066376772,0.911604340462901
"22","BLR",22,0.00317476434461678,22,4348.14254085387,22,121.330909554415,22,271.930425467138,0.949251561371969,0.896627003099626
"23","BLZ",23,0.00174635886008771,23,685.072743222628,23,27.7687813476317,23,24.5520098217706,0.884073947329388,0.778025782661629
"24","BMU",24,0.00169680487695237,24,40.7246867963866,24,2.52055344465989,24,43.9677379897651,0.990508728303103,0.974267435259182
"25","BOL",25,0.00322385099154216,25,499.003570767734,25,7.76824089190103,25,113.83599593625,0.964401169549872,0.95721347156569
"26","BRA",26,0.00776742143622654,26,12186.8750122098,26,963.808034292674,26,2182.87324557301,0.906832042412609,0.774901345464105
"27","BRB",27,0.00218207218401904,27,679.003466522518,27,24.370289782692,27,38.0013423413385,0.916910453063964,0.810690390327487
"28","BRN",28,0.00187055390903494,28,521.091949004163,28,7.75061562756333,28,74.7312734649676,0.988762357545673,0.992889982265449
"29","BTN",29,0.00146009253947757,29,24.6318967988338,29,2.52246204293302,29,17.1661234598441,0.990943467861304,0.900154948673253
"30","BWA",30,0.00266176546017257,30,869.897652663705,30,52.4342339287406,30,84.6175013800042,0.949843759742001,0.900049334060638
"31","CAF",31,0.00170596082594909,31,214.081961736353,31,3.49260650047,31,14.385406313574,0.971077214738995,0.937671109347666
"32","CAN",32,0.0130259999244155,32,26588.8592143479,32,2240.10992648946,32,4284.75167617189,0.950936880435095,0.944277271480888
"33","CHE",33,0.00979917333009537,33,20615.0346889218,33,1906.13730749587,33,1953.2999671274,0.928634433198037,0.895566088540124
"34","CHL",34,0.0045294950540109,34,1313.81313486384,34,83.3428042435752,34,740.893551199368,0.961397833512409,0.751392772443903
"35","CHN",35,0.036061925852765,35,53976.1621890151,35,23738.0261303722,35,13720.0347824133,0.897326799935941,0.882348572358441
"36","CIV",36,0.00326094220476742,36,507.997935562245,36,11.4302978599681,36,125.55352602144,0.963254907640198,0.839405021373972
"37","CMR",37,0.00256284323248742,37,425.843606474524,37,10.0473259446467,37,100.479727298147,0.960631268163896,0.860113366697105
"38","COG",38,0.0026394481086195,38,431.544332444286,38,10.9100088130876,38,101.239534802431,0.966499709098522,0.794960823366102
"39","COL",39,0.00553168317202433,39,4465.31083064171,39,208.873246506528,39,621.752207541708,0.927792969905703,0.811802748508016
"40","COM",40,0.00155524094672503,40,21.855026485781,40,1.93711265152776,40,17.8970242164561,0.994164320094265,0.968019706092888
"41","CPV",41,0.00153638655551301,41,98.8568325141085,41,3.3965620921097,41,23.4703795751545,0.97549217442536,0.948529411764706
"42","CRI",42,0.00334527564051038,42,17855.4999089169,42,709.21867727952,42,497.111362096361,0.963988392851093,0.967824809535919
"43","CUB",43,0.00308632370159851,43,747.643241735721,43,17.0845092210457,43,158.983150962529,0.928999526667031,0.837605040278038
"44","CYP",44,0.00276759893321569,44,3884.73227116636,44,89.2816582219062,44,221.966751776653,0.942985992928991,0.9059524860169
"45","CZE",45,0.00821438923391538,45,25021.7305842173,45,2621.41552155137,45,2269.59712550135,0.943620510117349,0.937687936214309
"46","DEU",46,0.0422353343580629,46,35405.2831452015,46,11065.713946578,46,9929.29817262696,0.897212945413869,0.876498753756065
"47","DJI",47,0.00267533857165137,47,170.752809898914,47,4.00708027189831,47,69.262691623616,0.984777372592518,0.942888956724125
"48","DMA",48,0.00163675560193865,48,315.97106358817,48,5.92488948996685,48,13.5002257461891,0.939560631546577,0.853900369890542
"49","DNK",49,0.00671488834335344,49,15471.3419752482,49,1491.31377516517,49,1424.78164837958,0.941907321920567,0.918347593371123
"50","DOM",50,0.00322807183596597,50,9021.20579308822,50,169.615959052927,50,283.622661182284,0.973800303053962,0.98626817465926
"51","DZA",51,0.00430809171383367,51,736.384752201642,51,19.3420195881397,51,602.500518666759,0.970694730890974,0.925087157149048
"52","ECU",52,0.0043299807650343,52,1118.21882150013,52,34.5583435969416,52,308.432385931829,0.940644688134853,0.831868867574723
"53","EGY",53,0.00632729940823598,53,3547.35148808417,53,190.599846078565,53,680.783335274323,0.925477124581455,0.764253697910501
"54","ERI",54,0.00157048945948885,54,16.2339824531341,54,2.23175489882644,54,19.1912531125978,0.962914715230697,0.859218418550216
"55","ESP",55,0.0134560716310478,55,17445.7135804372,55,2172.66526251674,55,3366.03338232501,0.911893475482237,0.856325140285037
"56","EST",56,0.00255445169215688,56,7194.5003055157,56,286.947732905831,56,291.234526297292,0.953890945376702,0.933274129941434
"57","ETH",57,0.00268232772714639,57,407.184386667525,57,12.6496288029201,57,245.278170464886,0.971071867548182,0.725787016911702
"58","FIN",58,0.00548651517579083,58,14239.7809360776,58,2009.25961116315,58,1413.16086262309,0.907416931151814,0.860551054065407
"59","FJI",59,0.0021948912084009,59,256.409369825924,59,8.56001140430294,59,39.1437887015137,0.906911083389544,0.591638704702572
"60","FRA",60,0.0309783591640854,60,23447.3581539209,60,4758.00580127263,60,5735.69354475757,0.889359466496316,0.849414198222758
"61","FSM",61,0.00138093066811942,61,135.777937002168,61,2.57921655022555,61,18.4031779719715,0.979283268271902,0.980215962441315
"62","GAB",62,0.00233443696142075,62,108.410469096839,62,4.93726679270401,62,70.3406443534135,0.969361117359171,0.794975980197116
"63","GBR",63,0.024864776297364,63,22228.2383666986,63,4124.86760631038,63,5883.06142909532,0.902778407547259,0.875631013401043
"64","GEO",64,0.00258378581410298,64,661.501258595091,64,17.8351340911055,64,103.60930670405,0.931248968733353,0.776090209335297
"65","GHA",65,0.00616228680735311,65,413.159387756185,65,12.5422696948521,65,228.430496234393,0.952862422295478,0.779767670992621
"66","GIN",66,0.00179037033797379,66,502.364362160959,66,6.42330515574942,66,46.5440041775894,0.970970138971833,0.945750392283732
"67","GMB",67,0.00191074393900808,67,52.9729530864979,67,2.86813259391714,67,22.3821459915712,0.959692688615583,0.857499651422198
"68","GNB",68,0.00150867675798103,68,24.4700875695605,68,2.03280083636431,68,12.5489256855129,0.947491859721758,0.779105936722361
"69","GNQ",69,0.00181362856583104,69,261.400805440145,69,4.38842114353032,69,85.2917531706266,0.985287836787412,0.825231455245509
"70","GRC",70,0.00483496475260064,70,4820.49339928822,70,256.907640671233,70,856.076796319107,0.943251655753287,0.850475891074039
"71","GRD",71,0.00187381330017756,71,57.8806223374916,71,2.96532143618199,71,12.0555778139763,0.975266454435255,0.910179998895713
"72","GRL",72,0.00167917424584655,72,127.92368546793,72,2.70558634541666,72,27.8195358356922,0.981632850424821,0.997925062504994
"73","GTM",73,0.00282413671435603,73,1282.21064158889,73,33.9698506120631,73,232.604892294509,0.953238483378167,0.866453023597511
"74","GUY",74,0.00222700329059624,74,75.9933666977407,74,3.67002631539426,74,38.7181599458916,0.94910720172734,0.846047203624806
"75","HKG",75,0.0226131772636983,75,34369.3973164853,75,4380.77863853351,75,7448.25077803721,0.925038488075714,0.902583668636991
"76","HND",76,0.0026651836581553,76,6619.0851614367,76,88.6542719776552,76,168.033024261677,0.972596361039884,0.98712272277322
"77","HRV",77,0.00310302667571178,77,5981.18023813453,77,279.812221043494,77,370.050642770566,0.92497213784467,0.882514396263068
"78","HTI",78,0.00172269568024376,78,332.98875933883,78,5.12237405965637,78,41.5714790581188,0.981714757262977,0.974393723970597
"79","HUN",79,0.00799998780855252,79,22311.9292349314,79,3208.80516523288,79,2620.19229647896,0.950528999141889,0.926534435780134
"80","IDN",80,0.00527990797596283,80,16522.2759763662,80,1565.78368850498,80,1835.77984111384,0.916691206622175,0.892012312998243
"81","IND",81,0.0119483559838445,81,14118.3603787712,81,1546.97679699594,81,3309.11722320335,0.906730555942814,0.801629177514755
"82","IRL",82,0.00570339271065709,82,15836.5382325895,82,1578.25085343283,82,1110.96660088338,0.951367499745926,0.939602754304601
"83","IRN",83,0.00418090134482051,83,964.377862614054,83,42.2014028877888,83,605.023214552427,0.979467053677495,0.834265897395162
"84","IRQ",84,0.00702794005274186,84,330.452364316261,84,8.4952325488495,84,655.760767008938,0.986984469672673,0.98877419378153
"85","ISL",85,0.0020427103393566,85,1068.44132816175,85,20.2027026231757,85,144.349534295894,0.97619995677683,0.929693947070073
"86","ISR",86,0.00422060138996937,86,20287.4503790506,86,1365.10285273938,86,895.821469774795,0.930398506219761,0.906830703174089
"87","ITA",87,0.016186968472794,87,21373.4415185243,87,3583.39436781764,87,4135.72389774055,0.910465591462501,0.859182277076438
"88","JAM",88,0.00224772148407642,88,573.045263901719,88,12.8961677865206,88,97.9685039206439,0.967898129515694,0.796721373345977
"89","JOR",89,0.00266381251324561,89,2808.60509869825,89,98.2154703140719,89,246.722699797057,0.91039195010144,0.688260852252721
"90","JPN",90,0.0139000645052225,90,42731.1379834268,90,11352.9449488817,90,6331.66950492142,0.931221451714637,0.915707881571517
"91","KAZ",91,0.00597147690747654,91,1945.42988246957,91,31.9947933365504,91,494.867858751455,0.960632134919907,0.846540882466705
