country,iso_o,year,gdp_pc,trade_ratio,log_gdp_pc,D_log_gdp_pc,landlocked,continent,lat,lon,langoff_1,colonizer1,category,development
Aruba,ABW,2019,39652.629,137.96001,10.587913,0.0094718933,0,America,12.55,-70.099998,Dutch,NLD,Emerging and Developing Economies,0.0
Afghanistan,AFG,2019,2927.25,85.64238,7.9818187,0.0085287094,1,Asia,34.516666,69.199997,Persian,,Emerging and Developing Economies,0.0
Angola,AGO,2019,9648.0098,60.709999,9.1745071,-0.035926819,0,Africa,-8.833333,13.25,Portuguese,PRT,Emerging and Developing Economies,0.0
Albania,ALB,2019,16761.189,75.379997,9.7268209,0.03584671,0,Europe,41.333332,19.816668,Albanian,TUR,Emerging and Developing Economies,0.0
Andorra,AND,2019,63215.898,85.64238,11.054311,0.0026493073,0,Europe,42.5,1.5,Catalan,,Advanced Economies,1.0
United Arab Emirates,ARE,2019,72822.969,163.82001,11.195786,0.0020875931,0,Asia,24.466667,54.416668,Arabic,GBR,Emerging and Developing Economies,0.0
Argentina,ARG,2019,26629.551,32.630001,10.189776,-0.027320862,0,America,-34.666668,-58.5,Spanish,ESP,Emerging and Developing Economies,0.0
Armenia,ARM,2019,16215.36,97.849998,9.6937141,0.07544136,1,Asia,40.183334,44.5,Armenian,TUR,Emerging and Developing Economies,0.0
Antigua and Barbuda,ATG,2019,29651.859,137.53999,10.29728,0.026423454,0,America,17.133333,-61.833332,English,GBR,Emerging and Developing Economies,0.0
Australia,AUS,2019,58048.621,46.0,10.969036,0.0069274902,0,Pacific,-35.299999,149.133,English,GBR,Advanced Economies,1.0
Austria,AUT,2019,64609.371,108.21,11.076115,0.012950897,1,Europe,48.216667,16.366667,German,,Advanced Economies,1.0
Azerbaijan,AZE,2019,20101.49,85.82,9.9085493,0.016029358,1,Asia,40.366665,49.883335,Azeri,RUS,Emerging and Developing Economies,0.0
Burundi,BDI,2019,1057.95,85.64238,6.9640884,0.010786533,1,Africa,-3.3666666,29.316668,French,BEL,Emerging and Developing Economies,0.0
Belgium,BEL,2019,60479.98,165.47,11.010068,0.018731117,0,Europe,50.833332,4.3499999,Dutch,,Advanced Economies,1.0
Benin,BEN,2019,3281.1001,63.68,8.0959339,0.039047241,0,Africa,6.5,2.7833333,French,FRA,Emerging and Developing Economies,0.0
Burkina Faso,BFA,2019,2391.54,60.41,7.7796926,0.031927586,1,Africa,12.333333,-1.6666666,French,FRA,Emerging and Developing Economies,0.0
Bangladesh,BGD,2019,6838.3301,31.58,8.8302984,0.067403793,0,Asia,23.700001,90.366669,Bengali,GBR,Emerging and Developing Economies,0.0
Bulgaria,BGR,2019,29150.039,125.26,10.280211,0.051348686,0,Europe,42.666668,23.299999,Bulgarian,TUR,Emerging and Developing Economies,0.0
Bahrain,BHR,2019,56749.961,135.42,10.94641,0.033267975,0,Asia,26.200001,50.633335,Arabic,GBR,Emerging and Developing Economies,0.0
"Bahamas, The",BHS,2019,33202.488,68.790001,10.41038,-0.013394356,0,America,25.083334,-77.333336,English,GBR,Emerging and Developing Economies,0.0
Bosnia and Herzegovina,BIH,2019,17029.369,94.519997,9.7426949,0.040768623,0,Europe,43.866665,18.433332,Serbo-Croatian,TUR,Emerging and Developing Economies,0.0
Belarus,BLR,2019,26798.82,130.85001,10.196114,0.016379356,0,Europe,53.849998,27.5,Belarussian,RUS,Emerging and Developing Economies,0.0
Belize,BLZ,2019,11765.97,102.44,9.3729668,0.02705574,0,America,17.216667,-88.800003,English,GBR,Emerging and Developing Economies,0.0
Bermuda,BMU,2019,95519.922,77.559998,11.46709,-0.0012483597,0,America,32.299999,-64.800003,English,GBR,,1.0
Bolivia,BOL,2019,11930.92,45.82,9.3868885,0.00088977814,1,America,-16.5,-68.166664,Spanish,ESP,Emerging and Developing Economies,0.0
Brazil,BRA,2019,18018.619,28.889999,9.799161,0.0056142807,0,America,-15.78,-47.91,Portuguese,PRT,Emerging and Developing Economies,0.0
Barbados,BRB,2019,20737.98,85.64238,9.9397221,0.00050926208,0,America,13.1,-59.616665,English,GBR,Emerging and Developing Economies,0.0
Brunei Darussalam,BRN,2019,80228.156,108.51,11.29263,0.02689743,0,Asia,4.9333334,114.96667,Malay,GBR,Emerging and Developing Economies,0.0
Bhutan,BTN,2019,14555.19,76.120003,9.5857029,0.049312592,1,Asia,27.533333,89.75,Burmese,,Emerging and Developing Economies,0.0
Botswana,BWA,2019,18106.01,83.089996,9.8039989,0.015640259,1,Africa,-24.75,25.916666,English,GBR,Emerging and Developing Economies,0.0
Central African Republic,CAF,2019,1145.1,50.07,7.0432472,0.017086983,1,Africa,4.3833332,18.616667,French,FRA,Emerging and Developing Economies,0.0
Canada,CAN,2019,57583.852,66.169998,10.960998,0.0042877197,0,America,45.419998,-75.709999,English,GBR,Advanced Economies,1.0
Switzerland,CHE,2019,79596.703,124.13,11.284728,0.0042219162,1,Europe,46.950001,7.4333334,German,,Advanced Economies,1.0
Chile,CHL,2019,28218.529,57.610001,10.247734,-0.0096673965,0,America,-33.5,-70.666664,Spanish,ESP,Emerging and Developing Economies,0.0
China,CHN,2019,18820.51,35.200001,9.8427029,0.05536747,0,Asia,39.916668,116.43333,Chinese,,Emerging and Developing Economies,0.0
Cote d'Ivoire,CIV,2019,5894.8799,44.66,8.681839,0.038859367,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
Cameroon,CMR,2019,4882.3599,43.380001,8.4933844,0.0063457489,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
"Congo, Rep.",COG,2019,6939.3701,91.580002,8.8449659,-0.012882233,0,Africa,-4.2333331,15.233334,French,FRA,Emerging and Developing Economies,0.0
Colombia,COL,2019,17336.77,37.560001,9.7605848,0.01350975,0,America,4.6333332,-75.066666,Spanish,ESP,Emerging and Developing Economies,0.0
Comoros,COM,2019,3451.4199,42.27,8.1465406,-0.001786232,0,Africa,-11.666667,43.266666,Arabic,FRA,Emerging and Developing Economies,0.0
Cabo Verde,CPV,2019,9111.6299,103.6,9.1173067,0.065829277,0,Africa,14.916667,-23.5,Portuguese,PRT,Emerging and Developing Economies,0.0
Costa Rica,CRI,2019,23364.779,65.760002,10.058985,0.015504837,0,America,9.9833336,-84.066666,Spanish,ESP,Emerging and Developing Economies,0.0
Cuba,CUB,2019,24896.16,22.82,10.122469,0.014348984,0,America,23.116667,-82.416664,Spanish,ESP,,0.0
Cyprus,CYP,2019,45454.359,150.50999,10.724464,0.04371357,0,Europe,35.150002,33.349998,Greek,GBR,Advanced Economies,1.0
Czechia,CZE,2019,47763.621,138.14999,10.774019,0.031098366,1,Europe,50.099998,14.433333,Czech,AUT,Advanced Economies,1.0
Germany,DEU,2019,62849.371,79.07,11.048496,0.0074748993,0,Europe,52.533001,13.417,German,,Advanced Economies,1.0
Djibouti,DJI,2019,5809.2998,320.94,8.6672153,0.038391113,0,Africa,11.6,43.150002,French,FRA,Emerging and Developing Economies,0.0
Dominica,DMA,2019,17619.43,85.64238,9.7767572,0.043043137,0,America,15.3,-61.383335,English,GBR,Emerging and Developing Economies,0.0
Denmark,DNK,2019,67131.469,111.89,11.114408,0.013388634,0,Europe,55.666668,12.583333,Danish,,Advanced Economies,1.0
Dominican Republic,DOM,2019,21451.289,50.91,9.9735403,0.037447929,0,America,18.5,-69.783333,Spanish,FRA,Emerging and Developing Economies,0.0
Algeria,DZA,2019,15199.2,46.509998,9.6289978,-0.0094451904,0,Africa,36.833332,3.0,Arabic,FRA,Emerging and Developing Economies,0.0
Ecuador,ECU,2019,13870.49,48.080002,9.5375185,-0.015241623,0,America,-0.23333333,-78.5,Spanish,ESP,Emerging and Developing Economies,0.0
"Egypt, Arab Rep.",EGY,2019,15026.57,41.119999,9.6175756,0.036484718,0,Africa,30.049999,31.25,Arabic,GBR,Emerging and Developing Economies,0.0
Eritrea,ERI,2019,24896.16,85.64238,10.122469,0.014348984,0,Africa,15.333333,38.883335,English,GBR,Emerging and Developing Economies,0.0
Spain,ESP,2019,46896.422,66.370003,10.755696,0.012254715,0,Europe,40.416668,-3.7166667,Spanish,,Advanced Economies,1.0
Estonia,EST,2019,42218.961,140.35001,10.650624,0.032873154,0,Europe,59.416668,24.75,Estonian,RUS,Advanced Economies,1.0
Ethiopia,ETH,2019,2437.97,28.82,7.7989211,0.053411961,1,Africa,9.0500002,38.833332,Amharic,,Emerging and Developing Economies,0.0
Finland,FIN,2019,56922.488,80.559998,10.949446,0.01230526,0,Europe,60.133335,25.0,Swedish,RUS,Advanced Economies,1.0
Fiji,FJI,2019,13056.33,85.64238,9.4770279,-0.0033473969,0,Pacific,-18.133333,178.41667,English,GBR,Emerging and Developing Economies,0.0
France,FRA,2019,53448.551,66.43,10.886475,0.016745567,0,Europe,48.866665,2.3333333,French,,Advanced Economies,1.0
"Micronesia, Fed. Sts.",FSM,2019,3940.26,95.690002,8.2790022,0.036617279,0,Pacific,6.9166665,158.25,English,ESP,Emerging and Developing Economies,0.0
Gabon,GAB,2019,19491.41,73.43,9.8777294,0.013731003,0,Africa,0.38333333,9.416667,French,FRA,Emerging and Developing Economies,0.0
United Kingdom,GBR,2019,52515.68,65.0,10.868867,0.0073385239,0,Europe,51.5,-0.16666667,English,,Advanced Economies,1.0
Georgia,GEO,2019,18186.881,117.81,9.8084555,0.054124832,0,Asia,41.716667,44.816666,Georgian,RUS,Emerging and Developing Economies,0.0
Ghana,GHA,2019,6508.25,76.82,8.7808256,0.042970657,0,Africa,5.5500002,-0.25,English,GBR,Emerging and Developing Economies,0.0
Guinea,GIN,2019,3557.46,78.419998,8.1768017,0.029035568,0,Africa,9.5166664,-15.716666,French,FRA,Emerging and Developing Economies,0.0
"Gambia, The",GMB,2019,2750.8201,56.0,7.9196544,0.036799908,0,Africa,13.466666,-16.65,English,GBR,Emerging and Developing Economies,0.0
Guinea-Bissau,GNB,2019,2442.1101,49.939999,7.8006177,0.028496742,0,Africa,11.866667,-15.65,Portuguese,PRT,Emerging and Developing Economies,0.0
Equatorial Guinea,GNQ,2019,18446.59,94.879997,9.8226347,-0.089093208,0,Africa,3.75,8.8000002,Spanish,ESP,Emerging and Developing Economies,0.0
Greece,GRC,2019,33502.75,80.589996,10.419383,0.023570061,0,Europe,38.0,23.733334,Greek,TUR,Advanced Economies,1.0
Grenada,GRD,2019,17036.92,85.64238,9.7431383,0.0042390823,0,America,12.066667,-61.733334,English,GBR,Emerging and Developing Economies,0.0
Greenland,GRL,2019,68534.938,92.190002,11.135098,0.024328232,0,America,64.183334,-51.733334,Greenlandic,DNK,,1.0
Guatemala,GTM,2019,11466.38,45.52,9.3471746,0.024187088,0,America,14.633333,-90.51667,Spanish,ESP,Emerging and Developing Economies,0.0
Guyana,GUY,2019,13402.42,85.64238,9.503191,0.031998634,0,America,6.7666669,-58.166668,English,GBR,Emerging and Developing Economies,0.0
"Hong Kong SAR, China",HKG,2019,65388.328,353.73999,11.088099,-0.024258614,0,Asia,22.266666,114.15,English,GBR,Advanced Economies,1.0
Honduras,HND,2019,6264.02,99.459999,8.7425776,0.0071678162,0,America,14.083333,-87.23333,Spanish,ESP,Emerging and Developing Economies,0.0
Croatia,HRV,2019,35122.852,101.39,10.466607,0.040467262,0,Europe,45.799999,15.966666,Serbo-Croatian,AUT,Advanced Economies,1.0
Haiti,HTI,2019,3392.4299,44.57,8.129302,-0.030323982,0,America,18.549999,-72.333336,French,,Emerging and Developing Economies,0.0
Hungary,HUN,2019,37662.68,159.92999,10.536425,0.050776482,1,Europe,47.5,19.049999,Hungarian,,Emerging and Developing Economies,0.0
Indonesia,IDN,2019,12757.79,37.630001,9.4538975,0.039618492,0,Asia,-6.1333332,106.75,Indonesian,NLD,Emerging and Developing Economies,0.0
India,IND,2019,7930.0898,39.91,8.9784193,0.027583122,0,Asia,28.616667,77.216667,English,GBR,Emerging and Developing Economies,0.0
Ireland,IRL,2019,96371.289,257.64999,11.475964,0.032645226,0,Europe,53.333332,-6.25,English,GBR,Advanced Economies,1.0
"Iran, Islamic Rep.",IRN,2019,14841.08,48.59,9.605154,-0.034680367,0,Asia,35.666668,51.433334,Persian,,Emerging and Developing Economies,0.0
