country,iso_o,year,gdp_pc,trade_ratio,log_gdp_pc,D_log_gdp_pc,landlocked,continent,lat,lon,langoff_1,colonizer1,category,development
Aruba,ABW,1999,35227.48,164.56,10.469582,-0.0012607574,0,America,12.55,-70.099998,Dutch,NLD,Emerging and Developing Economies,0.0
Afghanistan,AFG,1999,17177.92,71.13308,9.75138,0.018138885,1,Asia,34.516666,69.199997,Persian,,Emerging and Developing Economies,0.0
Angola,AGO,1999,6817.0601,71.13308,8.8271837,-0.011372566,0,Africa,-8.833333,13.25,Portuguese,PRT,Emerging and Developing Economies,0.0
Albania,ALB,1999,6086.0098,49.900002,8.713748,0.12189865,0,Europe,41.333332,19.816668,Albanian,TUR,Emerging and Developing Economies,0.0
Andorra,AND,1999,52921.051,71.13308,10.876556,0.035168648,0,Europe,42.5,1.5,Catalan,,Advanced Economies,1.0
United Arab Emirates,ARE,1999,92047.594,71.13308,11.430061,-0.042963028,0,Asia,24.466667,54.416668,Arabic,GBR,Emerging and Developing Economies,0.0
Argentina,ARG,1999,22714.51,21.379999,10.030759,-0.04597187,0,America,-34.666668,-58.5,Spanish,ESP,Emerging and Developing Economies,0.0
Armenia,ARM,1999,4406.9702,70.559998,8.3909426,0.045366287,1,Asia,40.183334,44.5,Armenian,TUR,Emerging and Developing Economies,0.0
Antigua and Barbuda,ATG,1999,24462.199,71.13308,10.104884,0.019237518,0,America,17.133333,-61.833332,English,GBR,Emerging and Developing Economies,0.0
Australia,AUS,1999,43899.07,38.959999,10.689649,0.038119316,0,Pacific,-35.299999,149.133,English,GBR,Advanced Economies,1.0
Austria,AUT,1999,52004.531,78.559998,10.859086,0.034982681,1,Europe,48.216667,16.366667,German,,Advanced Economies,1.0
Azerbaijan,AZE,1999,5133.75,69.830002,8.5435915,0.062614441,1,Asia,40.366665,49.883335,Azeri,RUS,Emerging and Developing Economies,0.0
Burundi,BDI,1999,1064.29,71.13308,6.9700632,-0.034110546,1,Africa,-3.3666666,29.316668,French,BEL,Emerging and Developing Economies,0.0
Belgium,BEL,1999,48765.77,125.17,10.794784,0.032522202,0,Europe,50.833332,4.3499999,Dutch,,Advanced Economies,1.0
Benin,BEN,1999,2470.6899,54.389999,7.8122525,0.021101475,0,Africa,6.5,2.7833333,French,FRA,Emerging and Developing Economies,0.0
Burkina Faso,BFA,1999,1444.5699,35.25,7.2755671,0.042046547,1,Africa,12.333333,-1.6666666,French,FRA,Emerging and Developing Economies,0.0
Bangladesh,BGD,1999,2624.0701,28.389999,7.8724818,0.026650906,0,Asia,23.700001,90.366669,Bengali,GBR,Emerging and Developing Economies,0.0
Bulgaria,BGR,1999,11953.65,90.07,9.388792,-0.082089424,0,Europe,42.666668,23.299999,Bulgarian,TUR,Emerging and Developing Economies,0.0
Bahrain,BHR,1999,56522.23,124.74,10.942389,0.015755653,0,Asia,26.200001,50.633335,Arabic,GBR,Emerging and Developing Economies,0.0
"Bahamas, The",BHS,1999,33657.801,75.699997,10.424,0.05562973,0,America,25.083334,-77.333336,English,GBR,Emerging and Developing Economies,0.0
Bosnia and Herzegovina,BIH,1999,7481.3398,121.82,8.920167,0.080986977,0,Europe,43.866665,18.433332,Serbo-Croatian,TUR,Emerging and Developing Economies,0.0
Belarus,BLR,1999,10519.75,120.84,9.2610102,0.037935257,0,Europe,53.849998,27.5,Belarussian,RUS,Emerging and Developing Economies,0.0
Belize,BLZ,1999,10460.63,93.32,9.255374,0.05562973,0,America,17.216667,-88.800003,English,GBR,Emerging and Developing Economies,0.0
Bermuda,BMU,1999,90290.563,71.13308,11.410789,0.02530098,0,America,32.299999,-64.800003,English,GBR,,1.0
Bolivia,BOL,1999,7435.73,44.169998,8.914052,-0.013198853,1,America,-16.5,-68.166664,Spanish,ESP,Emerging and Developing Economies,0.0
Brazil,BRA,1999,13602.41,20.98,9.5180025,-0.0098962784,0,America,-15.78,-47.91,Portuguese,PRT,Emerging and Developing Economies,0.0
Barbados,BRB,1999,20815.84,71.13308,9.943469,0.0030317307,0,America,13.1,-59.616665,English,GBR,Emerging and Developing Economies,0.0
Brunei Darussalam,BRN,1999,99083.32,75.989998,11.503716,0.019482613,0,Asia,4.9333334,114.96667,Malay,GBR,Emerging and Developing Economies,0.0
Bhutan,BTN,1999,5241.3701,85.870003,8.5643387,0.053993225,1,Asia,27.533333,89.75,Burmese,,Emerging and Developing Economies,0.0
Botswana,BWA,1999,13207.45,98.93,9.4885368,0.070673943,1,Africa,-24.75,25.916666,English,GBR,Emerging and Developing Economies,0.0
Central African Republic,CAF,1999,1313.24,43.209999,7.1802526,0.0080199242,1,Africa,4.3833332,18.616667,French,FRA,Emerging and Developing Economies,0.0
Canada,CAN,1999,46464.551,80.120003,10.746445,0.042003632,0,America,45.419998,-75.709999,English,GBR,Advanced Economies,1.0
Switzerland,CHE,1999,65177.879,89.82,11.084875,0.011720657,1,Europe,46.950001,7.4333334,German,,Advanced Economies,1.0
Chile,CHL,1999,16896.119,54.700001,9.7348394,-0.015320778,0,America,-33.5,-70.666664,Spanish,ESP,Emerging and Developing Economies,0.0
China,CHN,1999,3774.1399,33.23,8.2359276,0.065863609,0,Asia,39.916668,116.43333,Chinese,,Emerging and Developing Economies,0.0
Cote d'Ivoire,CIV,1999,4987.3599,55.889999,8.5146618,-0.020985603,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
Cameroon,CMR,1999,3780.0601,37.240002,8.2374954,0.017595291,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
"Congo, Rep.",COG,1999,7312.3301,131.39,8.8973169,-0.053168297,0,Africa,-4.2333331,15.233334,French,FRA,Emerging and Developing Economies,0.0
Colombia,COL,1999,10679.71,36.150002,9.2761011,-0.060332298,0,America,4.6333332,-75.066666,Spanish,ESP,Emerging and Developing Economies,0.0
Comoros,COM,1999,2943.9199,35.759998,7.9874973,0.0087990761,0,Africa,-11.666667,43.266666,Arabic,FRA,Emerging and Developing Economies,0.0
Cabo Verde,CPV,1999,4006.48,80.970001,8.2956686,0.091166496,0,Africa,14.916667,-23.5,Portuguese,PRT,Emerging and Developing Economies,0.0
Costa Rica,CRI,1999,13760.92,87.540001,9.5295877,0.020546913,0,America,9.9833336,-84.066666,Spanish,ESP,Emerging and Developing Economies,0.0
Cuba,CUB,1999,17177.92,31.870001,9.75138,0.018138885,0,America,23.116667,-82.416664,Spanish,ESP,,0.0
Cyprus,CYP,1999,34452.871,131.21001,10.447348,0.037581444,0,Europe,35.150002,33.349998,Greek,GBR,Advanced Economies,1.0
Czechia,CZE,1999,28213.461,85.459999,10.247555,0.01471138,1,Europe,50.099998,14.433333,Czech,AUT,Advanced Economies,1.0
Germany,DEU,1999,48547.0,51.52,10.790288,0.020425797,0,Europe,52.533001,13.417,German,,Advanced Economies,1.0
Djibouti,DJI,1999,17177.92,71.13308,9.75138,0.018138885,0,Africa,11.6,43.150002,French,FRA,Emerging and Developing Economies,0.0
Dominica,DMA,1999,13661.68,71.13308,9.5223503,0.0072164536,0,America,15.3,-61.383335,English,GBR,Emerging and Developing Economies,0.0
Denmark,DNK,1999,56015.359,72.730003,10.933381,0.025932312,0,Europe,55.666668,12.583333,Danish,,Advanced Economies,1.0
Dominican Republic,DOM,1999,10582.08,76.300003,9.2669172,0.041644096,0,America,18.5,-69.783333,Spanish,FRA,Emerging and Developing Economies,0.0
Algeria,DZA,1999,11292.04,50.93,9.3318529,0.017613411,0,Africa,36.833332,3.0,Arabic,FRA,Emerging and Developing Economies,0.0
Ecuador,ECU,1999,9242.9697,49.200001,9.1316185,-0.066320419,0,America,-0.23333333,-78.5,Spanish,ESP,Emerging and Developing Economies,0.0
"Egypt, Arab Rep.",EGY,1999,9588.8604,38.360001,9.1683569,0.036466599,0,Africa,30.049999,31.25,Arabic,GBR,Emerging and Developing Economies,0.0
Eritrea,ERI,1999,17177.92,96.260002,9.75138,0.018138885,0,Africa,15.333333,38.883335,English,GBR,Emerging and Developing Economies,0.0
Spain,ESP,1999,38141.32,54.700001,10.549053,0.03909111,0,Europe,40.416668,-3.7166667,Spanish,,Advanced Economies,1.0
Estonia,EST,1999,18737.9,144.12,9.8383036,-0.0072040558,0,Europe,59.416668,24.75,Estonian,RUS,Advanced Economies,1.0
Ethiopia,ETH,1999,787.67999,71.13308,6.6690917,0.019084454,1,Africa,9.0500002,38.833332,Amharic,,Emerging and Developing Economies,0.0
