"","iso_o","pageRank_repro.name","pageRank_repro.wpr","close_repro.name","close_repro.closeness","outdegree_repro.name","outdegree_repro.degree","indegree_repro.name","indegree_repro.degree","local_clust_tt_repro","local_clust_out_repro"
"1","ABW",1,0.00153462291928053,1,156.694655723492,1,4.35727829955139,1,29.7565021309971,0.985168537267232,0.9337489366027
"2","AFG",2,0.00300124662335776,2,235.43204916112,2,5.70471220572012,2,160.856704606113,0.9830616784864,0.963814311494126
"3","AGO",3,0.0033608367885763,3,539.10325116721,3,8.79198891621718,3,187.120934658503,0.960186420206816,0.932623585550813
"4","ALB",4,0.00188544152490682,4,3295.95076074139,4,48.6337018709822,4,121.338042838971,0.982799226504953,0.979164845981157
"5","AND",5,0.0016628951156449,5,1764.52960340493,5,18.5000570278953,5,39.214330849112,0.981128083037955,0.959014613367792
"6","ARE",6,0.0145317305580978,6,20846.2181136242,6,2515.02485061633,6,3285.66635058934,0.791891316966528,0.594415817491339
"7","ARG",7,0.00469644854737907,7,2205.84191336124,7,56.8259462561411,7,824.626341793621,0.97065884028895,0.869593917780318
"8","ARM",8,0.0022719183205296,8,816.400281507133,8,10.4091032697818,8,95.9935601619801,0.978847096410586,0.959463654905588
"9","ATG",9,0.00191142125902716,9,58.1800267350843,9,3.14470968287088,9,18.0637917893698,0.979988935821144,0.924168396203648
"10","AUS",10,0.00834639504420417,10,9997.18583522479,10,541.728568394417,10,3039.12135565181,0.942635136056581,0.862215529630444
"11","AUT",11,0.00755786484386643,11,29227.0991006407,11,2175.61254596933,11,2582.91842415428,0.925713481402481,0.920909319784411
"12","AZE",12,0.00268812520529296,12,1148.53489951605,12,20.032476861601,12,265.240848375944,0.960832683252236,0.909151661403436
"13","BDI",13,0.0022031603565339,13,32.521934284057,13,2.41174136286762,13,23.6306347649934,0.970998740626754,0.866776116387149
"14","BEL",14,0.0090664030219146,14,19653.7355413226,14,1841.29262881075,14,2887.03753765851,0.946127253673844,0.922438972856985
"15","BEN",15,0.00269737666549127,15,206.255684495445,15,5.2884556657253,15,63.6255323577787,0.968546742521047,0.946160328371292
"16","BFA",16,0.00265042989329478,16,139.722988048033,16,4.71587760180825,16,85.9547103887103,0.964992854866241,0.913740789722274
"17","BGD",17,0.00307572431908759,17,1111.83675699605,17,31.2968815187779,17,701.691105597316,0.980558006911576,0.872318228630825
"18","BGR",18,0.00313608343371389,18,14844.7248392382,18,662.703798453871,18,671.389058507942,0.953686096996726,0.937553339303343
"19","BHR",19,0.0034370499926142,19,1809.65153411576,19,48.4179822798656,19,321.421733122609,0.950388191380674,0.833851066064113
"20","BHS",20,0.00225634149584439,20,796.105257701659,20,7.86663363578064,20,74.1809816614297,0.983704212555559,0.987279604238979
"21","BIH",21,0.00211764025870007,21,6944.39603820306,21,144.769715304591,21,159.876806317445,0.949734151897504,0.940727354933143
"22","BLR",22,0.00406713768269163,22,6887.70745558996,22,271.436473001057,22,471.251063179373,0.934390733272619,0.892883566547772
"23","BLZ",23,0.00166466754964907,23,68.3332691043176,23,3.26174066127311,23,18.9262614633624,0.987771716959093,0.96484588409007
"24","BMU",24,0.00164684986203731,24,168.039444805032,24,3.24119780128593,24,34.6765124612112,0.987794176188583,0.990717895362663
"25","BOL",25,0.00286773944131507,25,396.03309928484,25,7.12684324158077,25,131.809017441861,0.975281527299204,0.905517082744434
"26","BRA",26,0.00869376820153184,26,15177.5883927491,26,630.214564341685,26,2909.04130479279,0.938146191232223,0.824007230665052
"27","BRB",27,0.00214734881822905,27,778.267196702932,27,10.7894069831255,27,45.7151721925217,0.962634362741414,0.949630094336048
"28","BRN",28,0.00184732167356923,28,741.760900224388,28,9.70752046858847,28,79.3133477517258,0.986121648283185,0.998169760734252
"29","BTN",29,0.00140915057350213,29,85.5782118329406,29,3.1095338734635,29,33.6185221259304,0.985668817736648,0.952027464006078
"30","BWA",30,0.00348398645662485,30,2231.20099846353,30,40.7557243137019,30,106.358401242404,0.986194495576404,0.983908094771095
"31","CAF",31,0.00276046824020896,31,41.1353684589969,31,2.76682777384559,31,27.4176574529704,0.963013413362035,0.85766494352539
"32","CAN",32,0.012813844003651,32,35061.5446119439,32,1805.79289150055,32,4846.47081084282,0.94588805735265,0.950165885393057
"33","CHE",33,0.00662140847628205,33,26889.1959387525,33,1893.79450994723,33,2130.56854687904,0.944636055945813,0.923402583870314
"34","CHL",34,0.00506356742418361,34,2542.27931607198,34,60.9448512135223,34,1236.09591978269,0.97249446099176,0.861832325282238
"35","CHN",35,0.0470853195555847,35,97203.6250524177,35,44823.7330127102,35,24642.4666759225,0.879869094097176,0.873462328340608
"36","CIV",36,0.00336729284507446,36,850.656422947257,36,14.5878172843403,36,200.063976584178,0.966491914046205,0.929216945945275
"37","CMR",37,0.00294395805256451,37,237.466609684047,37,14.3774972487166,37,139.178005299833,0.96465087696214,0.706695704968018
"38","COG",38,0.0027996170954947,38,115.339835121913,38,5.3304240233906,38,62.9795536624866,0.969567267650025,0.892475363362282
"39","COL",39,0.00422508014620572,39,6441.78240319358,39,157.865804692556,39,886.09816802736,0.949835076655405,0.815215451171695
"40","COM",40,0.00158032635410039,40,21.8745489847234,40,2.05832518563485,40,11.2920294055736,0.990005283462477,0.969678971734893
"41","CPV",41,0.00190224795796334,41,179.650974278091,41,3.51972486731966,41,25.9102935303139,0.983092651903217,0.984236672051696
"42","CRI",42,0.00305769810884212,42,8774.49960370767,42,361.874585281332,42,391.547185873731,0.962988092064359,0.949436310971056
"43","CUB",43,0.00203374949326134,43,274.789922538587,43,6.16245177238181,43,122.126545189941,0.987878011090018,0.884796547030589
"44","CYP",44,0.00234234119609783,44,2378.38981293546,44,63.178040956189,44,181.394083546739,0.950469414205162,0.921374525133501
"45","CZE",45,0.00996755605984842,45,37602.2109886968,45,3893.89339418531,45,4024.64683614227,0.943434285015847,0.936265149145625
"46","DEU",46,0.0393960526447983,46,55577.4134572585,46,13125.5562880007,46,12813.6358460527,0.925346703835827,0.91152230480524
"47","DJI",47,0.0017024755675749,47,564.111296795916,47,13.6378036548352,47,91.3455676748207,0.987374296878366,0.910138267224846
"48","DMA",48,0.00184644179380217,48,247.24448472798,48,5.17798304348514,48,11.8686764512017,0.95929142937446,0.867750846584217
"49","DNK",49,0.00597568629581049,49,16253.4088145891,49,1367.2256491905,49,1600.92765712562,0.946309713984833,0.923746607282306
"50","DOM",50,0.00319954926866051,50,15951.9119603266,50,273.540792186769,50,352.001495177892,0.983083722423693,0.990501338126147
