iso_o,Country,Time,gdp,gdp_pct,population,trade_gdp_ratio,log_gdp,log_trade_gdp_ratio,country,landlocked,continent,lat,lon,langoff_1,colonizer1,category,development,TIME_PERIOD,log_gdp_pct,log_population,D_log_gdp_pct,D_log_gdp
LBR,Liberia,2006,1119000000.0,320.56,3490787.0,,20.8357012662762,,Liberia,0,Africa,6.3333335,-10.766666,English,FRA,Emerging and Developing Economies,0.0,2006,5.7700696,15.065638,0.10888147,0.16478157
LBY,Libya,2006,60094231606.64,10048.85,5980211.0,97.74,24.81917969395841,4.582310891842009,Libya,0,Africa,32.733334,13.116667,Arabic,TUR,Emerging and Developing Economies,0.0,2006,9.2152138,15.603967,0.21815968,0.23867035
LTU,Lithuania,2006,30116192746.89,9210.1,3269909.0,124.61,24.12832882906289,4.8251888599547765,Lithuania,0,Europe,54.683334,25.316668,Lithuanian,RUS,Advanced Economies,1.0,2006,9.1280556,15.000273,0.15889168,0.14292717
LUX,Luxembourg,2006,42910146296.06,90788.8,472637.0,305.88,24.48237414531388,5.7231928681760245,Luxembourg,1,Europe,49.599998,6.1500001,French,NLD,Advanced Economies,1.0,2006,11.416291,13.066083,0.11423302,0.13018417
MAC,"Macao SAR, China",2006,14874098691.91,29813.79,498900.0,128.79,23.422887194401824,4.858183170904579,Macao SAR,0,Asia,22.27,113.56,Portuguese,PRT,Advanced Economies,1.0,2006,10.302727,13.120161,0.14921188,0.20146561
MDG,Madagascar,2006,6395712490.94,324.15,19730909.0,62.1,22.578893679522533,4.128745988939433,Madagascar,0,Africa,-18.866667,47.5,French,FRA,Emerging and Developing Economies,0.0,2006,5.7812061,16.797697,0.058242321,0.087602615
MWI,Malawi,2006,5818279739.14,440.82,13198701.0,,22.48427047753077,,Malawi,1,Africa,-13.966666,33.816666,English,GBR,Emerging and Developing Economies,0.0,2006,6.0886369,16.39563,0.061901569,0.089454651
MYS,Malaysia,2006,162692258307.06,6158.41,26417909.0,202.58,25.81512626741522,5.311134870258651,Malaysia,0,Asia,3.1333334,101.7,Malay,GBR,Emerging and Developing Economies,0.0,2006,8.7255735,17.089552,0.10301495,0.1252861
MDV,Maldives,2006,1575200390.62,5018.94,313851.0,,21.17764833327037,,Maldives,0,Asia,4.1666665,73.466667,Maldivian,GBR,Emerging and Developing Economies,0.0,2006,8.5209742,12.656673,0.2791338,0.30306816
MLI,Mali,2006,8858863052.71,633.22,13990139.0,45.44,22.904684269707325,3.816392774412896,Mali,1,Africa,12.666667,-7.9833331,French,FRA,Emerging and Developing Economies,0.0,2006,6.4508181,16.453863,0.06793642,0.10074234
MLT,Malta,2006,6749838861.63,16653.6,405308.0,182.43,22.63278446919479,5.206366537800128,Malta,0,Europe,35.900002,14.533334,English,GBR,Advanced Economies,1.0,2006,9.7203817,12.912402,0.050635338,0.05427742
MHL,Marshall Islands,2006,143200000.0,2754.27,51992.0,112.41,18.77975281249082,4.722152901473706,Marshall Islands,0,Pacific,7.1500001,171.2,English,,Emerging and Developing Economies,0.0,2006,7.9209075,10.858845,0.035333633,0.036989212
MRT,Mauritania,2006,3919577285.93,1300.6,3013660.0,82.79,22.089249649712208,4.416307281150715,Mauritania,0,Africa,18.15,-15.966666,Arabic,FRA,Emerging and Developing Economies,0.0,2006,7.1705809,14.918666,0.26385593,0.28893089
MUS,Mauritius,2006,7028810680.89,5695.98,1233996.0,127.06,22.67328335077404,4.844659415838387,Mauritius,0,Africa,-20.166666,57.5,English,GBR,Emerging and Developing Economies,0.0,2006,8.6475163,14.025768,0.061911583,0.066574097
MEX,Mexico,2006,1020265057882.01,9512.64,107253666.0,54.48,27.65108357013543,3.997833661841257,Mexico,0,America,19.416666,-99.166664,Spanish,ESP,Emerging and Developing Economies,0.0,2006,9.1603765,18.490707,0.092549324,0.10608673
FSM,"Micronesia, Fed. Sts.",2006,253541900.0,2289.75,110729.0,95.32,19.35103965333334,4.557239652230542,Micronesia,0,Pacific,6.9166665,158.25,English,ESP,Emerging and Developing Economies,0.0,2006,7.7361979,11.614841,0.019091606,0.01294136
MDA,Moldova,2006,3408255450.55,1183.02,2880967.0,137.15,21.94946639925171,4.9210752173836125,Moldova,0,Europe,47.0,28.833334,Romanian,RUS,Emerging and Developing Economies,0.0,2006,7.0758257,14.873636,0.13425875,0.13148117
MNG,Mongolia,2006,3414055661.62,1329.89,2567168.0,112.93,21.951166765116625,4.726768157735579,Mongolia,1,Asia,47.900002,106.86667,Mongolian,CHN,Emerging and Developing Economies,0.0,2006,7.1928515,14.758314,0.29020929,0.30226517
MAR,Morocco,2006,75883823300.85,2438.13,30771178.0,64.67,25.05246936689109,4.169297415458502,Morocco,0,Africa,34.033333,-6.8499999,Arabic,FRA,Emerging and Developing Economies,0.0,2006,7.7989864,17.242088,0.08342123,0.097234726
MOZ,Mozambique,2006,9509835536.93,457.49,20787087.0,67.35,22.97559241965596,4.209902902856373,Mozambique,0,Africa,-25.966667,32.583332,Portuguese,PRT,Emerging and Developing Economies,0.0,2006,6.1257548,16.849842,0.046348095,0.069820404
MMR,Myanmar,2006,14502553709.83,303.5,47785135.0,,23.39759058878531,,Myanmar,0,Asia,16.783333,96.166664,Burmese,GBR,Emerging and Developing Economies,0.0,2006,5.7153816,17.682224,0.183218,0.19050407
NAM,Namibia,2006,8001779551.06,4017.18,1991888.0,86.83,22.80292979777177,4.463952184072554,Namibia,0,Africa,-22.566668,17.1,English,DEU,Emerging and Developing Economies,0.0,2006,8.2983351,14.504594,0.086100578,0.09888649
NRU,Nauru,2006,29183626.71,2908.47,10034.0,,17.18911838086156,,Nauru,0,Pacific,-0.53333336,166.91667,Nauruan,GBR,Emerging and Developing Economies,0.0,2006,7.9753823,9.2137346,-0.03548193,-0.036973953
NPL,Nepal,2006,9043715355.89,340.43,26565425.0,44.76,22.92533591761275,3.801314883443725,Nepal,1,Asia,27.700001,85.316666,Nepali,,Emerging and Developing Economies,0.0,2006,5.8302097,17.095121,0.096803665,0.10647774
NLD,Netherlands,2006,737593995289.41,45123.54,16346101.0,127.2,27.32665936827905,4.845760650906022,The Netherlands,0,Europe,52.349998,4.9000001,Dutch,,Advanced Economies,1.0,2006,10.717159,16.609501,0.067804337,0.069410324
NCL,New Caledonia,2006,6979155387.87,28193.25,247547.0,68.02,22.66619374179589,4.21980177957905,New Caledonia,0,Pacific,-22.266666,166.45,French,FRA,,1.0,2006,10.246838,12.419355,0.099294662,0.11216736
NZL,New Zealand,2006,111538810712.66,26654.59,4184600.0,59.6,25.43763844542189,4.087655574071304,New Zealand,0,Pacific,-44.283333,174.78334,English,GBR,Advanced Economies,1.0,2006,10.190717,15.246922,-0.040312767,-0.028121948
NIC,Nicaragua,2006,6763672380.61,1248.17,5418855.0,87.31,22.634831831063096,4.469465003822716,Nicaragua,0,America,12.1,-86.300003,Spanish,ESP,Emerging and Developing Economies,0.0,2006,7.1294336,15.505395,0.053370953,0.067638397
NER,Niger,2006,4756361252.38,333.35,14268581.0,36.53,22.282748770077056,3.5981338408071912,Niger,1,Africa,13.533334,2.0833333,French,FRA,Emerging and Developing Economies,0.0,2006,5.8091931,16.47357,0.045131207,0.081678391
NGA,Nigeria,2006,238454997161.48,1599.54,149077334.0,,26.19744643832356,,Nigeria,0,Africa,6.4499998,3.4666667,English,GBR,Emerging and Developing Economies,0.0,2006,7.3774714,18.819975,0.27795601,0.3055706
MKD,North Macedonia,2006,6861226971.56,3440.44,1994287.0,92.55,22.64915212151886,4.527749039019507,North Macedonia,1,Europe,42.0,21.466667,Macedonian,TUR,Emerging and Developing Economies,0.0,2006,8.1433544,14.505797,0.097452164,0.091930389
NOR,Norway,2006,346915160681.71,74434.5,4660677.0,71.66,26.57234609328716,4.271932711876808,Norway,0,Europe,59.916668,10.75,Norwegian,,Advanced Economies,1.0,2006,11.217675,15.354671,0.10452366,0.11257744
OMN,Oman,2006,42577633289.99,16930.86,2514795.0,86.15,24.474594912198818,4.456089962973938,Oman,0,Asia,23.616667,58.633335,Arabic,,Emerging and Developing Economies,0.0,2006,9.7368937,14.737701,0.15949249,0.18160057
PAK,Pakistan,2006,161871385506.36,900.87,179682690.0,33.05,25.81006794023268,3.498021566297695,Pakistan,0,Asia,33.666668,73.133331,Urdu,GBR,Emerging and Developing Economies,0.0,2006,6.8033609,19.006702,0.084806919,0.10863113
PLW,Palau,2006,193679700.0,9885.15,19593.0,161.52,19.08171632164616,5.084628974004582,Palau,0,Pacific,7.3333335,134.48334,English,GBR,Emerging and Developing Economies,0.0,2006,9.1987886,9.8829279,0.025147438,0.013679504
PAN,Panama,2006,18659721500.0,5528.77,3375024.0,141.47,23.649633107281023,4.952087680470843,Panama,0,America,8.9499998,-79.5,Spanish,ESP,Emerging and Developing Economies,0.0,2006,8.6177206,15.031913,0.096985817,0.1155262
PNG,Papua New Guinea,2006,8354911040.7,1238.18,6747720.0,,22.84611535150441,,Papua New Guinea,0,Pacific,-9.5,147.11667,English,GBR,Emerging and Developing Economies,0.0,2006,7.121398,15.724715,0.50869846,0.54059982
PRY,Paraguay,2006,13429430050.26,2439.43,5505148.0,84.73,23.32071440803001,4.439469730210373,Paraguay,1,America,-25.25,-57.666668,Spanish,ESP,Emerging and Developing Economies,0.0,2006,7.7995195,15.521194,0.21328926,0.2237072
PER,Peru,2006,88643193061.75,3129.56,28324491.0,51.79,25.20788508210513,3.9471970804358,Peru,0,America,-12.1,-77.050003,Spanish,ESP,Emerging and Developing Economies,0.0,2006,8.0486479,17.159237,0.14517355,0.15308952
PHL,Philippines,2006,127652926368.07,1426.15,89508986.0,80.85,25.57258090530705,4.392595586023115,Philippines,0,Asia,14.616667,120.96667,English,ESP,Emerging and Developing Economies,0.0,2006,7.2627339,18.309849,0.15575075,0.17256927
POL,Poland,2006,345897630736.17,9068.86,38141267.0,77.7,26.56940870330311,4.3528552573736015,Poland,0,Europe,52.25,21.0,Polish,DEU,Emerging and Developing Economies,0.0,2006,9.1126022,17.456808,0.11993027,0.11929512
PRT,Portugal,2006,208756449275.85,19839.45,10522288.0,68.55,26.064434094934757,4.227563406008323,Portugal,0,Europe,38.733334,-9.1333332,Portuguese,,Advanced Economies,1.0,2006,9.8954277,16.169006,0.054872513,0.056676865
QAT,Qatar,2006,60882142857.14,62582.45,972831.0,98.57,24.83220574792804,4.590766955677347,Qatar,0,Asia,25.25,51.533333,Arabic,GBR,Emerging and Developing Economies,0.0,2006,11.04424,13.787966,0.14843273,0.31276512
RUS,Russian Federation,2006,989932071352.54,6920.2,143049637.0,54.73,27.62090216292553,4.0024120051558265,Russia,0,Asia,55.75,37.700001,Russian,,Emerging and Developing Economies,0.0,2006,8.8422003,18.778702,0.26232147,0.25904846
RWA,Rwanda,2006,3319784538.73,357.0,9299246.0,33.22,21.923165719795957,3.503152104185149,Rwanda,1,Africa,-1.9333333,30.066668,French,BEL,Emerging and Developing Economies,0.0,2006,5.8777356,16.045444,0.096930504,0.12359428
WSM,Samoa,2006,499923757.78,2663.29,187709.0,82.47,20.02996616031953,4.4124345908452645,Samoa,0,Pacific,-13.8,171.75,Samoan,DEU,Emerging and Developing Economies,0.0,2006,7.8873177,12.142648,0.043453217,0.047355652
STP,Sao Tome and Principe,2006,142775104.08,861.97,165638.0,,18.776781251494096,,São Tomé and Príncipe,0,Africa,0.2,6.7166667,Portuguese,PRT,Emerging and Developing Economies,0.0,2006,6.7592206,12.01756,0.020866871,0.045307159
SAU,Saudi Arabia,2006,376900133511.35,17563.61,21459144.0,89.94,26.655246091454917,4.499142781342561,Saudi Arabia,0,Asia,24.65,46.766666,Arabic,,Emerging and Developing Economies,0.0,2006,9.7735844,16.88166,0.09475708,0.13756752
SEN,Senegal,2006,11697918243.0,1017.2,11500094.0,54.14,23.182676734970347,3.9915732841861553,Senegal,0,Africa,14.633333,-17.450001,French,FRA,Emerging and Developing Economies,0.0,2006,6.924809,16.257866,0.037409306,0.060693741
SYC,Seychelles,2006,1081441283.32,12782.99,84600.0,177.57,20.80156050999264,5.179364897370744,Seychelles,0,Africa,-4.6333332,55.466667,English,GBR,Emerging and Developing Economies,0.0,2006,9.4558706,11.34569,0.079836845,0.10064316
SLE,Sierra Leone,2006,3263697466.74,580.27,5624466.0,22.09,21.906126581866456,3.095125017432026,Sierra Leone,0,Africa,8.5,-13.283334,English,GBR,Emerging and Developing Economies,0.0,2006,6.3634934,15.542637,0.22656584,0.24862099
SGP,Singapore,2006,148627286361.35,33768.45,4401365.0,425.36,25.72470757526275,6.052935869196083,Singapore,0,Asia,1.2833333,103.85,English,GBR,Advanced Economies,1.0,2006,10.427282,15.297425,0.11961937,0.15091324
SVK,Slovak Republic,2006,70751813442.99,13167.9,5373054.0,164.99,24.98244400484431,5.105884866003353,Slovak Republic,1,Europe,48.166668,17.166666,Slovak,HUN,Advanced Economies,1.0,2006,9.4855375,15.496907,0.12320232,0.12324905
SVN,Slovenia,2006,39260368837.03,19563.01,2006868.0,130.52,24.393481420478818,4.87152647172512,Slovenia,0,Europe,46.066666,14.5,Slovenian,AUT,Advanced Economies,1.0,2006,9.8813953,14.512086,0.084952354,0.088144302
SLB,Solomon Islands,2006,617258154.26,1255.63,491594.0,69.79,20.240797896730086,4.245490733029061,Solomon Islands,0,Pacific,-9.4666662,159.95,English,GBR,Emerging and Developing Economies,0.0,2006,7.1353927,13.105409,0.092704296,0.11017418
ZAF,South Africa,2006,303858675363.64,6077.38,49998277.0,53.77,26.43982854658848,3.9847156908215866,South Africa,0,Africa,-25.73,28.219999,English,GBR,Emerging and Developing Economies,0.0,2006,8.7123289,17.727499,0.040377617,0.050596237
ESP,Spain,2006,1261846683275.29,28421.69,44397319.0,56.08,27.86359738556384,4.026779242726335,Spain,0,Europe,40.416668,-3.7166667,Spanish,,Advanced Economies,1.0,2006,10.254908,17.60869,0.071860313,0.088764191
LKA,Sri Lanka,2006,28279802405.91,1389.51,20352411.0,71.26,24.0654136908892,4.26633516017769,Sri Lanka,0,Asia,6.9166665,79.866669,Sinhala,GBR,Emerging and Developing Economies,0.0,2006,7.2367063,16.828711,0.14063072,0.14732742
KNA,St. Kitts and Nevis,2006,644414814.81,13837.85,46569.0,,20.283853199086625,,St. Kitts and Nevis,0,America,17.283333,-62.716667,English,GBR,Emerging and Developing Economies,0.0,2006,9.5351629,10.748691,0.16068268,0.16352272
LCA,St. Lucia,2006,1268319185.19,7611.18,166639.0,,20.960958384620405,,St. Lucia,0,America,14.016666,-60.983334,English,GBR,Emerging and Developing Economies,0.0,2006,8.9373732,12.023585,0.10340881,0.11057091
VCT,St. Vincent and the Grenadines,2006,643501148.15,5744.83,112014.0,,20.282434369225747,,St. Vincent and the Grenadines,0,America,13.2,-61.233334,English,GBR,Emerging and Developing Economies,0.0,2006,8.6560555,11.626379,0.10786915,0.10398293
SDN,Sudan,2006,45263831634.15,1132.47,31992435.0,36.2,24.535774131857263,3.5890591188317256,Sudan,0,Africa,15.55,32.533333,Arabic,GBR,Emerging and Developing Economies,0.0,2006,7.0321565,17.28101,0.22362518,0.25195313
SUR,Suriname,2006,2626380435.18,5002.66,524997.0,98.17,21.688872474832102,4.58670066970443,Suriname,0,America,5.8666668,-55.233334,Dutch,NLD,Emerging and Developing Economies,0.0,2006,8.517725,13.171148,0.37060165,0.3814888
SWE,Sweden,2006,422530427475.54,46531.6,9080505.0,88.33,26.769527298844075,4.4810798007570405,Sweden,0,Europe,59.333332,18.083334,Swedish,,Advanced Economies,1.0,2006,10.747887,16.021641,0.07016468,0.075790405
CHE,Switzerland,2006,441634672196.52,59011.03,7483934.0,106.25,26.81374884376493,4.665794807804526,Switzerland,1,Europe,46.950001,7.4333334,German,,Advanced Economies,1.0,2006,10.985479,15.828269,0.048044205,0.054321289
SYR,Syrian Arab Republic,2006,33751788856.3,1718.78,19637022.0,74.21,24.24229925600996,4.306898911982042,Syria,0,Asia,33.5,36.316666,Arabic,FRA,Emerging and Developing Economies,0.0,2006,7.4493699,16.792927,0.113801,0.1566143
TJK,Tajikistan,2006,2830213848.62,401.02,7057566.0,141.15,21.763618110630063,4.949823154699498,Tajikistan,1,Asia,38.633335,68.849998,Tajik,RUS,Emerging and Developing Economies,0.0,2006,5.9940114,15.76961,0.1830802,0.2020874
TZA,Tanzania,2006,18619859795.29,475.75,40294902.0,42.77,23.6474945789759,3.755836922238817,Tanzania,0,Africa,-6.1700001,35.740002,English,GBR,Emerging and Developing Economies,0.0,2006,6.1648927,17.511736,-0.015807152,0.01212883
THA,Thailand,2006,221758296021.62,3331.32,66567687.0,134.09,26.12485386903324,4.898511216291551,Thailand,0,Asia,13.733334,100.5,Thai,,Emerging and Developing Economies,0.0,2006,8.111124,18.013729,0.14985847,0.15815735
TGO,Togo,2006,3320907721.75,552.5,6010668.0,61.61,21.923503992670724,4.120824195026479,Togo,0,Africa,6.1666665,1.35,French,FRA,Emerging and Developing Economies,0.0,2006,6.3144536,15.609046,0.0022468567,0.030263901
TON,Tonga,2006,292232703.31,2750.35,106253.0,66.35,19.493060971996968,4.194943760778217,Tonga,0,Pacific,-21.15,-175.23334,Tongan,GBR,Emerging and Developing Economies,0.0,2006,7.9194837,11.573578,0.10438538,0.10987854
TTO,Trinidad and Tobago,2006,18369361094.39,14152.66,1297944.0,,23.633949955731374,,Trinidad and Tobago,0,America,10.633333,-61.516666,English,GBR,Emerging and Developing Economies,0.0,2006,9.5576582,14.076292,0.13653469,0.1391964
TUN,Tunisia,2006,34376664600.59,3322.57,10346410.0,93.94,24.260643816505144,4.542656280598849,Tunisia,0,Africa,36.833332,10.216666,Arabic,FRA,Emerging and Developing Economies,0.0,2006,8.1084938,16.152151,0.054343224,0.063171387
TUR,Turkiye,2006,557076157773.48,7953.08,70045349.0,48.76,27.045967796025376,3.886910304613071,Türkiye,0,Europe,39.93,32.849998,Turkish,,Emerging and Developing Economies,0.0,2006,8.9813147,18.064653,0.085272789,0.095542908
TKM,Turkmenistan,2006,10276674364.9,1996.59,5147105.0,52.45,23.05314253927436,3.959860334842306,Turkmenistan,1,Asia,37.950001,58.383335,Turkmen,RUS,Emerging and Developing Economies,0.0,2006,7.599196,15.453945,0.21892786,0.23753166
TUV,Tuvalu,2006,24096875.46,2396.27,10056.0,,16.997592741093076,,Tuvalu,0,Pacific,-8.5,179.2,Tuvaluan,GBR,Emerging and Developing Economies,0.0,2006,7.7816687,9.2159252,0.038906574,0.050510406
UGA,Uganda,2006,9977647682.97,346.52,28794003.0,43.63,23.02361319637822,3.775744987135518,Uganda,1,Africa,0.33333334,32.583332,English,GBR,Emerging and Developing Economies,0.0,2006,5.8479404,17.175678,0.047605991,0.076889038
UKR,Ukraine,2006,111884752475.25,2366.49,47278694.0,89.18,25.440735182705215,4.49065679919933,Ukraine,0,Europe,50.416668,30.5,Ukrainian,RUS,Emerging and Developing Economies,0.0,2006,7.7691631,17.67157,0.23261786,0.22615242
ARE,United Arab Emirates,2006,222116541865.21,44342.6,5009100.0,119.47,26.126468044430435,4.783065293829132,United Arab Emirates,0,Asia,24.466667,54.416668,Arabic,GBR,Emerging and Developing Economies,0.0,2006,10.699701,15.426766,0.13560772,0.20682144
GBR,United Kingdom,2006,2708441582336.71,44512.46,60846820.0,56.91,28.627394523540293,4.041471072615033,United Kingdom,0,Europe,51.5,-0.16666667,English,,Advanced Economies,1.0,2006,10.703525,17.92387,0.055607796,0.062957764
USA,United States,2006,13815583000000.0,46301.99,298379912.0,26.98,30.256818273920207,3.2950958507796098,United States,0,America,38.867001,-77.0,English,GBR,Advanced Economies,1.0,2006,10.74294,19.513878,0.048194885,0.05783844
URY,Uruguay,2006,19741420739.89,6001.33,3289506.0,61.97,23.70598484100065,4.126650396974016,Uruguay,0,America,-34.916668,-56.166668,Spanish,ESP,Emerging and Developing Economies,0.0,2006,8.6997366,15.006248,0.12724876,0.12838554
UZB,Uzbekistan,2006,17330833852.92,649.12,26699043.0,67.47,23.57575305566872,4.211683054639334,Uzbekistan,1,Asia,41.266666,69.216667,Uzbek,RUS,Emerging and Developing Economies,0.0,2006,6.4756174,17.100138,0.17880297,0.19170189
VUT,Vanuatu,2006,439358586.54,2034.79,215923.0,89.54,19.90082646345021,4.49468545281282,Vanuatu,0,Pacific,-17.75,168.3,English,GBR,Emerging and Developing Economies,0.0,2006,7.6181479,12.282677,0.082322598,0.10652542
VEN,"Venezuela, RB",2006,183477522123.89,6739.38,27224686.0,58.67,25.935358001700227,4.071928522937768,Venezuela,0,America,10.583333,-66.933334,Spanish,ESP,Emerging and Developing Economies,0.0,2006,8.8157234,17.119635,0.21557045,0.23182297
VNM,Viet Nam,2006,66371664817.04,807.76,82167897.0,138.31,24.918536067668512,4.929497542636617,Vietnam,0,Asia,21.016666,105.86667,Vietnamese,FRA,Emerging and Developing Economies,0.0,2006,6.6942649,18.224276,0.12794399,0.1411705
YEM,"Yemen, Rep.",2006,19063143369.86,809.71,23543083.0,82.08,23.671022641294535,4.407694381422459,Yemen,0,Asia,15.4,44.233334,Arabic,GBR,Emerging and Developing Economies,0.0,2006,6.6966763,16.974342,0.097949505,0.13045883
ZMB,Zambia,2006,12756858899.28,1051.72,12129553.0,57.86,23.26933491679077,4.058026299547989,Zambia,1,Africa,-15.466666,28.266666,English,GBR,Emerging and Developing Economies,0.0,2006,6.9581823,16.311155,0.39153814,0.42598152
ZWE,Zimbabwe,2006,5443896938.33,430.81,12636445.0,82.82,22.41776099031653,4.416669578117421,Zimbabwe,1,Africa,-17.833334,31.049999,English,GBR,Emerging and Developing Economies,0.0,2006,6.0656672,16.352097,-0.067795753,-0.055610657
