"","iso_o","pageRank_total.name","pageRank_total.wpr","close_total.name","close_total.closeness","outdegree_total.name","outdegree_total.degree","indegree_total.name","indegree_total.degree","local_clust_tt_total","local_clust_out_total"
"1","ABW",1,0.00177900203733767,1,5005.48223567569,1,94.5611224149796,1,390.696807114284,0.984012496050106,0.940155059247505
"2","AFG",2,0.00280487230165614,2,13466.4129457418,2,252.497388630628,2,1328.21675666499,0.952833766615558,0.983228927831478
"3","AGO",3,0.00310310385623179,3,99519.5789159376,3,3445.60819159197,3,1739.48628306159,0.988814398307926,0.994842782215099
"4","ALB",4,0.00220338740700787,4,26954.3963709598,4,402.812976482305,4,747.929685756248,0.985693973531634,0.987789603766239
"5","AND",5,0.00189706644259127,5,2127.64359805275,5,38.2270246732865,5,302.777850194218,0.992099742266839,0.957160769857931
"6","ARE",6,0.0202647987374871,6,122122.010308877,6,20196.2448109812,6,18401.4112458297,0.950630210040672,0.947201584735248
"7","ARG",7,0.00397492790431179,7,74364.3048969284,7,6406.16113751315,7,5396.05985995747,0.972139623624867,0.959922215026475
"8","ARM",8,0.00212269236471759,8,15304.2236537102,8,403.583341502865,8,547.097974075716,0.967139834622898,0.962150044034012
"9","ATG",9,0.0020929129091843,9,7830.25546450543,9,86.9451023370236,9,247.718102235859,0.981958483253099,0.967679014143707
"10","AUS",10,0.00939884962019693,10,158247.64516468,10,16030.4631194941,10,14572.4601960311,0.981451107341421,0.981704921852384
"11","AUT",11,0.00686735652083959,11,134651.432190651,11,11872.9540996083,11,12140.3745646834,0.979211145658698,0.973623555664805
"12","AZE",12,0.00232746173563192,12,54165.0800522025,12,1952.81004023571,12,1225.63877822494,0.97783059308262,0.977329116789566
"13","BDI",13,0.00190795277398091,13,5254.30162097965,13,61.6292271898878,13,154.28160832307,0.981162716596477,0.989846991028748
"14","BEL",14,0.0152890025854237,14,138520.419528006,14,22202.1697188816,14,23167.9951796269,0.980842487012968,0.979350858431667
"15","BEN",15,0.00228892538273988,15,14050.1254108547,15,258.498783115163,15,846.768505686979,0.981385495744892,0.974596141576328
"16","BFA",16,0.00231413423138043,16,33358.1874206222,16,491.516420938723,16,542.759493203075,0.972995721617999,0.98436929617063
"17","BGD",17,0.00324233878348356,17,70960.7187568973,17,4229.29793062672,17,3815.69780111362,0.988168204520089,0.984784962592778
"18","BGR",18,0.00349223106780211,18,51521.2978162842,18,2831.3886267145,18,3155.40798118666,0.971760373303109,0.959405507074599
"19","BHR",19,0.00271447038493882,19,37418.2019318289,19,1503.88283669067,19,1943.85107712364,0.957030954188518,0.955789378887001
"20","BHS",20,0.00217640678783574,20,13990.4058622295,20,301.251717305442,20,1164.43052858603,0.986350359894078,0.978335432224728
"21","BIH",21,0.00245859560971242,21,23291.2044423475,21,809.379729874591,21,1085.79909883091,0.97144470909813,0.976702037745587
"22","BLR",22,0.00348496416765281,22,75806.3372452842,22,2780.26179053174,22,3109.29463581548,0.976867782505837,0.976038286354781
"23","BLZ",23,0.00198248035970246,23,6310.74544219848,23,121.183952597579,23,229.984651957619,0.960171959698784,0.955884460686781
"24","BMU",24,0.00199411080042335,24,9383.70965126945,24,109.442784822262,24,542.253307081679,0.98956588547431,0.976611251263853
"25","BOL",25,0.00224494166671932,25,32848.9919158278,25,1191.47711885702,25,1115.72166187702,0.982882471808206,0.991253538338059
"26","BRA",26,0.0081400342300744,26,139689.548291004,26,16051.2066909704,26,11986.8716195055,0.956639711042729,0.951543745296912
"27","BRB",27,0.00241626384483454,27,4714.57938848827,27,123.184885151231,27,307.718795572666,0.924099701085435,0.823959271530946
"28","BRN",28,0.00193736028316373,28,37473.1156977632,28,833.887454909751,28,582.640389185191,0.992452443496606,0.990869756151726
"29","BTN",29,0.00160967190286603,29,14793.1919891448,29,118.228391441177,29,167.75635085102,0.998608711565659,0.996889183703934
"30","BWA",30,0.00245403118584352,30,37240.2545958821,30,1276.66494812115,30,989.97170730557,0.984436817175156,0.982542116461003
"31","CAF",31,0.00177711861699626,31,2747.10672234066,31,52.0463998726465,31,85.881192156983,0.983164339561723,0.983757175951118
"32","CAN",32,0.0184623943250436,32,191582.168582024,32,27840.5226549841,32,27431.1706166623,0.986234712692258,0.990454034103359
"33","CHE",33,0.0182004819128882,33,150871.391308729,33,22995.2015441035,33,21460.1401162115,0.977250327244659,0.981782418711341
"34","CHL",34,0.00423992482069526,34,107582.31395569,34,6472.17803252934,34,5747.41680783701,0.982290748800582,0.985266929761203
"35","CHN",35,0.0562208998090867,35,237105.637482514,35,87939.9571598684,35,64804.5537096671,0.951991553709251,0.951706100195257
"36","CIV",36,0.00294841779064406,36,31108.5665625024,36,1689.47487320398,36,1316.46850852468,0.957578627209303,0.954033360823357
"37","CMR",37,0.00264458251042146,37,16901.4283536524,37,667.872498404245,37,889.660701293707,0.960343287472109,0.963522489026305
"38","COG",38,0.00387427955428459,38,38797.2458660666,38,1210.30022380256,38,1466.72271599671,0.953277542192298,0.980581286690667
"39","COL",39,0.00436605525451739,39,92996.9822854088,39,4298.66446487214,39,4649.08001036786,0.960969566466653,0.951513854229462
"40","COM",40,0.00170084119249902,40,1662.73728161624,40,28.5752788449735,40,106.098757483792,0.987134332722115,0.991883794636367
"41","CPV",41,0.00183955740524987,41,3606.18446564311,41,36.2013351293084,41,195.38657300578,0.986198827003186,0.988566551333106
"42","CRI",42,0.00283360403173296,42,56236.1004410814,42,1588.32082527126,42,1907.31130239049,0.961175223236878,0.95419547562463
"43","CUB",43,0.00230631175437594,43,13866.7632078144,43,398.096774802661,43,1411.68505057238,0.970797214688374,0.965743077303995
"44","CYP",44,0.00268615264426943,44,12013.4894951827,44,610.991979907401,44,1343.75818967316,0.95320318234884,0.886580424521152
"45","CZE",45,0.00636337384346943,45,136875.720662367,45,11897.3039197847,45,10677.4970508907,0.980122824235033,0.980490596028481
"46","DEU",46,0.0411328379053296,46,220298.596504139,46,69125.3842760565,46,55487.8345851427,0.9741756297718,0.972669241027451
"47","DJI",47,0.00188735852346305,47,5123.9011562561,47,90.6236792698613,47,761.73667024626,0.993523435434413,0.966660675904981
"48","DMA",48,0.0019496848984254,48,1900.70057363709,48,28.3482186000927,48,77.4096130818128,0.955088607397101,0.931794477135414
"49","DNK",49,0.00564162715852255,49,92425.853370608,49,8210.24545820766,49,7669.40017970003,0.976680496725322,0.972449249264833
"50","DOM",50,0.00333180716828191,50,59312.6756140265,50,1472.71550909636,50,2319.61698667033,0.967018742387963,0.954121950210546
"51","DZA",51,0.00401772021194658,51,60274.5301010611,51,3833.94963945264,51,5107.72914315212,0.98876182356681,0.993842665331462
"52","ECU",52,0.00277587414548207,52,68529.8158372629,52,2468.26433429144,52,2050.71012576966,0.967796412620498,0.963243817221767
"53","EGY",53,0.00585823112004463,53,44818.0429913829,53,3178.10335481654,53,7075.76810392015,0.96393201218162,0.940189282146537
"54","ERI",54,0.00158404477232588,54,9094.59702369326,54,111.368869204648,54,101.193006788201,0.992071820725478,0.9943345860281
"55","ESP",55,0.0169445189158708,55,128577.180997695,55,20934.2926825836,55,21888.9527804454,0.962156361356347,0.96225725439101
"56","EST",56,0.00271841558851921,56,31123.4425970814,56,1571.08895868918,56,2002.7268719915,0.973331544181975,0.966685701960804
"57","ETH",57,0.00302666810873395,57,15612.02021359,57,534.867818352899,57,1939.99362524538,0.976226461758226,0.977085683163569
"58","FIN",58,0.00427194355411839,58,77941.1607810591,58,6053.41557048348,58,5974.27201573692,0.976646046558597,0.972323894654368
"59","FJI",59,0.00206510274652273,59,10622.2062769401,59,193.153998847638,59,433.896228582365,0.961088795611463,0.897618847333857
"60","FRA",60,0.0257238348826979,60,159237.162654968,60,32992.4591051973,60,35641.9314338914,0.969714861005747,0.967666778400199
"61","FSM",61,0.00161781681558552,61,2865.80437529758,61,27.6612391784067,61,57.773935185252,0.993620795366979,0.987802703292117
"62","GAB",62,0.00251402105256699,62,32530.0664598263,62,1226.70572760743,62,661.300385772718,0.921193759455371,0.925413799163303
"63","GBR",63,0.0256829947140988,63,150087.59543394,63,27149.0792014032,63,39180.0867634126,0.974755362691852,0.971111865488509
"64","GEO",64,0.00241538771845778,64,10290.3274940625,64,426.568234407082,64,1151.08889251291,0.965512933069185,0.945702348132343
"65","GHA",65,0.00304719448556546,65,41080.0979031741,65,1624.51644556442,65,1937.07808827247,0.973420134674925,0.975070457967306
"66","GIN",66,0.00213421035135057,66,25452.1047361245,66,639.339493029745,66,703.9068891849,0.984026701232436,0.979658071430489
"67","GMB",67,0.00185573658167732,67,5444.75397383388,67,58.5871939194149,67,225.705074400086,0.986004182141155,0.979333889930266
"68","GNB",68,0.00174648169093503,68,9237.1170404823,68,98.887730128996,68,82.7213153451185,0.982591155518073,0.974363851710284
"69","GNQ",69,0.00179953267455275,69,24882.324128543,69,801.809193446207,69,330.91780126472,0.99580302251162,0.997421563721123
"70","GRC",70,0.00519989175874041,70,47788.7733847835,70,3206.9763873866,70,5148.9834142293,0.942505117355763,0.93658205553815
"71","GRD",71,0.00203925164766753,71,1359.63159177856,71,21.4732831341981,71,120.724621343762,0.965551983966295,0.938543940564821
"72","GRL",72,0.0018286447168023,72,15170.6609524881,72,184.322836542591,72,187.646528983059,0.989786637663711,0.999261294811068
