"","iso_o","pageRank_total.name","pageRank_total.wpr","close_total.name","close_total.closeness","outdegree_total.name","outdegree_total.degree","indegree_total.name","indegree_total.degree","local_clust_tt_total","local_clust_out_total"
"1","ABW",1,0.00192958550715096,1,47806.5444371531,1,912.242480030539,1,558.03830405672,0.9933036909298,0.991467478105851
"2","AFG",2,0.00225894449614394,2,10098.7515319108,2,162.194150846057,2,933.449236525356,0.946582732674582,0.964345060959696
"3","AGO",3,0.00365717153284297,3,106297.340433653,3,6962.74382622856,3,2896.27285606733,0.980254721730674,0.988315011139482
"4","ALB",4,0.00230409496978528,4,22138.9766782619,4,402.469837595857,4,793.397171809876,0.976447969134423,0.973296870532298
"5","AND",5,0.00197147776883245,5,4685.73051729069,5,56.8745499841723,5,393.973109319276,0.996268426859879,0.985544151076292
"6","ARE",6,0.0105162877829682,6,124117.873206469,6,16315.2702678032,6,13941.8288027964,0.95804998620458,0.94284105352169
"7","ARG",7,0.00416904175915651,7,75870.7782337461,7,7569.94238462002,7,5420.69511324256,0.958766919504715,0.944089410326894
"8","ARM",8,0.00210453107912976,8,9834.71550745331,8,253.242401285569,8,598.995864783861,0.973783960856212,0.975846835631585
"9","ATG",9,0.0019674818928894,9,6268.38239342388,9,103.316630396635,9,400.36267132924,0.977481888410931,0.968922213620271
"10","AUS",10,0.0102665126476092,10,124254.064505901,10,15873.5237417862,10,14870.7644562919,0.967441481105379,0.971980293972404
"11","AUT",11,0.00780830873210099,11,134259.750975559,11,13281.7451319617,11,13866.4574930815,0.971742493663472,0.968310839477073
"12","AZE",12,0.00256215882278517,12,79804.7671329492,12,4440.61118251798,12,1376.0843984458,0.986124000879684,0.985009047455559
"13","BDI",13,0.00185734070086779,13,3869.45066946097,13,48.4984228641592,13,88.9613280103463,0.973689185356867,0.965619393079602
"14","BEL",14,0.020463960575372,14,154430.552780239,14,29154.6107688455,14,30701.4260117684,0.976189131525312,0.973761158239898
"15","BEN",15,0.0023083175827963,15,6112.41298094493,15,211.191162399875,15,961.910726211353,0.978100447259068,0.939736294174159
"16","BFA",16,0.00214468216723875,16,8176.36207175962,16,168.225676909093,16,367.544428490747,0.966193501690679,0.971681465829268
"17","BGD",17,0.00326702828699696,17,52960.1488452145,17,2169.16429540768,17,2790.60602389454,0.965713213341233,0.987219930506978
"18","BGR",18,0.0039668210288467,18,38440.2202041998,18,2517.33285822765,18,3766.04525834672,0.951633467359849,0.944806181968054
"19","BHR",19,0.00247277640727151,19,38317.8160650865,19,1828.76207757193,19,1790.51096499604,0.972293580942744,0.960486104807558
"20","BHS",20,0.00223726891635684,20,19587.2282149051,20,463.634877523438,20,1548.42241627803,0.983951822652085,0.977455314143133
"21","BIH",21,0.00287843097096238,21,20385.896257124,21,734.96285924972,21,1400.74740402047,0.969852864180963,0.977859636059259
"22","BLR",22,0.00324549229486263,22,72953.328101399,22,3636.22198079131,22,4898.56678922613,0.981233905688333,0.976230693719541
"23","BLZ",23,0.00191466906062907,23,32200.9193042208,23,434.700275925871,23,232.144087976495,0.955373254539966,0.951784456742288
"24","BMU",24,0.00202828377249695,24,29020.0927675206,24,383.213644604002,24,636.714226416418,0.982628746175771,0.985657573702131
"25","BOL",25,0.00217107879227937,25,45128.0353934016,25,1142.24759581876,25,869.461886265614,0.970894433151062,0.982760056767889
"26","BRA",26,0.0100766042055874,26,117074.076686363,26,17086.324831197,26,14368.9974933992,0.937262206778154,0.930978563883726
"27","BRB",27,0.00240601077861967,27,9073.72081175796,27,166.093908993568,27,412.660363190252,0.921496670280372,0.885264972674498
"28","BRN",28,0.00184208669386503,28,56843.401400017,28,1663.40582793832,28,486.01289007441,0.992723230194896,0.993163500806206
"29","BTN",29,0.00155762919652091,29,9618.89138826799,29,72.5411440333312,29,90.608838477026,0.997967593751307,0.997954220817607
"30","BWA",30,0.00199952185754173,30,33916.9258376117,30,669.979779599346,30,402.664745082119,0.977785826781622,0.975366909667472
"31","CAF",31,0.00174950537013966,31,2122.66337233639,31,55.0648652235681,31,93.8268776387632,0.988386625380895,0.990462777481645
"32","CAN",32,0.0193342085281638,32,183135.952367971,32,31611.9497308003,32,26915.243689297,0.98218209224787,0.988428566781086
"33","CHE",33,0.0144813348972948,33,132961.865291625,33,18780.6505915305,33,18855.7527201265,0.963207865502796,0.970125632101686
"34","CHL",34,0.00442275834150194,34,79801.5010616124,34,6937.22956532956,34,6043.86823599725,0.969230043837851,0.97691958376962
"35","CHN",35,0.0350379985483997,35,205341.930361672,35,69410.3113896792,35,48394.0983437821,0.949265447812512,0.951198942058913
"36","CIV",36,0.00276691885355202,36,29238.6079305168,36,1499.94441450286,36,1157.88470317033,0.942919164749092,0.933532579195164
"37","CMR",37,0.00221046427497089,37,24611.6340383361,37,839.906813241487,37,739.54693087624,0.974307253654436,0.971327348014969
"38","COG",38,0.00247255907253318,38,54384.9229279218,38,1663.78284657565,38,787.20835076727,0.976560564201512,0.989323486594805
"39","COL",39,0.00387369699726635,39,90063.0849644868,39,4655.41622833081,39,4116.99350846379,0.947788527281509,0.939749721957467
"40","COM",40,0.00174687910047614,40,886.254438795721,40,15.2750909085114,40,75.7043685259872,0.977979308992564,0.987839291555417
"41","CPV",41,0.00183383965841103,41,1533.98029421353,41,18.8887980382208,41,209.570471910611,0.988743257964964,0.989437405576158
"42","CRI",42,0.00290515849855754,42,50846.4644057414,42,1568.87303015689,42,1713.87434143852,0.949857656843563,0.954402236548997
"43","CUB",43,0.00266392697937346,43,29838.4269871542,43,709.920876194404,43,1695.28651835325,0.950965499991154,0.974185233832337
"44","CYP",44,0.00300755004482189,44,19723.9369290706,44,654.215214653169,44,2331.9835937613,0.976450658203051,0.948039915124943
"45","CZE",45,0.00631524621103047,45,126480.376246978,45,10895.6346902502,45,10868.3801333152,0.974459660826139,0.977080322120121
"46","DEU",46,0.0464510295968164,46,215505.829464833,46,74446.3666776544,46,62148.5344331988,0.963933078916702,0.964720543157277
"47","DJI",47,0.00181179090372174,47,7062.36172613317,47,83.6226880305109,47,406.019615538385,0.99267636546952,0.969875067596614
"48","DMA",48,0.00203418585614754,48,1255.51128416913,48,38.0102750245735,48,104.970312503474,0.949372702438901,0.912787172978675
"49","DNK",49,0.00717370943823362,49,99357.4514186748,49,9768.45490226064,49,9458.10172642528,0.962858059735381,0.961281512999154
"50","DOM",50,0.00327401341507366,50,51492.2491791711,50,1148.67490449233,50,2114.65070847797,0.940670762821246,0.923174349075306
"51","DZA",51,0.0038307567899956,51,101232.602930016,51,8299.96646199312,51,4409.11288518388,0.988846154301163,0.991347758940644
"52","ECU",52,0.00319508318434983,52,76416.7561437785,52,2724.5689450917,52,2351.44580922836,0.961052859777619,0.961192140460969
"53","EGY",53,0.00463866430978812,53,46395.5430655631,53,3552.55325301351,53,5986.94672315609,0.963667057218606,0.94956127877742
"54","ERI",54,0.00179550067997507,54,791.089984049152,54,15.1884511090245,54,107.625361702345,0.9795522829093,0.981332435913361
"55","ESP",55,0.0198895761845102,55,122674.856413054,55,20671.7692827213,55,27705.2541805722,0.951027153082337,0.957960293219656
"56","EST",56,0.00278586653843111,56,31454.1151100832,56,1597.76619906165,56,2101.22004279248,0.965380893907237,0.96244158480134
"57","ETH",57,0.00228030580580841,57,8974.39121010173,57,305.691318858552,57,1138.41082378277,0.975185925327968,0.973785661800998
"58","FIN",58,0.00517771799955174,58,78896.6519636971,58,7895.96857858347,58,8336.62243374794,0.96975866949988,0.963734552149658
"59","FJI",59,0.0020105472029629,59,9577.21627893935,59,201.043135121124,59,400.293747928309,0.95426805223246,0.909818711981989
"60","FRA",60,0.0315985885119967,60,161564.013574526,60,38649.3568373512,60,43594.6772499639,0.961309998960851,0.96231472780391
"61","FSM",61,0.00157323228361533,61,1635.86420125559,61,16.4810491200929,61,38.1144931177518,0.991668190994347,0.980774247847913
"62","GAB",62,0.00206869465148597,62,50984.3394919107,62,1477.57979165625,62,522.180038961389,0.973345630442409,0.969068735434395
"63","GBR",63,0.0299110803244992,63,153371.434160846,63,31525.9214817986,63,41762.1210831252,0.966421396263868,0.968193041103679
"64","GEO",64,0.00229034401961176,64,16038.1157794026,64,456.331446291954,64,1014.81447898062,0.960559763649426,0.957856495886946
"65","GHA",65,0.00264515161871779,65,30712.4174234345,65,991.787517526057,65,1489.61164881535,0.973223542224649,0.977421582640408
"66","GIN",66,0.00211571234788347,66,12149.162938257,66,398.140173858754,66,461.672726554346,0.985158178920126,0.991109972166982
"67","GMB",67,0.00185896717111142,67,2087.09095748704,67,24.2573434614973,67,191.473343930882,0.978242183477856,0.973439320727471
"68","GNB",68,0.00164104043562035,68,5974.69001157497,68,51.1227617376433,68,78.9900868875896,0.989916550204479,0.988959713782287
"69","GNQ",69,0.00177352574589133,69,50780.4339922923,69,2004.09729304485,69,354.821025474428,0.997359470063056,0.997839620597995
"70","GRC",70,0.0070105364997768,70,47691.6502612291,70,3297.21573559096,70,8493.89104466088,0.953004436122104,0.929261907720101
"71","GRD",71,0.00198529600390158,71,915.055068448468,71,21.8448373969358,71,103.266471155442,0.94036422859765,0.916058206219053
"72","GRL",72,0.00184053897904756,72,15806.2594045852,72,168.564335667069,72,223.148737610949,0.99520427855697,0.99925466924678
"73","GTM",73,0.00290193004938896,73,51387.2450762208,73,1274.67106123148,73,1814.88912845202,0.960412965423873,0.944950350605206
"74","GUY",74,0.00209504681067653,74,10376.3072186031,74,229.754059186565,74,312.43927986145,0.959231745496937,0.970559679438735
"75","HKG",75,0.00827710305128761,75,106779.076368328,75,8505.90435531752,75,14721.9357204175,0.97501803333952,0.963582078425549
"76","HND",76,0.00235704179565289,76,51973.0660857291,76,925.597282266482,76,1046.20125674692,0.979128509363747,0.980596755660333
"77","HRV",77,0.00382679261941101,77,39400.5441684551,77,1688.35979210065,77,3457.79943978578,0.954189228166341,0.938240750391824
"78","HTI",78,0.00223582176602178,78,16836.795518216,78,171.634834087581,78,573.71670174074,0.973653002613346,0.993543709491591
