"","iso_o","pageRank_total.name","pageRank_total.wpr","close_total.name","close_total.closeness","outdegree_total.name","outdegree_total.degree","indegree_total.name","indegree_total.degree","local_clust_tt_total","local_clust_out_total"
"1","ABW",1,0.00191369446127945,1,20380.6327912691,1,288.778523237978,1,352.772590934055,0.987377020918905,0.98941477906824
"2","AFG",2,0.00222517960441276,2,3594.60432572545,2,71.3660639428422,2,453.540472307301,0.923028494404847,0.968866939690073
"3","AGO",3,0.00221930997320214,3,38785.9692162143,3,1533.11896204726,3,612.864327538609,0.985059851431623,0.980200912467704
"4","ALB",4,0.00216322235413912,4,11654.3476023276,4,137.583205661771,4,361.266607740784,0.982434907096073,0.993227418502989
"5","AND",5,0.00200693964797397,5,2982.51549537343,5,33.9441416029345,5,308.173876885136,0.997671206251322,0.988381702822127
"6","ARE",6,0.00703857922531139,6,59798.4532460091,6,6398.69938282967,6,5119.6835572477,0.954325876316221,0.941183793532383
"7","ARG",7,0.00319079389199252,7,36668.0497225552,7,3786.57001878933,7,1833.07026444401,0.949462870655163,0.930404788778392
"8","ARM",8,0.00197564226531225,8,6658.63066924075,8,189.629095426888,8,292.983984599582,0.973606548319973,0.975888467765178
"9","ATG",9,0.00226974053591739,9,11599.3794229994,9,118.225847801604,9,134.535319317976,0.970236389902865,0.990638904221072
"10","AUS",10,0.00984691539414144,10,58595.4846239508,10,7158.13776412323,10,7800.30294869188,0.96100132510569,0.954767606557235
"11","AUT",11,0.00830061764295733,11,73578.4053239604,11,7665.9682863439,11,8027.84053267825,0.973449783938931,0.971970083813057
"12","AZE",12,0.00219857926463341,12,21101.6737540556,12,522.656174287788,12,576.530774371445,0.966201717467392,0.971148060423578
"13","BDI",13,0.0017818880865237,13,2685.73360796148,13,30.8057367413512,13,53.4035026389174,0.98842894977635,0.996410396764909
"14","BEL",14,0.0223020363074477,14,87605.0409723548,14,17673.5689877874,14,18286.387968808,0.974011354141564,0.971076120603811
"15","BEN",15,0.00224758636645852,15,4159.45423303122,15,134.909408150019,15,337.44490018747,0.953294203235975,0.918266417630921
"16","BFA",16,0.00242561947037212,16,4560.50798687935,16,132.805557091754,16,209.725745991438,0.944837177565248,0.945098087342561
"17","BGD",17,0.0035226044105492,17,28856.1587213784,17,1164.71930665711,17,1443.54865725433,0.961864189567678,0.985590577973378
"18","BGR",18,0.00311954752687565,18,21502.2619384158,18,1126.64934796873,18,1387.11515806317,0.967121309527612,0.956517051583854
"19","BHR",19,0.00228467861876736,19,14015.107206609,19,849.62247596196,19,755.689310187884,0.964675705428345,0.9482121227825
"20","BHS",20,0.00225939975466384,20,13597.4306881031,20,304.028741248381,20,863.714915069495,0.981962269260355,0.959411452851697
"21","BIH",21,0.00273126858700979,21,11887.5300498282,21,305.157698877005,21,744.656347995038,0.969993597477395,0.978793177821306
"22","BLR",22,0.00276793361630295,22,34841.7790714014,22,1402.53800232479,22,1761.65315707056,0.981199489492585,0.966704185939055
