country,iso_o,year,gdp_pc,trade_ratio,log_gdp_pc,D_log_gdp_pc,landlocked,continent,lat,lon,langoff_1,colonizer1,category,development
Canada,CAN,2000,48399.309,82.769997,10.787241,0.04079628,0,America,45.419998,-75.709999,English,GBR,Advanced Economies,1.0
Switzerland,CHE,2000,67378.391,97.940002,11.118079,0.033204079,1,Europe,46.950001,7.4333334,German,,Advanced Economies,1.0
Chile,CHL,2000,17525.27,58.709999,9.7713995,0.036560059,0,America,-33.5,-70.666664,Spanish,ESP,Emerging and Developing Economies,0.0
China,CHN,2000,4066.04,39.009998,8.3104248,0.074497223,0,Asia,39.916668,116.43333,Chinese,,Emerging and Developing Economies,0.0
Cote d'Ivoire,CIV,2000,4838.3398,54.959999,8.4843273,-0.030334473,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
Cameroon,CMR,2000,3822.9399,47.93,8.2487755,0.01128006,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
"Congo, Rep.",COG,2000,7570.5801,123.91,8.932025,0.034708023,0,Africa,-4.2333331,15.233334,French,FRA,Emerging and Developing Economies,0.0
Colombia,COL,2000,10813.49,32.669998,9.2885494,0.012448311,0,America,4.6333332,-75.066666,Spanish,ESP,Emerging and Developing Economies,0.0
Comoros,COM,2000,2858.8601,35.759998,7.958178,-0.029319286,0,Africa,-11.666667,43.266666,Arabic,FRA,Emerging and Developing Economies,0.0
Cabo Verde,CPV,2000,4510.1401,87.519997,8.4140835,0.11841488,0,Africa,14.916667,-23.5,Portuguese,PRT,Emerging and Developing Economies,0.0
Costa Rica,CRI,2000,14018.74,86.519997,9.5481501,0.018562317,0,America,9.9833336,-84.066666,Spanish,ESP,Emerging and Developing Economies,0.0
Cuba,CUB,2000,17814.639,31.08,9.787776,0.036396027,0,America,23.116667,-82.416664,Spanish,ESP,,0.0
Cyprus,CYP,2000,36121.82,137.49001,10.494653,0.047305107,0,Europe,35.150002,33.349998,Greek,GBR,Advanced Economies,1.0
Czechia,CZE,2000,29427.41,97.5,10.289681,0.042126656,1,Europe,50.099998,14.433333,Czech,AUT,Advanced Economies,1.0
Germany,DEU,2000,49875.879,59.200001,10.817293,0.027005196,0,Europe,52.533001,13.417,German,,Advanced Economies,1.0
Djibouti,DJI,2000,17814.639,76.333534,9.787776,0.036396027,0,Africa,11.6,43.150002,French,FRA,Emerging and Developing Economies,0.0
Dominica,DMA,2000,14054.65,76.333534,9.5507088,0.028358459,0,America,15.3,-61.383335,English,GBR,Emerging and Developing Economies,0.0
Denmark,DNK,2000,57907.5,83.040001,10.966602,0.033221245,0,Europe,55.666668,12.583333,Danish,,Advanced Economies,1.0
Dominican Republic,DOM,2000,10896.32,79.300003,9.2961807,0.029263496,0,America,18.5,-69.783333,Spanish,FRA,Emerging and Developing Economies,0.0
Algeria,DZA,2000,11558.22,62.860001,9.3551521,0.023299217,0,Africa,36.833332,3.0,Arabic,FRA,Emerging and Developing Economies,0.0
Ecuador,ECU,2000,9183.0498,65.400002,9.1251144,-0.0065040588,0,America,-0.23333333,-78.5,Spanish,ESP,Emerging and Developing Economies,0.0
"Egypt, Arab Rep.",EGY,2000,9981.6299,39.02,9.2085018,0.04014492,0,Africa,30.049999,31.25,Arabic,GBR,Emerging and Developing Economies,0.0
Eritrea,ERI,2000,17814.639,67.879997,9.787776,0.036396027,0,Africa,15.333333,38.883335,English,GBR,Emerging and Developing Economies,0.0
Spain,ESP,2000,39945.898,60.119999,10.595282,0.046228409,0,Europe,40.416668,-3.7166667,Spanish,,Advanced Economies,1.0
Estonia,EST,2000,20528.57,126.5,9.9295731,0.091269493,0,Europe,59.416668,24.75,Estonian,RUS,Advanced Economies,1.0
Ethiopia,ETH,2000,810.27002,76.333534,6.6973677,0.028275967,1,Africa,9.0500002,38.833332,Amharic,,Emerging and Developing Economies,0.0
Finland,FIN,2000,46968.84,74.93,10.757239,0.053866386,0,Europe,60.133335,25.0,Swedish,RUS,Advanced Economies,1.0
Fiji,FJI,2000,9070.9902,76.333534,9.1128368,-0.028004646,0,Pacific,-18.133333,178.41667,English,GBR,Emerging and Developing Economies,0.0
France,FRA,2000,45922.48,57.790001,10.73471,0.033711433,0,Europe,48.866665,2.3333333,French,,Advanced Economies,1.0
"Micronesia, Fed. Sts.",FSM,2000,3555.5,91.889999,8.1762514,0.041954041,0,Pacific,6.9166665,158.25,English,ESP,Emerging and Developing Economies,0.0
Gabon,GAB,2000,21717.221,101.7,9.9858608,-0.044862747,0,Africa,0.38333333,9.416667,French,FRA,Emerging and Developing Economies,0.0
United Kingdom,GBR,2000,43115.559,52.34,10.671639,0.040677071,0,Europe,51.5,-0.16666667,English,,Advanced Economies,1.0
Georgia,GEO,2000,5706.27,62.66,8.6493206,0.03768158,0,Asia,41.716667,44.816666,Georgian,RUS,Emerging and Developing Economies,0.0
Ghana,GHA,2000,3327.3501,116.05,8.1099319,0.011206627,0,Africa,5.5500002,-0.25,English,GBR,Emerging and Developing Economies,0.0
Guinea,GIN,2000,2358.29,36.68,7.7656922,0.0051102638,0,Africa,9.5166664,-15.716666,French,FRA,Emerging and Developing Economies,0.0
"Gambia, The",GMB,2000,2658.6201,56.360001,7.8855624,0.026156902,0,Africa,13.466666,-16.65,English,GBR,Emerging and Developing Economies,0.0
Guinea-Bissau,GNB,2000,1974.62,52.740002,7.5881314,-0.0091295242,0,Africa,11.866667,-15.65,Portuguese,PRT,Emerging and Developing Economies,0.0
Equatorial Guinea,GNQ,2000,11767.47,76.333534,9.3730946,0.1146822,0,Africa,3.75,8.8000002,Spanish,ESP,Emerging and Developing Economies,0.0
Greece,GRC,2000,31386.641,59.110001,10.354137,0.036454201,0,Europe,38.0,23.733334,Greek,TUR,Advanced Economies,1.0
Grenada,GRD,2000,11625.05,76.333534,9.3609171,0.040961266,0,America,12.066667,-61.733334,English,GBR,Emerging and Developing Economies,0.0
Greenland,GRL,2000,44991.68,76.333534,10.714232,0.067092896,0,America,64.183334,-51.733334,Greenlandic,DNK,,1.0
Guatemala,GTM,2000,8770.4004,49.150002,9.0791378,0.011694908,0,America,14.633333,-90.51667,Spanish,ESP,Emerging and Developing Economies,0.0
Guyana,GUY,2000,8025.29,206.77,8.9903526,-0.014188766,0,America,6.7666669,-58.166668,English,GBR,Emerging and Developing Economies,0.0
"Hong Kong SAR, China",HKG,2000,39848.59,247.64999,10.592842,0.065023422,0,Asia,22.266666,114.15,English,GBR,Advanced Economies,1.0
Honduras,HND,2000,4579.6899,120.39,8.4293861,0.064452171,0,America,14.083333,-87.23333,Spanish,ESP,Emerging and Developing Economies,0.0
Croatia,HRV,2000,21302.25,74.599998,9.966568,0.038891792,0,Europe,45.799999,15.966666,Serbo-Croatian,AUT,Advanced Economies,1.0
Haiti,HTI,2000,3267.0801,27.15,8.0916519,-0.0097951889,0,America,18.549999,-72.333336,French,,Emerging and Developing Economies,0.0
Hungary,HUN,2000,22117.92,137.25999,10.004144,0.045746803,1,Europe,47.5,19.049999,Hungarian,,Emerging and Developing Economies,0.0
Indonesia,IDN,2000,6056.3799,71.440002,8.7088671,0.03370285,0,Asia,-6.1333332,106.75,Indonesian,NLD,Emerging and Developing Economies,0.0
India,IND,2000,3099.5,26.9,8.0389957,0.018896103,0,Asia,28.616667,77.216667,English,GBR,Emerging and Developing Economies,0.0
Ireland,IRL,2000,53675.012,174.95,10.890703,0.076542854,0,Europe,53.333332,-6.25,English,GBR,Advanced Economies,1.0
"Iran, Islamic Rep.",IRN,2000,11643.12,41.259998,9.3624706,0.042047501,0,Asia,35.666668,51.433334,Persian,,Emerging and Developing Economies,0.0
Iraq,IRQ,2000,12702.16,125.34,9.4495277,0.12248516,0,Asia,33.333332,44.433334,Arabic,TUR,Emerging and Developing Economies,0.0
Iceland,ISL,2000,49338.469,70.25,10.806459,0.034194946,0,Europe,64.150002,-21.966667,Icelandic,DNK,Advanced Economies,1.0
Israel,ISR,2000,33275.059,68.349998,10.412563,0.055912971,0,Asia,32.083332,34.766666,Hebrew,GBR,Advanced Economies,1.0
Italy,ITA,2000,50353.422,50.27,10.826822,0.037633896,0,Europe,41.883335,12.5,Italian,,Advanced Economies,1.0
Jamaica,JAM,2000,9667.9199,76.333534,9.176568,0.0018091202,0,America,17.966667,-76.800003,English,GBR,Emerging and Developing Economies,0.0
Jordan,JOR,2000,8086.9199,110.33,8.998003,0.020853996,0,Asia,31.950001,35.933334,Arabic,GBR,Emerging and Developing Economies,0.0
Japan,JPN,2000,39005.91,19.559999,10.571468,0.025598526,0,Asia,35.666668,139.75,Japanese,,Advanced Economies,1.0
Kazakhstan,KAZ,2000,12935.86,105.7,9.4677582,0.090567589,1,Asia,51.169998,71.470001,Kazakh,RUS,Emerging and Developing Economies,0.0
Kenya,KEN,2000,3756.6399,53.310001,8.2312803,-0.024147987,0,Africa,-1.2833333,36.833332,English,GBR,Emerging and Developing Economies,0.0
Kyrgyz Republic,KGZ,2000,3638.46,89.43,8.199316,0.041103363,1,Asia,42.900002,74.599998,Kyrgyz,RUS,Emerging and Developing Economies,0.0
Cambodia,KHM,2000,1922.03,110.4,7.5611372,0.079350471,0,Asia,11.583333,104.91666,Khmer,FRA,Emerging and Developing Economies,0.0
Kiribati,KIR,2000,2481.4199,94.169998,7.816586,0.048327446,0,Pacific,1.3833333,173.14999,English,GBR,Emerging and Developing Economies,0.0
St. Kitts and Nevis,KNA,2000,19840.58,76.333534,9.8954849,0.081297874,0,America,17.283333,-62.716667,English,GBR,Emerging and Developing Economies,0.0
"Korea, Rep.",KOR,2000,26404.16,64.059998,10.181277,0.079666138,0,Asia,37.5,127.0,Korean,JPN,Advanced Economies,1.0
Kuwait,KWT,2000,60585.301,86.620003,11.011807,0.017505646,0,Asia,29.333334,48.0,Arabic,GBR,Emerging and Developing Economies,0.0
Lao PDR,LAO,2000,2899.02,68.839996,7.9721279,0.039578915,1,Asia,17.983334,102.63333,Lao,FRA,Emerging and Developing Economies,0.0
Lebanon,LBN,2000,11571.73,50.119999,9.3563204,-0.0039262772,0,Asia,33.866665,35.5,Arabic,FRA,Emerging and Developing Economies,0.0
Liberia,LBR,2000,1868.1801,76.333534,7.5327201,0.21463823,0,Africa,6.3333335,-10.766666,English,FRA,Emerging and Developing Economies,0.0
Libya,LBY,2000,17747.02,45.279999,9.7839727,0.019599915,0,Africa,32.733334,13.116667,Arabic,TUR,Emerging and Developing Economies,0.0
St. Lucia,LCA,2000,18818.891,76.333534,9.8426161,-0.011652946,0,America,14.016666,-60.983334,English,GBR,Emerging and Developing Economies,0.0
Sri Lanka,LKA,2000,6428.6099,88.639999,8.7685137,0.040048599,0,Asia,6.9166665,79.866669,Sinhala,GBR,Emerging and Developing Economies,0.0
Lesotho,LSO,2000,1932.16,76.333534,7.5663939,0.037685871,1,Africa,-29.316668,27.483334,English,GBR,Emerging and Developing Economies,0.0
Lithuania,LTU,2000,15771.43,83.190002,9.6659555,0.040649414,0,Europe,54.683334,25.316668,Lithuanian,RUS,Advanced Economies,1.0
Luxembourg,LUX,2000,114141.59,272.41,11.645195,0.053639412,1,Europe,49.599998,6.1500001,French,NLD,Advanced Economies,1.0
Latvia,LVA,2000,14554.21,83.610001,9.5856352,0.06640625,0,Europe,56.950001,24.1,Latvian,RUS,Advanced Economies,1.0
"Macao SAR, China",MAC,2000,55994.762,147.77,10.933013,0.048420906,0,Asia,22.27,113.56,Portuguese,PRT,Advanced Economies,1.0
Morocco,MAR,2000,5100.1201,53.439999,8.5370197,0.011130333,0,Africa,34.033333,-6.8499999,Arabic,FRA,Emerging and Developing Economies,0.0
Moldova,MDA,2000,5727.0801,126.16,8.6529608,0.022891045,0,Europe,47.0,28.833334,Romanian,RUS,Emerging and Developing Economies,0.0
Madagascar,MDG,2000,1701.4399,42.779999,7.43923,0.011871815,0,Africa,-18.866667,47.5,French,FRA,Emerging and Developing Economies,0.0
Maldives,MDV,2000,13738.28,76.333534,9.5279417,0.021266937,0,Asia,4.1666665,73.466667,Maldivian,GBR,Emerging and Developing Economies,0.0
Mexico,MEX,2000,20470.49,49.91,9.9267397,0.033641815,0,America,19.416666,-99.166664,Spanish,ESP,Emerging and Developing Economies,0.0
Marshall Islands,MHL,2000,3772.22,130.08,8.2354193,0.014260292,0,Pacific,7.1500001,171.2,English,,Emerging and Developing Economies,0.0
North Macedonia,MKD,2000,11988.29,80.160004,9.3916855,0.039932251,1,Europe,42.0,21.466667,Macedonian,TUR,Emerging and Developing Economies,0.0
Mali,MLI,2000,2187.72,44.669998,7.6906152,-0.036519051,1,Africa,12.666667,-7.9833331,French,FRA,Emerging and Developing Economies,0.0
Malta,MLT,2000,31066.92,189.60001,10.343899,0.17320919,0,Europe,35.900002,14.533334,English,GBR,Advanced Economies,1.0
Myanmar,MMR,2000,1359.9301,76.333534,7.2151885,0.11762333,0,Asia,16.783333,96.166664,Burmese,GBR,Emerging and Developing Economies,0.0
Mongolia,MNG,2000,5818.2402,121.89,8.6687527,-0.0018768311,1,Asia,47.900002,106.86667,Mongolian,CHN,Emerging and Developing Economies,0.0
Mozambique,MOZ,2000,711.97998,47.919998,6.5680499,-0.014404297,0,Africa,-25.966667,32.583332,Portuguese,PRT,Emerging and Developing Economies,0.0
Mauritania,MRT,2000,5008.6099,58.939999,8.5189133,-0.067804337,0,Africa,18.15,-15.966666,Arabic,FRA,Emerging and Developing Economies,0.0
Mauritius,MUS,2000,13481.75,120.69,9.5090923,0.069009781,0,Africa,-20.166666,57.5,English,GBR,Emerging and Developing Economies,0.0
Malawi,MWI,2000,1239.39,76.333534,7.1223745,-0.008348465,1,Africa,-13.966666,33.816666,English,GBR,Emerging and Developing Economies,0.0
Malaysia,MYS,2000,18532.91,220.41,9.8273029,0.061433792,0,Asia,3.1333334,101.7,Malay,GBR,Emerging and Developing Economies,0.0
Namibia,NAM,2000,7858.3901,85.129997,8.9693375,0.01080513,0,Africa,-22.566668,17.1,English,DEU,Emerging and Developing Economies,0.0
New Caledonia,NCL,2000,17814.639,60.369999,9.787776,0.036396027,0,Pacific,-22.266666,166.45,French,FRA,,1.0
Niger,NER,2000,1190.5699,34.709999,7.0821877,-0.046829224,1,Africa,13.533334,2.0833333,French,FRA,Emerging and Developing Economies,0.0
Nigeria,NGA,2000,4889.0,76.333534,8.4947433,0.022198677,0,Africa,6.4499998,3.4666667,English,GBR,Emerging and Developing Economies,0.0
Nicaragua,NIC,2000,4878.25,61.299999,8.4925423,0.026442528,0,America,12.1,-86.300003,Spanish,ESP,Emerging and Developing Economies,0.0
Netherlands,NLD,2000,56016.871,125.67,10.933408,0.034183502,0,Europe,52.349998,4.9000001,Dutch,,Advanced Economies,1.0
Norway,NOR,2000,77587.211,74.309998,11.259158,0.02616024,0,Europe,59.916668,10.75,Norwegian,,Advanced Economies,1.0
Nepal,NPL,2000,2340.8201,55.709999,7.7582564,0.042842865,1,Asia,27.700001,85.316666,Nepali,,Emerging and Developing Economies,0.0
Nauru,NRU,2000,8844.9502,76.333534,9.0876017,-0.069158554,0,Pacific,-0.53333336,166.91667,Nauruan,GBR,Emerging and Developing Economies,0.0
New Zealand,NZL,2000,35879.789,68.519997,10.487929,0.022420883,0,Pacific,-44.283333,174.78334,English,GBR,Advanced Economies,1.0
Oman,OMN,2000,42086.039,81.410004,10.647471,0.047195435,0,Asia,23.616667,58.633335,Arabic,,Emerging and Developing Economies,0.0
Pakistan,PAK,2000,3531.71,21.459999,8.1695375,0.013468742,0,Asia,33.666668,73.133331,Urdu,GBR,Emerging and Developing Economies,0.0
Panama,PAN,2000,14572.98,139.2,9.5869246,0.021589279,0,America,8.9499998,-79.5,Spanish,ESP,Emerging and Developing Economies,0.0
Peru,PER,2000,7669.1001,35.540001,8.9449549,0.010983467,0,America,-12.1,-77.050003,Spanish,ESP,Emerging and Developing Economies,0.0
Philippines,PHL,2000,4740.4399,85.150002,8.4638853,0.019099236,0,Asia,14.616667,120.96667,English,ESP,Emerging and Developing Economies,0.0
Palau,PLW,2000,15447.95,76.333534,9.6452312,-0.040933609,0,Pacific,7.3333335,134.48334,English,GBR,Emerging and Developing Economies,0.0
Papua New Guinea,PNG,2000,3326.8,115.42,8.109766,-0.059757233,0,Pacific,-9.5,147.11667,English,GBR,Emerging and Developing Economies,0.0
Poland,POL,2000,18566.35,60.610001,9.8291063,0.055954933,0,Europe,52.25,21.0,Polish,DEU,Emerging and Developing Economies,0.0
"Korea, Dem. People's Rep.",PRK,2000,17814.639,76.333534,9.787776,0.036396027,0,Asia,39.0,125.78333,Korean,JPN,Advanced Economies,1.0
Portugal,PRT,2000,35069.828,67.449997,10.465096,0.030423164,0,Europe,38.733334,-9.1333332,Portuguese,,Advanced Economies,1.0
Paraguay,PRY,2000,9998.5898,78.639999,9.2101994,-0.042759895,1,America,-25.25,-57.666668,Spanish,ESP,Emerging and Developing Economies,0.0
French Polynesia,PYF,2000,17814.639,27.940001,9.787776,0.036396027,0,Pacific,-17.533333,-149.56667,French,FRA,,1.0
Qatar,QAT,2000,93186.969,89.610001,11.442363,0.025536537,0,Asia,25.25,51.533333,Arabic,GBR,Emerging and Developing Economies,0.0
Russian Federation,RUS,2000,20104.75,68.089996,9.9087114,0.099516869,0,Asia,55.75,37.700001,Russian,,Emerging and Developing Economies,0.0
Rwanda,RWA,2000,1016.66,27.48,6.9242778,0.072320461,1,Africa,-1.9333333,30.066668,French,BEL,Emerging and Developing Economies,0.0
Saudi Arabia,SAU,2000,55962.27,68.169998,10.932433,0.0015039444,0,Asia,24.65,46.766666,Arabic,,Emerging and Developing Economies,0.0
Sudan,SDN,2000,3575.8501,29.4,8.1819582,0.033157349,0,Africa,15.55,32.533333,Arabic,GBR,Emerging and Developing Economies,0.0
Senegal,SEN,2000,3093.29,48.68,8.0369902,0.014034271,0,Africa,14.633333,-17.450001,French,FRA,Emerging and Developing Economies,0.0
Singapore,SGP,2000,68314.539,364.35999,11.131878,0.069209099,0,Asia,1.2833333,103.85,English,GBR,Advanced Economies,1.0
Solomon Islands,SLB,2000,2276.8201,58.549999,7.730535,-0.17694378,0,Pacific,-9.4666662,159.95,English,GBR,Emerging and Developing Economies,0.0
Sierra Leone,SLE,2000,1981.51,57.529999,7.5916142,0.040254116,0,Africa,8.5,-13.283334,English,GBR,Emerging and Developing Economies,0.0
El Salvador,SLV,2000,7545.4502,68.709999,8.9287004,0.0062465668,0,America,13.666667,-89.166664,Spanish,ESP,Emerging and Developing Economies,0.0
Sao Tome and Principe,STP,2000,3852.8899,76.333534,8.2565784,-0.006529808,0,Africa,0.2,6.7166667,Portuguese,PRT,Emerging and Developing Economies,0.0
Suriname,SUR,2000,16220.18,76.333534,9.6940117,0.00016403198,0,America,5.8666668,-55.233334,Dutch,NLD,Emerging and Developing Economies,0.0
Slovak Republic,SVK,2000,18343.24,108.94,9.8170166,0.0092153549,1,Europe,48.166668,17.166666,Slovak,HUN,Advanced Economies,1.0
Slovenia,SVN,2000,30055.57,104.62,10.310803,0.031420708,0,Europe,46.066666,14.5,Slovenian,AUT,Advanced Economies,1.0
Sweden,SWE,2000,48284.801,81.470001,10.784872,0.043664932,0,Europe,59.333332,18.083334,Swedish,,Advanced Economies,1.0
Eswatini,SWZ,2000,6106.0698,76.333534,8.7170382,0.0071849823,1,Africa,-26.333334,31.133333,Swati,GBR,Emerging and Developing Economies,0.0
Seychelles,SYC,2000,20633.67,151.3,9.934679,0.032725334,0,Africa,-4.6333332,55.466667,English,GBR,Emerging and Developing Economies,0.0
Syrian Arab Republic,SYR,2000,7807.9302,65.279999,8.9628954,-0.018206596,0,Asia,33.5,36.316666,Arabic,FRA,Emerging and Developing Economies,0.0
Chad,TCD,2000,1506.72,51.57,7.3176904,-0.043424606,1,Africa,12.166667,14.983334,French,FRA,Emerging and Developing Economies,0.0
Togo,TGO,2000,2160.99,48.810001,7.6783218,-0.035436153,0,Africa,6.1666665,1.35,French,FRA,Emerging and Developing Economies,0.0
Thailand,THA,2000,11622.53,121.3,9.3607006,0.032276154,0,Asia,13.733334,100.5,Thai,,Emerging and Developing Economies,0.0
Tajikistan,TJK,2000,1365.23,175.35001,7.2190781,0.067733765,1,Asia,38.633335,68.849998,Tajik,RUS,Emerging and Developing Economies,0.0
Turkmenistan,TKM,2000,5112.5298,103.58,8.5394497,0.033299446,1,Asia,37.950001,58.383335,Turkmen,RUS,Emerging and Developing Economies,0.0
Tonga,TON,2000,5808.27,61.509998,8.667038,0.030690193,0,Pacific,-21.15,-175.23334,Tongan,GBR,Emerging and Developing Economies,0.0
Trinidad and Tobago,TTO,2000,19637.551,76.333534,9.8851986,0.062890053,0,America,10.633333,-61.516666,English,GBR,Emerging and Developing Economies,0.0
Tunisia,TUN,2000,9134.4199,82.639999,9.1198053,0.034802437,0,Africa,36.833332,10.216666,Arabic,FRA,Emerging and Developing Economies,0.0
Turkiye,TUR,2000,14856.91,42.369999,9.6062202,0.054691315,0,Europe,39.93,32.849998,Turkish,,Emerging and Developing Economies,0.0
Tuvalu,TUV,2000,3721.8999,76.333534,8.2219896,-0.014793396,0,Pacific,-8.5,179.2,Tuvaluan,GBR,Emerging and Developing Economies,0.0
Tanzania,TZA,2000,1839.9399,23.99,7.517488,0.015870094,0,Africa,-6.1700001,35.740002,English,GBR,Emerging and Developing Economies,0.0
Uganda,UGA,2000,1487.0,32.75,7.3045158,-0.00051116943,1,Africa,0.33333334,32.583332,English,GBR,Emerging and Developing Economies,0.0
Ukraine,UKR,2000,10364.06,115.74,9.2460995,0.065759659,0,Europe,50.416668,30.5,Ukrainian,RUS,Emerging and Developing Economies,0.0
Uruguay,URY,2000,18752.061,36.709999,9.8390589,-0.023227692,0,America,-34.916668,-56.166668,Spanish,ESP,Emerging and Developing Economies,0.0
United States,USA,2000,55038.621,25.1,10.915791,0.028839111,0,America,38.867001,-77.0,English,GBR,Advanced Economies,1.0
Uzbekistan,UZB,2000,3410.6499,44.049999,8.1346579,0.02500248,1,Asia,41.266666,69.216667,Uzbek,RUS,Emerging and Developing Economies,0.0
St. Vincent and the Grenadines,VCT,2000,9999.0596,76.333534,9.2102461,0.014678955,0,America,13.2,-61.233334,English,GBR,Emerging and Developing Economies,0.0
"Venezuela, RB",VEN,2000,17814.639,47.860001,9.787776,0.036396027,0,America,10.583333,-66.933334,Spanish,ESP,Emerging and Developing Economies,0.0
Viet Nam,VNM,2000,4349.2202,111.42,8.3777523,0.054374695,0,Asia,21.016666,105.86667,Vietnamese,FRA,Emerging and Developing Economies,0.0
Vanuatu,VUT,2000,3342.1699,87.160004,8.1143751,0.034574509,0,Pacific,-17.75,168.3,English,GBR,Emerging and Developing Economies,0.0
Samoa,WSM,2000,4638.5898,76.333534,8.4421654,0.041883469,0,Pacific,-13.8,171.75,Samoan,DEU,Emerging and Developing Economies,0.0
"Yemen, Rep.",YEM,2000,17814.639,75.440002,9.787776,0.036396027,0,Asia,15.4,44.233334,Arabic,GBR,Emerging and Developing Economies,0.0
South Africa,ZAF,2000,11183.83,46.220001,9.3222246,0.031995773,0,Africa,-25.73,28.219999,English,GBR,Emerging and Developing Economies,0.0
