"","iso_o","pageRank_repro.name","pageRank_repro.wpr","close_repro.name","close_repro.closeness","outdegree_repro.name","outdegree_repro.degree","indegree_repro.name","indegree_repro.degree","local_clust_tt_repro","local_clust_out_repro"
"1","ABW",1,0.00155722669291778,1,462.778104908412,1,8.3332240231978,1,32.4705796547739,0.985992258940603,0.88038571470896
"2","AFG",2,0.00232157842408307,2,330.832834452596,2,5.57650416475258,2,121.504805024632,0.972444709076675,0.962156889829917
"3","AGO",3,0.00375846676456154,3,268.659450228191,3,7.39700793279238,3,288.245589380601,0.970807528682073,0.869768577582529
"4","ALB",4,0.0018836470067264,4,5682.99717192768,4,84.2850563335596,4,157.256036218125,0.982584968145792,0.984565622137708
"5","AND",5,0.00164340320951214,5,1944.46024577098,5,26.0764604077792,5,54.9174333231254,0.98764175566519,0.973332826228807
"6","ARE",6,0.0184511402103055,6,23239.8296958021,6,3605.38603478104,6,5323.47125268087,0.799637590887217,0.587514619415067
"7","ARG",7,0.00559247932916089,7,2668.89141579434,7,74.392225063577,7,1266.8022507261,0.961005751578974,0.858452031178561
"8","ARM",8,0.00295994870018452,8,5180.10530953253,8,149.050491401047,8,474.387479169937,0.976045580256061,0.967749483469849
"9","ATG",9,0.00221196439678134,9,83.259615230397,9,3.42103358323427,9,27.4187571096554,0.971067642771714,0.92670558260942
"10","AUS",10,0.00791382123107352,10,13096.7488604012,10,604.687766617355,10,3642.12856940493,0.945109984651654,0.881911669064418
"11","AUT",11,0.00790384612580382,11,34738.8141304647,11,2497.71881345163,11,3133.40391416172,0.932203358719197,0.931543399609772
"12","AZE",12,0.00288718897758892,12,528.739653158318,12,17.8929794681596,12,286.030174766813,0.961076501296929,0.825878435708225
"13","BDI",13,0.00201275806964727,13,31.9123787949585,13,2.44855336524187,13,24.9621284673803,0.976303738206119,0.956147805841058
"14","BEL",14,0.00929670040568682,14,22466.9632768255,14,1982.33216116532,14,3453.37321905107,0.960350167308631,0.935313401790211
"15","BEN",15,0.00259939715595232,15,465.155380044912,15,6.08129409704646,15,90.4249293210585,0.979891443978034,0.949158132704449
"16","BFA",16,0.00338908197866713,16,235.222172254942,16,8.09470211507999,16,100.631393168481,0.978548815776595,0.937480529709459
"17","BGD",17,0.00259491365589556,17,1384.94355328526,17,39.1332662791755,17,891.448819422255,0.988915153083169,0.921607510844489
"18","BGR",18,0.0035065079793438,18,18805.899021156,18,785.643699565349,18,990.224421805054,0.956702921806784,0.940795062245079
"19","BHR",19,0.00258865368777311,19,1728.1191318944,19,42.0177342524396,19,261.785866490667,0.968232627619157,0.907684610961672
"20","BHS",20,0.00191224762531103,20,5271.96918366489,20,48.0951071674758,20,84.2223828112104,0.987827833366136,0.990128603608176
"21","BIH",21,0.00218742647654181,21,7856.12935877661,21,187.842156651652,21,207.714963556615,0.953708474461503,0.944343731916756
"22","BLR",22,0.00512151366047133,22,5780.6962457692,22,319.092586140791,22,526.727624010722,0.899763958026715,0.853839764576847
"23","BLZ",23,0.00176521967576829,23,158.349996949373,23,4.14798670946175,23,29.5398473884005,0.98687593011132,0.985593892795579
"24","BMU",24,0.00168417853941776,24,306.951248919252,24,5.55032788726104,24,47.1881272563978,0.987610373278425,0.929536835150313
"25","BOL",25,0.00269652911032089,25,698.847218692088,25,10.0231213011872,25,156.504894169694,0.975889244381426,0.935440782000344
"26","BRA",26,0.00963932810126575,26,17855.6917855724,26,856.140476494818,26,3972.00367771323,0.941839672008067,0.805677298522758
"27","BRB",27,0.00253396863854526,27,231.387218424693,27,7.74693690687441,27,51.0274522383251,0.966310108826468,0.810899494789077
"28","BRN",28,0.00185958773765736,28,1215.49481316621,28,14.4572372665347,28,74.5613047078273,0.979642889024427,0.993030031429434
"29","BTN",29,0.00149170627230819,29,107.631236297886,29,3.10991794131949,29,70.4385087177272,0.99918775677155,0.995868585559349
"30","BWA",30,0.00296841688017905,30,3216.76476101688,30,60.3655812501388,30,121.058602267188,0.991479397559451,0.982448182175557
"31","CAF",31,0.00236234270198385,31,43.0075537730399,31,3.17353441013353,31,24.4846811844099,0.971517369354702,0.859839942975635
"32","CAN",32,0.0151290893062539,32,42691.1757256059,32,2238.32112957838,32,5991.64186786396,0.947306816016683,0.964854578387713
"33","CHE",33,0.00670959150516702,33,32033.9695089901,33,2138.89623617823,33,2476.57244197047,0.954498012159324,0.937985610095969
"34","CHL",34,0.00547166745315085,34,4550.62948170206,34,84.9349451755507,34,1377.75635930068,0.96283150585005,0.89414417289354
"35","CHN",35,0.0413814280484378,35,127109.998050114,35,59114.7435577646,35,27851.5683371531,0.890540619845514,0.883416432935306
"36","CIV",36,0.0035491169621389,36,813.136418582152,36,14.8539822557847,36,241.373689161968,0.969297829567844,0.847109140842939
"37","CMR",37,0.00275605452825832,37,342.142128964405,37,11.948986599113,37,165.415602177172,0.972532117838517,0.822876738459404
"38","COG",38,0.0027913184457671,38,132.775313133742,38,5.13934299441229,38,73.2960972132189,0.966143161658753,0.912408450704225
"39","COL",39,0.00452681725200114,39,8200.58400538803,39,194.624077907459,39,1218.37946697411,0.953449430400232,0.83790846055025
"40","COM",40,0.00171065486543155,40,33.5096456710468,40,2.47555817969606,40,9.42332926892914,0.978580454106759,0.950959732091808
"41","CPV",41,0.00209782493932087,41,91.2700288257827,41,3.75793829740731,41,23.2666564693492,0.973736042801346,0.943305997992462
"42","CRI",42,0.00345586401265029,42,18566.7102919386,42,822.842687987495,42,536.761987607309,0.949131098616372,0.955158869407077
"43","CUB",43,0.00259393511326574,43,211.960936915661,43,5.65815525208001,43,114.651810897139,0.950427246463647,0.967607426721888
"44","CYP",44,0.00240001930392123,44,4444.82378823812,44,98.5001513217162,44,233.408345968452,0.951468027612447,0.915047592772275
"45","CZE",45,0.00978113362614485,45,46105.5386545283,45,4788.02811600572,45,4898.82128684714,0.944018001617292,0.938558554423598
"46","DEU",46,0.04446166592505,46,65521.831222386,46,14648.0122566532,46,16181.5159621872,0.92884814129787,0.923216023540406
"47","DJI",47,0.00202129473099364,47,797.015387662442,47,12.9427695646621,47,131.643686696221,0.986504155679586,0.941315734480699
"48","DMA",48,0.00178148231458396,48,237.511610134482,48,5.02655424479717,48,14.9687600944188,0.975540357447591,0.909512637604863
"49","DNK",49,0.00634222492885779,49,18720.6668257305,49,1277.67276151421,49,1815.01866927364,0.951618268224326,0.9269081949895
"50","DOM",50,0.00345916881390191,50,17674.7972159593,50,290.669196907299,50,438.335613567839,0.980942491818088,0.983172040419188
"51","DZA",51,0.00318787561714635,51,632.626111878747,51,17.5448405206088,51,491.38597854931,0.979812942371656,0.924093616757602
"52","ECU",52,0.00336408316765811,52,4179.45364648425,52,51.0322932958596,52,415.39747014968,0.969198565816006,0.940689834670238
"53","EGY",53,0.00442026475366823,53,9792.03394568676,53,573.823764877092,53,1211.8909354107,0.949345187607028,0.877736283648858
"54","ERI",54,0.00154494557241259,54,18.8859139150831,54,2.30485970200672,54,17.8486301101088,0.995269812843581,0.902766023785132
"55","ESP",55,0.0122546648835612,55,26109.8510523734,55,2889.62584542824,55,4871.04697887876,0.923143117868223,0.889732613294468
"56","EST",56,0.00296634879738483,56,15003.1455360295,56,606.370905241153,56,564.252637230758,0.951388358591725,0.94150232316168
"57","ETH",57,0.00275015228971804,57,1192.14731593764,57,14.5318191693989,57,264.082576142432,0.982590975005074,0.91115704223086
"58","FIN",58,0.0046781304156749,58,17386.5378323417,58,1226.00418029904,58,1430.76530783432,0.943064806935596,0.917958407184061
"59","FJI",59,0.00210353528451581,59,510.392625947642,59,14.388431708472,59,64.8089049494857,0.918963099722747,0.665788919961734
"60","FRA",60,0.0213961567704898,60,39799.4917093356,60,5208.25925731658,60,7036.8122074059,0.922037824053576,0.907319324727514
"61","FSM",61,0.00125995428480504,61,118.703680827774,61,2.97927225556693,61,9.22913872352331,0.995851104127991,0.992401938409106
"62","GAB",62,0.00242624598063155,62,328.040454503614,62,8.57021802609096,62,68.5489824988184,0.967751757661647,0.864478703754546
"63","GBR",63,0.0185267166429661,63,32874.7760531682,63,3612.21563332164,63,7089.71158860415,0.934983884783289,0.920369439707413
"64","GEO",64,0.00253155728755896,64,1227.41733649442,64,35.3813387653161,64,222.381170650637,0.974381320321084,0.870093637083873
"65","GHA",65,0.00502203919350887,65,316.298648916268,65,16.3592618187185,65,268.34381824383,0.960526240728587,0.734850307870696
"66","GIN",66,0.00226255634760931,66,738.337917222435,66,7.74903013782571,66,129.470729788492,0.986678818206784,0.968775416859133
"67","GMB",67,0.0017664540268214,67,207.030365975068,67,4.54951410870714,67,32.0537945126181,0.985025771876974,0.950160815662798
"68","GNB",68,0.00148364550287135,68,68.0647257724923,68,2.26507791822231,68,13.0181059580243,0.992819125815624,0.999753252579632
"69","GNQ",69,0.00185811129147358,69,134.489195854502,69,2.92700262848362,69,40.9012614033348,0.981049003233937,0.949222742800254
"70","GRC",70,0.00384747315476469,70,10402.5820288451,70,480.804271361836,70,1062.5589273319,0.946458572322268,0.872485786070513
"71","GRD",71,0.00211826674565582,71,32.960659219457,71,2.57193856049472,71,15.7249665506121,0.966054992572243,0.91999935662356
"72","GRL",72,0.00152022383010827,72,194.175114231833,72,4.20048821603503,72,25.9484160213659,0.998627478738365,0.999854764940749
"73","GTM",73,0.00292001661531697,73,1228.10913473369,73,29.3392986458492,73,429.35711704137,0.957798821708537,0.853716138773982
"74","GUY",74,0.00238844063152734,74,182.760894413299,74,4.1595654236421,74,69.5440210662486,0.97044897418351,0.936851645007458
"75","HKG",75,0.0197449530689839,75,67220.5224896581,75,8186.22164915562,75,16988.4239463052,0.949896578356483,0.915105767695827
"76","HND",76,0.00218488627975032,76,16556.2446462169,76,288.344464467639,76,222.160220411189,0.987585634659119,0.981966003473773
"77","HRV",77,0.00261549873784017,77,11557.8383283197,77,442.573607544641,77,591.477611658547,0.970970779519315,0.958613274468319
"78","HTI",78,0.00170723952096744,78,1100.02715012678,78,11.7865243193893,78,66.8047008254956,0.99095979353329,0.988279302855515
"79","HUN",79,0.00988658759856389,79,45030.9875523818,79,4325.86406917431,79,3710.33007136153,0.957374760879167,0.953264986982776
"80","IDN",80,0.00532041724068912,80,32392.0836815844,80,2467.93721001796,80,3535.42287357335,0.950480856404279,0.933591888982222
"81","IND",81,0.0303310977150739,81,35787.733250501,81,3605.86384295463,81,7289.74335651565,0.925561954173892,0.889480258810149
"82","IRL",82,0.00631623584058484,82,49134.9864345788,82,3162.30322599426,82,1983.04141992582,0.941476901448295,0.955551807022439
"83","IRN",83,0.00454788781377356,83,5101.69194666317,83,106.581360975214,83,1068.94595643845,0.971976475034461,0.548221985227521
"84","IRQ",84,0.0077858981446352,84,8634.00872725044,84,101.246787793165,84,1462.23134234875,0.992254885693899,0.984240575124527
"85","ISL",85,0.00224615895323338,85,2160.50456842389,85,35.0540957690633,85,239.107917409637,0.98240019997139,0.957406605515745
"86","ISR",86,0.00573766937764909,86,33313.612009478,86,2208.28736660232,86,1936.82049191119,0.960275133459735,0.945063173550572
"87","ITA",87,0.0156578217532984,87,35641.6173677608,87,4806.74836832784,87,5907.31768731301,0.938125243413407,0.912955549326139
"88","JAM",88,0.00276603647218818,88,309.232711858152,88,8.63630028719759,88,115.614486038333,0.971048722048015,0.88905223227632
"89","JOR",89,0.00255015629794511,89,4597.86320068742,89,121.594387729963,89,391.025334485662,0.949776256619106,0.749868266122777
"90","JPN",90,0.0123594630728442,90,82193.9859872349,90,12859.1426384512,90,9499.16206373061,0.947393270908251,0.940136212087355
"91","KAZ",91,0.00499545383689324,91,5659.00823253119,91,254.187617648236,91,823.710629720758,0.97163938561814,0.919171404835947
"92","KEN",92,0.00536405433972796,92,1745.29839034351,92,45.401120776959,92,393.802919532188,0.965847185605216,0.755576160185328
"93","KGZ",93,0.00278626210309277,93,1964.97761982779,93,25.2588904695818,93,420.690047771029,0.989118053575271,0.921492541473865
"94","KHM",94,0.00180565200178692,94,18629.3610619692,94,414.739586862771,94,508.00675569074,0.983950786225537,0.984387441469261
"95","KIR",95,0.00147795366328257,95,22.3781428787643,95,2.12720265369903,95,7.81249387810911,0.944113042513441,0.940340103920642
"96","KNA",96,0.00175067210752129,96,1531.44586205522,96,13.5758690652851,96,18.3580697635019,0.992632550724664,0.99146722696851
"97","KOR",97,0.0138339341356162,97,100964.820489659,97,19087.5118355032,97,10440.5142568228,0.917279825113406,0.904882830694128
