country,iso_o,year,gdp_pc,trade_ratio,log_gdp_pc,D_log_gdp_pc,landlocked,continent,lat,lon,langoff_1,colonizer1,category,development
Aruba,ABW,1998,35271.91,163.27,10.470842,-0.0048828125,0,America,12.55,-70.099998,Dutch,NLD,Emerging and Developing Economies,0.0
Afghanistan,AFG,1998,16869.145,71.250504,9.7332411,0.016026497,1,Asia,34.516666,69.199997,Persian,,Emerging and Developing Economies,0.0
Angola,AGO,1998,6895.0298,71.250504,8.8385563,0.012376785,0,Africa,-8.833333,13.25,Portuguese,PRT,Emerging and Developing Economies,0.0
Albania,ALB,1998,5387.5698,47.130001,8.5918493,0.086121559,0,Europe,41.333332,19.816668,Albanian,TUR,Emerging and Developing Economies,0.0
Andorra,AND,1998,51092.219,71.250504,10.841388,0.020962715,0,Europe,42.5,1.5,Catalan,,Advanced Economies,1.0
United Arab Emirates,ARE,1998,96088.492,71.250504,11.473024,-0.073263168,0,Asia,24.466667,54.416668,Arabic,GBR,Emerging and Developing Economies,0.0
Argentina,ARG,1998,23783.1,23.35,10.076731,0.026023865,0,America,-34.666668,-58.5,Spanish,ESP,Emerging and Developing Economies,0.0
Armenia,ARM,1998,4211.5098,71.839996,8.3455763,0.082197189,1,Asia,40.183334,44.5,Armenian,TUR,Emerging and Developing Economies,0.0
Antigua and Barbuda,ATG,1998,23996.109,71.250504,10.085647,0.027280807,0,America,17.133333,-61.833332,English,GBR,Emerging and Developing Economies,0.0
Australia,AUS,1998,42257.172,39.919998,10.651529,0.035739899,0,Pacific,-35.299999,149.133,English,GBR,Advanced Economies,1.0
Austria,AUT,1998,50216.699,77.349998,10.824103,0.03323555,1,Europe,48.216667,16.366667,German,,Advanced Economies,1.0
Azerbaijan,AZE,1998,4822.1602,77.230003,8.4809771,0.085818291,1,Asia,40.366665,49.883335,Azeri,RUS,Emerging and Developing Economies,0.0
Burundi,BDI,1998,1101.22,71.250504,7.0041738,0.027302742,1,Africa,-3.3666666,29.316668,French,BEL,Emerging and Developing Economies,0.0
Belgium,BEL,1998,47205.309,124.71,10.762261,0.017292976,0,Europe,50.833332,4.3499999,Dutch,,Advanced Economies,1.0
Benin,BEN,1998,2419.1001,59.59,7.791151,0.008014679,0,Africa,6.5,2.7833333,French,FRA,Emerging and Developing Economies,0.0
Burkina Faso,BFA,1998,1385.09,40.939999,7.2335205,0.042889595,1,Africa,12.333333,-1.6666666,French,FRA,Emerging and Developing Economies,0.0
Bangladesh,BGD,1998,2555.0601,27.879999,7.8458309,0.031592846,0,Asia,23.700001,90.366669,Bengali,GBR,Emerging and Developing Economies,0.0
Bulgaria,BGR,1998,12976.32,77.050003,9.4708815,0.04386425,0,Europe,42.666668,23.299999,Bulgarian,TUR,Emerging and Developing Economies,0.0
Bahrain,BHR,1998,55638.691,113.0,10.926634,0.020442009,0,Asia,26.200001,50.633335,Arabic,GBR,Emerging and Developing Economies,0.0
"Bahamas, The",BHS,1998,31836.529,77.730003,10.36837,0.031833649,0,America,25.083334,-77.333336,English,GBR,Emerging and Developing Economies,0.0
Bosnia and Herzegovina,BIH,1998,6899.3301,125.67,8.83918,0.13617325,0,Europe,43.866665,18.433332,Serbo-Croatian,TUR,Emerging and Developing Economies,0.0
Belarus,BLR,1998,10128.16,122.96,9.2230749,0.085162163,0,Europe,53.849998,27.5,Belarussian,RUS,Emerging and Developing Economies,0.0
Belize,BLZ,1998,9894.5996,85.279999,9.1997442,0.0032730103,0,America,17.216667,-88.800003,English,GBR,Emerging and Developing Economies,0.0
Bermuda,BMU,1998,88034.813,71.250504,11.385488,0.030611038,0,America,32.299999,-64.800003,English,GBR,,1.0
Bolivia,BOL,1998,7534.52,52.279999,8.9272509,0.031414032,1,America,-16.5,-68.166664,Spanish,ESP,Emerging and Developing Economies,0.0
Brazil,BRA,1998,13737.7,16.440001,9.5278988,-0.011502266,0,America,-15.78,-47.91,Portuguese,PRT,Emerging and Developing Economies,0.0
Barbados,BRB,1998,20752.811,71.250504,9.9404373,0.036438942,0,America,13.1,-59.616665,English,GBR,Emerging and Developing Economies,0.0
Brunei Darussalam,BRN,1998,97171.641,78.730003,11.484234,-0.091698647,0,Asia,4.9333334,114.96667,Malay,GBR,Emerging and Developing Economies,0.0
Bhutan,BTN,1998,4965.8799,85.580002,8.5103455,0.038419724,1,Asia,27.533333,89.75,Burmese,,Emerging and Developing Economies,0.0
Botswana,BWA,1998,12306.25,101.84,9.4178629,-0.017726898,1,Africa,-24.75,25.916666,English,GBR,Emerging and Developing Economies,0.0
Central African Republic,CAF,1998,1302.75,51.049999,7.1722326,0.018797874,1,Africa,4.3833332,18.616667,French,FRA,Emerging and Developing Economies,0.0
Canada,CAN,1998,44553.281,78.080002,10.704441,0.029891014,0,America,45.419998,-75.709999,English,GBR,Advanced Economies,1.0
Switzerland,CHE,1998,64418.391,88.220001,11.073154,0.026878357,1,Europe,46.950001,7.4333334,German,,Advanced Economies,1.0
Chile,CHL,1998,17156.971,53.84,9.7501602,0.027959824,0,America,-33.5,-70.666664,Spanish,ESP,Emerging and Developing Economies,0.0
China,CHN,1998,3533.5701,32.169998,8.170064,0.066633224,0,Asia,39.916668,116.43333,Chinese,,Emerging and Developing Economies,0.0
Cote d'Ivoire,CIV,1998,5093.1299,53.650002,8.5356474,0.0040388107,0,Africa,5.3166666,-4.0166669,French,FRA,Emerging and Developing Economies,0.0
Cameroon,CMR,1998,3714.1299,42.290001,8.2199001,0.019691467,0,Africa,3.8499999,11.516666,French,FRA,Emerging and Developing Economies,0.0
"Congo, Rep.",COG,1998,7711.6299,148.89999,8.9504852,0.014706612,0,Africa,-4.2333331,15.233334,French,FRA,Emerging and Developing Economies,0.0
Colombia,COL,1998,11343.88,35.91,9.3364334,-0.012233734,0,America,4.6333332,-75.066666,Spanish,ESP,Emerging and Developing Economies,0.0
Comoros,COM,1998,2918.1299,35.759998,7.9786983,-0.016972542,0,Africa,-11.666667,43.266666,Arabic,FRA,Emerging and Developing Economies,0.0
Cabo Verde,CPV,1998,3657.3799,81.879997,8.2045021,0.1019249,0,Africa,14.916667,-23.5,Portuguese,PRT,Emerging and Developing Economies,0.0
Costa Rica,CRI,1998,13481.06,92.040001,9.5090408,0.047430038,0,America,9.9833336,-84.066666,Spanish,ESP,Emerging and Developing Economies,0.0
Cuba,CUB,1998,16869.145,32.5,9.7332411,0.016026497,0,America,23.116667,-82.416664,Spanish,ESP,,0.0
Cyprus,CYP,1998,33182.121,134.91,10.409766,0.047052383,0,Europe,35.150002,33.349998,Greek,GBR,Advanced Economies,1.0
Czechia,CZE,1998,27801.439,83.940002,10.232843,-0.0029916763,1,Europe,50.099998,14.433333,Czech,AUT,Advanced Economies,1.0
Germany,DEU,1998,47565.449,50.16,10.769862,0.020587921,0,Europe,52.533001,13.417,German,,Advanced Economies,1.0
Djibouti,DJI,1998,16869.145,71.250504,9.7332411,0.016026497,0,Africa,11.6,43.150002,French,FRA,Emerging and Developing Economies,0.0
Dominica,DMA,1998,13563.45,71.250504,9.5151339,0.039575577,0,America,15.3,-61.383335,English,GBR,Emerging and Developing Economies,0.0
Denmark,DNK,1998,54581.41,71.349998,10.907449,0.019365311,0,Europe,55.666668,12.583333,Danish,,Advanced Economies,1.0
Dominican Republic,DOM,1998,10150.45,75.910004,9.2252731,0.048370361,0,America,18.5,-69.783333,Spanish,FRA,Emerging and Developing Economies,0.0
Algeria,DZA,1998,11094.89,45.09,9.3142395,0.033816338,0,Africa,36.833332,3.0,Arabic,FRA,Emerging and Developing Economies,0.0
Ecuador,ECU,1998,9876.75,43.400002,9.1979389,0.014017105,0,America,-0.23333333,-78.5,Spanish,ESP,Emerging and Developing Economies,0.0
"Egypt, Arab Rep.",EGY,1998,9245.4805,41.93,9.1318903,0.032408714,0,Africa,30.049999,31.25,Arabic,GBR,Emerging and Developing Economies,0.0
