country,iso_o,year,gdp_pc,trade_ratio,log_gdp_pc,D_log_gdp_pc,landlocked,continent,lat,lon,langoff_1,colonizer1,category,development
Cabo Verde,CPV,2022,8850.1104,96.989998,9.0881853,0.1411047,0,Africa,14.916667,-23.5,Portuguese,PRT,Emerging and Developing Economies,0.0
Costa Rica,CRI,2022,24831.721,82.230003,10.119877,0.040214539,0,America,9.9833336,-84.066666,Spanish,ESP,Emerging and Developing Economies,0.0
Cuba,CUB,2022,25419.234,93.860001,10.143261,0.031004906,0,America,23.116667,-82.416664,Spanish,ESP,,0.0
Cyprus,CYP,2022,50623.801,205.75,10.832177,0.060900688,0,Europe,35.150002,33.349998,Greek,GBR,Advanced Economies,1.0
Czechia,CZE,2022,48390.66,144.00999,10.787062,0.012363434,1,Europe,50.099998,14.433333,Czech,AUT,Advanced Economies,1.0
Germany,DEU,2022,63676.09,88.790001,11.061564,0.01815033,0,Europe,52.533001,13.417,German,,Advanced Economies,1.0
Djibouti,DJI,2022,6180.6802,302.29001,8.7291832,0.036338806,0,Africa,11.6,43.150002,French,FRA,Emerging and Developing Economies,0.0
Dominica,DMA,2022,17550.801,94.732063,9.7728548,0.10452175,0,America,15.3,-61.383335,English,GBR,Emerging and Developing Economies,0.0
Denmark,DNK,2022,69475.32,132.0,11.148726,-0.003446579,0,Europe,55.666668,12.583333,Danish,,Advanced Economies,1.0
Dominican Republic,DOM,2022,22986.961,54.380001,10.042683,0.04145813,0,America,18.5,-69.783333,Spanish,FRA,Emerging and Developing Economies,0.0
Algeria,DZA,2022,14782.2,51.189999,9.6011791,0.019491196,0,Africa,36.833332,3.0,Arabic,FRA,Emerging and Developing Economies,0.0
Ecuador,ECU,2022,14186.64,61.880001,9.5600557,0.049059868,0,America,-0.23333333,-78.5,Spanish,ESP,Emerging and Developing Economies,0.0
"Egypt, Arab Rep.",EGY,2022,16360.39,36.98,9.7026186,0.048937798,0,Africa,30.049999,31.25,Arabic,GBR,Emerging and Developing Economies,0.0
Eritrea,ERI,2022,25419.234,94.732063,10.143261,0.031004906,0,Africa,15.333333,38.883335,English,GBR,Emerging and Developing Economies,0.0
Spain,ESP,2022,46733.48,78.470001,10.752216,0.054568291,0,Europe,40.416668,-3.7166667,Spanish,,Advanced Economies,1.0
Estonia,EST,2022,43128.629,175.69,10.671943,-0.025702477,0,Europe,59.416668,24.75,Estonian,RUS,Advanced Economies,1.0
Ethiopia,ETH,2022,2655.5901,26.6,7.8844223,0.025623322,1,Africa,9.0500002,38.833332,Amharic,,Emerging and Developing Economies,0.0
Finland,FIN,2022,57068.309,94.559998,10.952004,0.0048818588,0,Europe,60.133335,25.0,Swedish,RUS,Advanced Economies,1.0
Fiji,FJI,2022,12118.32,94.732063,9.4024734,0.16039944,0,Pacific,-18.133333,178.41667,English,GBR,Emerging and Developing Economies,0.0
France,FRA,2022,53673.809,75.959999,10.89068,0.021781921,0,Europe,48.866665,2.3333333,French,,Advanced Economies,1.0
"Micronesia, Fed. Sts.",FSM,2022,3814.99,90.629997,8.2466936,-0.033870697,0,Pacific,6.9166665,158.25,English,ESP,Emerging and Developing Economies,0.0
Gabon,GAB,2022,18662.051,92.059998,9.8342476,0.0074481964,0,Africa,0.38333333,9.416667,French,FRA,Emerging and Developing Economies,0.0
United Kingdom,GBR,2022,53139.148,69.199997,10.88067,0.041002274,0,Europe,51.5,-0.16666667,English,,Advanced Economies,1.0
Georgia,GEO,2022,20966.529,114.7,9.9506826,0.1029377,0,Asia,41.716667,44.816666,Georgian,RUS,Emerging and Developing Economies,0.0
Ghana,GHA,2022,6728.4502,70.120003,8.8141003,0.018139839,0,Africa,5.5500002,-0.25,English,GBR,Emerging and Developing Economies,0.0
Guinea,GIN,2022,3792.01,94.169998,8.2406511,0.014128685,0,Africa,9.5166664,-15.716666,French,FRA,Emerging and Developing Economies,0.0
"Gambia, The",GMB,2022,2863.1799,44.720001,7.9596882,0.030273438,0,Africa,13.466666,-16.65,English,GBR,Emerging and Developing Economies,0.0
Guinea-Bissau,GNB,2022,2603.24,45.759998,7.864512,0.03139925,0,Africa,11.866667,-15.65,Portuguese,PRT,Emerging and Developing Economies,0.0
Equatorial Guinea,GNQ,2022,16932.77,81.809998,9.7370062,0.0065965652,0,Africa,3.75,8.8000002,Spanish,ESP,Emerging and Developing Economies,0.0
Greece,GRC,2022,35831.34,108.12,10.486578,0.066347122,0,Europe,38.0,23.733334,Greek,TUR,Advanced Economies,1.0
Grenada,GRD,2022,16376.43,94.732063,9.703598,0.068627357,0,America,12.066667,-61.733334,English,GBR,Emerging and Developing Economies,0.0
Greenland,GRL,2022,70681.227,93.370003,11.165936,0.019706726,0,America,64.183334,-51.733334,Greenlandic,DNK,,1.0
Guatemala,GTM,2022,12147.93,54.43,9.4049139,0.026930809,0,America,14.633333,-90.51667,Spanish,ESP,Emerging and Developing Economies,0.0
Guyana,GUY,2022,37068.199,94.732063,10.520514,0.48311138,0,America,6.7666669,-58.166668,English,GBR,Emerging and Developing Economies,0.0
"Hong Kong SAR, China",HKG,2022,64036.648,384.88,11.067211,-0.028453827,0,Asia,22.266666,114.15,English,GBR,Advanced Economies,1.0
Honduras,HND,2022,6352.5898,112.7,8.7566175,0.023832321,0,America,14.083333,-87.23333,Spanish,ESP,Emerging and Developing Economies,0.0
Croatia,HRV,2022,39864.012,125.41,10.593229,0.076441765,0,Europe,45.799999,15.966666,Serbo-Croatian,AUT,Advanced Economies,1.0
Haiti,HTI,2022,3057.4299,36.529999,8.0253296,-0.028243065,0,America,18.549999,-72.333336,French,,Emerging and Developing Economies,0.0
Hungary,HUN,2022,40610.969,185.0,10.611794,0.043373108,1,Europe,47.5,19.049999,Hungarian,,Emerging and Developing Economies,0.0
Indonesia,IDN,2022,13334.27,45.459999,9.4980927,0.044251442,0,Asia,-6.1333332,106.75,Indonesian,NLD,Emerging and Developing Economies,0.0
India,IND,2022,8594.3896,50.080002,9.0588646,0.065434456,0,Asia,28.616667,77.216667,English,GBR,Emerging and Developing Economies,0.0
Ireland,IRL,2022,123219.08,237.75999,11.721719,0.052614212,0,Europe,53.333332,-6.25,English,GBR,Advanced Economies,1.0
"Iran, Islamic Rep.",IRN,2022,16377.96,48.919998,9.7036915,0.030596733,0,Asia,35.666668,51.433334,Persian,,Emerging and Developing Economies,0.0
Iraq,IRQ,2022,13433.4,68.760002,9.5054998,0.053646088,0,Asia,33.333332,44.433334,Arabic,TUR,Emerging and Developing Economies,0.0
Iceland,ISL,2022,65380.32,93.050003,11.087976,0.059393883,0,Europe,64.150002,-21.966667,Icelandic,DNK,Advanced Economies,1.0
Israel,ISR,2022,48098.191,60.639999,10.781,0.041086197,0,Asia,32.083332,34.766666,Hebrew,GBR,Advanced Economies,1.0
Italy,ITA,2022,52333.328,72.019997,10.865389,0.049108505,0,Europe,41.883335,12.5,Italian,,Advanced Economies,1.0
Jamaica,JAM,2022,11096.64,94.732063,9.3143978,0.061889648,0,America,17.966667,-76.800003,English,GBR,Emerging and Developing Economies,0.0
Jordan,JOR,2022,9266.5801,104.1,9.1341696,0.0091152191,0,Asia,31.950001,35.933334,Arabic,GBR,Emerging and Developing Economies,0.0
Japan,JPN,2022,44972.34,46.810001,10.713803,0.013814926,0,Asia,35.666668,139.75,Japanese,,Advanced Economies,1.0
Kazakhstan,KAZ,2022,33506.262,68.330002,10.419488,0.016867638,1,Asia,51.169998,71.470001,Kazakh,RUS,Emerging and Developing Economies,0.0
Kenya,KEN,2022,5491.6899,40.279999,8.6109915,0.028225899,0,Africa,-1.2833333,36.833332,English,GBR,Emerging and Developing Economies,0.0
Kyrgyz Republic,KGZ,2022,6139.7798,133.78999,8.7225437,0.067942619,1,Asia,42.900002,74.599998,Kyrgyz,RUS,Emerging and Developing Economies,0.0
Cambodia,KHM,2022,6458.3701,145.87,8.7731323,0.036718369,0,Asia,11.583333,104.91666,Khmer,FRA,Emerging and Developing Economies,0.0
Kiribati,KIR,2022,3107.78,107.69,8.0416641,0.028490067,0,Pacific,1.3833333,173.14999,English,GBR,Emerging and Developing Economies,0.0
St. Kitts and Nevis,KNA,2022,29749.869,94.732063,10.30058,0.10082436,0,America,17.283333,-62.716667,English,GBR,Emerging and Developing Economies,0.0
"Korea, Rep.",KOR,2022,53228.602,90.589996,10.882351,0.028784752,0,Asia,37.5,127.0,Korean,JPN,Advanced Economies,1.0
Kuwait,KWT,2022,51379.879,90.919998,10.847002,0.014268875,0,Asia,29.333334,48.0,Arabic,GBR,Emerging and Developing Economies,0.0
Lao PDR,LAO,2022,8183.0298,94.732063,9.0098181,0.012616158,1,Asia,17.983334,102.63333,Lao,FRA,Emerging and Developing Economies,0.0
Lebanon,LBN,2022,11474.75,114.89,9.3479042,-0.010837555,0,Asia,33.866665,35.5,Arabic,FRA,Emerging and Developing Economies,0.0
Liberia,LBR,2022,1579.0,94.732063,7.3645473,0.025522709,0,Africa,6.3333335,-10.766666,English,FRA,Emerging and Developing Economies,0.0
Libya,LBY,2022,11450.06,156.32001,9.3457499,-0.098991394,0,Africa,32.733334,13.116667,Arabic,TUR,Emerging and Developing Economies,0.0
St. Lucia,LCA,2022,22962.279,94.732063,10.041608,0.18410301,0,America,14.016666,-60.983334,English,GBR,Emerging and Developing Economies,0.0
Sri Lanka,LKA,2022,13249.07,46.68,9.491683,-0.077460289,0,Asia,6.9166665,79.866669,Sinhala,GBR,Emerging and Developing Economies,0.0
Lesotho,LSO,2022,2577.55,142.37,7.8545947,0.012795448,1,Africa,-29.316668,27.483334,English,GBR,Emerging and Developing Economies,0.0
Lithuania,LTU,2022,46651.211,175.64999,10.750454,0.016810417,0,Europe,54.683334,25.316668,Lithuanian,RUS,Advanced Economies,1.0
Luxembourg,LUX,2022,132570.83,412.17999,11.794872,-0.031201363,1,Europe,49.599998,6.1500001,French,NLD,Advanced Economies,1.0
Latvia,LVA,2022,37718.711,159.89,10.537911,0.021618843,0,Europe,56.950001,24.1,Latvian,RUS,Advanced Economies,1.0
"Macao SAR, China",MAC,2022,59921.441,170.37,11.00079,-0.20254135,0,Asia,22.27,113.56,Portuguese,PRT,Advanced Economies,1.0
Morocco,MAR,2022,8690.4502,100.91,9.0699797,0.0077600479,0,Africa,34.033333,-6.8499999,Arabic,FRA,Emerging and Developing Economies,0.0
Moldova,MDA,2022,15358.02,112.12,9.6393929,-0.020880699,0,Europe,47.0,28.833334,Romanian,RUS,Emerging and Developing Economies,0.0
Madagascar,MDG,2022,1602.71,70.550003,7.3794513,0.015899181,0,Africa,-18.866667,47.5,French,FRA,Emerging and Developing Economies,0.0
Maldives,MDV,2022,21357.811,162.24001,9.9691725,0.11421299,0,Asia,4.1666665,73.466667,Maldivian,GBR,Emerging and Developing Economies,0.0
Mexico,MEX,2022,21391.859,88.800003,9.9707661,0.028895378,0,America,19.416666,-99.166664,Spanish,ESP,Emerging and Developing Economies,0.0
Marshall Islands,MHL,2022,6936.8701,128.34,8.8446064,0.024651527,0,Pacific,7.1500001,171.2,English,,Emerging and Developing Economies,0.0
North Macedonia,MKD,2022,22822.33,166.14999,10.035495,0.03015995,1,Europe,42.0,21.466667,Macedonian,TUR,Emerging and Developing Economies,0.0
Mali,MLI,2022,2813.8101,61.560001,7.9422946,0.0062670708,1,Africa,12.666667,-7.9833331,French,FRA,Emerging and Developing Economies,0.0
Malta,MLT,2022,56841.961,245.16,10.94803,-0.00018215179,0,Europe,35.900002,14.533334,English,GBR,Advanced Economies,1.0
Myanmar,MMR,2022,5350.48,94.732063,8.5849419,0.032680511,0,Asia,16.783333,96.166664,Burmese,GBR,Emerging and Developing Economies,0.0
Mongolia,MNG,2022,15310.43,136.33,9.6362896,0.034430504,1,Asia,47.900002,106.86667,Mongolian,CHN,Emerging and Developing Economies,0.0
Mozambique,MOZ,2022,1476.67,135.28,7.297545,0.013245583,0,Africa,-25.966667,32.583332,Portuguese,PRT,Emerging and Developing Economies,0.0
Mauritania,MRT,2022,6053.2598,102.03,8.7083521,0.036453247,0,Africa,18.15,-15.966666,Arabic,FRA,Emerging and Developing Economies,0.0
Mauritius,MUS,2022,25085.99,147.66,10.130065,0.086372375,0,Africa,-20.166666,57.5,English,GBR,Emerging and Developing Economies,0.0
Malawi,MWI,2022,1659.96,43.619999,7.4145489,-0.016507626,1,Africa,-13.966666,33.816666,English,GBR,Emerging and Developing Economies,0.0
Malaysia,MYS,2022,32129.221,146.42,10.377522,0.074491501,0,Asia,3.1333334,101.7,Malay,GBR,Emerging and Developing Economies,0.0
Namibia,NAM,2022,9953.0996,99.260002,9.2056389,0.024820328,0,Africa,-22.566668,17.1,English,DEU,Emerging and Developing Economies,0.0
New Caledonia,NCL,2022,25419.234,50.470001,10.143261,0.031004906,0,Pacific,-22.266666,166.45,French,FRA,,1.0
Niger,NER,2022,1717.52,52.810001,7.4486365,0.079918385,1,Africa,13.533334,2.0833333,French,FRA,Emerging and Developing Economies,0.0
Nigeria,NGA,2022,7752.2598,94.732063,8.95574,0.021353722,0,Africa,6.4499998,3.4666667,English,GBR,Emerging and Developing Economies,0.0
Nicaragua,NIC,2022,7277.8198,115.45,8.8925867,0.022040367,0,America,12.1,-86.300003,Spanish,ESP,Emerging and Developing Economies,0.0
Netherlands,NLD,2022,71324.039,184.11,11.174989,0.039326668,0,Europe,52.349998,4.9000001,Dutch,,Advanced Economies,1.0
Norway,NOR,2022,91051.078,82.610001,11.419176,0.02296257,0,Europe,59.916668,10.75,Norwegian,,Advanced Economies,1.0
Nepal,NPL,2022,4763.3901,48.970001,8.4687147,0.046661377,1,Asia,27.700001,85.316666,Nepali,,Emerging and Developing Economies,0.0
Nauru,NRU,2022,12363.65,167.34,9.4225159,0.020544052,0,Pacific,-0.53333336,166.91667,Nauruan,GBR,Emerging and Developing Economies,0.0
New Zealand,NZL,2022,49964.18,53.48,10.819061,0.034936905,0,Pacific,-44.283333,174.78334,English,GBR,Advanced Economies,1.0
Oman,OMN,2022,39780.211,105.75,10.591125,0.02702713,0,Asia,23.616667,58.633335,Arabic,,Emerging and Developing Economies,0.0
Pakistan,PAK,2022,5526.2798,33.029999,8.6172705,0.029195786,0,Asia,33.666668,73.133331,Urdu,GBR,Emerging and Developing Economies,0.0
Panama,PAN,2022,33915.148,93.480003,10.431617,0.092045784,0,America,8.9499998,-79.5,Spanish,ESP,Emerging and Developing Economies,0.0
Peru,PER,2022,15559.82,57.299999,9.6524477,0.018111229,0,America,-12.1,-77.050003,Spanish,ESP,Emerging and Developing Economies,0.0
Philippines,PHL,2022,9457.0996,72.43,9.154521,0.065468788,0,Asia,14.616667,120.96667,English,ESP,Emerging and Developing Economies,0.0
Palau,PLW,2022,16040.91,105.2,9.6828976,0.016364098,0,Pacific,7.3333335,134.48334,English,GBR,Emerging and Developing Economies,0.0
Papua New Guinea,PNG,2022,4125.4902,94.732063,8.3249397,0.036682129,0,Pacific,-9.5,147.11667,English,GBR,Emerging and Developing Economies,0.0
Poland,POL,2022,43405.02,123.02,10.67833,0.055550575,0,Europe,52.25,21.0,Polish,DEU,Emerging and Developing Economies,0.0
"Korea, Dem. People's Rep.",PRK,2022,25419.234,94.732063,10.143261,0.031004906,0,Asia,39.0,125.78333,Korean,JPN,Advanced Economies,1.0
Portugal,PRT,2022,41070.859,101.36,10.623055,0.060553551,0,Europe,38.733334,-9.1333332,Portuguese,,Advanced Economies,1.0
Paraguay,PRY,2022,15259.15,73.739998,9.6329346,-0.0095891953,1,America,-25.25,-57.666668,Spanish,ESP,Emerging and Developing Economies,0.0
French Polynesia,PYF,2022,25419.234,69.529999,10.143261,0.031004906,0,Pacific,-17.533333,-149.56667,French,FRA,,1.0
Qatar,QAT,2022,114740.17,100.21,11.650426,-0.018072128,0,Asia,25.25,51.533333,Arabic,GBR,Emerging and Developing Economies,0.0
Russian Federation,RUS,2022,38214.5,42.779999,10.55097,-0.011032104,0,Asia,55.75,37.700001,Russian,,Emerging and Developing Economies,0.0
Rwanda,RWA,2022,2892.46,61.150002,7.9698625,0.056546211,1,Africa,-1.9333333,30.066668,French,BEL,Emerging and Developing Economies,0.0
Saudi Arabia,SAU,2022,67178.594,56.82,11.11511,0.069145203,0,Asia,24.65,46.766666,Arabic,,Emerging and Developing Economies,0.0
Sudan,SDN,2022,3132.0801,2.7,8.0494528,-0.036643982,0,Africa,15.55,32.533333,Arabic,GBR,Emerging and Developing Economies,0.0
Senegal,SEN,2022,4228.73,79.599998,8.3496571,0.013103485,0,Africa,14.633333,-17.450001,French,FRA,Emerging and Developing Economies,0.0
Singapore,SGP,2022,133571.95,332.35001,11.802396,0.0071725845,0,Asia,1.2833333,103.85,English,GBR,Advanced Economies,1.0
Solomon Islands,SLB,2022,2330.1001,74.839996,7.7536664,-0.050123692,0,Pacific,-9.4666662,159.95,English,GBR,Emerging and Developing Economies,0.0
Sierra Leone,SLE,2022,2934.73,45.049999,7.9843707,0.029510498,0,Africa,8.5,-13.283334,English,GBR,Emerging and Developing Economies,0.0
El Salvador,SLV,2022,11085.62,88.699997,9.3134041,0.025203705,0,America,13.666667,-89.166664,Spanish,ESP,Emerging and Developing Economies,0.0
Sao Tome and Principe,STP,2022,5632.1401,94.732063,8.6362448,-0.017695427,0,Africa,0.2,6.7166667,Portuguese,PRT,Emerging and Developing Economies,0.0
Suriname,SUR,2022,18742.59,94.732063,9.8385534,0.015287399,0,America,5.8666668,-55.233334,Dutch,NLD,Emerging and Developing Economies,0.0
Slovak Republic,SVK,2022,38664.91,204.06,10.562688,0.0082798004,1,Europe,48.166668,17.166666,Slovak,HUN,Advanced Economies,1.0
Slovenia,SVN,2022,47050.07,186.64999,10.758967,0.024440765,0,Europe,46.066666,14.5,Slovenian,AUT,Advanced Economies,1.0
Sweden,SWE,2022,63088.422,107.11,11.052293,0.0056705475,0,Europe,59.333332,18.083334,Swedish,,Advanced Economies,1.0
Eswatini,SWZ,2022,9927.6104,92.57,9.2030754,-0.0063076019,1,Africa,-26.333334,31.133333,Swati,GBR,Emerging and Developing Economies,0.0
Seychelles,SYC,2022,27978.18,189.83,10.239181,-0.069099426,0,Africa,-4.6333332,55.466667,English,GBR,Emerging and Developing Economies,0.0
Syrian Arab Republic,SYR,2022,4454.8501,35.610001,8.4017487,-0.03050518,0,Asia,33.5,36.316666,Arabic,FRA,Emerging and Developing Economies,0.0
Chad,TCD,2022,2449.48,47.990002,7.8036308,0.0058999062,1,Africa,12.166667,14.983334,French,FRA,Emerging and Developing Economies,0.0
Togo,TGO,2022,2739.6899,61.580002,7.9155998,0.037516594,0,Africa,6.1666665,1.35,French,FRA,Emerging and Developing Economies,0.0
Thailand,THA,2022,20762.801,132.86,9.940918,0.025364876,0,Asia,13.733334,100.5,Thai,,Emerging and Developing Economies,0.0
Tajikistan,TJK,2022,4213.7598,65.440002,8.3461103,0.055589676,1,Asia,38.633335,68.849998,Tajik,RUS,Emerging and Developing Economies,0.0
Turkmenistan,TKM,2022,17119.57,37.360001,9.7479773,0.04086113,1,Asia,37.950001,58.383335,Turkmen,RUS,Emerging and Developing Economies,0.0
Tonga,TON,2022,6810.6099,70.129997,8.8262367,-0.017259598,0,Pacific,-21.15,-175.23334,Tongan,GBR,Emerging and Developing Economies,0.0
Trinidad and Tobago,TTO,2022,30784.109,94.732063,10.334754,0.0098581314,0,America,10.633333,-61.516666,English,GBR,Emerging and Developing Economies,0.0
Tunisia,TUN,2022,12712.22,116.1,9.4503193,0.021299362,0,Africa,36.833332,10.216666,Arabic,FRA,Emerging and Developing Economies,0.0
Turkiye,TUR,2022,33520.809,79.900002,10.419922,0.04313755,0,Europe,39.93,32.849998,Turkish,,Emerging and Developing Economies,0.0
Tuvalu,TUV,2022,5498.1802,94.732063,8.6121721,0.026762962,0,Pacific,-8.5,179.2,Tuvaluan,GBR,Emerging and Developing Economies,0.0
Tanzania,TZA,2022,3546.98,35.0,8.173852,0.015313148,0,Africa,-6.1700001,35.740002,English,GBR,Emerging and Developing Economies,0.0
Uganda,UGA,2022,2724.9099,34.509998,7.9101906,0.014784336,1,Africa,0.33333334,32.583332,English,GBR,Emerging and Developing Economies,0.0
Ukraine,UKR,2022,13787.12,87.400002,9.5314903,-0.25806713,0,Europe,50.416668,30.5,Ukrainian,RUS,Emerging and Developing Economies,0.0
Uruguay,URY,2022,30804.699,61.029999,10.335423,0.045588493,0,America,-34.916668,-56.166668,Spanish,ESP,Emerging and Developing Economies,0.0
United States,USA,2022,72679.258,27.309999,11.193811,0.01905632,0,America,38.867001,-77.0,English,GBR,Advanced Economies,1.0
Uzbekistan,UZB,2022,9607.5596,62.84,9.1703053,0.038181305,1,Asia,41.266666,69.216667,Uzbek,RUS,Emerging and Developing Economies,0.0
St. Vincent and the Grenadines,VCT,2022,16835.02,94.732063,9.7312164,0.038393974,0,America,13.2,-61.233334,English,GBR,Emerging and Developing Economies,0.0
"Venezuela, RB",VEN,2022,25419.234,27.9,10.143261,0.031004906,0,America,10.583333,-66.933334,Spanish,ESP,Emerging and Developing Economies,0.0
Viet Nam,VNM,2022,12979.76,183.14999,9.4711466,0.074418068,0,Asia,21.016666,105.86667,Vietnamese,FRA,Emerging and Developing Economies,0.0
Vanuatu,VUT,2022,3222.8401,63.599998,8.0780182,0.027365685,0,Pacific,-17.75,168.3,English,GBR,Emerging and Developing Economies,0.0
Samoa,WSM,2022,6449.3701,60.849998,8.7717381,0.015510559,0,Pacific,-13.8,171.75,Samoan,DEU,Emerging and Developing Economies,0.0
"Yemen, Rep.",YEM,2022,25419.234,94.732063,10.143261,0.031004906,0,Asia,15.4,44.233334,Arabic,GBR,Emerging and Developing Economies,0.0
South Africa,ZAF,2022,13767.5,64.949997,9.5300665,0.006234169,0,Africa,-25.73,28.219999,English,GBR,Emerging and Developing Economies,0.0
