"","iso_o","pageRank_total.name","pageRank_total.wpr","close_total.name","close_total.closeness","outdegree_total.name","outdegree_total.degree","indegree_total.name","indegree_total.degree","local_clust_tt_total","local_clust_out_total"
"1","ABW",1,0.00169762771410063,1,5299.67043479864,1,53.926634271684,1,207.59402657921,0.989623468374028,0.98303172512637
"2","AFG",2,0.00218013072161329,2,19752.671353133,2,369.64633748279,2,1122.79906851535,0.963044185869238,0.990537639931285
"3","AGO",3,0.00263397315064687,3,102424.572861781,3,2990.06058733521,3,1267.69089585312,0.987447875489159,0.991159214143093
"4","ALB",4,0.00223758335597202,4,28218.7292043371,4,446.016207217943,4,858.63457827197,0.98593123415159,0.987931967437236
"5","AND",5,0.00193640080415043,5,4005.65758249247,5,44.6194036368321,5,281.140618885735,0.996573835560155,0.984174061817475
"6","ARE",6,0.020446119537915,6,128273.739855628,6,19735.2898975812,6,15684.6297777168,0.92577706467837,0.92472588060542
"7","ARG",7,0.00376099789240945,7,75976.280411819,7,6285.6167867942,7,4411.68181669351,0.964215281307152,0.956616209634335
"8","ARM",8,0.00221431963477245,8,21809.5439272789,8,584.450778345102,8,916.627523294643,0.956946789795746,0.972929749341977
"9","ATG",9,0.00217564604340135,9,6150.16702907784,9,69.9075071794669,9,218.035756154926,0.974960605004314,0.934682968736799
"10","AUS",10,0.00958206796080209,10,186895.792399233,10,20054.3550803399,10,15591.6589710565,0.982976302264027,0.984706584425518
"11","AUT",11,0.00694122134487737,11,143088.281743633,11,13034.9696552962,11,12967.6814736759,0.977481243884255,0.974643515978996
"12","AZE",12,0.00237763563769604,12,55656.6019371208,12,2138.96682665091,12,1474.73999478421,0.981858584570666,0.982972952213272
"13","BDI",13,0.00196327292135972,13,4427.60399555493,13,58.7656299161808,13,206.230470935793,0.976335419657431,0.979815325315925
"14","BEL",14,0.0145800297611797,14,147196.899858437,14,23830.112312976,14,23900.5957026906,0.980750228853126,0.97941976753849
