iso_o,iso_d,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
AUS,GBR,15.0289,12.2451,27.2329,120.0987,27.5583,8.0253,18.1556,37.3524,31.7316,36.672,18.1333,22.8952,35.8771,41.9469,17.0456,15.0645,30.7287,16.7992,36.3825,20.7314,22.655,12.324,23.1549,17.2089,9.1878,12.7132,15.7159,10.9264,14.4592
AUS,GEO,0.0,0.0,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0099,0.0,0.0,0.0002,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0015,0.0
AUS,GHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0108,0.0,0.0001,0.0,0.0,0.0003,0.0001,0.0002,0.0,0.0001,0.0001,0.0004,0.0,0.0009,0.0005,0.0,0.0045,0.0202,0.0003
AUS,GIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUS,GMB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUS,GRC,0.0029,0.0403,0.0352,0.0088,0.0024,0.044,0.0024,0.0,0.0119,0.0449,0.0811,0.0019,0.0399,0.0109,0.028,0.0,0.0628,0.0042,0.0395,0.0075,0.0053,0.0282,0.0198,0.0288,0.0054,0.0429,0.005,0.0098,0.0641
AUS,GTM,0.0,0.0,0.0,0.0,0.0,0.0,0.0016,0.0005,0.0004,0.0,0.016,0.0,0.0004,0.0,0.0,0.0,0.0,0.002,0.0006,0.0001,0.0,0.0021,0.0,0.0,0.0004,0.0,0.0,13.5652,0.0
AUS,GUY,0.0,0.0,0.0,0.0049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002
AUS,HKG,1.7623,1.7809,1.0242,0.6329,0.773,1.0235,0.9681,0.788,0.7223,1.3146,2.6545,3.0239,2.6789,2.8534,2.3807,4.8692,6.7782,8.1891,3.0535,7.1463,5.4725,8.8376,4.8964,7.0024,9.298,107.5734,6.8418,2.0515,9.2796
AUS,HND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0,0.0
AUS,HRV,0.0,0.0036,0.0,0.0,0.0004,0.0336,0.007,0.0001,0.0308,0.0,0.0061,0.0392,0.012,0.002,0.0,0.0111,0.0005,0.0006,0.0001,0.026,0.0015,0.0063,0.0004,0.0,0.0052,0.0004,0.0005,0.0021,0.0
AUS,HUN,0.0031,0.0248,0.0151,0.0127,0.0197,0.0014,0.0013,0.0011,0.1181,0.0552,0.0015,0.0018,0.0127,0.002,0.0154,0.0141,0.0812,0.0812,0.001,0.0203,0.0094,0.0029,0.0013,0.0091,0.0084,0.0426,0.0104,0.0078,0.0077
AUS,IDN,0.0494,0.0551,0.2512,0.0356,0.0462,0.0426,0.073,0.0374,0.2082,0.8283,0.701,0.0458,0.0226,0.2081,0.0397,0.2637,0.016,0.0084,0.2291,0.8031,0.0536,0.0596,0.0441,0.2351,0.0365,0.0056,0.0083,0.075,0.1348
AUS,IND,0.0027,0.0004,0.004,0.04,0.0426,0.0017,0.0064,0.0164,0.0258,0.0379,0.0406,0.1394,0.2421,0.0302,0.2253,1.2799,0.1351,0.2105,0.2647,3.3082,0.9891,3.4841,0.1119,0.5262,1.1669,0.0098,0.107,4.0073,0.5374
AUS,IRL,0.0079,0.0189,0.0077,0.0135,0.1526,0.0231,0.0479,0.0953,0.0763,0.1063,0.0676,0.0855,0.2004,0.1135,0.0913,0.05,0.0477,0.0355,0.0249,0.0538,0.5469,0.0577,0.0545,0.1683,0.2819,0.0564,0.1116,0.1286,0.1319
AUS,IRN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0635,0.0293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016,0.0
AUS,IRQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049,0.0,0.0
AUS,ISL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026,0.0084,0.0,0.0,0.0013,0.0786,0.0138,0.0,0.0,0.0,0.0001,0.0,0.0,0.0336,0.0065,0.0014,0.0172,0.0003,0.0095,0.0117,0.0049,0.0131
AUS,ISR,0.0098,0.0026,0.0225,0.0341,0.0169,0.2679,0.0018,0.0107,0.019,0.0013,0.0166,0.0397,0.0575,0.3595,0.0714,0.0781,0.0093,0.0072,0.0633,0.0658,0.0597,0.1313,0.0666,0.0477,3.9586,0.042,0.0526,0.0396,0.1669
AUS,ITA,0.1761,0.142,0.6167,0.0932,0.2501,0.0657,0.1268,0.0785,2.8995,0.3117,0.2596,0.276,0.9435,0.4131,0.2164,0.3864,2.8156,0.5983,0.2963,0.1551,0.3323,0.2657,0.2091,0.2337,0.2873,0.278,0.2719,0.5807,0.3514
AUS,JAM,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0
AUS,JOR,0.0007,0.0,0.0081,0.0007,0.0006,0.0,0.0697,0.0,0.0,0.0,0.0,0.0,0.0,0.1643,0.0023,0.0001,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0113,0.0299,0.0,0.0,0.0,0.0
AUS,JPN,0.8253,0.5323,0.5372,0.9379,0.5437,0.9127,0.4954,0.3415,1.1089,0.5913,0.2166,1.4528,0.5033,1.3964,0.5936,0.5218,0.2873,0.2679,0.5095,0.2546,0.123,0.3166,0.4096,0.4537,0.8143,0.422,0.6051,0.5854,0.6054
AUS,KAZ,0.0019,0.0,0.0036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0001,0.0015,0.0,0.0,0.0046,0.0,0.0,0.0008,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUS,KEN,0.0003,0.0073,0.014,0.0005,0.0009,0.0,0.0,0.0099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0001,0.0,0.0001,0.0028,0.0,0.0019,0.0001,0.0001,0.0001,0.0
AUS,KGZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064,0.0524,0.0,0.0,0.0,0.0,0.0,0.0
AUS,KHM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0076,0.0,0.0,0.0,0.0059,0.0085,0.0268,0.0,0.0,0.0016,0.0002,0.0,0.0014,0.0057,0.0,0.0,0.0056,0.0011,0.0,0.0016,0.0312
AUS,KIR,0.0,0.0,0.0,0.0005,0.0,0.0109,0.0001,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0,0.0037,0.0001,0.0001,0.0001,0.0003,0.0,0.0,0.0,0.0008,0.0005,0.0005
AUS,KOR,0.2265,0.2787,0.1147,0.0206,0.1137,0.5243,0.1888,0.0353,0.1624,0.3757,0.2115,0.5164,0.2847,0.0232,0.549,2.4637,1.0355,1.8274,0.3944,1.2207,0.1104,0.3592,0.2135,0.843,0.2428,1.3466,0.8658,1.1297,0.4213
AUS,KWT,0.0,0.0011,0.0049,0.0,0.0006,0.0114,0.0,0.0002,0.0014,0.0065,0.0156,0.0069,0.0279,0.0556,0.0024,0.0,0.0293,0.0084,0.0152,0.0037,0.0022,0.0,0.0246,0.0048,0.0156,0.0179,0.0028,0.0094,0.0048
AUS,LAO,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041,0.0011,0.0,0.0,0.0,0.0743,0.0,0.0,0.0834,0.0002,0.0,0.0,0.0,0.0005,0.0,0.0
AUS,LBN,0.0058,0.0048,0.0044,0.014,0.0353,0.0033,0.0016,0.0221,0.0003,0.0004,0.2569,0.0016,0.0004,0.0,0.1025,0.1452,0.001,0.0038,0.0,0.0014,0.0001,0.1294,0.0108,0.0014,0.0219,0.0009,0.0205,0.0535,0.0
AUS,LBR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUS,LCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001
AUS,LKA,0.0004,0.0029,0.0056,0.0006,0.0164,0.0014,0.0,0.001,0.0097,0.0,0.0065,0.0021,0.0161,0.028,0.0002,0.451,0.0,0.0175,0.0038,0.0069,0.0,0.0003,0.0045,0.0009,0.0,0.0002,0.0094,0.002,0.0016
AUS,LTU,0.0,0.0,0.0,0.0,0.0054,0.0,0.0,0.0016,0.0403,0.0,0.0002,0.0,0.0,0.0,0.0005,0.0004,0.0109,0.0109,0.3801,0.0003,0.0,0.0125,0.0007,0.006,0.0,0.0078,0.0033,0.0024,0.0068
AUS,LUX,0.0,0.0,0.0,0.0,0.0004,0.0012,0.0001,0.0077,0.0013,0.0205,0.011,0.0111,0.0071,0.0133,0.1549,0.0129,0.0137,0.0107,0.0317,0.0001,0.1713,0.002,0.0724,0.0464,0.0376,0.066,0.0039,0.0111,0.0506
AUS,LVA,0.0,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.0001,0.0,0.0188,0.0003,0.0023,0.0,0.0,0.0187,0.0012,0.0419,0.0141,0.0003,0.0151,0.0174,0.0439,0.0,0.0001,0.0012,0.0002,0.0001
AUS,MAC,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0034,0.0,0.0,0.0107,0.006,0.0234,0.1405,0.0284,0.1388,0.0117,0.0068,0.0613,0.1421,0.0179,0.0023,0.0233,0.0617,0.0096,0.0636,0.0021,0.0035
AUS,MAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012,0.0,0.0154,0.0,0.0
AUS,MDA,0.0,0.0,0.0,0.0,0.0,0.0051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUS,MDG,0.0,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUS,MDV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021,0.0195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0002,0.0,0.0017,0.0032,0.0023,0.0,0.0
AUS,MEX,0.0182,0.0012,0.0965,0.0013,0.0295,0.0019,0.0185,0.0025,0.0047,0.001,0.0211,0.0251,0.029,0.0142,0.0016,0.431,0.0022,0.0144,0.0088,0.0508,0.0011,0.0214,0.0275,0.217,0.0259,0.0296,0.0278,0.0648,0.0722
AUS,MHL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUS,MKD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0004,0.0003,0.0004,0.0,0.0101,0.0006,0.0012,0.0002,0.0001,0.0006,0.0,0.0006,0.0001,0.0,0.0,0.002,0.0001,0.0087,0.0,0.0,0.0013
AUS,MLI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0088,0.0,0.0,0.0,0.0,0.0041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1091,0.0
AUS,MLT,0.0,0.0,0.0003,0.017,0.0004,0.0016,0.0006,0.0,0.0049,0.0094,0.0027,0.0162,0.0019,0.0036,0.0018,0.024,0.0048,0.0081,0.0017,0.0011,0.0044,0.0053,0.0002,0.0017,0.0072,0.0042,0.0151,0.0148,0.0215
AUS,MMR,0.0,0.0,0.0,0.0,0.0218,0.0,0.0066,0.0099,0.0,0.0034,0.0085,0.0,0.0,0.0,0.0024,0.0,0.0129,0.0,0.0,0.0,0.005,0.0101,0.0,0.0182,0.0,0.0,0.0,0.0,0.0
AUS,MNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0135,0.0213,0.0028,0.052,0.0
AUS,MOZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.0001,0.0005,0.0001,0.0003,0.0001,0.0
AUS,MRT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUS,MUS,0.0,0.0,0.0,0.0029,0.0004,0.0,0.0029,0.0132,0.0,0.0,0.0,0.0115,0.0,0.0098,0.0,0.0288,0.0057,0.0,0.0,0.0015,0.0,0.0067,0.0,0.0,0.0261,0.0534,0.0949,0.0127,0.0122
AUS,MWI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0
AUS,MYS,0.061,0.0672,0.2154,0.4469,0.0613,0.1445,0.1099,0.1018,0.0649,0.2048,0.1639,0.1401,0.2698,0.3376,0.2542,0.1289,0.1103,0.0579,0.1413,0.2544,0.1654,0.0372,0.0258,0.1062,0.2603,0.1029,0.1451,0.2038,0.0692
AUS,NAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0003,0.0004,0.0,0.0132,0.0,0.0,0.0001,0.0,0.0001
AUS,NCL,0.127,0.0408,0.0468,0.0335,0.0237,0.0331,0.0136,0.0139,0.0789,0.0479,0.0339,0.0379,0.0422,0.1028,0.0746,0.8043,0.1225,0.2451,0.3959,0.2527,0.3148,0.2084,0.1956,0.2193,0.2373,0.2111,0.0074,0.0061,0.0
AUS,NER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071,0.0,0.0049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUS,NGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0189,0.0208,0.0,0.0,0.0171,0.0074,0.0,0.0022,0.0,0.0011,0.0,0.0,0.0248,0.0007,0.0,0.0063,0.0007,0.0073,0.0149,0.0,0.0
AUS,NIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUS,NLD,0.2636,0.6236,0.4664,0.6705,0.8383,0.2992,0.3055,0.2163,0.4722,0.4224,0.5691,0.4322,1.4504,0.8793,0.4118,0.7718,0.7834,0.3838,0.3586,0.8677,0.329,2.2234,0.6355,1.4254,1.4998,0.3223,0.8012,2.3833,0.6737
AUS,NOR,0.0022,0.0145,0.0103,0.0033,0.0125,0.0151,0.0112,0.015,0.0146,0.0305,0.0127,0.0339,0.0257,0.6402,0.055,0.1889,0.0716,0.0623,0.0074,0.0666,0.0293,0.0219,0.0452,0.0278,0.0311,0.0396,0.1551,0.0578,0.116
AUS,NPL,0.0,0.0,0.0,0.0035,0.0,0.0,0.0,0.0012,0.0,0.0,0.0,0.0031,0.0,0.0,0.0,0.0,0.0042,0.0,0.0,0.0,0.0,0.0078,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0146
AUS,NRU,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0192,0.0,0.0083
AUS,NZL,2.1745,1.0402,0.949,0.6741,0.7598,1.0735,0.9636,1.0963,3.0875,2.1319,1.9393,2.0497,4.2616,2.3509,3.0176,1.6706,2.8805,4.1135,3.5834,3.2328,3.5847,3.5532,2.8683,4.3495,3.8912,3.335,4.6381,4.3655,4.7353
AUS,OMN,0.0,0.0,0.0,0.0,0.0,0.0078,0.0001,0.0004,0.0,0.0002,0.0104,0.0,0.0165,0.0206,0.0478,0.0007,0.0014,0.0097,0.0032,0.0,0.0186,0.0,0.0029,0.015,0.0142,0.0026,0.0,0.0018,0.0004
AUS,PAK,0.0,0.0016,0.0814,0.0,0.0238,0.0013,0.0083,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0025,0.0001,0.0,0.0,0.0004,0.0014,0.0037,0.0311,0.0001,0.0,0.0,0.0144,0.0,0.0,0.0075
AUS,PAN,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021,0.0004,0.0,0.0,0.006,0.0056,0.0,0.0004,0.0,0.0001,0.0,0.0029,0.0001,0.0145,0.0
AUS,PER,0.0204,0.0,0.0,0.0036,0.0,0.0014,0.0,0.0,0.0,0.0,0.0066,0.0,0.0,0.0,0.0012,0.0012,0.0129,0.0207,0.0,0.0398,0.0,0.0044,0.0,0.0,0.0003,0.0022,0.0,0.0048,0.0
AUS,PHL,0.0378,0.0082,0.2618,0.0306,0.0246,0.1054,0.0091,0.0188,0.0344,0.0084,0.0084,0.0858,0.3001,0.0204,0.0404,0.0049,0.492,0.0073,0.4405,0.0564,0.0269,0.1053,0.048,0.2896,0.0259,0.0042,0.0275,0.0149,0.0115
AUS,PLW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0022,0.0003,0.0003,0.0001,0.0007,0.0,0.0,0.0,0.0,0.0004,0.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUS,PNG,0.0183,0.0159,0.012,0.0641,0.0434,0.0122,0.0146,0.0686,0.0346,0.0185,0.0268,0.0368,0.0247,0.0364,0.0295,0.008,0.0476,0.0331,0.0307,0.0546,0.0273,0.0249,0.1752,0.0644,0.0563,0.0462,0.0126,0.0249,0.0142
AUS,POL,0.0044,0.0,0.0,0.0011,0.0136,0.0007,0.0054,0.0002,0.0083,0.0143,0.0057,0.0068,0.0102,0.0168,0.0024,0.0517,0.0047,0.0022,0.027,0.0681,0.056,0.0289,0.0043,0.0667,0.0829,0.0219,0.0177,0.0164,0.0331
AUS,PRT,0.0012,0.0011,0.0003,0.0062,0.0172,0.0037,0.0042,0.0078,0.0192,0.008,0.0904,0.043,0.025,0.0705,0.0273,0.0341,0.0442,0.022,0.0008,0.0083,0.0061,0.0126,0.0054,0.6685,0.0566,0.0515,0.0455,0.0271,0.064
AUS,PRY,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001
AUS,PYF,0.0028,0.0033,0.0296,0.0447,0.0017,0.0059,0.0,0.2786,0.0083,0.0004,0.0035,0.0137,0.0008,0.0081,0.0082,0.004,0.0074,0.0085,0.0121,0.006,0.0039,0.0,0.0,0.0023,0.029,0.0034,0.0008,0.0081,0.0123
AUS,QAT,0.0,0.0018,0.002,0.0042,0.0016,0.0105,0.017,0.0021,0.0,0.0,0.0,0.0019,0.0002,0.0198,0.0017,0.026,0.023,0.0121,0.0,0.0496,0.0,0.0064,0.0062,0.1843,0.3915,0.0398,0.0195,0.0,0.0086
AUS,RUS,0.0004,0.0,0.0,0.0045,0.0007,0.0936,0.0007,0.0422,0.0,0.0,0.0015,0.1577,0.0079,0.3899,0.0,0.2206,0.0756,0.0142,0.0253,0.0064,0.0,0.0255,0.0164,0.0,0.0038,0.0295,0.0029,0.0,0.0
AUS,RWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUS,SAU,0.0009,0.0,0.0001,0.0069,0.0026,0.0047,0.0061,0.0038,0.0011,0.0047,0.0272,0.0121,0.0,0.0054,2.7718,0.0041,0.0127,0.0,0.0045,0.0075,0.0034,0.1384,0.0051,0.0016,0.0169,0.0095,0.0734,0.0386,1.0108
AUS,SEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035,0.0,0.0,0.0,0.0,0.0
AUS,SGP,1.679,1.6132,2.402,1.3383,0.4945,1.2519,0.7023,0.6033,0.6267,2.0248,1.5777,1.5207,3.5682,2.9529,1.0261,3.7096,3.8179,4.2517,4.6335,3.2975,3.7977,4.7032,6.3485,10.2638,1.8514,1.2889,1.3161,3.6656,2.0429
AUS,SLB,0.004,0.0055,0.0011,0.0014,0.0011,0.0,0.0004,0.0003,0.0,0.0024,0.0001,0.0015,0.0043,0.0001,0.0,0.0014,0.002,0.0822,0.0173,0.0073,0.0018,0.0002,0.0096,0.0,0.0038,0.0013,0.0024,0.0022,0.0
AUS,SLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUS,SLV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0005,0.0,0.0002,0.0,0.0
AUS,SUR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUS,SVK,0.0,0.0003,0.0,0.0013,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.0022,0.0528,0.0002,0.0113,0.0175,0.0055,0.0001,0.0,0.0,0.0437,0.0059,0.0004,0.0,0.0007,0.0198,0.0011,0.0051,0.0332
AUS,SVN,0.0,0.0373,0.0045,0.0072,0.0028,0.0063,0.0184,0.0003,0.0006,0.0002,0.0001,0.0316,0.1268,0.0235,0.0068,0.0016,0.0,0.0,0.0,0.0001,0.0005,0.0,0.0,0.0006,0.0005,0.0012,0.0006,0.0008,0.0014
AUS,SWE,0.0049,0.0146,0.1149,0.1145,0.0339,0.059,0.0346,0.0172,0.0079,0.092,0.0661,0.1775,0.0768,0.0466,0.0456,0.1563,0.0239,0.1085,0.0486,0.706,0.0413,0.144,0.0663,0.067,0.0344,0.0739,0.0777,0.0442,0.0506
AUS,SWZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.0,0.0021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0172,0.0017,0.0,0.0,0.0,0.0,0.0
AUS,SYC,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0106,0.0001,0.0,0.0003,0.0007,0.0043,0.01,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.001,0.0,0.0,0.0,0.0
AUS,SYR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUS,TGO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUS,THA,0.0194,0.0378,0.0317,0.0084,0.0274,0.0926,0.02,0.0084,0.089,0.0217,0.2297,0.0668,0.0321,0.058,0.0439,0.0633,0.0503,0.4528,0.2472,0.1435,0.1776,0.2261,0.0628,0.0617,0.0913,0.0602,0.0992,0.3771,0.1007
AUS,TON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0093,0.0,0.0,0.0,0.0106,0.0003,0.0007,0.0,0.0,0.0003,0.0004,0.0007,0.0003,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0001,0.0
AUS,TTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.0,0.0,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0136
AUS,TUN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUS,TUR,0.0118,0.0008,0.0011,0.0,0.0008,0.0028,0.0011,0.0189,0.0,0.0,0.037,0.0601,0.0001,0.1748,0.1573,0.0,0.4781,0.002,0.0151,0.0361,0.0243,0.0109,0.0108,0.0422,0.0031,0.0099,0.0023,0.0147,0.0095
AUS,TZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0008,0.0005,0.0,0.0001,0.0,0.0009,0.0113,0.0,0.0002,0.0002,0.0,0.0014,0.0,0.0,0.0001,0.0002,0.0069,0.0,0.0049
AUS,UGA,0.0,0.0,0.0024,0.0,0.0,0.0035,0.0,0.0,0.0,0.0,0.0001,0.0008,0.0017,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0
AUS,UKR,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0317,0.0,0.0,0.0,0.0,0.0005,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.0022,0.0013,0.0054,0.0,0.0,0.0037,0.0,0.0
