"","iso_o","pageRank_unique.name","pageRank_unique.wpr","close_unique.name","close_unique.closeness","outdegree_unique.name","outdegree_unique.degree","indegree_unique.name","indegree_unique.degree","local_clust_tt_unique","local_clust_out_unique"
"1","ABW",1,0.00288821159848028,1,14.9363548736272,1,1.96707252368146,1,4.09339749837152,0.811990705103207,0.493201144245464
"2","AFG",2,0.000841482618205848,2,40.7770337971028,2,1.81068995787668,2,1.19777666323741,0.886691227262261,0.998459792477302
"3","AGO",3,0.00112447079643758,3,13.5585458615258,3,2.18100726548807,3,1.63879501774964,0.800758708465654,0.846746438746439
"4","ALB",4,0.00131464971244831,4,54.6158232244461,4,2.60987044684982,4,1.55339444753639,0.978204160468885,0.969192427751485
"5","AND",5,0.00190209504433882,5,24.6934681923821,5,1.82145896491753,5,2.71427825774587,0.999649119650199,1
"6","ARE",6,0.00406985222877869,6,152.241150333609,6,8.2195635308767,6,6.63299343948918,0.783532787071885,0.717274258831508
"7","ARG",7,0.0026637974189639,7,192.321525533684,7,9.38735835486127,7,4.50927983960568,0.966632985801562,0.99441317915815
"8","ARM",8,0.00132759796068412,8,27.3828792462484,8,1.84241601735323,8,1.95233215296135,0.950589960300444,1
"9","ATG",9,0.0020361452219838,9,4.0771496930853,9,1.63717517009068,9,2.11071277787962,0.847913887653772,0.714666666666667
"10","AUS",10,0.00949036049875245,10,241.774660835426,10,24.4755107223116,10,36.7596398224097,0.82173955270853,0.809037322658543
"11","AUT",11,0.00869365839687448,11,257.26621227237,11,26.5989503288165,11,21.901537512172,0.847733814773056,0.905821161147847
"12","AZE",12,0.00165185794836704,12,165.948187023086,12,6.34124185275784,12,2.48238466529013,0.96860574975006,0.967637277735477
"13","BDI",13,0.00122409563686667,13,3.65221049208904,13,1.27671616659237,13,1.15671825574053,1,1
"14","BEL",14,0.0103338307530598,14,386.190332959644,14,41.7438487681121,14,33.321434970998,0.860466169773207,0.890019003977298
"15","BEN",15,0.000978083373145743,15,8.66705383758724,15,1.79561297445788,15,1.49111632844582,0.924582448487631,0.950613732259302
"16","BFA",16,0.00160368416420529,16,28.1047118064196,16,2.47701388275401,16,1.68384742764636,0.849981429289288,0.851369431093841
"17","BGD",17,0.00168907320469127,17,29.0815529736234,17,1.89270531866688,17,2.06825613938017,0.874772389368704,0.919552181061998
"18","BGR",18,0.00213035050906979,18,63.3504106198954,18,3.49702131876667,18,2.34565959383534,0.886010830666334,0.951416135899782
"19","BHR",19,0.00247880754287811,19,14.041436897609,19,1.84085018058416,19,5.93626000911802,0.94848948222156,0.758229117508259
"20","BHS",20,0.00324006747437478,20,284.599624366315,20,16.3274377703281,20,10.8438090152459,0.861830869549284,0.886590883005714
"21","BIH",21,0.00282349538952034,21,20.9693443467837,21,2.44138185245215,21,2.59043004234522,0.778320365215111,0.798643069997175
"22","BLR",22,0.00122990331801284,22,7.57424872108639,22,1.85358071817893,22,1.80962077517367,0.878604853629339,0.853507353507354
"23","BLZ",23,0.0015292401935057,23,2.15073798868411,23,1.16358520028278,23,1.61065640578766,0.954762398837933,1
"24","BMU",24,0.00237220807680823,24,133.799238866725,24,5.7562812583514,24,4.48282203201012,0.920277939408756,1
"25","BOL",25,0.0020662110579188,25,60.0477969591,25,2.94604056129,25,3.60003106942156,0.959289526841839,0.9591308658436
"26","BRA",26,0.00271400890204078,26,121.298072560089,26,5.80909647158299,26,8.13471437184292,0.928387570924198,0.928496926802011
"27","BRB",27,0.0023391566772794,27,19.1564071354777,27,2.02934251773663,27,2.50517874095442,0.728519585313355,0.730101816459764
"28","BRN",28,0.0019718920963836,28,336.133626075253,28,19.8866493121198,28,3.06108713607152,0.941277256527122,0.928373293929267
"29","BTN",29,0.0010084580295901,29,13.6365669052918,29,1.38646713706824,29,1.3272593486148,0.977024482109228,1
"30","BWA",30,0.0016938461002478,30,2.69710972593513,30,1.71011918177868,30,1.96806918967227,0.879296961632291,0.818352059925093
"31","CAF",31,0.00104815068702646,31,8.82793280262067,31,1.67954467978578,31,1.17461785809544,0.937435746805698,0.90984126984127
"32","CAN",32,0.0116260031701603,32,618.088590691056,32,88.3306653831785,32,43.3107462292153,0.898738698562576,0.973798661854416
"33","CHE",33,0.0798499563861726,33,665.628677652751,33,240.481129969997,33,340.032677599913,0.850233867656877,0.860557837952036
"34","CHL",34,0.0033843670195096,34,174.840909027156,34,7.1299862582835,34,13.1379660530119,0.94417903833833,0.992021083652277
"35","CHN",35,0.00658825045518329,35,529.081357261302,35,73.3780712232,35,20.1433651986293,0.81614566416058,0.821300070948643
"36","CIV",36,0.00203923052508847,36,75.3829546913525,36,3.60110989918825,36,2.11616891408316,0.819863003163901,0.890531398782619
"37","CMR",37,0.00175342633787123,37,36.2825779720274,37,2.58045768527975,37,1.92976969222643,0.847331563924774,0.82247403210576
"38","COG",38,0.0011267234645197,38,92.7990171703674,38,3.39818872010951,38,1.42117477037224,0.940037518992929,0.958859558247859
