iso_o,iso_d,contig,comlang_off,comlang_ethno,colony,comcol,curcol,col45,smctry,dist,distcap,distw,distwces
CUB,AGO,0,0,0,0,0,0,0,0,10977.253,10977.253,10784.00624,10771.4364
CUB,AIA,0,0,0,0,0,0,0,0,2085.5364,2085.5364,1790.996268,1729.640537
CUB,ALB,0,0,0,0,0,0,0,0,9295.0439,9295.0439,9182.882684,9180.50297
CUB,AND,0,1,1,0,0,0,0,0,7824.3057,7824.3057,7690.846087,7687.664347
CUB,ANT,0,1,0,0,0,0,0,0,1881.5687,1881.5687,1626.76355,1558.787317
CUB,ARE,0,0,0,0,0,0,0,0,12978.952,12978.952,12885.49253,12884.09049
CUB,ARG,0,1,1,0,0,0,0,0,6909.9336,6909.9336,6477.504793,6444.275369
CUB,ARM,0,0,0,0,0,0,0,0,11098.028,11098.028,11019.54794,11018.45003
CUB,ATG,0,0,0,0,0,0,0,0,2249.123,2249.123,1948.301006,1890.666327
CUB,AUS,0,0,0,0,0,0,0,0,14717.39,14904.933,15412.91182,15359.71116
CUB,AUT,0,0,0,0,0,0,0,0,8738.2246,8738.2246,8573.578379,8570.382568
CUB,AZE,0,0,0,0,0,0,0,0,11413.952,11413.952,11283.73819,11282.24232
CUB,BDI,0,0,0,0,0,0,0,0,12386.045,12386.045,12149.26616,12142.06789
CUB,BEL,0,0,0,0,0,0,0,0,7823.939,7823.939,7731.456215,7729.623864
CUB,BEN,0,0,0,0,0,0,0,0,9221.0859,9244.0059,8876.438689,8866.023808
CUB,BFA,0,0,0,0,0,0,0,0,8548.2139,8548.2139,8243.826716,8232.263088
CUB,BGD,0,0,0,0,0,0,0,0,14765.1,14765.1,14839.83786,14838.97128
CUB,BGR,0,0,0,0,0,0,0,0,9487.7158,9487.7158,9493.259914,9490.037009
CUB,BHR,0,0,0,0,0,0,0,0,12571.637,12571.637,12450.07,12448.51047
CUB,BHS,0,0,0,0,0,0,0,0,560.86206,560.86206,549.6821177,534.2878403
CUB,BIH,0,0,0,0,0,0,0,0,9074.4678,9074.4678,8912.994313,8910.494963
CUB,BLR,0,0,0,0,0,0,0,0,9171.4043,9171.4043,9159.392935,9157.000827
CUB,BLZ,0,1,1,0,0,0,0,0,935.60883,935.60883,1073.637406,1030.333501
CUB,BMU,0,0,0,0,0,0,0,0,2010.2137,2010.2137,1900.051808,1890.133401
CUB,BOL,0,1,1,0,0,0,0,0,4674.0918,5053.5713,4650.30805,4628.657291
CUB,BRA,0,0,0,0,0,0,0,0,6475.084,5731.4985,5887.785806,5766.812239
CUB,BRB,0,0,0,0,0,0,0,0,2652.0056,2652.0056,2348.962739,2300.293771
CUB,BRN,0,0,0,0,0,0,0,0,16384.666,16384.666,16658.41557,16654.30866
CUB,BTN,0,0,0,0,0,0,0,0,14334.043,14334.043,14433.55326,14433.11216
CUB,BWA,0,0,0,0,0,0,0,0,12830.862,12830.862,12510.16595,12500.43815
CUB,CAF,0,0,0,0,0,0,0,0,10948.032,10948.032,10649.57098,10639.02577
CUB,CAN,0,0,0,0,0,0,0,0,2302.2722,2555.5469,3126.636342,2902.854357
CUB,CCK,0,0,0,0,0,0,0,0,18849.568,18849.568,,
CUB,CHE,0,0,0,0,0,0,0,0,8150.3579,8150.3579,8061.092348,8058.543091
CUB,CHL,0,1,1,0,0,0,0,0,6423.3599,6423.3599,6225.65356,6172.222685
CUB,CHN,0,0,0,0,0,0,0,0,12750.394,12750.394,13348.8703,13309.44174
CUB,CIV,0,0,0,0,0,0,0,0,8599.0479,8406.0908,8225.531758,8211.955154
CUB,CMR,0,0,0,0,0,0,0,0,10250.276,10250.276,9890.957636,9881.270948
CUB,COG,0,0,0,0,0,0,0,0,10984.063,10984.063,10583.8814,10572.73315
CUB,COK,0,0,0,0,0,0,0,0,9724.7275,9724.7275,9902.381749,9895.973179
CUB,COL,0,1,1,0,0,0,0,0,2203.6716,2203.6716,1889.592217,1817.012388
CUB,COM,0,0,0,0,0,0,0,0,14158.69,14158.69,13937.81468,13930.94303
CUB,CPV,0,0,0,0,0,0,0,0,6227.3823,6227.3823,5875.208613,5858.667992
CUB,CRI,0,1,1,0,0,0,0,0,1472.2327,1472.2327,1455.203455,1454.202909
CUB,CUB,0,0,0,0,0,0,0,0,125.23428,125.23428,371.4087504,111.8719567
CUB,CXR,0,0,0,0,0,0,0,0,18376.986,18376.986,,
CUB,CYM,0,0,0,0,0,0,0,0,438.10736,438.10736,471.621992,458.8764842
CUB,CYP,0,0,0,0,0,0,0,0,10661.257,10661.257,10541.7448,10539.63771
CUB,CZE,0,0,0,0,0,0,0,0,8531.5371,8531.5371,8526.401745,8523.377329
CUB,DEU,0,0,0,0,0,0,0,0,7986.0249,8374.3027,8097.509593,8092.783583
CUB,DJI,0,0,0,0,0,0,0,0,12958.374,12958.374,12762.49494,12758.65477
CUB,DMA,0,0,0,0,0,0,0,0,2372.2429,2372.2429,2068.802003,2013.63795
CUB,DNK,0,0,0,0,0,0,0,0,8213.876,8213.876,8078.167587,8076.439043
CUB,DOM,0,1,1,0,0,0,0,0,1410.4446,1410.4446,1068.887447,948.0820331
CUB,DZA,0,0,0,0,0,0,0,0,8112.7471,8112.7471,8002.995485,7991.630236
CUB,ECU,0,1,1,0,0,0,0,0,2633.1819,2633.1819,2633.818765,2621.186159
CUB,EGY,0,0,0,0,0,0,0,0,10803.047,10803.047,10639.86959,10635.83569
CUB,ERI,0,0,0,0,0,0,0,0,12344.728,12344.728,12213.36288,12207.62125
CUB,ESH,0,0,0,0,0,0,0,0,6901.2412,6901.2412,6672.42077,6661.890552
CUB,ESP,0,1,1,1,0,0,0,0,7450.0054,7450.0054,7383.220182,7367.798721
CUB,EST,0,0,0,0,0,0,0,0,8733.6777,8733.6777,8761.33917,8760.399411
CUB,ETH,0,0,0,0,0,0,0,0,12706.885,12706.885,12479.94162,12474.13817
CUB,FIN,0,0,0,0,0,0,0,0,8710.9053,8710.9053,8630.289242,8629.072916
CUB,FJI,0,0,0,0,0,0,0,0,11703.652,11703.652,11950.72587,11944.4956
CUB,FLK,0,0,0,0,0,0,0,0,8665.6992,8665.6992,8484.141567,8478.561592
CUB,FRA,0,0,0,0,0,0,0,0,7729.4854,7729.4854,7720.065426,7711.314433
CUB,FRO,0,0,0,0,0,0,0,0,7014.229,7014.229,6984.160788,6983.772301
CUB,FSM,0,0,0,0,0,0,0,0,12641.135,12641.135,13409.85745,13385.12814
CUB,GAB,0,0,0,0,0,0,0,0,10187.825,10187.825,9991.246425,9979.575768
CUB,GBR,0,0,0,0,0,0,0,0,7500.4136,7500.4136,7323.310339,7320.318406
CUB,GEO,0,0,0,0,0,0,0,0,11003.704,11003.704,10849.21228,10847.2115
CUB,GHA,0,0,0,0,0,0,0,0,8974.5557,8974.5557,8623.752394,8612.022019
CUB,GIB,0,1,1,0,0,0,0,0,7408.293,7408.293,7237.054937,7231.854549
CUB,GIN,0,0,0,0,0,0,0,0,7226.8994,7226.8994,7248.412435,7231.91274
CUB,GLP,0,0,0,0,0,0,0,0,2306.2339,2306.2339,2013.158425,1956.65076
CUB,GMB,0,0,0,0,0,0,0,0,6979.189,6979.189,6743.292895,6729.509849
CUB,GNB,0,0,0,0,0,0,0,0,7141.5005,7141.5005,6886.230558,6873.039503
CUB,GNQ,0,1,1,0,0,0,0,0,9977.4463,9977.4463,9816.749792,9806.342445
CUB,GRC,0,0,0,0,0,0,0,0,9760.9941,9760.9941,9595.598905,9592.301732
CUB,GRD,0,0,0,0,0,0,0,0,2510.6819,2510.6819,2207.223239,2155.302477
CUB,GRL,0,0,0,0,0,0,0,0,5091.209,5091.209,5366.774213,5347.226581
CUB,GTM,0,1,1,0,0,0,0,0,1271.7131,1271.7131,1441.443871,1415.994315
CUB,GUF,0,0,0,0,0,0,0,0,3811.4875,3811.4875,3461.090641,3426.912495
CUB,GUY,0,0,0,0,0,0,0,0,3169.9534,3169.9534,2893.507934,2854.682822
CUB,HKG,0,0,0,0,0,0,0,0,14673.479,14673.479,14870.49713,14867.36885
CUB,HND,0,1,1,0,0,0,0,0,1126.1693,1126.1693,1175.021908,1153.266992
CUB,HRV,0,0,0,0,0,0,0,0,8811.0059,8811.0059,8745.461452,8742.599828
CUB,HTI,0,0,0,0,0,0,0,0,1165.037,1165.037,847.5292471,688.8897983
CUB,HUN,0,0,0,0,0,0,0,0,8953.8369,8953.8369,8879.878194,8877.672138
CUB,IDN,0,0,0,0,0,0,0,0,17903.418,17903.418,17876.21682,17864.15539
CUB,IND,0,0,0,0,0,0,0,0,13875.677,13875.677,14499.61012,14482.33563
CUB,IRL,0,0,0,0,0,0,0,0,7067.249,7067.249,6943.956915,6941.813312
CUB,IRN,0,0,0,0,0,0,0,0,11884.665,11884.665,11889.95936,11879.58257
CUB,IRQ,0,0,0,0,0,0,0,0,11595.94,11595.94,11505.13178,11500.19138
CUB,ISL,0,0,0,0,0,0,0,0,6294.877,6294.877,6314.045184,6312.942345
CUB,ISR,0,0,0,0,0,0,0,0,10960.701,10960.701,10840.04547,10837.73925
CUB,ITA,0,0,0,0,0,0,0,0,8710.583,8710.583,8515.877002,8505.566179
CUB,JAM,0,0,0,0,0,0,0,0,819.05939,819.05939,573.6707198,464.2099274
CUB,JOR,0,0,0,0,0,0,0,0,11059.809,11059.809,10925.3601,10923.13873
CUB,JPN,0,0,0,0,0,0,0,0,12127.101,12127.101,12511.40353,12497.62621
CUB,KAZ,0,0,0,0,0,0,0,0,12351.095,11378.93,11693.81116,11669.15145
CUB,KEN,0,0,0,0,0,0,0,0,13051.228,13051.228,12827.38633,12817.99965
CUB,KGZ,0,0,0,0,0,0,0,0,12317.513,12317.513,12397.79286,12397.24012
CUB,KHM,0,0,0,0,0,0,0,0,16089.973,16089.973,16222.43421,16220.30825
CUB,KIR,0,0,0,0,0,0,0,0,11429.441,11429.441,11620.01591,11578.10785
CUB,KNA,0,0,0,0,0,0,0,0,2155.3669,2155.3669,2267.729316,1848.885664
CUB,KOR,0,0,0,0,0,0,0,0,12617.36,12617.36,12899.17091,12894.1868
CUB,KWT,0,0,0,0,0,0,0,0,12144.635,12144.635,12037.32405,12035.81491
CUB,LAO,0,0,0,0,0,0,0,0,15426.614,15426.614,15561.83319,15557.57701
CUB,LBN,0,0,0,0,0,0,0,0,10904.628,10904.628,10784.07925,10782.06241
CUB,LBR,0,0,0,0,0,0,0,0,7864.9956,7864.9956,7631.019938,7617.246882
CUB,LBY,0,0,0,0,0,0,0,0,9136.0596,9136.0596,9237.179591,9222.105093
CUB,LCA,0,0,0,0,0,0,0,0,2473.6563,2473.6563,2173.212155,2120.361682
CUB,LKA,0,0,0,0,0,0,0,0,16175.008,16175.008,16071.90666,16070.91818
CUB,LSO,0,0,0,0,0,0,0,0,13102.419,13102.419,12817.45652,12808.8418
CUB,LTU,0,0,0,0,0,0,0,0,9002.4707,9002.4707,8844.914718,8843.255804
CUB,LUX,0,0,0,0,0,0,0,0,7980.8149,7980.8149,7878.500797,7876.795652
CUB,LVA,0,0,0,0,0,0,0,0,8820.7295,8820.7295,8792.767563,8791.424002
CUB,MAC,0,0,0,0,0,0,0,0,14694.182,14694.182,,
CUB,MAR,0,0,0,0,0,0,0,0,7325.0093,7325.0093,7158.291519,7149.696037
CUB,MDA,0,0,0,0,0,0,0,0,9635.3711,9635.3711,9545.486962,9544.090253
CUB,MDG,0,0,0,0,0,0,0,0,14832.516,14832.516,14547.28327,14539.59095
CUB,MDV,0,0,0,0,0,0,0,0,16023.498,16023.498,15927.00877,15923.92141
CUB,MEX,0,1,1,0,0,0,0,0,1784.2234,1784.2234,2283.268094,2135.319954
CUB,MHL,0,0,0,0,0,0,0,0,11356.556,11356.556,11753.45024,11743.33748
CUB,MKD,0,0,0,0,0,0,0,0,9386.4492,9386.4492,9284.73508,9282.551846
CUB,MLI,0,0,0,0,0,0,0,0,7893.2905,7893.2905,7698.102008,7681.864926
CUB,MLT,0,0,0,0,0,0,0,0,9120.7891,9120.7891,8962.902307,8959.474725
CUB,MMR,0,0,0,0,0,0,0,0,15590.341,15590.341,15536.63025,15531.47542
CUB,MNG,0,0,0,0,0,0,0,0,12075.375,12075.375,12234.42679,12231.30158
CUB,MNP,0,0,0,0,0,0,0,0,13275.325,13275.325,13583.34444,13575.76559
CUB,MOZ,0,0,0,0,0,0,0,0,13514.251,13514.251,13322.48662,13312.18972
CUB,MRT,0,0,0,0,0,0,0,0,6886.0107,6886.0107,6746.423615,6726.881353
CUB,MSR,0,0,0,0,0,0,0,0,2228.5862,2228.5862,,
CUB,MTQ,0,0,0,0,0,0,0,0,2434.8364,2434.8364,2137.768265,2084.173445
CUB,MUS,0,0,0,0,0,0,0,0,15886.755,15886.755,15603.27833,15596.91343
CUB,MWI,0,0,0,0,0,0,0,0,13277.211,13277.211,13067.31782,13058.83229
CUB,MYS,0,0,0,0,0,0,0,0,17078.271,17078.271,17091.18491,17085.92059
CUB,NAM,0,0,0,0,0,0,0,0,11900.414,11900.414,11575.9675,11564.05598
CUB,NCL,0,0,0,0,0,0,0,0,13033.739,13033.739,13277.97371,13272.45121
CUB,NER,0,0,0,0,0,0,0,0,8878.4902,8878.4902,8905.133732,8887.438326
CUB,NFK,0,0,0,0,0,0,0,0,13069.136,13069.136,13268.77455,13264.74097
CUB,NGA,0,0,0,0,0,0,0,0,9315.9023,9575.3857,9211.396665,9198.028044
CUB,NIC,0,1,1,0,0,0,0,0,1293.2358,1293.2358,1319.983876,1313.262649
CUB,NIU,0,0,0,0,0,0,0,0,10591.632,10591.632,10814.13573,10808.43159
CUB,NLD,0,0,0,0,0,0,0,0,7823.9741,7823.9741,7762.465432,7760.835585
CUB,NOR,0,0,0,0,0,0,0,0,7978.4004,7978.4004,7866.962862,7864.652543
CUB,NPL,0,0,0,0,0,0,0,0,14226.504,14226.504,14258.87471,14257.74792
CUB,NRU,0,0,0,0,0,0,0,0,12149.594,12149.594,12442.89105,12434.81357
CUB,NZL,0,0,0,0,0,0,0,0,12780.927,12780.927,12868.18421,12863.82019
CUB,OMN,0,0,0,0,0,0,0,0,13341.648,13341.648,13196.04006,13193.97431
CUB,PAK,0,0,0,0,0,0,0,0,13203.507,13203.507,13500.06889,13497.28605
CUB,PAL,0,0,0,0,0,0,0,0,10969.594,10969.594,10850.35378,10847.99195
CUB,PAN,0,1,1,0,0,0,0,0,1607.1166,1607.1166,1498.764299,1488.434985
CUB,PCN,0,0,0,0,0,0,0,0,7429.5298,7429.5298,,
CUB,PER,0,1,1,0,0,0,0,0,3962.9685,3962.9685,3734.384683,3692.076164
CUB,PHL,0,0,0,0,0,0,0,0,15122.358,15122.358,15442.25643,15436.19132
CUB,PLW,0,0,0,0,0,0,0,0,14779.714,14779.714,15073.95461,15067.18997
CUB,PNG,0,0,0,0,0,0,0,0,14558.666,14558.666,14766.23603,14754.46244
CUB,POL,0,0,0,0,0,0,0,0,8864.2012,8864.2012,8710.314475,8707.137469
CUB,PRI,0,1,1,0,0,0,0,0,1771.5873,1771.5873,1466.767039,1387.547625
CUB,PRK,0,0,0,0,0,0,0,0,12522.203,12522.203,12659.40628,12653.25942
CUB,PRT,0,0,0,0,0,0,0,0,7025.9922,7025.9922,6848.588792,6841.044545
CUB,PRY,0,1,1,0,0,0,0,0,6008.8452,6008.8452,5812.81297,5800.657211
CUB,PYF,0,0,0,0,0,0,0,0,8587.5645,8587.5645,8791.357295,8785.392989
CUB,QAT,0,0,0,0,0,0,0,0,12709.823,12709.823,12579.9181,12578.34023
CUB,REU,0,0,0,0,0,0,0,0,15694.941,15694.941,15409.29285,15402.71896
CUB,ROM,0,0,0,0,0,0,0,0,9595.9512,9595.9512,9399.816139,9395.582972
CUB,RUS,0,0,0,0,0,0,0,0,9603.3906,9603.3906,10055.95829,10002.24133
CUB,RWA,0,0,0,0,0,0,0,0,12397.893,12397.893,12122.26102,12115.24075
CUB,SAU,0,0,0,0,0,0,0,0,12395.311,12395.311,12027.8734,12017.63691
CUB,SDN,0,0,0,0,0,0,0,0,11750.468,11750.468,11551.9161,11542.17596
CUB,SEN,0,0,0,0,0,0,0,0,6855.2563,6855.2563,6645.766855,6631.602411
CUB,SGP,0,0,0,0,0,0,0,0,17234.547,17234.547,17397.73069,17396.03607
CUB,SHN,0,0,0,0,0,0,0,0,9406.6826,9406.6826,8866.095389,8811.51006
CUB,SLB,0,0,0,0,0,0,0,0,13248.434,13248.434,13540.47909,13532.82526
CUB,SLE,0,0,0,0,0,0,0,0,7517.2256,7517.2256,7309.520646,7295.515635
CUB,SLV,0,1,1,0,0,0,0,0,1269.985,1269.985,1389.351857,1373.099399
CUB,SMR,0,0,0,0,0,0,0,0,8629.5713,8629.5713,8509.348079,8507.072628
CUB,SOM,0,0,0,0,0,0,0,0,13722.921,13722.921,13359.81686,13352.5363
CUB,SPM,0,0,0,0,0,0,0,0,3518.3086,3518.3086,3492.715611,3491.797265
CUB,STP,0,0,0,0,0,0,0,0,9919.4727,9919.4727,9630.049236,9620.292367
CUB,SUR,0,0,0,0,0,0,0,0,3489.6641,3489.6641,3278.038586,3171.932046
CUB,SVK,0,0,0,0,0,0,0,0,8795.2744,8795.2744,8810.304172,8807.84151
CUB,SVN,0,0,0,0,0,0,0,0,8694.5254,8694.5254,8606.099844,8604.115503
CUB,SWE,0,0,0,0,0,0,0,0,8391.0068,8391.0068,8246.69373,8244.751341
CUB,SWZ,0,0,0,0,0,0,0,0,13381.646,13381.646,13107.11138,13098.75514
CUB,SYC,0,0,0,0,0,0,0,0,15067.004,15067.004,14834.57537,14830.00543
CUB,SYR,0,0,0,0,0,0,0,0,10989.976,10989.976,10830.69067,10828.24093
CUB,TCA,0,0,0,0,0,0,0,0,1176.0665,1176.0665,891.5546567,776.1953407
CUB,TCD,0,0,0,0,0,0,0,0,10227.723,10227.723,10151.14859,10140.65369
CUB,TGO,0,0,0,0,0,0,0,0,9111.8311,9111.8311,8782.135424,8771.442614
CUB,THA,0,0,0,0,0,0,0,0,15920.188,15920.188,16042.93148,16039.41952
CUB,TJK,0,0,0,0,0,0,0,0,12536.162,12536.162,12522.54616,12521.91647
CUB,TKL,0,0,0,0,0,0,0,0,10366.631,10366.631,10582.22831,10574.62765
CUB,TKM,0,0,0,0,0,0,0,0,12097.958,12097.958,12022.59857,12018.58664
CUB,TMP,0,0,0,0,0,0,0,0,16637.811,16637.811,16943.85948,16937.32738
CUB,TON,0,0,0,0,0,0,0,0,11195.759,11195.759,11385.6484,11379.71004
CUB,TTO,0,0,0,0,0,0,0,0,2618.3228,2618.3228,2336.767458,2288.432799
CUB,TUN,0,0,0,0,0,0,0,0,8722.835,8722.835,8603.567399,8599.307721
CUB,TUR,0,0,0,0,0,0,0,0,9985.1514,10329.733,10174.11806,10160.85511
CUB,TUV,0,0,0,0,0,0,0,0,11240.164,11240.164,11554.59328,11546.63168
CUB,TWN,0,0,0,0,0,0,0,0,14079.275,14079.275,14413.14603,14408.05106
CUB,TZA,0,0,0,0,0,0,0,0,13555.69,13163.723,13007.01551,12990.83273
CUB,UGA,0,0,0,0,0,0,0,0,12546.794,12546.794,12262.0932,12254.93944
CUB,UKR,0,0,0,0,0,0,0,0,9542.1582,9542.1582,9732.255108,9723.602746
CUB,URY,0,1,1,0,0,0,0,0,7028.5688,7028.5688,6730.777847,6719.46128
CUB,USA,0,0,1,0,0,0,0,0,2114.8411,1826.6156,2580.627592,2292.378248
CUB,UZB,0,0,0,0,0,0,0,0,12292.661,12292.661,12298.0577,12295.20495
CUB,VCT,0,0,0,0,0,0,0,0,2492.9409,2492.9409,2192.65645,2140.191829
CUB,VEN,0,1,1,0,0,0,0,0,2156.5688,2156.5688,1860.820474,1781.021968
CUB,VGB,0,0,0,0,0,0,0,0,1922.0389,1922.0389,1629.922051,1561.529001
CUB,VNM,0,0,0,0,0,0,0,0,15040.362,15040.362,15931.56703,15913.96786
CUB,VUT,0,0,0,0,0,0,0,0,12703.612,12703.612,12964.28067,12958.26944
CUB,WLF,0,0,0,0,0,0,0,0,10973.076,10973.076,11216.10419,11209.40415
CUB,WSM,0,0,0,0,0,0,0,0,12211.172,12211.172,10800.71469,10794.03771
CUB,YEM,0,0,0,0,0,0,0,0,12816.361,12816.361,12709.20424,12704.42637
CUB,YUG,0,0,0,0,0,0,0,0,9179.0615,9179.0615,9112.509132,9110.080978
CUB,ZAF,0,0,0,0,0,0,0,0,12387.508,13082.664,12711.91396,12694.50045
CUB,ZAR,0,0,0,0,0,0,0,0,10993.758,10993.758,11233.87351,11193.66063
CUB,ZMB,0,0,0,0,0,0,0,0,12765.392,12765.392,12437.90295,12428.81353
CUB,ZWE,0,0,0,0,0,0,0,0,13129.026,13129.026,12787.58047,12778.44415
CXR,ABW,0,0,1,0,0,0,0,0,19519.52,19519.52,,
CXR,AFG,0,0,0,0,0,0,0,0,6312.0742,6312.0742,,
CXR,AGO,0,0,0,0,0,0,0,0,10106.604,10106.604,,
CXR,AIA,0,1,1,0,1,0,0,0,18545.943,18545.943,,
CXR,ALB,0,0,0,0,0,0,0,0,10442.009,10442.009,,
CXR,AND,0,0,0,0,0,0,0,0,11961.506,11961.506,,
CXR,ANT,0,0,1,0,0,0,0,0,19420.574,19420.574,,
CXR,ARE,0,0,0,0,1,0,0,0,6789.0654,6789.0654,,
CXR,ARG,0,0,0,0,0,0,0,0,14747.045,14747.045,,
CXR,ARM,0,0,0,0,0,0,0,0,8437.6279,8437.6279,,
CXR,ATG,0,1,1,0,1,0,0,0,18495.275,18495.275,,
CXR,AUS,0,1,1,1,0,1,1,0,5303.9512,5182.6191,,
CXR,AUT,0,0,0,0,0,0,0,0,10831.481,10831.481,,
CXR,AZE,0,0,0,0,0,0,0,0,8048.9087,8048.9087,,
CXR,BDI,0,0,0,0,0,0,0,0,8461.6055,8461.6055,,
CXR,BEL,0,0,0,0,0,0,0,0,11711.422,11711.422,,
CXR,BEN,0,0,0,0,0,0,0,0,11584.413,11557.109,,
CXR,BFA,0,0,0,0,0,0,0,0,12132.35,12132.35,,
CXR,BGD,0,0,0,0,1,0,0,0,4148.3286,4148.3286,,
CXR,BGR,0,0,0,0,0,0,0,0,10189.761,10189.761,,
CXR,BHR,0,0,0,0,1,0,0,0,7215.6641,7215.6641,,
CXR,BHS,0,1,1,0,1,0,0,0,18369.984,18369.984,,
CXR,BIH,0,0,0,0,0,0,0,0,10602.435,10602.435,,
CXR,BLR,0,0,0,0,0,0,0,0,10192.422,10192.422,,
CXR,BLZ,0,1,1,0,1,0,0,0,18293.105,18293.105,,
CXR,BMU,0,1,1,0,1,0,0,0,17410.711,17410.711,,
CXR,BOL,0,0,0,0,0,0,0,0,16963.285,16604.229,,
CXR,BRA,0,0,0,0,0,0,0,0,15203.274,15917.272,,
CXR,BRB,0,1,1,0,1,0,0,0,18408.396,18408.396,,
CXR,BRN,0,0,0,0,1,0,0,0,1992.4541,1992.4541,,
CXR,BTN,0,0,0,0,0,0,0,0,4561.3896,4561.3896,,
CXR,BWA,0,1,1,0,1,0,0,0,8511.6445,8511.6445,,
CXR,CAF,0,0,0,0,0,0,0,0,9788.6162,9788.6162,,
CXR,CAN,0,1,1,0,0,0,0,0,16302.399,16135.634,,
CXR,CCK,0,0,1,0,1,0,0,1,996.26276,996.26276,,
CXR,CHE,0,0,0,0,0,0,0,0,11489.349,11489.349,,
CXR,CHL,0,0,0,0,0,0,0,0,15130.966,15130.966,,
CXR,CHN,0,0,0,0,0,0,0,0,5710.2954,5710.2954,,
CXR,CIV,0,0,0,0,0,0,0,0,12279.479,12443.37,,
CXR,CMR,0,1,1,0,0,0,0,0,10553.28,10553.28,,
CXR,COG,0,0,0,0,0,0,0,0,9984.5781,9984.5781,,
CXR,COK,0,1,1,0,0,0,0,0,10060.456,10060.456,,
CXR,COL,0,0,0,0,0,0,0,0,19384.402,19384.402,,
CXR,COM,0,0,0,0,0,0,0,0,6809.2539,6809.2539,,
CXR,CPV,0,0,0,0,0,0,0,0,14507.566,14507.566,,
CXR,CRI,0,0,0,0,0,0,0,0,18961.145,18961.145,,
CXR,CUB,0,0,0,0,0,0,0,0,18376.986,18376.986,,
CXR,CXR,0,0,0,0,0,0,0,0,4.370194,4.370194,,
CXR,CYM,0,1,1,0,1,0,0,0,18785.066,18785.066,,
CXR,CYP,0,0,0,0,1,0,0,0,9124.3623,9124.3623,,
CXR,CZE,0,0,0,0,0,0,0,0,10995.399,10995.399,,
CXR,DEU,0,0,0,0,0,0,0,0,11526.173,11090.209,,
CXR,DJI,0,0,0,0,0,0,0,0,7340.3315,7340.3315,,
CXR,DMA,0,1,1,0,1,0,0,0,18532.877,18532.877,,
CXR,DNK,0,0,0,0,0,0,0,0,11168.636,11168.636,,
CXR,DOM,0,0,0,0,0,0,0,0,19012.023,19012.023,,
CXR,DZA,0,0,0,0,0,0,0,0,11837.806,11837.806,,
CXR,ECU,0,0,0,0,0,0,0,0,18759.924,18759.924,,
CXR,EGY,0,0,1,0,0,0,0,0,9137.666,9137.666,,
CXR,ERI,0,1,1,0,1,0,0,0,7903.7861,7903.7861,,
CXR,ESH,0,0,0,0,0,0,0,0,13395.984,13395.984,,
CXR,ESP,0,0,0,0,0,0,0,0,12408.873,12408.873,,
CXR,EST,0,0,0,0,0,0,0,0,10508.986,10508.986,,
CXR,ETH,0,1,0,0,0,0,0,0,7717.0391,7717.0391,,
CXR,FIN,0,0,0,0,0,0,0,0,10513.447,10513.447,,
CXR,FJI,0,1,1,0,1,0,0,0,7843.7983,7843.7983,,
CXR,FLK,0,1,1,0,1,0,0,0,12941.966,12941.966,,
CXR,FRA,0,0,0,0,0,0,0,0,11866.104,11866.104,,
CXR,FRO,0,0,0,0,0,0,0,0,12203.076,12203.076,,
CXR,FSM,0,1,1,0,0,0,0,0,6132.5786,6132.5786,,
CXR,GAB,0,0,0,0,0,0,0,0,10714.254,10714.254,,
CXR,GBR,0,1,1,1,0,0,1,0,12020.609,12020.609,,
CXR,GEO,0,0,0,0,0,0,0,0,8492.8838,8492.8838,,
CXR,GHA,0,1,1,0,1,0,0,0,11871.644,11871.644,,
CXR,GIB,0,1,1,0,1,0,0,0,12586.586,12586.586,,
CXR,GIN,0,0,0,0,0,0,0,0,13622.407,13622.407,,
CXR,GLP,0,0,0,0,0,0,0,0,18539.441,18539.441,,
CXR,GMB,0,1,1,0,1,0,0,0,13762.33,13762.33,,
CXR,GNB,0,0,0,0,0,0,0,0,13640.76,13640.76,,
CXR,GNQ,0,0,0,0,0,0,0,0,10848.367,10848.367,,
CXR,GRC,0,0,0,0,0,0,0,0,10037.52,10037.52,,
CXR,GRD,0,1,1,0,1,0,0,0,18651.75,18651.75,,
CXR,GRL,0,0,0,0,0,0,0,0,13794.451,13794.451,,
CXR,GTM,0,0,0,0,0,0,0,0,18209.438,18209.438,,
CXR,GUF,0,0,0,0,0,0,0,0,17538.197,17538.197,,
CXR,GUY,0,1,1,0,1,0,0,0,18214.725,18214.725,,
CXR,HKG,0,1,1,0,1,0,0,0,3752.2515,3752.2515,,
CXR,HND,0,0,0,0,0,0,0,0,18567.813,18567.813,,
CXR,HRV,0,0,0,0,0,0,0,0,10826.613,10826.613,,
CXR,HTI,0,0,0,0,0,0,0,0,19104.6,19104.6,,
CXR,HUN,0,0,0,0,0,0,0,0,10621.534,10621.534,,
CXR,IDN,0,0,0,0,0,0,0,0,490.12213,490.12213,,
CXR,IND,0,1,1,0,1,0,0,0,5316.375,5316.375,,
CXR,IRL,0,1,1,0,0,0,0,0,12397.684,12397.684,,
CXR,IRN,0,0,0,0,0,0,0,0,7661.4111,7661.4111,,
CXR,IRQ,0,0,0,0,0,0,0,0,8104.2109,8104.2109,,
CXR,ISL,0,0,0,0,0,0,0,0,12815.164,12815.164,,
CXR,ISR,0,1,1,0,1,0,0,0,8889.0117,8889.0117,,
