iso_o,iso_d,contig,comlang_off,colony,comcol,dist,iso2,country,landlocked,continent,lat,lon,langoff_1,colonizer1
CYM,MHL,0,1,0,0,11556.983,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,MKD,0,0,0,0,9601.041,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,MLI,0,0,0,0,7834.8276,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,MLT,0,1,0,1,9281.9707,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,MMR,0,0,0,1,16008.873,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,MNG,0,0,0,0,12509.319,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,MNP,0,1,0,0,13601.27,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,MOZ,0,0,0,0,13278.045,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,MRT,0,0,0,0,6852.8857,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,MSR,0,1,0,1,2048.229,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,MTQ,0,0,0,0,2221.9307,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,MUS,0,1,0,1,15736.352,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,MWI,0,1,0,1,13135.263,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,MYS,0,0,0,1,17514.342,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,NAM,0,1,0,0,11663.908,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,NCL,0,0,0,0,13027.669,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,NER,0,0,0,0,8851.4404,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,NFK,0,1,0,0,13003.877,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,NGA,0,1,0,1,9241.418,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,NIC,0,0,0,0,958.76373,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,NIU,0,1,0,0,10558.712,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,NLD,0,0,0,0,8080.2075,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,NOR,0,0,0,0,8284.2178,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,NPL,0,0,0,0,14610.054,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,NRU,0,1,0,1,12310.964,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,NZL,0,1,0,0,12587.802,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,OMN,0,0,0,0,13580.556,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,PAK,0,1,0,1,13548.01,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,PAL,0,0,0,1,11155.4,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,PAN,0,0,0,0,1169.687,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,PCN,0,1,0,1,7223.23,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,PER,0,0,0,0,3526.9507,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,PHL,0,1,0,0,15534.479,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,PLW,0,1,0,0,15109.728,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,PNG,0,1,0,0,14710.609,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,POL,0,0,0,0,9137.8086,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,PRI,0,1,0,0,1608.7716,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,PRK,0,0,0,0,12954.667,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,PRT,0,0,0,0,7173.5669,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,PRY,0,0,0,0,5583.5962,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,PYF,0,0,0,0,8504.9385,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,QAT,0,0,0,1,12924.225,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,REU,0,0,0,0,15533.356,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,ROM,0,0,0,0,9834.499,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,RUS,0,0,0,0,9921.2354,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,RWA,0,1,0,0,12338.669,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,SAU,0,0,0,0,12585.809,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,SDN,0,0,0,1,11826.772,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,SEN,0,0,0,0,6789.5552,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,SGP,0,1,0,1,17672.633,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,SHN,0,1,0,1,9161.1436,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,SLB,0,1,0,1,13362.892,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,SLE,0,1,0,1,7413.4653,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,SLV,0,0,0,0,1040.3588,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,SMR,0,0,0,0,8840.167,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,SOM,0,1,0,1,13748.968,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,SPM,0,0,0,0,3814.582,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,STP,0,0,0,0,9809.9873,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,SUR,0,0,0,0,3202.293,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,SVK,0,0,0,0,9039.4961,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,SVN,0,0,0,0,8921.7451,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,SWE,0,0,0,0,8699.5479,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,SWZ,0,1,0,1,13141.01,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,SYC,0,1,0,1,15078.882,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,SYR,0,0,0,0,11193.238,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,TCA,0,1,0,1,1095.978,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,TCD,0,0,0,0,10225.173,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,TGO,0,0,0,0,9029.707,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,THA,0,0,0,0,16351.481,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,TJK,0,0,0,0,12877.095,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,TKL,0,1,0,0,10410.87,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,TKM,0,0,0,0,12398.918,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,TMP,0,0,0,0,16892.025,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,TON,0,1,0,1,11160.415,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,TTO,0,1,0,1,2340.9023,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,TUN,0,0,0,0,8881.9141,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,TUR,0,0,0,0,10210.83,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,TUV,0,0,0,1,11311.234,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,TWN,0,0,0,0,14505.792,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,TZA,0,1,0,1,13486.26,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,UGA,0,1,0,1,12512.629,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,UKR,0,0,0,0,9821.8994,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,URY,0,0,0,0,6596.8647,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,USA,0,1,0,0,2488.7014,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,UZB,0,0,0,0,12641.499,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,VCT,0,1,0,1,2255.5291,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,VEN,0,0,0,0,1830.1034,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,VGB,0,1,0,1,1767.6157,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,VNM,0,0,0,0,15477.656,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,VUT,0,1,0,1,12730.902,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,WLF,0,0,0,0,10997.471,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,WSM,0,1,0,0,12261.608,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,YEM,0,0,0,1,12937.381,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,YUG,0,0,0,0,9408.8867,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,ZAF,0,1,0,0,12083.731,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,ZAR,0,0,0,0,10876.037,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,ZMB,0,1,0,1,12599.628,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYM,ZWE,0,1,0,1,12951.25,KY,Cayman Islands,0,America,19.299999,-81.383331,English,GBR
CYP,ABW,0,0,0,0,10403.22,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,AFG,0,0,0,0,3257.9724,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,AGO,0,0,0,0,5332.0352,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,AIA,0,0,0,1,9421.874,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,ALB,0,0,0,0,1366.2936,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,AND,0,0,0,0,2861.2844,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,ANT,0,0,0,0,10332.111,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,ARE,0,0,0,1,2348.9209,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,ARG,0,0,0,0,12291.565,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,ARM,0,0,0,0,1129.5793,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,ATG,0,0,0,1,9384.4785,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,AUS,0,0,0,0,14426.815,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,AUT,0,0,0,0,2017.9489,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,AZE,0,0,0,0,1563.3253,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,BDI,0,0,0,0,4307.5332,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,BEL,0,0,0,0,2904.9753,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,BEN,0,0,0,0,4493.0786,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,BFA,0,0,0,0,4340.5278,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,BGD,0,0,0,1,5596.4932,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,BGR,0,0,0,0,1205.6221,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,BHR,0,0,0,1,1926.8103,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,BHS,0,0,0,1,10128.477,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,BIH,0,0,0,0,1602.6639,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,BLR,0,0,0,0,2130.6917,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,BLZ,0,0,0,1,11596.673,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,BMU,0,0,0,1,8669.9414,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,BOL,0,0,0,0,12094.339,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,BRA,0,0,0,0,10651.903,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,BRB,0,0,0,1,9446.8867,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,BRN,0,0,0,1,8938.6963,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,BTN,0,0,0,0,5357.4795,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,BWA,0,0,0,1,6712.7227,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,CAF,0,0,0,0,3745.0569,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,CAN,0,0,0,0,8935.3574,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,CCK,0,0,0,0,8525.2813,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,CHE,0,0,0,0,2523.2517,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,CHL,0,0,0,0,13230.698,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,CHN,0,0,0,0,7076.4277,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,CIV,0,0,0,0,5068.7495,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,CMR,0,0,0,0,4146.5376,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,COG,0,0,0,0,4775.1919,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,COK,0,0,0,0,18021.434,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,COL,0,0,0,0,11372.432,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,COM,0,0,0,0,5314.499,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,CPV,0,0,0,0,6069.374,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,CRI,0,0,0,0,11766.864,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,CUB,0,0,0,0,10661.257,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,CXR,0,0,0,1,9124.3623,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,CYM,0,0,0,1,10864.953,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,CZE,0,0,0,0,2260.5527,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,DEU,0,0,0,0,2776.0798,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,DJI,0,0,0,0,2801.7849,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,DMA,0,0,0,1,9462.4707,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,DNK,0,0,0,0,2777.9194,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,DOM,0,0,0,0,9975.5098,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,DZA,0,0,0,0,2728.05,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,ECU,0,0,0,0,12004.464,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,EGY,0,0,0,0,600.76001,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,ERI,0,0,0,1,2273.6882,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,ESH,0,0,0,0,4479.1646,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,ESP,0,0,0,0,3288.0659,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,EST,0,0,0,0,2772.5454,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,ETH,0,0,0,0,2958.0168,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,FIN,0,0,0,0,2845.0962,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,FJI,0,0,0,1,16105.813,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,FLK,0,0,0,1,13082.507,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,FRA,0,0,0,0,2954.5508,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,FRO,0,0,0,0,4084.4172,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,FSM,0,0,0,0,12606.951,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,GAB,0,0,0,0,4597.4717,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,GBR,0,0,1,0,3223.6379,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,GEO,0,0,0,0,1236.5809,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,GHA,0,0,0,1,4765.5391,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,GIB,0,0,0,1,3478.793,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,GIN,0,0,0,0,5723.709,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,GLP,0,0,0,0,9448.3115,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,GMB,0,0,0,1,5544.8789,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,GNB,0,0,0,0,5560.2847,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,GNQ,0,0,0,0,4313.7764,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,GRC,0,1,1,0,915.65948,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,GRD,0,0,0,1,9701.0908,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,GRL,0,0,0,0,6312.5454,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,GTM,0,0,0,0,11929.343,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,GUF,0,0,0,0,9308.7432,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,GUY,0,0,0,1,9721.2852,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,HKG,0,0,0,1,7810.5562,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,HND,0,0,0,0,11716.784,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,HRV,0,0,0,0,1882.5831,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,HTI,0,0,0,0,10185.229,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,HUN,0,0,0,0,1815.5742,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,IDN,0,0,0,0,8922.7354,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,IND,0,0,0,1,4175.1563,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,IRL,0,0,0,0,3680.5715,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,IRN,0,0,0,0,1639.1011,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,IRQ,0,0,0,0,1039.011,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,ISL,0,0,0,0,4882.0962,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,ISR,0,0,0,1,365.68964,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,ITA,0,0,0,0,1957.8396,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,JAM,0,0,0,1,10593.805,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,JOR,0,0,0,1,429.21988,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,JPN,0,0,0,0,9068.8096,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,KAZ,0,0,0,0,3821.4565,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,KEN,0,0,0,1,4071.1892,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,KGZ,0,0,0,0,3631.0156,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,KHM,0,0,0,0,7607.7109,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,KIR,0,0,0,1,14204.112,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,KNA,0,0,0,1,9451.6162,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,KOR,0,0,0,0,8012.4526,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,KWT,0,0,0,1,1521.3546,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,LAO,0,0,0,0,7019.9546,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,LBN,0,0,0,0,243.47374,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,LBR,0,0,0,0,5530.3535,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,LBY,0,0,0,0,1884.1538,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,LCA,0,0,0,1,9509.4189,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,LKA,0,0,0,1,5687.9434,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,LSO,0,0,0,1,7201.4507,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,LTU,0,0,0,0,2260.8474,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,LUX,0,0,0,0,2729.865,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,LVA,0,0,0,0,2524.0259,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,MAC,0,0,0,0,7758.1938,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,MAR,0,0,0,0,3660.1025,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,MDA,0,0,0,0,1371.6345,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,MDG,0,0,0,0,6195.1299,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,MDV,0,0,0,1,5373.7822,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,MEX,0,0,0,0,12159.862,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,MHL,0,0,0,0,13577.783,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,MKD,0,0,0,0,1282.6588,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,MLI,0,0,0,0,4842.6123,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,MLT,0,0,0,1,1703.8662,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,MMR,0,0,0,1,6500.7925,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,MNG,0,0,0,0,6050.1011,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,MNP,0,0,0,0,10975.38,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,MOZ,0,0,0,0,6802.7148,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,MRT,0,0,0,0,5197.6045,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,MSR,0,0,0,1,9445.6201,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,MTQ,0,0,0,0,9480.8936,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,MUS,0,0,0,1,6664.2095,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,MWI,0,0,0,1,5466.8672,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,MYS,0,0,0,1,7854.2334,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,NAM,0,0,0,0,6648.8833,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,NCL,0,0,0,0,15283.752,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,NER,0,0,0,0,3950.0579,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,NFK,0,0,0,0,15738.412,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,NGA,0,0,0,1,4421.3555,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,NIC,0,0,0,0,11792.311,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,NIU,0,0,0,0,17124.961,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,NLD,0,0,0,0,2949.04,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,NOR,0,0,0,0,3202.21,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,NPL,0,0,0,0,4949.1577,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,NRU,0,0,0,1,13875.723,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,NZL,0,0,0,0,16614.406,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,OMN,0,0,0,0,2756.1731,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,PAK,0,0,0,1,3632.4468,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,PAL,0,0,0,1,415.4454,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,PAN,0,0,0,0,11458.097,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,PCN,0,0,0,1,18088.076,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,PER,0,0,0,0,12636.696,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,PHL,0,0,0,0,8874.5479,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
CYP,PLW,0,0,0,0,10547.496,CY,Cyprus,0,Europe,35.150002,33.349998,Greek,GBR
